	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d
45	0.436626	0.442310	0.308561	0.410853	0.324544	0.312045	0.123282	0.076370	0.310158	0.410469	0.280154	0.193805	0.260983	0.385685	0.123383	0.114674	0.575122	0.455009	0.330052	0.115611	0.319277	0.048363	0.199111	0.061430	0.357223	0.721774	0.236809	0.198417	0.186298	0.231448	0.109667	0.052333	0.428770	0.648251	0.482953	0.194543	0.396004	0.439448	0.152257	0.063369	0.330751	0.489367	0.376092	0.347205	0.336010	0.391931	0.106884	0.046620
46	0.482329	0.507704	0.331917	0.438472	0.338132	0.313551	0.130649	0.075457	0.309321	0.407579	0.305826	0.198246	0.262211	0.374748	0.113463	0.106482	0.500174	0.472451	0.323790	0.098844	0.335191	0.051719	0.215440	0.064262	0.376130	0.739339	0.262772	0.179948	0.198345	0.234760	0.109496	0.047493	0.420715	0.659967	0.485558	0.185631	0.474771	0.481039	0.147117	0.068999	0.326900	0.487910	0.364264	0.336339	0.356106	0.406436	0.112830	0.045627
47	0.493613	0.520736	0.332477	0.468432	0.349319	0.312587	0.134685	0.076172	0.310403	0.376838	0.342439	0.197033	0.263059	0.370802	0.116879	0.097666	0.422549	0.452700	0.289752	0.089791	0.344136	0.049302	0.229599	0.069088	0.393550	0.741248	0.302031	0.167512	0.196341	0.235916	0.109801	0.056937	0.410177	0.664212	0.490360	0.176501	0.517157	0.495026	0.135343	0.071177	0.329948	0.514881	0.361871	0.328886	0.371392	0.418442	0.116086	0.045431
48	0.491640	0.522729	0.332989	0.490618	0.372718	0.439888	0.176734	0.093128	0.348608	0.330839	0.404022	0.194199	0.271513	0.372092	0.120722	0.090540	0.335590	0.415502	0.272680	0.093233	0.349142	0.051156	0.242953	0.070014	0.408034	0.741018	0.335786	0.161169	0.198777	0.226484	0.121136	0.063748	0.399776	0.685386	0.488335	0.176734	0.527460	0.496955	0.132923	0.071333	0.354462	0.622880	0.361980	0.327727	0.379506	0.411305	0.116853	0.045233
49	0.490307	0.524043	0.328649	0.503941	0.393079	0.573583	0.179740	0.106121	0.376185	0.339153	0.501789	0.174963	0.280759	0.373220	0.120209	0.085018	0.285104	0.404545	0.268952	0.109493	0.349085	0.053843	0.258276	0.069140	0.429296	0.750202	0.367685	0.160079	0.197817	0.270197	0.127795	0.065163	0.385055	0.697836	0.463713	0.200665	0.526700	0.496333	0.135478	0.070771	0.392728	0.730546	0.362781	0.330324	0.447058	0.396790	0.117019	0.041773
50	0.490491	0.524445	0.323122	0.509665	0.429449	0.598212	0.168345	0.108769	0.430416	0.365368	0.601739	0.151699	0.285618	0.373576	0.118424	0.087062	0.274531	0.445366	0.266025	0.126468	0.349478	0.055981	0.268182	0.068948	0.440480	0.743328	0.406581	0.162261	0.204760	0.320646	0.127992	0.065255	0.382783	0.707007	0.427580	0.241349	0.524685	0.492648	0.132925	0.068830	0.409338	0.730614	0.351063	0.330533	0.475990	0.444110	0.121648	0.042714
51	0.489975	0.524472	0.306425	0.506239	0.429277	0.638383	0.164854	0.107411	0.470475	0.448917	0.665751	0.155172	0.289086	0.378232	0.120004	0.091500	0.282671	0.450645	0.257001	0.132642	0.354306	0.057077	0.273022	0.066576	0.406226	0.692233	0.413189	0.155646	0.240443	0.296785	0.130032	0.063608	0.388544	0.711768	0.373546	0.276920	0.524579	0.480851	0.127254	0.067225	0.396645	0.717782	0.319349	0.314086	0.469152	0.457519	0.127960	0.049006
52	0.468604	0.501221	0.293650	0.488248	0.427198	0.629053	0.163512	0.105960	0.474143	0.459495	0.670206	0.167285	0.293395	0.374546	0.124279	0.093791	0.349607	0.474789	0.245191	0.137206	0.363909	0.056880	0.273443	0.063217	0.364284	0.583785	0.412491	0.146961	0.271965	0.295487	0.139707	0.059318	0.375414	0.712423	0.347021	0.313607	0.523048	0.469966	0.122163	0.067130	0.375726	0.708096	0.276684	0.283049	0.513538	0.430032	0.133202	0.056815
53	0.425029	0.524181	0.275190	0.459418	0.424615	0.636787	0.162894	0.105248	0.483404	0.455923	0.659894	0.160461	0.295847	0.375341	0.134856	0.094072	0.364459	0.502244	0.233580	0.138795	0.364178	0.056949	0.270651	0.060822	0.356107	0.496170	0.410561	0.134663	0.254447	0.295311	0.138309	0.056815	0.354072	0.701496	0.353709	0.341172	0.512868	0.405580	0.121013	0.069959	0.393039	0.768380	0.227838	0.252316	0.545716	0.426823	0.134047	0.060458
54	0.481024	0.662256	0.266030	0.428480	0.423164	0.627067	0.162524	0.102028	0.516224	0.459675	0.675206	0.158902	0.289279	0.356862	0.139949	0.093475	0.383053	0.504704	0.232828	0.138784	0.346253	0.067293	0.259680	0.058736	0.385004	0.460388	0.398209	0.119639	0.248145	0.297076	0.123891	0.055568	0.344936	0.697921	0.413070	0.344809	0.498135	0.385096	0.118365	0.071410	0.422860	0.789942	0.186303	0.233051	0.566356	0.421302	0.140704	0.061347
55	0.591534	0.737121	0.308019	0.405604	0.431184	0.623498	0.172309	0.096456	0.619516	0.481243	0.694886	0.168279	0.258032	0.381876	0.141048	0.091236	0.465101	0.503653	0.261052	0.139764	0.336310	0.083187	0.236743	0.058848	0.426483	0.418799	0.416262	0.118071	0.240983	0.308193	0.116671	0.052939	0.342180	0.699582	0.491159	0.339034	0.485696	0.383604	0.117307	0.069708	0.433341	0.791791	0.173529	0.226683	0.571934	0.423303	0.132573	0.064504
56	0.648690	0.765442	0.363822	0.405302	0.437918	0.629742	0.183398	0.093153	0.638984	0.472147	0.718499	0.170489	0.224390	0.314521	0.142509	0.079350	0.493428	0.502913	0.280226	0.140319	0.342135	0.099149	0.220642	0.058772	0.449502	0.321114	0.425191	0.109860	0.274467	0.316709	0.115891	0.053541	0.338687	0.696087	0.534578	0.338563	0.479671	0.377367	0.119030	0.063939	0.438506	0.799044	0.182531	0.231438	0.580288	0.440839	0.125388	0.064071
57	0.623890	0.729815	0.352240	0.396377	0.390065	0.633727	0.184796	0.093484	0.641281	0.462718	0.764803	0.163447	0.220540	0.301275	0.142242	0.071393	0.498669	0.503327	0.305649	0.141562	0.349168	0.106336	0.210481	0.058514	0.446966	0.315260	0.431799	0.102667	0.338163	0.348191	0.117654	0.054589	0.309805	0.626054	0.577746	0.350353	0.480692	0.374629	0.124571	0.057299	0.429786	0.803759	0.190171	0.232826	0.597046	0.418111	0.123378	0.063959
58	0.636390	0.739345	0.338006	0.368012	0.378166	0.632578	0.185938	0.094878	0.641944	0.469618	0.825660	0.166949	0.182312	0.302771	0.135886	0.057259	0.512253	0.503867	0.353952	0.154727	0.345189	0.109579	0.211301	0.056876	0.430140	0.295990	0.432394	0.100852	0.343503	0.367732	0.121702	0.056804	0.319574	0.492769	0.588561	0.373954	0.457083	0.367792	0.118551	0.052166	0.411154	0.809617	0.201619	0.228367	0.620031	0.522356	0.142166	0.072537
59	0.702537	0.848882	0.340693	0.337140	0.383671	0.630942	0.181708	0.096846	0.639117	0.481745	0.868030	0.175808	0.152685	0.314988	0.136023	0.055663	0.537682	0.503484	0.379789	0.170989	0.340169	0.110464	0.209967	0.053055	0.420667	0.247581	0.423084	0.099508	0.346719	0.369327	0.122513	0.054693	0.388313	0.365807	0.587616	0.384900	0.453185	0.362230	0.109163	0.051251	0.410933	0.777641	0.235099	0.233707	0.612613	0.538055	0.161569	0.087062
60	0.757632	0.914164	0.392797	0.305095	0.384689	0.630126	0.181847	0.097096	0.610943	0.484477	0.874661	0.212118	0.149321	0.319856	0.139191	0.055100	0.549328	0.495250	0.405469	0.198918	0.343149	0.109682	0.203961	0.047792	0.410045	0.244623	0.406178	0.093042	0.353214	0.369973	0.123040	0.042530	0.428347	0.386596	0.589730	0.389784	0.421424	0.357806	0.108274	0.050503	0.444104	0.769785	0.272213	0.240670	0.606636	0.510550	0.157537	0.088583
61	0.771658	0.945102	0.438727	0.283629	0.446805	0.614737	0.156337	0.088716	0.593412	0.479839	0.818493	0.257425	0.147481	0.321014	0.140571	0.056045	0.549598	0.504933	0.415358	0.223792	0.335830	0.107193	0.188725	0.045624	0.396432	0.245800	0.378540	0.089950	0.351152	0.368251	0.109307	0.036277	0.444777	0.382757	0.592012	0.395375	0.384769	0.272395	0.108427	0.048816	0.491582	0.781284	0.284867	0.248338	0.618395	0.506559	0.154767	0.088570
62	0.778967	0.955381	0.461107	0.278684	0.458533	0.453307	0.129824	0.066210	0.612627	0.463042	0.751190	0.280327	0.154217	0.339720	0.142859	0.066655	0.562414	0.469393	0.418303	0.244001	0.346428	0.107906	0.170944	0.039061	0.375977	0.222589	0.342757	0.087023	0.350719	0.313835	0.105730	0.033959	0.436941	0.339650	0.589965	0.399417	0.303865	0.162335	0.104830	0.041329	0.520257	0.759708	0.288137	0.255076	0.605430	0.521861	0.154863	0.088612
63	0.782821	0.962361	0.473013	0.274647	0.415086	0.389321	0.124896	0.052571	0.663293	0.393354	0.734170	0.272749	0.232677	0.342269	0.154252	0.086233	0.567531	0.429575	0.418234	0.253172	0.337185	0.107317	0.152929	0.037081	0.351544	0.207559	0.293457	0.085686	0.341150	0.264974	0.105769	0.033050	0.434300	0.318649	0.584532	0.390939	0.168305	0.096340	0.103581	0.035935	0.521875	0.669033	0.315619	0.260378	0.533868	0.497113	0.153555	0.087019
64	0.789498	0.963413	0.476924	0.256809	0.423884	0.288852	0.125961	0.048933	0.703668	0.390242	0.761059	0.272275	0.339974	0.363962	0.165684	0.092021	0.610682	0.410335	0.424564	0.252707	0.350009	0.106219	0.123686	0.036883	0.336560	0.192344	0.282864	0.091921	0.307699	0.250639	0.097120	0.032766	0.430014	0.298043	0.577651	0.368524	0.120244	0.082325	0.101489	0.035953	0.511770	0.613458	0.376027	0.261281	0.535908	0.440272	0.152096	0.082656
65	0.769559	0.909998	0.483020	0.215419	0.418369	0.239606	0.126933	0.048949	0.694807	0.393826	0.795223	0.295421	0.365673	0.374957	0.167145	0.090183	0.677367	0.420245	0.461156	0.247322	0.350003	0.104957	0.097505	0.036645	0.334068	0.193946	0.282482	0.093931	0.289805	0.248682	0.088587	0.032342	0.421809	0.279907	0.581285	0.341099	0.111058	0.078712	0.096586	0.035844	0.513816	0.619097	0.432067	0.264493	0.490482	0.438456	0.162790	0.078285
66	0.695454	0.811269	0.482015	0.194830	0.430192	0.195691	0.126823	0.048452	0.696703	0.400754	0.783730	0.305890	0.391053	0.370952	0.162572	0.089543	0.719885	0.413193	0.515973	0.238977	0.348003	0.105285	0.076757	0.030959	0.331318	0.197357	0.282582	0.102805	0.289968	0.245731	0.089730	0.041635	0.420941	0.272420	0.588423	0.312515	0.109696	0.083166	0.092062	0.036017	0.533670	0.616780	0.475108	0.265532	0.465106	0.436071	0.166837	0.075766
67	0.602869	0.754766	0.445919	0.204406	0.437433	0.172900	0.127014	0.048297	0.671778	0.442485	0.760332	0.314616	0.489500	0.328630	0.156585	0.089528	0.732773	0.491139	0.604687	0.240839	0.346082	0.112144	0.070794	0.027046	0.298693	0.209633	0.282229	0.108119	0.289382	0.239939	0.091877	0.050623	0.433232	0.280520	0.584019	0.316472	0.109736	0.088491	0.090600	0.036204	0.577076	0.588271	0.492466	0.267622	0.393413	0.435778	0.160621	0.077255
68	0.569273	0.690835	0.402043	0.209562	0.438607	0.206455	0.119359	0.048200	0.702143	0.476231	0.734839	0.320792	0.497383	0.320322	0.155698	0.090202	0.723135	0.549863	0.659069	0.244711	0.422150	0.144502	0.074913	0.026548	0.230920	0.207487	0.237352	0.109325	0.289994	0.225820	0.088271	0.059251	0.459931	0.277263	0.522991	0.336514	0.109020	0.089770	0.093395	0.035284	0.607694	0.497943	0.492618	0.261145	0.388766	0.430661	0.157422	0.075357
69	0.602882	0.689418	0.407817	0.200572	0.460907	0.191384	0.102214	0.044345	0.712506	0.478523	0.689184	0.324671	0.498468	0.324781	0.153491	0.090450	0.720172	0.685195	0.669261	0.245015	0.427615	0.176508	0.077025	0.027172	0.172850	0.208073	0.166167	0.099924	0.246024	0.205481	0.079814	0.062774	0.488798	0.303542	0.448714	0.351746	0.112446	0.090668	0.093302	0.029394	0.610592	0.480385	0.491232	0.245283	0.388229	0.417528	0.157271	0.074327
70	0.597142	0.631439	0.427012	0.181055	0.454378	0.183928	0.096121	0.042313	0.714072	0.468039	0.607998	0.320687	0.498648	0.340747	0.153295	0.088503	0.754696	0.683337	0.669006	0.247192	0.429852	0.189328	0.077251	0.028026	0.161478	0.201147	0.142484	0.099395	0.137889	0.135354	0.072761	0.062736	0.514955	0.376571	0.374577	0.346556	0.122879	0.100668	0.091872	0.025261	0.690796	0.509752	0.491124	0.242692	0.353468	0.397598	0.156271	0.074510
71	0.553055	0.531524	0.427315	0.160553	0.470898	0.185659	0.107820	0.039249	0.712921	0.455673	0.538704	0.318519	0.498379	0.349525	0.151804	0.087141	0.759380	0.679899	0.663513	0.256897	0.461861	0.226200	0.097145	0.034625	0.169578	0.183826	0.137050	0.113762	0.117343	0.089963	0.071810	0.060926	0.516698	0.399861	0.309337	0.322915	0.130321	0.113455	0.089056	0.020344	0.754743	0.499120	0.492161	0.234477	0.339514	0.346276	0.149721	0.072347
72	0.513289	0.529628	0.410431	0.158678	0.515823	0.191608	0.115693	0.034335	0.713441	0.451248	0.498365	0.320346	0.499821	0.332725	0.146533	0.088290	0.798857	0.771867	0.652986	0.271360	0.509345	0.228337	0.140320	0.044325	0.160263	0.193364	0.122426	0.126253	0.095687	0.073345	0.083761	0.063798	0.484991	0.396624	0.295699	0.293020	0.142265	0.118842	0.081672	0.019388	0.767049	0.476695	0.484046	0.232266	0.297895	0.203759	0.119345	0.057122
73	0.496311	0.522897	0.393505	0.159089	0.535859	0.244077	0.123514	0.029765	0.714732	0.445194	0.495547	0.337220	0.500355	0.311098	0.150624	0.148769	0.873424	0.854526	0.646897	0.288268	0.534750	0.227452	0.146896	0.047971	0.155776	0.192322	0.081033	0.131993	0.072430	0.055077	0.093061	0.067032	0.430482	0.377612	0.288976	0.282293	0.139221	0.119998	0.073390	0.018961	0.787241	0.466973	0.500920	0.231565	0.293666	0.200020	0.115534	0.047549
74	0.499998	0.515955	0.386487	0.164875	0.495058	0.243355	0.120652	0.029986	0.693996	0.454178	0.489348	0.370882	0.501448	0.311916	0.150435	0.281082	0.887632	0.866029	0.635841	0.293169	0.513980	0.227078	0.147398	0.048139	0.172495	0.189665	0.128549	0.137674	0.073893	0.050855	0.098294	0.071070	0.395193	0.354951	0.273857	0.277287	0.130698	0.121018	0.076234	0.021678	0.836772	0.563794	0.513132	0.219956	0.220187	0.198133	0.113251	0.048108
75	0.504499	0.522471	0.370775	0.189628	0.442867	0.242491	0.114910	0.029978	0.688478	0.510746	0.480580	0.382153	0.502605	0.291569	0.156850	0.310216	0.881967	0.865827	0.615871	0.286090	0.487699	0.229373	0.146195	0.047439	0.192746	0.192246	0.188317	0.162278	0.073351	0.053110	0.099558	0.072281	0.384548	0.354368	0.267996	0.270176	0.134856	0.152578	0.073874	0.022241	0.835877	0.583366	0.501457	0.211132	0.218448	0.155809	0.113621	0.047886
76	0.545814	0.624750	0.363005	0.228310	0.444929	0.244773	0.106081	0.026833	0.705969	0.507400	0.457217	0.378483	0.486749	0.282687	0.156392	0.306981	0.866720	0.877818	0.608254	0.273922	0.489867	0.231462	0.147392	0.046796	0.188508	0.192226	0.223933	0.183017	0.072315	0.058279	0.099784	0.072597	0.391190	0.362072	0.256667	0.262720	0.149586	0.161096	0.074955	0.023293	0.856069	0.568311	0.500147	0.200770	0.215984	0.125742	0.112289	0.048438
77	0.553121	0.702340	0.354117	0.253810	0.432248	0.247958	0.103755	0.026540	0.718905	0.505771	0.431323	0.354100	0.409546	0.269631	0.151728	0.314317	0.862885	0.916979	0.600039	0.252301	0.493442	0.231024	0.148973	0.046212	0.182860	0.178217	0.239519	0.193419	0.070762	0.065086	0.099318	0.072514	0.405292	0.419639	0.238381	0.254722	0.177714	0.159894	0.077083	0.026343	0.880274	0.567296	0.497249	0.185911	0.221753	0.142405	0.108310	0.046291
78	0.615811	0.706233	0.350712	0.248951	0.430804	0.247888	0.100991	0.022074	0.677148	0.500542	0.444460	0.355754	0.397794	0.236444	0.151981	0.326483	0.850473	0.935636	0.600109	0.232155	0.513835	0.242020	0.150674	0.045146	0.182783	0.164973	0.241177	0.195340	0.072244	0.067214	0.095823	0.072558	0.421329	0.434652	0.225208	0.251752	0.202116	0.171504	0.077723	0.026744	0.885533	0.566373	0.477438	0.172152	0.166927	0.157853	0.075541	0.046650
79	0.612173	0.706579	0.365744	0.237300	0.430994	0.247078	0.103276	0.022435	0.629128	0.440562	0.444323	0.356804	0.380826	0.226161	0.153652	0.333540	0.859878	0.930865	0.604352	0.218047	0.515681	0.244544	0.151039	0.045471	0.179878	0.169112	0.259624	0.205561	0.071900	0.064152	0.094421	0.066242	0.427353	0.437139	0.209462	0.251602	0.210516	0.171676	0.088715	0.026566	0.904603	0.532817	0.428278	0.168328	0.173539	0.167918	0.058628	0.044215
80	0.603460	0.709822	0.368712	0.231977	0.416298	0.244877	0.103492	0.021243	0.606825	0.399057	0.442455	0.369068	0.254403	0.225619	0.155169	0.337863	0.914769	0.930713	0.609105	0.213547	0.514103	0.263777	0.150214	0.045857	0.194696	0.266865	0.290351	0.231352	0.072872	0.060924	0.093489	0.059653	0.440918	0.439902	0.185057	0.236604	0.229326	0.183323	0.095842	0.025256	0.932910	0.550834	0.369754	0.171196	0.175710	0.171658	0.064526	0.040003
81	0.555678	0.704070	0.377633	0.237356	0.413056	0.228006	0.103665	0.026812	0.629465	0.398327	0.439644	0.385027	0.187548	0.216338	0.155455	0.339967	0.940529	0.927179	0.596745	0.213429	0.514548	0.290992	0.148734	0.045996	0.267647	0.424217	0.303394	0.273861	0.073740	0.057740	0.096465	0.052038	0.420782	0.452674	0.178131	0.194486	0.237664	0.194979	0.097338	0.024930	0.975733	0.638693	0.314477	0.171917	0.172256	0.170648	0.089547	0.038989
82	0.497782	0.685007	0.372039	0.249016	0.382736	0.205728	0.103481	0.028487	0.660943	0.435947	0.432805	0.399448	0.182833	0.193261	0.154959	0.340972	0.954430	0.922512	0.555000	0.213675	0.515149	0.303532	0.148966	0.045981	0.327496	0.524962	0.304785	0.328881	0.072985	0.057510	0.096483	0.049064	0.376124	0.477827	0.178004	0.155927	0.238454	0.200524	0.096855	0.026377	0.952852	0.679726	0.294486	0.167439	0.188747	0.169524	0.101638	0.039106
83	0.489702	0.636446	0.338481	0.250361	0.367449	0.198276	0.099279	0.031712	0.687681	0.491516	0.412718	0.406720	0.182503	0.156039	0.156959	0.342046	1.021233	0.917710	0.484402	0.211133	0.459935	0.295051	0.150930	0.046004	0.329863	0.574786	0.305161	0.361410	0.113949	0.059028	0.095529	0.048254	0.362229	0.444597	0.175641	0.123298	0.238995	0.201549	0.096522	0.025579	0.930174	0.693832	0.296523	0.158073	0.186984	0.173033	0.101807	0.039942
84	0.530320	0.707144	0.297909	0.251291	0.342695	0.190465	0.089337	0.033112	0.697335	0.496023	0.397675	0.393425	0.181285	0.133405	0.159060	0.342110	1.074522	0.846541	0.362294	0.195575	0.442342	0.277196	0.150537	0.046024	0.331484	0.581910	0.315241	0.359394	0.152514	0.062837	0.094956	0.048125	0.352701	0.422200	0.178994	0.117484	0.238723	0.202214	0.093997	0.026114	0.916852	0.678945	0.298219	0.135019	0.188145	0.175983	0.099617	0.038635
85	0.580787	0.837038	0.281647	0.252070	0.294121	0.181324	0.069500	0.032631	0.690050	0.496381	0.398882	0.351741	0.179544	0.113662	0.164200	0.342169	1.111562	0.775005	0.283257	0.190178	0.439005	0.265083	0.150143	0.046812	0.372084	0.637275	0.319954	0.361285	0.179451	0.065241	0.082619	0.042851	0.361986	0.462143	0.201492	0.119598	0.238324	0.203059	0.096644	0.025699	0.871110	0.658947	0.307391	0.117309	0.193179	0.175426	0.101663	0.031854
86	0.583434	0.894295	0.276195	0.248778	0.124673	0.099061	0.053717	0.033156	0.657610	0.483712	0.388340	0.298512	0.175484	0.111518	0.161208	0.340443	1.098499	0.689655	0.271502	0.188601	0.420692	0.222104	0.147164	0.043503	0.437972	0.706312	0.321422	0.375601	0.202586	0.065128	0.076293	0.036992	0.362391	0.515483	0.210413	0.117942	0.239381	0.200664	0.097685	0.026645	0.872084	0.659510	0.297159	0.118207	0.217761	0.175503	0.101249	0.029117
87	0.608503	0.958312	0.279969	0.235672	0.209349	0.078263	0.045898	0.033015	0.583535	0.429904	0.313959	0.285675	0.175129	0.109243	0.162672	0.254318	1.081140	0.686811	0.271570	0.183009	0.327128	0.214211	0.117725	0.035556	0.474167	0.735199	0.307283	0.415270	0.204005	0.063404	0.067005	0.033266	0.372948	0.578954	0.212424	0.115692	0.241670	0.197071	0.101660	0.027428	0.870277	0.671431	0.294990	0.117680	0.249479	0.178299	0.106821	0.026807
88	0.580226	0.905883	0.286438	0.201845	0.296644	0.082455	0.046508	0.034604	0.538549	0.468424	0.261412	0.285372	0.160257	0.103902	0.162651	0.176471	1.074066	0.691981	0.271962	0.165472	0.301587	0.211665	0.098970	0.025498	0.510769	0.755264	0.277229	0.451410	0.204064	0.059778	0.061012	0.032964	0.380876	0.609202	0.215837	0.112660	0.247798	0.194230	0.105189	0.028896	0.846837	0.830752	0.268065	0.128298	0.250576	0.179060	0.112017	0.028004
89	0.599779	0.894243	0.292572	0.172612	0.287646	0.086539	0.049415	0.035239	0.590506	0.512853	0.201652	0.290923	0.154099	0.098523	0.158006	0.167157	0.990061	0.564624	0.270503	0.136539	0.297685	0.211112	0.102399	0.025474	0.525623	0.760560	0.252024	0.463003	0.204043	0.053325	0.065470	0.033220	0.408092	0.608404	0.225114	0.106357	0.247410	0.193473	0.106535	0.030290	0.791169	0.804172	0.246464	0.146296	0.250296	0.176467	0.117903	0.029510
90	0.587607	0.904968	0.277446	0.171500	0.300539	0.076526	0.058232	0.037334	0.659297	0.521629	0.162093	0.298128	0.144968	0.095067	0.149585	0.154988	0.955246	0.490379	0.257230	0.099314	0.297771	0.209877	0.102836	0.025436	0.527796	0.759262	0.239377	0.462226	0.203856	0.044211	0.070833	0.033181	0.534876	0.604403	0.219678	0.100076	0.244853	0.194133	0.102423	0.029514	0.790247	0.795445	0.239454	0.155003	0.249341	0.161635	0.120389	0.032189
91	0.588570	0.911769	0.258452	0.177846	0.322561	0.080225	0.063831	0.037537	0.741890	0.524318	0.162673	0.294966	0.139797	0.094856	0.143314	0.123844	0.958782	0.489848	0.236162	0.081309	0.291016	0.206035	0.107990	0.025216	0.527806	0.758640	0.242851	0.462064	0.203330	0.037815	0.078119	0.032409	0.592863	0.607952	0.212611	0.099567	0.239915	0.173848	0.095444	0.028906	0.739309	0.801481	0.231930	0.159103	0.245318	0.140426	0.120388	0.034377
92	0.581740	0.958057	0.232812	0.173634	0.351581	0.082990	0.064265	0.038086	0.746512	0.523336	0.162551	0.274400	0.134264	0.087653	0.137843	0.105033	0.957495	0.515402	0.215309	0.076956	0.261086	0.204935	0.113763	0.023449	0.528244	0.757481	0.228303	0.457131	0.204139	0.036531	0.086177	0.032843	0.657377	0.696988	0.217939	0.099527	0.225354	0.159015	0.092516	0.027902	0.715657	0.798681	0.230506	0.161556	0.232658	0.122345	0.119465	0.035702
93	0.582239	0.989857	0.188799	0.157782	0.396756	0.100905	0.060358	0.040090	0.777079	0.564912	0.148848	0.252290	0.136446	0.080071	0.140212	0.113950	0.962129	0.515668	0.196796	0.078995	0.260177	0.198283	0.129355	0.021482	0.523913	0.730334	0.185167	0.444153	0.204742	0.036588	0.092293	0.032799	0.668607	0.705411	0.227217	0.097758	0.204378	0.157612	0.090980	0.025410	0.723665	0.797606	0.230635	0.162532	0.216009	0.114990	0.117800	0.038992
94	0.566616	1.038808	0.185977	0.144293	0.408267	0.302513	0.060387	0.039881	0.827727	0.546283	0.138968	0.236160	0.139620	0.082295	0.145049	0.120801	0.977178	0.403574	0.176018	0.078130	0.238389	0.185619	0.149498	0.020765	0.497552	0.659371	0.159516	0.422930	0.203784	0.036978	0.092138	0.032869	0.659779	0.718532	0.234962	0.082723	0.187417	0.142406	0.091336	0.026957	0.688025	0.798048	0.229739	0.156847	0.201181	0.116172	0.112564	0.042193
95	0.524462	1.026037	0.186369	0.141271	0.413271	0.422085	0.060797	0.036793	0.841884	0.499194	0.129372	0.223011	0.190603	0.084295	0.151029	0.118636	0.988032	0.401446	0.159911	0.071440	0.240800	0.163692	0.164724	0.020041	0.459056	0.606851	0.155310	0.389985	0.204473	0.035308	0.091662	0.031713	0.655353	0.712455	0.240013	0.072193	0.174079	0.138801	0.091264	0.028575	0.632530	0.800796	0.228583	0.147391	0.189822	0.120871	0.097814	0.043908
96	0.492687	0.887123	0.179757	0.143661	0.413075	0.486961	0.060618	0.034163	0.840452	0.495583	0.119750	0.208118	0.217911	0.099745	0.161050	0.115225	0.968284	0.462290	0.139090	0.056701	0.238104	0.132430	0.166728	0.019841	0.459421	0.667173	0.154812	0.368416	0.176319	0.031802	0.091006	0.031254	0.651449	0.715118	0.239509	0.069007	0.161126	0.131030	0.088972	0.028844	0.551374	0.762919	0.218546	0.143996	0.185361	0.119992	0.096122	0.043053
97	0.455076	0.819191	0.155779	0.139309	0.416333	0.556150	0.062905	0.034797	0.858388	0.498764	0.108549	0.202917	0.240297	0.110192	0.170891	0.115838	0.911755	0.479537	0.127272	0.048560	0.242358	0.051176	0.166717	0.021737	0.553817	0.718711	0.137240	0.378180	0.158921	0.033964	0.088475	0.031715	0.636016	0.714395	0.240985	0.067760	0.139364	0.126803	0.090014	0.029117	0.550752	0.722729	0.218748	0.138114	0.210063	0.112343	0.106613	0.043654
