	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d
37	0.273027	0.270051	0.189368	0.263058	0.092745	0.216730	0.354203	0.531618	0.459547	0.328125	0.162190	0.290487	0.236295	0.387371	0.218840	0.125943	0.359383	0.119092	0.229534	0.307328	0.282979	0.173331	0.519110	0.300444	0.644266	0.103357	0.297069	0.133562	0.225861	0.359063	0.363500	0.438354	0.305389	0.211677	0.092616	0.092062	0.096135	0.498511	0.365023	0.551135	0.230166	0.196977	0.159226	0.093891	0.223988	0.259406	0.235334	0.218769	0.169155	0.203745	0.406035	0.285892	0.151019	0.265878	0.384226	0.247487
38	0.278570	0.266417	0.203269	0.253616	0.093704	0.218885	0.422395	0.534049	0.471581	0.353531	0.175286	0.267664	0.233010	0.382148	0.213909	0.126696	0.385561	0.108139	0.254956	0.307730	0.285666	0.171038	0.542781	0.290126	0.551382	0.099992	0.300162	0.118368	0.234689	0.357030	0.334713	0.453054	0.283469	0.217631	0.103933	0.096630	0.088466	0.495404	0.386242	0.557912	0.224347	0.205403	0.161796	0.072133	0.224541	0.368293	0.233828	0.244423	0.164546	0.183984	0.586640	0.382563	0.167210	0.302424	0.389300	0.256773
39	0.295212	0.264947	0.205077	0.250719	0.140427	0.221158	0.465833	0.545996	0.486838	0.526418	0.170777	0.218636	0.232561	0.368109	0.219063	0.112776	0.405711	0.104079	0.260978	0.305815	0.270028	0.169424	0.558626	0.284698	0.518839	0.098253	0.325653	0.116504	0.252436	0.378534	0.321975	0.454964	0.253203	0.221911	0.114928	0.096460	0.142335	0.454921	0.393066	0.565761	0.216372	0.204987	0.168129	0.064886	0.223520	0.384232	0.235281	0.251044	0.166345	0.171670	0.628718	0.402951	0.186985	0.352489	0.382854	0.262647
40	0.294468	0.266986	0.211768	0.246194	0.211135	0.225390	0.496092	0.555101	0.495067	0.537518	0.177139	0.143886	0.231443	0.336278	0.219499	0.085604	0.414407	0.100418	0.259840	0.298809	0.233677	0.169259	0.572037	0.285056	0.519585	0.097584	0.342362	0.126278	0.272281	0.372763	0.272550	0.452312	0.215172	0.222002	0.119115	0.096598	0.205404	0.161170	0.396137	0.620046	0.211569	0.205628	0.172059	0.073368	0.210896	0.388634	0.233830	0.235619	0.156162	0.175148	0.613654	0.402376	0.213118	0.365737	0.374449	0.263064
41	0.289269	0.266534	0.206432	0.244588	0.224864	0.229460	0.533020	0.543304	0.479707	0.538746	0.157707	0.130788	0.229782	0.281579	0.218799	0.071483	0.418269	0.094150	0.264817	0.291259	0.208377	0.169876	0.555117	0.278915	0.513907	0.113102	0.344605	0.121653	0.281338	0.366619	0.260071	0.451465	0.192475	0.221512	0.143857	0.109194	0.236233	0.207338	0.405572	0.765566	0.211126	0.204949	0.172255	0.088133	0.192043	0.397864	0.256453	0.227778	0.140077	0.170329	0.601720	0.408122	0.231073	0.386155	0.372039	0.264076
42	0.284424	0.266956	0.206431	0.244829	0.228451	0.243021	0.532400	0.550758	0.472692	0.540104	0.156393	0.128832	0.216971	0.219313	0.218469	0.067565	0.423223	0.094382	0.287872	0.289742	0.198875	0.170446	0.534457	0.255721	0.473408	0.114629	0.345072	0.115970	0.283865	0.362513	0.263984	0.450955	0.194624	0.221236	0.190271	0.127506	0.239205	0.239996	0.456150	0.823078	0.203427	0.195203	0.171332	0.092032	0.187650	0.400073	0.297426	0.238776	0.159932	0.163719	0.616225	0.434033	0.242286	0.397302	0.358046	0.265293
43	0.285997	0.272484	0.200994	0.240191	0.231056	0.272318	0.517194	0.549968	0.478535	0.540897	0.158711	0.147928	0.210878	0.215646	0.201761	0.067934	0.439756	0.094687	0.291052	0.283273	0.202431	0.172422	0.542714	0.237710	0.421601	0.116375	0.351267	0.114734	0.282289	0.359979	0.261650	0.450958	0.192167	0.221096	0.199779	0.132287	0.267653	0.243786	0.451517	0.833124	0.191398	0.188577	0.171309	0.091965	0.172219	0.399568	0.316468	0.261348	0.224214	0.109941	0.631123	0.484665	0.248827	0.373210	0.339492	0.264908
44	0.287438	0.273660	0.205062	0.229377	0.238317	0.282458	0.506143	0.548425	0.472483	0.537806	0.165201	0.154237	0.193192	0.214680	0.161912	0.067738	0.464403	0.094764	0.303449	0.264608	0.204835	0.173426	0.555969	0.215746	0.449828	0.116033	0.348290	0.114281	0.282730	0.327856	0.259932	0.450410	0.178404	0.220699	0.228357	0.132029	0.336651	0.244303	0.448518	0.833328	0.179934	0.180140	0.172001	0.095677	0.142479	0.398940	0.298403	0.291586	0.263172	0.105933	0.653977	0.506378	0.249768	0.368888	0.328931	0.262381
45	0.292522	0.269679	0.207762	0.213956	0.269774	0.237655	0.494452	0.556967	0.383203	0.537255	0.168200	0.370564	0.145050	0.195868	0.156755	0.071462	0.486540	0.095169	0.332514	0.238432	0.200528	0.175524	0.501074	0.205740	0.557688	0.114398	0.343253	0.115072	0.283806	0.298626	0.257160	0.448352	0.153505	0.212330	0.229331	0.131642	0.370172	0.233715	0.463706	0.840889	0.176409	0.178039	0.197429	0.110323	0.148248	0.398362	0.299456	0.304567	0.265603	0.115901	0.669153	0.499452	0.250527	0.377145	0.325372	0.259038
46	0.307198	0.260453	0.207601	0.212080	0.300318	0.238566	0.476006	0.546095	0.282963	0.534506	0.173128	0.585482	0.136362	0.174114	0.152402	0.071598	0.495530	0.097476	0.361186	0.234052	0.195102	0.175981	0.437359	0.203712	0.587426	0.109569	0.338732	0.116769	0.283383	0.225765	0.256184	0.409124	0.168749	0.203728	0.229257	0.132590	0.367115	0.235583	0.454851	0.828778	0.178975	0.180183	0.224333	0.113436	0.154380	0.397762	0.320880	0.304277	0.264514	0.122141	0.672350	0.495119	0.251022	0.443142	0.330679	0.223006
47	0.343212	0.246520	0.208951	0.213421	0.301713	0.232476	0.473721	0.392188	0.282520	0.533493	0.214160	0.637623	0.134561	0.172108	0.153872	0.085542	0.491361	0.097553	0.364422	0.233313	0.190062	0.173727	0.423124	0.208149	0.591476	0.105025	0.338693	0.119443	0.284495	0.226439	0.259671	0.332052	0.203032	0.187798	0.228743	0.135703	0.367478	0.238792	0.391242	0.774535	0.182765	0.175653	0.269706	0.112709	0.165205	0.394782	0.334620	0.306761	0.282361	0.143606	0.668631	0.495814	0.251173	0.474419	0.304705	0.183933
48	0.347200	0.238541	0.212047	0.210823	0.297252	0.249603	0.419994	0.349619	0.292249	0.533432	0.216340	0.639586	0.129012	0.165653	0.157760	0.176570	0.479498	0.091961	0.363472	0.237143	0.184061	0.172415	0.423832	0.212133	0.585917	0.105358	0.336732	0.119825	0.249533	0.240124	0.256749	0.306875	0.230684	0.186856	0.229766	0.147796	0.367448	0.272382	0.376703	0.775091	0.188043	0.165395	0.280639	0.111049	0.168559	0.375946	0.341409	0.307070	0.287600	0.182848	0.616854	0.463085	0.251563	0.502384	0.239544	0.169583
49	0.313311	0.206324	0.207611	0.210937	0.325533	0.246422	0.353739	0.351672	0.292838	0.522005	0.227753	0.659017	0.125535	0.152591	0.125159	0.220180	0.517014	0.088907	0.363878	0.237961	0.178036	0.165751	0.426607	0.210119	0.596597	0.099622	0.319999	0.134977	0.206262	0.247569	0.227508	0.302725	0.247548	0.169549	0.230626	0.156492	0.350370	0.277973	0.374880	0.767208	0.187801	0.144807	0.279056	0.105786	0.167514	0.362510	0.346398	0.308127	0.291766	0.188456	0.447374	0.381978	0.250709	0.509658	0.253897	0.169204
50	0.283049	0.255411	0.205881	0.212231	0.294911	0.245609	0.333890	0.319479	0.289828	0.473111	0.276555	0.684296	0.092650	0.117618	0.145740	0.222478	0.558621	0.083656	0.362752	0.243687	0.175086	0.171954	0.433449	0.211244	0.611657	0.090801	0.292791	0.175012	0.200551	0.251105	0.187358	0.268460	0.246514	0.174037	0.235845	0.175306	0.317860	0.267566	0.380552	0.722854	0.166751	0.144527	0.293558	0.106605	0.160564	0.362219	0.350013	0.314252	0.306616	0.186434	0.382296	0.359700	0.242360	0.518871	0.256548	0.162855
51	0.362249	0.269722	0.207673	0.195524	0.267978	0.237600	0.149706	0.282298	0.281518	0.438601	0.269246	0.736239	0.093842	0.090380	0.148633	0.225195	0.564602	0.074171	0.366011	0.236472	0.172096	0.176099	0.437017	0.220814	0.617931	0.091764	0.270139	0.203619	0.201193	0.246725	0.156544	0.216801	0.243442	0.208346	0.236412	0.246729	0.294497	0.232943	0.376980	0.569695	0.132775	0.144508	0.351466	0.112442	0.186514	0.359451	0.350291	0.321770	0.330250	0.185156	0.388662	0.357178	0.232202	0.523415	0.270427	0.154499
52	0.446835	0.260005	0.176870	0.152695	0.265621	0.229024	0.149220	0.256767	0.256225	0.337104	0.296979	0.810282	0.109195	0.084524	0.194340	0.241804	0.564946	0.071360	0.364426	0.281325	0.168518	0.176176	0.445390	0.231522	0.621240	0.093518	0.263369	0.239749	0.200994	0.254445	0.148024	0.194995	0.245791	0.268553	0.242960	0.270080	0.290877	0.202700	0.323028	0.491280	0.137275	0.120278	0.368667	0.119620	0.204748	0.344380	0.352939	0.323995	0.338245	0.185862	0.393388	0.360862	0.226876	0.519649	0.274795	0.156014
53	0.506524	0.267748	0.185881	0.173634	0.261768	0.197505	0.164707	0.271700	0.224400	0.188672	0.341911	0.859761	0.153188	0.091072	0.246528	0.257794	0.559051	0.081118	0.379722	0.307775	0.161850	0.196554	0.452186	0.241715	0.622938	0.092226	0.259356	0.277826	0.211015	0.243280	0.138968	0.163190	0.258651	0.296756	0.299533	0.278844	0.264941	0.197494	0.294540	0.486449	0.188086	0.094249	0.383061	0.125976	0.201865	0.314901	0.341732	0.309988	0.328259	0.189101	0.404102	0.339318	0.223918	0.509689	0.271654	0.160236
54	0.540345	0.279883	0.192826	0.191814	0.260418	0.171366	0.164343	0.275616	0.227255	0.197962	0.343684	0.875125	0.155057	0.099842	0.248439	0.290514	0.542315	0.094212	0.376966	0.316786	0.159240	0.215225	0.454357	0.238041	0.617907	0.092663	0.244824	0.304384	0.220243	0.228549	0.148011	0.198184	0.267200	0.315508	0.341572	0.278942	0.169990	0.372364	0.293472	0.490305	0.236880	0.065355	0.393700	0.128595	0.203438	0.198741	0.329289	0.285623	0.286193	0.199459	0.402984	0.261190	0.220921	0.516428	0.272148	0.162639
55	0.539721	0.284767	0.212985	0.192463	0.237707	0.154819	0.165284	0.277814	0.230769	0.199406	0.334382	0.880832	0.178760	0.104980	0.251876	0.305678	0.517314	0.100888	0.361108	0.313338	0.157624	0.249495	0.462368	0.229676	0.615482	0.095960	0.212880	0.306218	0.202205	0.216142	0.149262	0.340363	0.272408	0.430621	0.345707	0.294094	0.074489	0.500107	0.273684	0.485436	0.265055	0.061217	0.392184	0.132257	0.205569	0.150054	0.325453	0.290839	0.248320	0.208520	0.362691	0.206337	0.226933	0.528704	0.255340	0.145361
56	0.533540	0.284460	0.226019	0.205863	0.194701	0.162573	0.169069	0.244374	0.231420	0.196772	0.333227	0.880372	0.193219	0.096642	0.261138	0.310449	0.505193	0.103140	0.361188	0.308802	0.156076	0.281445	0.467382	0.212881	0.613140	0.100859	0.171986	0.368550	0.172867	0.222301	0.161300	0.383124	0.275555	0.441910	0.348177	0.332393	0.071509	0.519505	0.233079	0.387648	0.267130	0.058705	0.398468	0.131655	0.207043	0.142630	0.332821	0.299230	0.245808	0.204197	0.352160	0.202199	0.233067	0.518072	0.231908	0.111911
57	0.552243	0.284756	0.223217	0.249508	0.170614	0.154478	0.170054	0.233339	0.235220	0.194580	0.341600	0.878760	0.217957	0.093696	0.286601	0.335499	0.521971	0.104537	0.364833	0.310215	0.156528	0.294429	0.458452	0.204111	0.612099	0.100852	0.206871	0.518043	0.165741	0.224981	0.174847	0.385568	0.274779	0.443012	0.427222	0.355637	0.064788	0.524216	0.218332	0.396881	0.269155	0.056975	0.431636	0.122562	0.209547	0.131351	0.328568	0.296586	0.245186	0.205848	0.396341	0.210629	0.231925	0.480627	0.223939	0.103133
58	0.577445	0.285467	0.223458	0.290361	0.171333	0.134374	0.174975	0.250099	0.245552	0.191754	0.398011	0.859717	0.248677	0.095671	0.315156	0.353741	0.537650	0.101603	0.403916	0.330834	0.157120	0.295631	0.445380	0.206422	0.605647	0.092571	0.378632	0.645262	0.267132	0.225108	0.208872	0.407251	0.274123	0.443883	0.477167	0.368877	0.056746	0.538100	0.206889	0.388019	0.276994	0.064584	0.463561	0.122304	0.209099	0.140412	0.296353	0.311469	0.219481	0.202971	0.446603	0.258093	0.222326	0.485818	0.221391	0.099869
59	0.590556	0.283552	0.273035	0.299702	0.143991	0.133982	0.183840	0.251162	0.251773	0.190033	0.408013	0.728738	0.253726	0.092622	0.340584	0.353793	0.535012	0.095189	0.403947	0.381493	0.150006	0.297006	0.420863	0.208732	0.595627	0.092719	0.446298	0.681855	0.399762	0.226425	0.276206	0.426710	0.279993	0.445230	0.466861	0.369673	0.047189	0.548623	0.200932	0.389543	0.305060	0.080272	0.481003	0.123607	0.213405	0.152300	0.280790	0.323201	0.243677	0.179577	0.447375	0.273052	0.203491	0.493942	0.223044	0.097751
60	0.589526	0.278986	0.315001	0.299674	0.085433	0.143044	0.184486	0.240707	0.253765	0.189149	0.400909	0.647362	0.255660	0.089799	0.351749	0.358181	0.535174	0.095170	0.398366	0.471175	0.113208	0.302662	0.390110	0.208258	0.581426	0.090487	0.488280	0.683842	0.445787	0.235569	0.374291	0.452627	0.303625	0.453737	0.462178	0.369130	0.043439	0.560468	0.215837	0.415701	0.329501	0.091762	0.486067	0.136729	0.215153	0.155748	0.313389	0.321899	0.284933	0.176698	0.453223	0.274266	0.189247	0.486356	0.229091	0.107770
61	0.588782	0.278360	0.321820	0.299787	0.087337	0.141965	0.188138	0.236306	0.241969	0.189865	0.388801	0.647814	0.261497	0.085356	0.359054	0.352347	0.530857	0.099789	0.394559	0.552083	0.090772	0.319020	0.363701	0.210997	0.550678	0.089241	0.540477	0.696709	0.446837	0.239612	0.404593	0.481506	0.325995	0.462556	0.455142	0.369425	0.050037	0.560256	0.256584	0.408968	0.332347	0.095891	0.477570	0.128971	0.208731	0.155839	0.322266	0.331610	0.303105	0.169487	0.478278	0.275435	0.192136	0.484861	0.229778	0.134478
62	0.584817	0.279697	0.323332	0.303445	0.093234	0.148316	0.185565	0.228486	0.220898	0.191171	0.394653	0.654999	0.261450	0.078425	0.385338	0.312156	0.529106	0.103253	0.396395	0.580793	0.090243	0.347450	0.334584	0.212588	0.538243	0.087735	0.561579	0.730475	0.447576	0.238792	0.405579	0.499815	0.328019	0.464580	0.460425	0.369428	0.084212	0.558709	0.265454	0.365085	0.330943	0.094761	0.457749	0.130632	0.200202	0.159830	0.307899	0.347660	0.320204	0.161459	0.485328	0.276674	0.232307	0.488161	0.234631	0.150356
63	0.573462	0.280515	0.327233	0.310827	0.094847	0.162987	0.146491	0.178139	0.224017	0.191861	0.376548	0.640805	0.262661	0.077764	0.393125	0.294716	0.549169	0.102572	0.409268	0.581174	0.088134	0.356852	0.331657	0.207380	0.584642	0.088831	0.569992	0.764256	0.461531	0.236500	0.404603	0.502627	0.329048	0.468304	0.463917	0.370375	0.094024	0.556760	0.274836	0.321104	0.332946	0.095758	0.429044	0.130238	0.205984	0.168984	0.336321	0.346338	0.358727	0.164936	0.475623	0.316353	0.251716	0.495629	0.232483	0.151237
64	0.552945	0.279046	0.330083	0.324818	0.094544	0.164441	0.138055	0.164097	0.240744	0.184011	0.374253	0.609234	0.263673	0.077559	0.399545	0.295496	0.566912	0.100483	0.471298	0.606827	0.086945	0.383061	0.329129	0.203834	0.587816	0.096637	0.640327	0.788929	0.491143	0.235721	0.403488	0.502488	0.323619	0.481270	0.482074	0.379301	0.093220	0.466134	0.356317	0.332127	0.334426	0.097866	0.417706	0.145000	0.217457	0.181772	0.363264	0.346493	0.370903	0.181500	0.456438	0.428345	0.258944	0.445608	0.224841	0.156728
65	0.554539	0.263867	0.347190	0.330113	0.096871	0.156037	0.149963	0.156816	0.239980	0.156733	0.367547	0.524759	0.259176	0.078004	0.420339	0.295523	0.589703	0.100408	0.548652	0.688183	0.069764	0.393324	0.301673	0.203515	0.625108	0.104595	0.795088	0.809448	0.516644	0.239741	0.452015	0.504188	0.305755	0.490647	0.521793	0.377045	0.095927	0.327420	0.372831	0.333408	0.328696	0.099789	0.417863	0.146592	0.224642	0.184471	0.361475	0.347264	0.371257	0.193557	0.462548	0.454054	0.260274	0.424826	0.212569	0.172279
66	0.572916	0.244088	0.355300	0.338237	0.094527	0.148107	0.184303	0.145538	0.241676	0.120766	0.328224	0.418411	0.249194	0.076163	0.392923	0.289165	0.576617	0.105488	0.553339	0.750799	0.051265	0.396081	0.281597	0.206932	0.662673	0.109721	0.838777	0.820580	0.531682	0.230922	0.480741	0.504104	0.304469	0.492768	0.526809	0.374649	0.132008	0.295757	0.374980	0.327886	0.326950	0.100170	0.413091	0.147307	0.226485	0.182387	0.360068	0.362664	0.369042	0.199237	0.470959	0.455261	0.260238	0.369535	0.194095	0.172077
67	0.569944	0.184594	0.417825	0.342054	0.097616	0.145425	0.203211	0.142431	0.274132	0.093673	0.317263	0.356565	0.228576	0.064392	0.374630	0.272608	0.526605	0.118712	0.560973	0.784236	0.045327	0.394772	0.304005	0.207280	0.665807	0.117466	0.842799	0.815315	0.538082	0.229465	0.483573	0.504751	0.340000	0.495930	0.529613	0.353481	0.147244	0.304620	0.378178	0.283570	0.326812	0.098215	0.368043	0.149173	0.202269	0.181029	0.374711	0.373229	0.362441	0.200533	0.488020	0.452828	0.259259	0.361667	0.168505	0.174399
68	0.505820	0.179924	0.465931	0.336773	0.100847	0.150354	0.211873	0.132085	0.316670	0.068998	0.323445	0.333065	0.222205	0.050346	0.384599	0.234629	0.507283	0.140235	0.568886	0.790027	0.045860	0.404513	0.355620	0.208291	0.678773	0.121523	0.842646	0.807667	0.540595	0.215662	0.489851	0.506253	0.354256	0.488062	0.532194	0.307737	0.154412	0.257756	0.387949	0.281020	0.324632	0.098546	0.352060	0.142540	0.182340	0.182589	0.388326	0.378561	0.359269	0.197457	0.489194	0.460242	0.258824	0.348847	0.196748	0.182016
69	0.440858	0.181623	0.460758	0.334557	0.126519	0.153800	0.204263	0.093288	0.316195	0.059070	0.323930	0.328535	0.198916	0.042955	0.385863	0.233168	0.523909	0.158773	0.548302	0.775238	0.050244	0.414473	0.399143	0.225655	0.700490	0.125570	0.844883	0.808619	0.537691	0.216319	0.493237	0.513975	0.350088	0.466215	0.522944	0.294948	0.159164	0.226228	0.391821	0.277045	0.308887	0.099764	0.342227	0.138670	0.199165	0.185528	0.392195	0.393616	0.369010	0.186368	0.456446	0.465729	0.259152	0.334289	0.242803	0.185967
70	0.373179	0.161575	0.463403	0.321255	0.116410	0.145209	0.202558	0.132968	0.305180	0.057474	0.323120	0.337897	0.189275	0.054173	0.384309	0.228014	0.591416	0.165137	0.541084	0.772899	0.051259	0.414115	0.411839	0.264602	0.712740	0.125020	0.842465	0.806833	0.537578	0.221555	0.495603	0.505966	0.375141	0.453773	0.486768	0.290254	0.159119	0.195507	0.420925	0.246468	0.302217	0.101263	0.339663	0.147657	0.210490	0.184862	0.391628	0.404043	0.400208	0.187242	0.452693	0.513180	0.258005	0.338237	0.277849	0.191814
71	0.338962	0.146333	0.460185	0.324452	0.118999	0.146997	0.197820	0.154628	0.308788	0.060868	0.265682	0.360383	0.140271	0.075404	0.363972	0.192987	0.727747	0.162579	0.551597	0.791419	0.051521	0.413754	0.409415	0.317111	0.721789	0.124943	0.861535	0.804474	0.549760	0.207404	0.496876	0.422733	0.420872	0.406232	0.466049	0.288584	0.162390	0.195356	0.390038	0.242184	0.288047	0.101105	0.348531	0.150858	0.210069	0.173496	0.397585	0.392197	0.386582	0.206858	0.446344	0.558062	0.257350	0.336677	0.298789	0.194201
72	0.333100	0.140881	0.448349	0.333768	0.115491	0.141589	0.210802	0.159398	0.308951	0.101349	0.209379	0.356877	0.100015	0.077433	0.347349	0.172040	0.858452	0.159793	0.564518	0.825989	0.062886	0.408085	0.401468	0.353032	0.727033	0.121408	0.875243	0.801219	0.556502	0.178976	0.495030	0.368618	0.460294	0.317879	0.471458	0.263108	0.153223	0.182865	0.377170	0.225528	0.285740	0.101280	0.351480	0.150537	0.207747	0.171938	0.419890	0.402459	0.359770	0.208919	0.425904	0.568212	0.259623	0.329829	0.298431	0.198560
73	0.323656	0.135166	0.456855	0.322461	0.135436	0.127323	0.227948	0.165383	0.309794	0.134664	0.262321	0.394081	0.089649	0.112101	0.345239	0.170844	0.946425	0.158136	0.562442	0.870866	0.080887	0.404132	0.388852	0.358575	0.726968	0.117306	0.876170	0.783192	0.555954	0.174063	0.487790	0.370020	0.490609	0.314151	0.480405	0.213692	0.148766	0.181402	0.363256	0.224047	0.282980	0.101424	0.380467	0.162094	0.204979	0.168964	0.443068	0.414321	0.321407	0.212764	0.440412	0.574446	0.259963	0.301594	0.323336	0.218907
74	0.284439	0.135500	0.465138	0.300652	0.143968	0.118297	0.230639	0.170157	0.309939	0.132862	0.262594	0.431955	0.085982	0.138685	0.347756	0.163157	0.974090	0.158748	0.561850	0.882056	0.122060	0.402458	0.377686	0.351312	0.726447	0.115096	0.847246	0.723376	0.524153	0.174561	0.476879	0.354920	0.504716	0.313104	0.412573	0.183402	0.149699	0.160679	0.285785	0.193883	0.276537	0.096885	0.350179	0.165627	0.205314	0.165676	0.452708	0.400016	0.267908	0.210376	0.431439	0.554096	0.254686	0.298309	0.347904	0.242890
75	0.240127	0.133207	0.465527	0.271900	0.147773	0.112206	0.226749	0.175435	0.305866	0.131059	0.259767	0.450957	0.062970	0.153840	0.336141	0.188223	0.966870	0.161682	0.540329	0.880536	0.161778	0.392935	0.372693	0.348251	0.725565	0.117595	0.789068	0.659413	0.432832	0.175531	0.444926	0.331729	0.504876	0.314730	0.386365	0.162395	0.160620	0.157027	0.261479	0.173528	0.250138	0.086722	0.344325	0.186787	0.202186	0.156192	0.442232	0.387713	0.297705	0.195354	0.412517	0.476920	0.246396	0.291049	0.352284	0.258142
76	0.223457	0.131739	0.437601	0.299834	0.149560	0.111171	0.209510	0.180461	0.302083	0.135398	0.247589	0.440669	0.054156	0.178981	0.312882	0.207089	0.967645	0.163982	0.535340	0.865655	0.177493	0.383761	0.398455	0.352131	0.723122	0.124324	0.762290	0.665012	0.369217	0.162733	0.376586	0.300640	0.497250	0.314214	0.386779	0.181713	0.164963	0.149263	0.267584	0.157341	0.249195	0.075446	0.366578	0.186423	0.197465	0.156766	0.422896	0.388766	0.320220	0.191061	0.389259	0.482374	0.235697	0.285190	0.381865	0.259881
77	0.230087	0.130613	0.449903	0.316416	0.184465	0.255483	0.179035	0.180026	0.304839	0.142009	0.249647	0.444589	0.053580	0.200242	0.297667	0.225279	0.967007	0.166651	0.545635	0.823483	0.179623	0.361584	0.435026	0.351929	0.687570	0.132697	0.764112	0.673557	0.363551	0.157675	0.325641	0.252715	0.475466	0.301661	0.430615	0.184447	0.176546	0.100810	0.269070	0.158940	0.284041	0.068001	0.383484	0.182400	0.198572	0.161684	0.428034	0.373858	0.321972	0.175422	0.392676	0.486372	0.232006	0.235779	0.418332	0.260211
78	0.237609	0.129557	0.484875	0.332007	0.197672	0.276244	0.165561	0.178642	0.335493	0.141661	0.338709	0.462526	0.076324	0.202274	0.310510	0.240968	0.975196	0.170041	0.549458	0.771113	0.180954	0.335507	0.451218	0.353751	0.628388	0.140784	0.756289	0.671526	0.362169	0.155543	0.331449	0.230156	0.466870	0.291131	0.505276	0.200495	0.178388	0.072003	0.262617	0.175204	0.319180	0.065196	0.383838	0.183803	0.199339	0.160532	0.426128	0.355769	0.325356	0.209861	0.359851	0.497417	0.241261	0.226111	0.435978	0.257977
79	0.240189	0.126946	0.522347	0.370399	0.194669	0.403574	0.155974	0.179230	0.344486	0.152217	0.347108	0.461483	0.116032	0.202277	0.373852	0.229912	1.009422	0.178989	0.538831	0.752137	0.190636	0.321378	0.455888	0.359390	0.554382	0.144366	0.775585	0.663160	0.347084	0.152146	0.348968	0.259686	0.462260	0.290886	0.536659	0.226821	0.177050	0.071543	0.257514	0.175760	0.332080	0.059234	0.380053	0.184734	0.187534	0.154234	0.400260	0.356614	0.328736	0.207575	0.334059	0.488436	0.248106	0.266045	0.450009	0.258731
80	0.260454	0.124746	0.539681	0.434103	0.191416	0.401491	0.156793	0.154540	0.365831	0.157064	0.346995	0.461926	0.130900	0.201670	0.389907	0.224675	1.046282	0.187619	0.509581	0.766311	0.207310	0.321056	0.459600	0.363068	0.509878	0.144202	0.762090	0.645203	0.303914	0.132676	0.363537	0.297087	0.448479	0.276261	0.536941	0.245201	0.177263	0.068461	0.196215	0.161907	0.327407	0.054454	0.379282	0.184722	0.168699	0.170093	0.361554	0.356161	0.329078	0.209762	0.330285	0.460461	0.241405	0.316591	0.453849	0.279528
81	0.319388	0.131091	0.583041	0.521547	0.198005	0.400945	0.157061	0.122537	0.406120	0.156805	0.340368	0.462704	0.133328	0.201575	0.385187	0.224885	1.070543	0.194551	0.513846	0.765198	0.223775	0.321164	0.466516	0.364704	0.505833	0.137769	0.660468	0.620843	0.257949	0.111157	0.315201	0.306192	0.442205	0.258644	0.512349	0.242718	0.173374	0.069021	0.199454	0.153634	0.335343	0.051658	0.388750	0.186404	0.157121	0.201468	0.355936	0.356255	0.298218	0.209563	0.343278	0.384405	0.255215	0.360646	0.461797	0.299345
