	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d
26	0.033683	0.146326	0.492027	0.475997	0.098434	0.404935	0.280108	0.298031	0.193235	1.349741	0.415508	0.303056	0.044645	0.104234	0.327771	0.350115	0.081954	0.104696	0.545902	0.538589	0.049825	0.177892	0.255590	0.217640	0.054290	0.325093	0.271120	0.246741	0.085367	0.093036	0.328663	0.416296	0.034143	0.303686	0.154760	0.335036	0.100838	0.665944	0.231471	0.664937	0.089188	0.328858	0.337163	0.433186	0.057237	0.091105	0.215377	0.246518	0.045338	0.089053	0.406822	0.318891	0.094347	0.123364	0.289795	0.238503	0.079990	0.116091	0.525395	0.331772	0.153722	0.201726	0.531257	0.338541	0.153770	0.530310	0.421480	0.507391	0.021871	0.074325	0.318912	0.320601
27	0.033592	0.157111	0.503509	0.539964	0.107984	0.452167	0.292286	0.339308	0.223030	1.486556	0.380710	0.308093	0.037615	0.096435	0.298788	0.350971	0.082763	0.105906	0.539791	0.551369	0.049517	0.180275	0.258248	0.211990	0.058211	0.316676	0.228410	0.222867	0.081693	0.067113	0.327941	0.429508	0.035902	0.304827	0.155871	0.300193	0.113478	0.678934	0.242064	0.657346	0.091845	0.320197	0.367653	0.499703	0.065718	0.108003	0.215084	0.251584	0.039771	0.085665	0.382579	0.317201	0.093062	0.139946	0.300585	0.222405	0.079065	0.110829	0.485732	0.337477	0.136144	0.184870	0.550870	0.277762	0.198842	0.658111	0.538387	0.527366	0.021854	0.074562	0.319811	0.312875
28	0.048210	0.216608	0.510681	0.552002	0.110874	0.455360	0.293135	0.386987	0.226015	1.538550	0.337309	0.307301	0.037778	0.107207	0.303498	0.369426	0.114544	0.145628	0.470704	0.564694	0.053334	0.198540	0.282185	0.214731	0.059377	0.281258	0.205250	0.250084	0.074978	0.048056	0.318955	0.424282	0.037863	0.341833	0.166868	0.279191	0.121914	0.688905	0.260904	0.652396	0.098295	0.300117	0.432511	0.525851	0.061403	0.108540	0.307854	0.247074	0.036856	0.094903	0.363189	0.255028	0.106065	0.209089	0.300226	0.194650	0.079353	0.111391	0.475576	0.398800	0.130460	0.185490	0.515660	0.260152	0.209292	0.696071	0.580977	0.538015	0.022492	0.073215	0.312001	0.267483
29	0.059745	0.261217	0.531756	0.630672	0.132776	0.476045	0.321850	0.402676	0.225991	1.553362	0.347445	0.305096	0.047182	0.104796	0.305741	0.441886	0.135764	0.172542	0.490094	0.495968	0.055230	0.222083	0.300483	0.221175	0.064801	0.262175	0.205371	0.277304	0.069951	0.070549	0.316350	0.414299	0.057749	0.402812	0.182213	0.359882	0.123673	0.691812	0.268902	0.699619	0.099496	0.301700	0.434409	0.531228	0.057395	0.106447	0.454719	0.266903	0.043411	0.083162	0.357229	0.175953	0.115535	0.284188	0.303021	0.192204	0.079035	0.108517	0.475389	0.407791	0.130150	0.205181	0.503467	0.274181	0.209001	0.704456	0.619848	0.534978	0.022638	0.074356	0.342529	0.243232
30	0.068247	0.263899	0.572861	0.712813	0.138244	0.484557	0.343505	0.403763	0.226851	1.552677	0.382725	0.310235	0.051537	0.103139	0.309756	0.476188	0.148007	0.190284	0.506676	0.479487	0.059410	0.262346	0.284128	0.272260	0.071338	0.260461	0.218184	0.279422	0.065704	0.102875	0.318754	0.413758	0.072536	0.474921	0.179746	0.414208	0.123974	0.692118	0.277387	0.782823	0.098272	0.284153	0.430437	0.526605	0.065388	0.131515	0.522520	0.323393	0.041575	0.084704	0.332027	0.166289	0.119450	0.295856	0.319717	0.204692	0.080183	0.100183	0.538558	0.439340	0.131055	0.225921	0.544196	0.286307	0.209407	0.706331	0.639623	0.556078	0.023484	0.071837	0.378162	0.296281
31	0.093784	0.268603	0.635729	0.725181	0.139019	0.476141	0.341668	0.402498	0.227012	1.553694	0.400938	0.301672	0.051654	0.107935	0.321537	0.478175	0.151824	0.194964	0.489031	0.452407	0.069190	0.278648	0.295151	0.382893	0.073313	0.255934	0.221812	0.280260	0.064912	0.148941	0.318170	0.424364	0.109286	0.509112	0.175651	0.420491	0.124443	0.692266	0.283460	0.850959	0.090823	0.215876	0.431331	0.504570	0.074448	0.152060	0.531097	0.316230	0.050298	0.089822	0.335724	0.193904	0.138567	0.309275	0.319311	0.198028	0.079866	0.101872	0.583457	0.456877	0.132210	0.227256	0.605217	0.295852	0.222273	0.709066	0.651359	0.648178	0.027508	0.085371	0.382713	0.361899
32	0.103190	0.261584	0.669453	0.694241	0.136578	0.417440	0.356302	0.403745	0.227172	1.554474	0.406253	0.283650	0.062864	0.134816	0.316882	0.506078	0.148673	0.188076	0.495183	0.347162	0.072240	0.282132	0.304385	0.439567	0.071917	0.197054	0.341401	0.336667	0.064941	0.175238	0.315058	0.425549	0.172212	0.510190	0.173733	0.421305	0.125253	0.691003	0.283357	0.875208	0.074042	0.197354	0.457096	0.471471	0.077017	0.152635	0.517979	0.298182	0.065365	0.102150	0.372030	0.378153	0.140231	0.309418	0.283657	0.197689	0.085282	0.115554	0.602271	0.427902	0.133254	0.229187	0.637229	0.302365	0.238475	0.715918	0.745544	0.726926	0.032118	0.091496	0.362645	0.348099
33	0.103302	0.257220	0.671565	0.675362	0.136416	0.398942	0.330589	0.388842	0.228698	1.555305	0.406746	0.287960	0.088906	0.187816	0.314993	0.553882	0.147389	0.192534	0.623537	0.496132	0.073317	0.281439	0.311158	0.436658	0.074746	0.186058	0.338122	0.385356	0.058737	0.178445	0.304184	0.384943	0.219825	0.513812	0.174460	0.438621	0.125947	0.651527	0.284017	0.881633	0.059373	0.154424	0.547243	0.423249	0.075406	0.153085	0.516649	0.325762	0.075584	0.111085	0.346097	0.421078	0.136098	0.309056	0.268350	0.200897	0.080581	0.107659	0.564422	0.419219	0.133595	0.227552	0.650058	0.305767	0.248673	0.724688	0.838766	0.733351	0.041796	0.100966	0.342691	0.337954
34	0.103780	0.256826	0.665456	0.696489	0.132458	0.388070	0.339351	0.321154	0.228996	1.556707	0.398738	0.318655	0.103212	0.219507	0.335809	0.576032	0.152471	0.204840	0.720010	0.541782	0.072343	0.269984	0.341314	0.475938	0.068349	0.109451	0.355526	0.365515	0.058086	0.214966	0.299831	0.315384	0.230864	0.515423	0.175548	0.460930	0.131695	0.547721	0.287746	0.882896	0.056936	0.126569	0.574853	0.425561	0.076812	0.178471	0.547010	0.374110	0.080470	0.119456	0.299489	0.429042	0.137093	0.303959	0.267988	0.202292	0.072566	0.092457	0.547154	0.415080	0.133104	0.208918	0.653913	0.305683	0.255202	0.727985	0.896544	0.731770	0.049411	0.107830	0.329034	0.361148
35	0.105085	0.241987	0.663466	0.686717	0.122193	0.370868	0.367762	0.396731	0.230093	1.510470	0.378743	0.349713	0.107261	0.237392	0.330852	0.565417	0.165178	0.208958	0.777064	0.543333	0.075281	0.242935	0.388480	0.552953	0.063347	0.077110	0.406534	0.410228	0.063906	0.270661	0.289328	0.284862	0.231714	0.514415	0.193199	0.490872	0.160295	0.517236	0.250492	0.877714	0.061087	0.116973	0.579719	0.424190	0.085539	0.218118	0.580175	0.373860	0.082827	0.114278	0.368274	0.496612	0.129211	0.294705	0.266716	0.190849	0.071883	0.090423	0.544823	0.394280	0.132897	0.181891	0.655031	0.305394	0.258178	0.720263	0.927758	0.729629	0.052055	0.114151	0.336235	0.444683
36	0.109404	0.236577	0.640934	0.646565	0.111385	0.311599	0.535352	0.771278	0.225269	1.337230	0.366900	0.372609	0.107313	0.241007	0.315227	0.556480	0.172985	0.212495	0.780238	0.540292	0.089285	0.240284	0.407824	0.599886	0.064465	0.088361	0.411363	0.449906	0.071475	0.308568	0.283487	0.298552	0.254755	0.509664	0.232251	0.508092	0.202692	0.504796	0.214987	0.854739	0.065375	0.111394	0.574688	0.445916	0.091133	0.235235	0.603703	0.394720	0.106491	0.138821	0.540732	0.528717	0.124425	0.310581	0.244341	0.157056	0.070872	0.092601	0.525419	0.343657	0.132180	0.165993	0.651419	0.302718	0.258723	0.690765	0.940387	0.728264	0.054512	0.133246	0.358111	0.444249
37	0.113241	0.227576	0.802417	0.570800	0.115417	0.294507	0.645656	0.935412	0.219634	1.179661	0.384819	0.378886	0.116487	0.241473	0.306470	0.587927	0.151425	0.201077	0.748975	0.572144	0.092398	0.248839	0.409579	0.605371	0.062347	0.096481	0.409909	0.434951	0.074475	0.316448	0.287589	0.331330	0.318725	0.496959	0.279939	0.517782	0.261150	0.379729	0.213906	0.771969	0.058839	0.119774	0.548891	0.439143	0.089804	0.238527	0.623273	0.415752	0.123790	0.171247	0.632551	0.534956	0.124452	0.365187	0.203735	0.138635	0.067316	0.108113	0.510105	0.320181	0.106354	0.163942	0.620071	0.260258	0.258387	0.649193	0.946941	0.727526	0.056846	0.156342	0.356603	0.429624
38	0.111784	0.210551	0.866156	0.573711	0.116776	0.290325	0.659868	0.939899	0.219960	1.150541	0.395929	0.377337	0.149576	0.266130	0.355892	0.629907	0.134926	0.184587	0.749718	0.588986	0.091080	0.240472	0.420360	0.605509	0.054465	0.089580	0.407326	0.441379	0.074852	0.324001	0.291686	0.361797	0.368177	0.482076	0.305274	0.521011	0.307668	0.339965	0.214413	0.653222	0.056411	0.129627	0.515340	0.436757	0.083446	0.241662	0.628286	0.411854	0.124655	0.182715	0.644210	0.533882	0.123045	0.382963	0.211405	0.141384	0.067980	0.112368	0.471321	0.308394	0.058822	0.164072	0.549524	0.213467	0.258174	0.625195	0.949365	0.729225	0.061507	0.158758	0.457622	0.470067
39	0.108518	0.131894	0.850160	0.607212	0.098918	0.258864	0.639531	1.000333	0.197588	1.003389	0.401996	0.349467	0.160721	0.280167	0.388687	0.630289	0.130734	0.175390	0.793850	0.592220	0.089291	0.227745	0.523572	0.632194	0.050789	0.088426	0.418786	0.439860	0.075972	0.345532	0.281746	0.371397	0.384818	0.458585	0.302493	0.521311	0.330259	0.309372	0.209986	0.614370	0.062286	0.134901	0.526546	0.456129	0.082112	0.247208	0.618629	0.437602	0.122661	0.182811	0.644838	0.529014	0.111302	0.347284	0.369000	0.151766	0.070983	0.164541	0.412667	0.244827	0.051062	0.166595	0.477073	0.191721	0.251571	0.621817	0.943535	0.670233	0.062082	0.168204	0.529853	0.557577
40	0.110517	0.143995	0.855453	0.549653	0.105448	0.254939	0.727506	1.123835	0.128990	0.631963	0.483896	0.338341	0.160934	0.294792	0.407487	0.632398	0.132038	0.179549	0.828657	0.595308	0.088799	0.186772	0.607609	0.690383	0.056323	0.133307	0.339110	0.414441	0.083590	0.378320	0.257622	0.372510	0.391613	0.439429	0.303144	0.521027	0.330600	0.284752	0.202409	0.612269	0.062350	0.131437	0.553124	0.531946	0.084409	0.249708	0.541653	0.502466	0.118228	0.179106	0.623944	0.492016	0.111246	0.388446	0.500784	0.200252	0.062557	0.239924	0.315494	0.179005	0.050985	0.160213	0.459951	0.190204	0.228438	0.552769	0.893334	0.591428	0.065208	0.181605	0.567409	0.579638
41	0.090828	0.139930	0.835151	0.507358	0.113565	0.258990	0.815049	1.236518	0.104120	0.409754	0.564152	0.334504	0.159818	0.299020	0.516228	0.681382	0.133267	0.185236	0.794241	0.573218	0.085754	0.147900	0.603996	0.745366	0.059408	0.171852	0.305475	0.347989	0.091694	0.396513	0.248961	0.392114	0.394199	0.433950	0.308742	0.526574	0.350279	0.276694	0.192155	0.586661	0.064407	0.130074	0.568356	0.563028	0.089951	0.254554	0.435421	0.504326	0.110906	0.172934	0.611944	0.372093	0.102047	0.403419	0.532264	0.239575	0.046548	0.246781	0.256649	0.135652	0.050802	0.152746	0.462499	0.171101	0.188109	0.370899	0.824161	0.566535	0.067586	0.184636	0.547163	0.577530
42	0.081379	0.151759	0.805869	0.539886	0.121095	0.276582	0.844341	1.274596	0.099732	0.270039	0.575982	0.335641	0.166111	0.302953	0.637989	0.809141	0.136195	0.249370	0.671744	0.423735	0.084629	0.134560	0.582204	0.707048	0.055019	0.172243	0.259974	0.344751	0.094441	0.397194	0.249498	0.405492	0.395942	0.431034	0.312723	0.527682	0.413015	0.299761	0.213834	0.506752	0.076567	0.138941	0.514987	0.556816	0.084912	0.238769	0.431899	0.488200	0.110283	0.173301	0.618825	0.368916	0.086414	0.407276	0.531609	0.246845	0.046695	0.321769	0.244580	0.135043	0.051743	0.126517	0.430999	0.143373	0.164090	0.249716	0.782618	0.560003	0.068668	0.183613	0.582733	0.526145
43	0.083641	0.162110	0.805158	0.562527	0.125468	0.303605	0.842492	1.278053	0.102250	0.246956	0.556316	0.339311	0.182531	0.358119	0.661470	0.891565	0.131565	0.305240	0.584358	0.388071	0.085529	0.135617	0.626055	0.736430	0.054987	0.172769	0.176709	0.289174	0.094846	0.399368	0.248761	0.408687	0.397320	0.392433	0.357732	0.488183	0.486297	0.338147	0.272457	0.387700	0.105607	0.199715	0.422508	0.561925	0.081167	0.247222	0.595617	0.577468	0.121215	0.180008	0.896808	0.303990	0.082972	0.412732	0.577636	0.257953	0.049893	0.359303	0.263784	0.152163	0.056067	0.160811	0.398445	0.184880	0.162025	0.211393	0.760755	0.568195	0.068407	0.176699	0.647783	0.548940
44	0.084769	0.160402	0.825459	0.545548	0.124278	0.308647	0.840543	1.277464	0.103604	0.249403	0.536266	0.350031	0.193168	0.386486	0.663812	0.877008	0.114978	0.309654	0.522139	0.382226	0.093420	0.141337	0.690566	0.806488	0.051870	0.174583	0.309715	0.181191	0.094949	0.401722	0.272237	0.412148	0.396172	0.324742	0.426819	0.412056	0.535484	0.365274	0.306187	0.354059	0.126164	0.335934	0.404955	0.559711	0.088386	0.258366	0.668267	0.693872	0.134336	0.191643	1.126194	0.219481	0.092518	0.413697	0.692858	0.300795	0.055052	0.371751	0.288494	0.210465	0.063410	0.175239	0.400325	0.384781	0.162748	0.199840	0.732615	0.567878	0.074708	0.177115	0.676902	0.601369
45	0.082020	0.157248	0.812602	0.528458	0.126460	0.324988	0.804013	1.201665	0.105033	0.240849	0.527525	0.379405	0.189353	0.377152	0.659581	0.889235	0.105739	0.403453	0.519914	0.294103	0.104540	0.153704	0.744068	0.831106	0.046561	0.168336	0.390996	0.206827	0.095623	0.407214	0.297039	0.408404	0.395054	0.210458	0.469037	0.378220	0.553532	0.378567	0.309314	0.394529	0.130643	0.484646	0.403440	0.543799	0.095576	0.255310	0.647601	0.697687	0.138492	0.210463	1.074693	0.269569	0.106070	0.417275	0.774138	0.320192	0.062255	0.376313	0.394110	0.257809	0.073438	0.186751	0.391126	0.465256	0.151265	0.195191	0.731241	0.484765	0.076858	0.177790	0.698186	0.617298
46	0.076549	0.158415	0.808636	0.546759	0.125205	0.363438	0.677220	0.988718	0.103097	0.237437	0.527073	0.416524	0.186998	0.365129	0.743668	0.981832	0.102939	0.453312	0.475534	0.181200	0.101100	0.146395	0.774162	0.794309	0.046625	0.178561	0.391092	0.198768	0.096949	0.414289	0.299547	0.396340	0.385097	0.165421	0.480247	0.380065	0.558018	0.380239	0.307545	0.413170	0.129808	0.500185	0.392894	0.471354	0.092918	0.218689	0.635597	0.690520	0.140000	0.210887	1.095859	0.270671	0.110104	0.415108	0.787196	0.326291	0.066703	0.376372	0.567406	0.414663	0.081700	0.193642	0.381588	0.467451	0.122111	0.172198	0.665627	0.321668	0.082985	0.182782	0.706644	0.579792
47	0.083660	0.166972	0.768065	0.572130	0.118674	0.381018	0.614769	0.893849	0.100502	0.221798	0.528232	0.417504	0.200231	0.386756	0.853359	1.067820	0.104760	0.561365	0.408076	0.146789	0.094093	0.124378	0.776522	0.788073	0.047966	0.186806	0.402394	0.196629	0.099528	0.416944	0.301149	0.387904	0.358300	0.162029	0.481791	0.377557	0.553420	0.368952	0.300782	0.419014	0.136818	0.619450	0.380743	0.421103	0.085681	0.189615	0.642387	0.725373	0.140115	0.213759	1.170798	0.299174	0.114237	0.396490	0.788190	0.330235	0.067222	0.372376	0.563278	0.451054	0.090256	0.200984	0.378554	0.478289	0.099459	0.132056	0.543868	0.301464	0.084189	0.173061	0.701644	0.544667
48	0.107806	0.194907	0.715066	0.577311	0.109356	0.398078	0.609026	0.882297	0.098906	0.215928	0.559131	0.388314	0.212835	0.410653	0.909766	1.073876	0.105864	0.641413	0.290641	0.185787	0.093661	0.115279	0.781442	0.817764	0.052358	0.176250	0.427797	0.198467	0.101104	0.416380	0.311756	0.410941	0.336724	0.148467	0.489665	0.353653	0.546001	0.354480	0.294316	0.428432	0.134348	0.652217	0.378490	0.406386	0.086201	0.180786	0.651554	0.779889	0.154369	0.274746	1.250833	0.353999	0.115412	0.343298	0.788351	0.330383	0.065598	0.325261	0.570522	0.456831	0.092473	0.203135	0.380240	0.496850	0.113217	0.102688	0.510933	0.325633	0.083989	0.157580	0.684200	0.543662
49	0.135772	0.299341	0.713329	0.499464	0.106329	0.402442	0.557783	0.755998	0.085740	0.206981	0.647073	0.347203	0.199874	0.411917	0.911295	1.057512	0.118209	0.678782	0.446058	0.592688	0.096590	0.115471	0.755953	0.829207	0.051968	0.144514	0.446853	0.292558	0.097172	0.393133	0.311917	0.439936	0.332567	0.144324	0.499113	0.324163	0.525417	0.337476	0.298144	0.469671	0.132311	0.652398	0.370981	0.362819	0.102573	0.193378	0.701659	0.812872	0.233036	0.546167	1.301218	0.373120	0.115489	0.326768	0.774051	0.332219	0.068052	0.302639	0.593456	0.530917	0.103236	0.215493	0.403718	0.543879	0.129459	0.089277	0.573250	0.332704	0.080452	0.138725	0.644613	0.533959
50	0.139857	0.343017	0.694887	0.429734	0.096093	0.423195	0.405369	0.547301	0.068037	0.171393	0.668273	0.327178	0.194741	0.421295	0.899808	1.051423	0.121448	0.685639	0.544830	0.805425	0.098962	0.114655	0.675514	0.791985	0.061541	0.182804	0.456473	0.395898	0.088753	0.356132	0.311940	0.432553	0.331371	0.141169	0.535478	0.278532	0.494472	0.317157	0.312936	0.506800	0.133681	0.653340	0.369123	0.267447	0.109985	0.191660	0.724947	0.817900	0.273871	0.615662	1.308322	0.370342	0.112098	0.293814	0.706815	0.322976	0.065757	0.253120	0.594080	0.535954	0.126374	0.250359	0.492735	0.593472	0.134842	0.089678	0.630331	0.332028	0.079291	0.135096	0.571584	0.453864
51	0.139824	0.344150	0.668007	0.429057	0.087865	0.421955	0.207903	0.285458	0.058339	0.108933	0.653976	0.326628	0.193574	0.423888	0.881429	1.016419	0.125923	0.659727	0.544690	0.823401	0.097425	0.107766	0.633687	0.707684	0.070487	0.195887	0.460344	0.425137	0.079459	0.333450	0.310997	0.422307	0.303025	0.130360	0.583586	0.260419	0.471304	0.304486	0.327827	0.527366	0.138906	0.655250	0.388158	0.216778	0.113528	0.205600	0.728798	0.787868	0.313342	0.620755	1.254658	0.365033	0.106128	0.186875	0.629489	0.279254	0.063228	0.176006	0.620290	0.566415	0.137449	0.291186	0.546746	0.625642	0.142307	0.093595	0.681874	0.339137	0.078472	0.114980	0.534414	0.403805
52	0.137963	0.366464	0.649262	0.384081	0.087811	0.472585	0.198278	0.228364	0.058258	0.096493	0.673253	0.341790	0.193121	0.423746	0.817198	0.963280	0.129679	0.645546	0.567070	0.943716	0.093088	0.108561	0.631758	0.645983	0.075510	0.203082	0.393534	0.521014	0.079309	0.341883	0.307574	0.418603	0.230525	0.136454	0.567783	0.248163	0.463550	0.303875	0.333544	0.534295	0.144793	0.653968	0.435188	0.214243	0.110239	0.204442	0.728720	0.751900	0.332333	0.620053	0.979198	0.361520	0.102188	0.158363	0.617064	0.251216	0.061758	0.137751	0.639897	0.598011	0.140501	0.321179	0.557048	0.641657	0.148521	0.096953	0.713619	0.330291	0.078005	0.099234	0.564351	0.464290
53	0.134837	0.365409	0.646768	0.336983	0.090651	0.498308	0.212134	0.257744	0.063179	0.091770	0.670647	0.376949	0.187099	0.421662	0.727695	0.857210	0.131598	0.642172	0.582448	1.088750	0.089667	0.117493	0.611768	0.651071	0.083658	0.202680	0.295656	0.559850	0.088985	0.359238	0.314632	0.436234	0.165309	0.142232	0.597365	0.272162	0.461707	0.310291	0.344528	0.539410	0.133512	0.641326	0.506213	0.205569	0.104369	0.199623	0.727363	0.748108	0.325418	0.613109	0.803564	0.305562	0.097244	0.134148	0.607693	0.249739	0.059990	0.112370	0.632380	0.592965	0.140273	0.334010	0.553962	0.645936	0.150908	0.095487	0.715729	0.305933	0.078037	0.099484	0.595690	0.528942
54	0.133546	0.366042	0.621006	0.357559	0.092319	0.506950	0.213651	0.281596	0.067548	0.095437	0.602154	0.445671	0.166406	0.364721	0.709030	0.762466	0.139896	0.574055	0.590525	1.108120	0.090612	0.116112	0.543613	0.585322	0.087469	0.196017	0.306518	0.556503	0.093978	0.356428	0.319395	0.446647	0.132167	0.143726	0.687056	0.277063	0.423359	0.305647	0.339788	0.525735	0.117627	0.565495	0.499682	0.225736	0.104292	0.205970	0.659418	0.724138	0.337574	0.619678	0.788782	0.266814	0.095826	0.189181	0.539927	0.228726	0.082589	0.125090	0.464113	0.543782	0.138891	0.340835	0.562936	0.646978	0.153400	0.090980	0.753802	0.303871	0.080604	0.100137	0.530872	0.520376
55	0.132610	0.366747	0.619211	0.383425	0.088163	0.479475	0.255229	0.251405	0.067034	0.111185	0.567009	0.482817	0.141019	0.314479	0.704647	0.752698	0.149827	0.561410	0.611697	1.107588	0.081183	0.100699	0.431051	0.469553	0.087162	0.185620	0.282759	0.555106	0.087426	0.323856	0.382322	0.465639	0.116446	0.143863	0.767896	0.303527	0.350913	0.290806	0.295699	0.509468	0.116492	0.486937	0.541332	0.235090	0.100549	0.194906	0.517880	0.610036	0.370064	0.616802	0.683070	0.260881	0.080542	0.293892	0.391842	0.197455	0.100853	0.192911	0.419149	0.460036	0.137396	0.342215	0.544025	0.641006	0.154417	0.088276	0.800624	0.299251	0.082542	0.117529	0.482962	0.487173
56	0.133846	0.377138	0.582410	0.366850	0.092441	0.453506	0.461788	0.250364	0.072278	0.134050	0.579722	0.487782	0.137391	0.319930	0.700168	0.726907	0.150421	0.414081	0.616036	1.112279	0.072336	0.084103	0.289821	0.402607	0.081433	0.176874	0.235624	0.551026	0.082294	0.320006	0.460597	0.533348	0.109420	0.146161	0.804240	0.354534	0.252007	0.251882	0.234270	0.476564	0.126713	0.477763	0.587796	0.238835	0.093210	0.188433	0.485475	0.521864	0.416809	0.652548	0.547317	0.195295	0.061346	0.299169	0.279362	0.187284	0.102689	0.204299	0.416733	0.456525	0.134623	0.328603	0.483675	0.582714	0.153921	0.087290	0.832018	0.291591	0.077833	0.115627	0.470532	0.480573
57	0.135618	0.401692	0.426559	0.379920	0.109090	0.440006	0.589371	0.267613	0.077365	0.144428	0.591563	0.502081	0.138310	0.322728	0.595706	0.593070	0.145271	0.328193	0.595285	1.095450	0.072158	0.081204	0.244502	0.390213	0.078992	0.167467	0.208631	0.515686	0.086466	0.337985	0.485335	0.615852	0.104689	0.147309	0.809608	0.417356	0.181518	0.220644	0.217423	0.416417	0.131895	0.280897	0.613287	0.245249	0.086361	0.212026	0.478738	0.518639	0.422390	0.589886	0.342187	0.097560	0.063186	0.364905	0.259085	0.181223	0.100802	0.202920	0.372866	0.397112	0.128225	0.321240	0.447848	0.474712	0.152236	0.085745	0.873462	0.276037	0.072097	0.107288	0.457428	0.467260
58	0.133414	0.402592	0.268410	0.528569	0.118794	0.437877	0.606242	0.270143	0.076471	0.147070	0.595403	0.494287	0.125773	0.299522	0.449983	0.463578	0.134644	0.253570	0.411366	0.895724	0.077219	0.089396	0.273884	0.349639	0.073446	0.129171	0.208795	0.424977	0.093555	0.346710	0.484883	0.661912	0.100355	0.148492	0.778742	0.455931	0.157978	0.207715	0.217421	0.376618	0.131474	0.239520	0.617475	0.250701	0.084993	0.233721	0.438840	0.503620	0.385520	0.398961	0.202011	0.077119	0.068120	0.485548	0.267110	0.191360	0.099374	0.202286	0.378050	0.362323	0.121825	0.319059	0.445248	0.465735	0.151062	0.086898	0.904138	0.242913	0.067236	0.106895	0.447086	0.485498
59	0.119845	0.353451	0.293630	0.562956	0.123646	0.422257	0.624933	0.272069	0.076194	0.148939	0.625377	0.464021	0.100457	0.266742	0.535738	0.469331	0.130896	0.233715	0.337477	0.767620	0.080716	0.099677	0.299586	0.275030	0.066286	0.106707	0.290886	0.404619	0.101500	0.343097	0.493460	0.670856	0.095986	0.150494	0.749532	0.451899	0.161966	0.206234	0.220081	0.364708	0.147346	0.234058	0.606493	0.246472	0.084776	0.231554	0.402649	0.414036	0.361236	0.542852	0.179799	0.074562	0.067173	0.501205	0.315819	0.238796	0.098844	0.204188	0.358142	0.342843	0.115850	0.318582	0.463194	0.465183	0.151016	0.088768	0.916376	0.248893	0.069783	0.123735	0.458462	0.496886
