	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d
37	0.064529	0.072962	0.290285	0.217210	0.559825	0.684622	0.262250	0.248705	0.063129	0.126609	0.188117	0.423135	0.469963	0.380599	0.417131	0.632062	0.100840	0.169189	0.082536	0.776367	0.109038	0.146411	0.298664	1.243432	0.125282	0.128521	0.422762	0.232599	0.073473	0.196411	0.246963	0.442726	0.081739	0.080126	0.525060	0.905173	0.103122	0.166304	0.558312	0.279401	0.199703	0.266297	0.497123	1.090677	0.089853	0.093054	0.555392	0.700005	0.149217	0.225014	0.397490	0.772016	0.062906	0.138875	0.181258	0.344838
38	0.059619	0.078560	0.298422	0.222165	0.599635	0.722538	0.310884	0.345060	0.049197	0.133785	0.160316	0.429641	0.502821	0.386160	0.409066	0.515028	0.104927	0.188499	0.143029	0.935826	0.114768	0.155261	0.335080	1.249406	0.077372	0.134214	0.557152	0.227847	0.071370	0.195621	0.215580	0.522597	0.076705	0.075822	0.515948	0.835043	0.100567	0.168825	0.753689	0.281242	0.198843	0.270287	0.531006	1.103039	0.087283	0.091683	0.481579	0.700558	0.145623	0.196454	0.335325	0.837813	0.058286	0.128088	0.113826	0.328769
39	0.047364	0.083504	0.354759	0.357605	0.645725	0.756041	0.358326	0.359255	0.042044	0.120262	0.138651	0.392697	0.549746	0.398777	0.407145	0.497779	0.146942	0.261625	0.151786	1.050606	0.118593	0.156941	0.337318	1.249634	0.087933	0.152539	0.560311	0.182619	0.072822	0.196931	0.229155	0.573067	0.069364	0.112825	0.499352	0.592371	0.103476	0.174817	0.951367	0.282363	0.216530	0.293391	0.532474	1.123425	0.083974	0.091293	0.399343	0.714291	0.135847	0.149391	0.325937	0.807321	0.046407	0.115356	0.104578	0.309762
40	0.053376	0.101853	0.386452	0.483477	0.696882	0.775585	0.360519	0.358415	0.041119	0.120398	0.112909	0.334515	0.539562	0.394888	0.359462	0.567754	0.150926	0.257071	0.160733	1.056802	0.117131	0.147309	0.383870	0.944268	0.092437	0.148237	0.576667	0.181153	0.072861	0.196471	0.233945	0.598857	0.097647	0.139421	0.482497	0.337967	0.119828	0.178108	1.056482	0.276285	0.227611	0.310323	0.537453	1.114555	0.081755	0.093043	0.361214	0.728996	0.124585	0.131261	0.328227	0.765275	0.036282	0.114391	0.115555	0.356727
41	0.076952	0.120824	0.391701	0.485426	0.724846	0.792083	0.360530	0.390893	0.039098	0.120834	0.110334	0.285845	0.538780	0.397919	0.273514	0.659102	0.147817	0.253639	0.176071	0.965916	0.113810	0.121958	0.405318	0.548202	0.072495	0.119443	0.674743	0.221329	0.082015	0.186760	0.231267	0.599405	0.099970	0.166171	0.485366	0.249918	0.109470	0.163896	1.086641	0.256155	0.226419	0.307664	0.492132	1.040140	0.083343	0.098598	0.377110	0.745875	0.118100	0.125235	0.352346	0.744336	0.035733	0.097989	0.129492	0.405476
42	0.095774	0.137929	0.371819	0.490708	0.708027	0.791090	0.359574	0.418298	0.035271	0.141983	0.112900	0.248459	0.571835	0.441293	0.315462	0.657520	0.137235	0.235829	0.231313	0.830003	0.104802	0.102692	0.439936	0.539692	0.071277	0.112577	0.699779	0.202054	0.107193	0.171916	0.229195	0.593748	0.099031	0.173806	0.475635	0.251307	0.104926	0.160604	1.086738	0.241922	0.220194	0.300093	0.423408	0.898972	0.087985	0.096262	0.399251	0.751549	0.114360	0.125150	0.354406	0.675117	0.035579	0.086153	0.146687	0.493552
43	0.101799	0.140055	0.365041	0.523665	0.693490	0.741449	0.377851	0.444461	0.029512	0.146453	0.118388	0.226790	0.576968	0.446844	0.312464	0.620333	0.123724	0.215547	0.265023	0.827929	0.092746	0.097142	0.458159	0.474121	0.095371	0.121377	0.515576	0.184839	0.126501	0.150591	0.234871	0.592460	0.098548	0.195484	0.445406	0.211297	0.104918	0.136491	1.081663	0.228270	0.209136	0.287671	0.433566	0.889941	0.091094	0.092261	0.394682	0.708298	0.108545	0.123397	0.325317	0.566792	0.045787	0.089234	0.146609	0.682338
44	0.100605	0.139445	0.329364	0.608202	0.593117	0.512409	0.485654	0.460589	0.037749	0.147689	0.118566	0.163432	0.580887	0.446339	0.298634	0.571611	0.129900	0.201544	0.296484	0.634880	0.092910	0.108145	0.470965	0.241749	0.091262	0.097367	0.506400	0.185824	0.148055	0.149532	0.249445	0.587763	0.107206	0.199722	0.632149	0.195962	0.104818	0.122478	1.067940	0.155346	0.190161	0.261792	0.442958	0.883457	0.077998	0.078156	0.352101	0.593599	0.088579	0.113785	0.361786	0.539405	0.061458	0.091234	0.155433	0.707297
45	0.109577	0.149266	0.381972	0.638934	0.600746	0.536337	0.558725	0.488711	0.040975	0.141633	0.178201	0.180627	0.586161	0.443043	0.304677	0.529805	0.089195	0.121037	0.303502	0.441725	0.087059	0.106366	0.471623	0.195912	0.087685	0.093234	0.529548	0.222421	0.200362	0.180549	0.250312	0.590859	0.113917	0.194654	0.716718	0.208867	0.104667	0.109102	1.000026	0.147090	0.160487	0.219645	0.442494	0.896443	0.072481	0.072991	0.453539	0.502629	0.074481	0.110284	0.357289	0.503229	0.076584	0.114851	0.177448	0.706945
46	0.121481	0.158908	0.398608	0.646860	0.607452	0.542225	0.564247	0.555889	0.060699	0.143697	0.241691	0.221185	0.581720	0.431157	0.312618	0.504569	0.092645	0.136118	0.319074	0.411484	0.088687	0.124346	0.464884	0.182365	0.097341	0.110104	0.451715	0.277815	0.263597	0.232413	0.246787	0.593780	0.121310	0.196649	0.712847	0.215334	0.088663	0.109545	0.988230	0.107800	0.153970	0.208436	0.435314	0.791632	0.074489	0.080859	0.593757	0.492407	0.072447	0.107718	0.365026	0.498964	0.084993	0.128405	0.186610	0.720080
47	0.130632	0.163425	0.398207	0.651231	0.602600	0.471835	0.551205	0.555686	0.093034	0.171531	0.431514	0.248952	0.556485	0.417260	0.333976	0.492682	0.105387	0.142370	0.346018	0.399096	0.099108	0.137879	0.432744	0.113541	0.117686	0.129978	0.338564	0.261907	0.276738	0.248335	0.225468	0.610714	0.121509	0.193400	0.814032	0.217861	0.085462	0.108745	0.919724	0.078047	0.162835	0.214677	0.382689	0.554636	0.085192	0.099484	0.616557	0.544702	0.077133	0.113678	0.371017	0.582736	0.097381	0.150601	0.271213	0.720214
48	0.136247	0.164460	0.426244	0.658920	0.592776	0.424719	0.502065	0.511900	0.116193	0.195880	0.523670	0.255433	0.490692	0.389672	0.333120	0.495292	0.104528	0.137332	0.321350	0.276372	0.101497	0.163247	0.430094	0.103216	0.122561	0.146338	0.301521	0.301001	0.297582	0.277155	0.256022	0.671857	0.105438	0.162598	0.962897	0.217665	0.083339	0.087081	0.725534	0.083606	0.170387	0.216939	0.327029	0.561026	0.105844	0.127647	0.636248	0.580370	0.089565	0.133734	0.368267	0.643242	0.103245	0.157747	0.361757	0.733241
49	0.136251	0.161781	0.419333	0.617473	0.552422	0.387632	0.467569	0.534653	0.117080	0.190434	0.536946	0.290906	0.380186	0.339851	0.331139	0.543585	0.097778	0.132176	0.292841	0.198511	0.102506	0.174228	0.410343	0.102403	0.102739	0.135238	0.303667	0.304896	0.328989	0.332716	0.336468	0.689664	0.089491	0.149740	1.025808	0.226946	0.051861	0.065892	0.500478	0.100717	0.159576	0.198849	0.321404	0.580273	0.126210	0.147323	0.673062	0.584425	0.091871	0.136478	0.367677	0.644198	0.106008	0.159793	0.419016	0.764222
50	0.134944	0.155779	0.412588	0.537962	0.486997	0.376594	0.470401	0.670358	0.116254	0.172867	0.575052	0.312780	0.336877	0.339975	0.354912	0.572071	0.089145	0.154588	0.266268	0.187957	0.096616	0.179271	0.518818	0.129496	0.104969	0.146504	0.269042	0.293820	0.393376	0.391441	0.336993	0.700078	0.091673	0.135034	1.034591	0.213725	0.020389	0.074943	0.400150	0.096430	0.159440	0.159745	0.345356	0.606279	0.129562	0.148704	0.678400	0.631878	0.091161	0.138404	0.360040	0.633785	0.113791	0.168196	0.446087	0.780882
51	0.128121	0.143531	0.451425	0.605454	0.431355	0.365416	0.484626	0.660707	0.165322	0.219433	0.697234	0.323771	0.335631	0.343265	0.398031	0.478740	0.083449	0.129913	0.335711	0.143101	0.101756	0.181435	0.644358	0.524807	0.105600	0.160679	0.241186	0.249408	0.452362	0.436703	0.342803	0.704501	0.094753	0.107954	1.029742	0.212948	0.034266	0.092332	0.463611	0.092168	0.158732	0.147801	0.385793	0.670665	0.129015	0.149596	0.688747	0.652808	0.090520	0.143115	0.375380	0.631752	0.115637	0.167441	0.447801	0.787768
52	0.117355	0.126559	0.454730	0.649851	0.425063	0.369470	0.498407	0.647961	0.194539	0.251054	0.801234	0.316624	0.308167	0.295832	0.388315	0.407541	0.071898	0.109275	0.337500	0.133559	0.107551	0.177916	0.662041	0.588470	0.090187	0.150163	0.237439	0.218927	0.472403	0.447660	0.396139	0.671336	0.093427	0.100349	0.963098	0.156729	0.061749	0.116367	0.481689	0.114694	0.164440	0.156594	0.447193	0.709352	0.128580	0.149756	0.701364	0.693871	0.092244	0.156951	0.347460	0.656433	0.120889	0.168669	0.447514	0.794719
53	0.108559	0.116256	0.455211	0.660235	0.417629	0.367069	0.501849	0.631135	0.196006	0.251239	0.797728	0.254505	0.275648	0.304362	0.341630	0.404038	0.054286	0.103985	0.301799	0.139674	0.110963	0.181666	0.665354	0.647914	0.083891	0.135597	0.320086	0.233179	0.473759	0.442407	0.518166	0.706159	0.078539	0.108295	0.823636	0.136451	0.089537	0.135168	0.468180	0.178363	0.172056	0.181157	0.419442	0.755621	0.135083	0.165514	0.692348	0.748747	0.097360	0.165941	0.296544	0.687428	0.157639	0.192219	0.442356	0.773847
54	0.113929	0.123741	0.445678	0.596040	0.426480	0.368065	0.404056	0.622047	0.181188	0.222238	0.695706	0.251397	0.271862	0.305203	0.344781	0.405030	0.058684	0.113342	0.293126	0.233556	0.112197	0.187257	0.684008	0.649509	0.085773	0.137287	0.339969	0.217557	0.472022	0.437594	0.556605	0.735487	0.069185	0.119777	0.788164	0.124843	0.107184	0.157233	0.451571	0.184713	0.168882	0.174912	0.407689	0.728595	0.151099	0.196200	0.677686	0.785446	0.096870	0.160907	0.303255	0.706332	0.171132	0.213183	0.431376	0.752132
55	0.108427	0.115879	0.419146	0.577973	0.487649	0.371924	0.293001	0.624420	0.176535	0.212513	0.676024	0.202080	0.283997	0.322705	0.336216	0.407846	0.064321	0.113730	0.302493	0.243743	0.104285	0.164855	0.688203	0.676419	0.091624	0.146501	0.501572	0.303155	0.467681	0.435130	0.557210	0.742515	0.058244	0.132350	0.770815	0.122924	0.113328	0.168745	0.445324	0.192437	0.176640	0.187876	0.444394	0.702020	0.159807	0.215367	0.684320	0.793813	0.124197	0.191057	0.354435	0.710095	0.171479	0.215400	0.433540	0.655711
56	0.097602	0.101339	0.398220	0.925008	0.539303	0.387970	0.269794	0.565036	0.177502	0.233087	0.662450	0.173457	0.268618	0.325477	0.330743	0.409999	0.059061	0.075876	0.286535	0.252161	0.089104	0.157260	0.683275	0.735887	0.103389	0.141559	0.575954	0.343338	0.466127	0.441492	0.560991	0.738139	0.058886	0.130785	0.625774	0.154047	0.115398	0.168540	0.442346	0.196544	0.210411	0.224627	0.490836	0.720758	0.159355	0.216144	0.645576	0.779898	0.135656	0.225933	0.395871	0.585070	0.169684	0.213336	0.441888	0.465071
57	0.100688	0.102685	0.452566	1.054959	0.551762	0.395129	0.277431	0.536666	0.170902	0.253853	0.595392	0.122324	0.246089	0.327581	0.298880	0.410502	0.080779	0.101278	0.296355	0.236181	0.088432	0.125801	0.696207	0.745730	0.105196	0.134098	0.573327	0.334380	0.460936	0.444518	0.596859	0.737035	0.068641	0.131187	0.470489	0.179764	0.137207	0.193314	0.435886	0.227207	0.206936	0.218681	0.499348	0.762814	0.159599	0.243214	0.493034	0.755945	0.125389	0.209401	0.406514	0.406173	0.163525	0.202775	0.439719	0.439438
58	0.105060	0.106524	0.454149	1.054420	0.520931	0.380438	0.296250	0.532702	0.109887	0.214849	0.384862	0.080795	0.253548	0.318943	0.298229	0.409984	0.081159	0.108314	0.285367	0.238909	0.091601	0.125457	0.786546	0.744562	0.094920	0.137311	0.525029	0.323151	0.443166	0.435953	0.648741	0.735663	0.084647	0.128406	0.479410	0.181406	0.148640	0.198774	0.452001	0.248684	0.199632	0.217276	0.508327	0.780811	0.163298	0.262698	0.427430	0.722612	0.114089	0.203858	0.407108	0.382117	0.157707	0.188764	0.431471	0.401965
59	0.117322	0.118032	0.493944	1.053274	0.525732	0.369483	0.301106	0.511130	0.082136	0.209454	0.277896	0.084038	0.259553	0.310073	0.302126	0.379517	0.079812	0.105311	0.344220	0.249554	0.097457	0.127275	0.772076	0.691244	0.081373	0.130435	0.500262	0.299511	0.407948	0.410582	0.664350	0.734592	0.096311	0.128136	0.511868	0.179698	0.160753	0.214795	0.467564	0.246274	0.196405	0.217178	0.530569	0.754712	0.152273	0.265410	0.414171	0.700505	0.110883	0.206893	0.405849	0.379619	0.153387	0.181230	0.425779	0.385411
60	0.120832	0.119078	0.535846	1.056066	0.640660	0.437514	0.295132	0.344015	0.071546	0.204515	0.299207	0.102199	0.237116	0.256845	0.312573	0.258679	0.082066	0.107041	0.361488	0.173310	0.090196	0.125003	0.683126	0.477026	0.071495	0.126423	0.417416	0.234560	0.396217	0.398164	0.664636	0.718351	0.104626	0.130831	0.515908	0.209849	0.167841	0.237697	0.421602	0.245813	0.180855	0.215660	0.534241	0.704542	0.178241	0.273068	0.349736	0.700331	0.112416	0.210345	0.414976	0.383698	0.145414	0.165220	0.360728	0.384461
61	0.119938	0.118253	0.520807	1.025982	0.682700	0.432238	0.274568	0.360655	0.078344	0.203083	0.340823	0.238274	0.255212	0.273404	0.280089	0.123220	0.081956	0.130992	0.370994	0.143263	0.084687	0.114347	0.677852	0.427333	0.054105	0.106506	0.222772	0.150043	0.383775	0.379539	0.656007	0.671593	0.106236	0.121478	0.555738	0.224652	0.165827	0.232601	0.356215	0.255535	0.170100	0.212324	0.536185	0.645161	0.218836	0.279797	0.328986	0.663865	0.112683	0.213291	0.448449	0.357203	0.143473	0.164718	0.280832	0.344562
62	0.112882	0.135575	0.541992	1.021602	0.680937	0.424504	0.251070	0.379892	0.110646	0.211198	0.392463	0.325564	0.251018	0.273497	0.260094	0.097390	0.081204	0.127418	0.383820	0.129934	0.084649	0.095526	0.659956	0.381223	0.038135	0.109042	0.156077	0.101912	0.356992	0.329657	0.610365	0.627950	0.114865	0.131810	0.592733	0.249078	0.153715	0.229820	0.365897	0.229502	0.169128	0.209180	0.480914	0.587762	0.296317	0.327089	0.312393	0.593717	0.115230	0.215479	0.473300	0.289400	0.140143	0.168830	0.199100	0.275844
63	0.114589	0.177341	0.560114	1.010806	0.682697	0.429508	0.220026	0.431376	0.116692	0.147058	0.399051	0.330926	0.257552	0.240017	0.261438	0.105921	0.052399	0.116289	0.341960	0.160312	0.085897	0.096144	0.644948	0.380897	0.053773	0.104795	0.152045	0.178404	0.290102	0.259193	0.605742	0.567586	0.125335	0.133510	0.602719	0.278275	0.142668	0.219999	0.367891	0.218874	0.181771	0.186493	0.449413	0.535056	0.391721	0.381880	0.251616	0.525546	0.125936	0.241618	0.555763	0.250762	0.135517	0.164605	0.160825	0.232891
64	0.111476	0.180766	0.614654	1.036371	0.682186	0.438014	0.226767	0.447587	0.113368	0.126640	0.418734	0.360107	0.256154	0.226997	0.252707	0.109791	0.054512	0.153424	0.395132	0.178526	0.083892	0.092305	0.644907	0.262897	0.059897	0.098201	0.303401	0.184650	0.180822	0.167298	0.604741	0.477529	0.145247	0.159693	0.599395	0.279971	0.132744	0.202958	0.368625	0.211087	0.274862	0.189433	0.435698	0.474395	0.441006	0.398364	0.241583	0.464931	0.127886	0.251268	0.609214	0.282720	0.135935	0.165165	0.162698	0.206488
65	0.111245	0.208640	0.623487	1.060007	0.630995	0.416276	0.225359	0.426187	0.118349	0.124530	0.562227	0.392505	0.240904	0.209177	0.248081	0.094696	0.057809	0.174422	0.379680	0.166857	0.083462	0.091119	0.646260	0.122120	0.075661	0.112024	0.360362	0.343541	0.104585	0.121423	0.573720	0.466653	0.149668	0.162578	0.574071	0.255954	0.132217	0.203131	0.347833	0.227931	0.455331	0.344242	0.413190	0.473360	0.450721	0.390743	0.255105	0.401014	0.120976	0.232746	0.592636	0.284064	0.127451	0.160577	0.162189	0.146510
66	0.110993	0.249436	0.622305	0.873800	0.561953	0.389307	0.223683	0.426509	0.154196	0.151116	0.590140	0.421122	0.245879	0.210827	0.249396	0.091030	0.052203	0.180198	0.413314	0.163001	0.083300	0.089191	0.572622	0.109551	0.080370	0.114843	0.351153	0.368812	0.091121	0.122675	0.462348	0.375612	0.141671	0.158971	0.493152	0.249252	0.123425	0.196848	0.349946	0.241223	0.643957	0.483366	0.420075	0.500413	0.461697	0.385429	0.329017	0.381982	0.131088	0.240595	0.589199	0.287855	0.074989	0.126321	0.163972	0.096234
67	0.132087	0.296865	0.612412	0.613651	0.526496	0.380761	0.215184	0.428229	0.164900	0.159917	0.574738	0.401582	0.256681	0.231133	0.239786	0.089327	0.047517	0.161535	0.531591	0.225604	0.068888	0.078091	0.360453	0.110724	0.095408	0.124347	0.453315	0.467863	0.089778	0.123543	0.401065	0.294617	0.130194	0.157320	0.422052	0.235287	0.105996	0.186230	0.385719	0.200137	0.707807	0.521203	0.609901	0.558242	0.545520	0.441724	0.348468	0.382075	0.138231	0.242073	0.661810	0.287454	0.057812	0.099666	0.164248	0.090583
68	0.215152	0.323414	0.601002	0.590132	0.520806	0.373357	0.178058	0.414679	0.156971	0.155037	0.536022	0.343790	0.311090	0.248322	0.234494	0.095128	0.050474	0.164611	0.537676	0.242646	0.066273	0.086585	0.218556	0.110525	0.160749	0.217048	0.552928	0.528892	0.085984	0.123760	0.399219	0.267925	0.120813	0.155370	0.407409	0.234526	0.091064	0.173698	0.389966	0.187632	0.958649	0.659715	0.858353	0.544134	0.646862	0.501886	0.348553	0.391160	0.169877	0.254770	0.776583	0.319596	0.055730	0.094346	0.143943	0.094552
69	0.299807	0.322763	0.573472	0.588060	0.503741	0.356371	0.160698	0.410502	0.147924	0.156484	0.522555	0.355063	0.341898	0.339426	0.233755	0.097268	0.064387	0.167745	0.530784	0.232531	0.057523	0.087374	0.211246	0.105722	0.169466	0.228917	0.541047	0.532225	0.103204	0.133444	0.393689	0.266378	0.115642	0.152193	0.389977	0.244443	0.073413	0.139111	0.363919	0.203868	1.029005	0.690832	0.882818	0.499069	0.675249	0.499523	0.349077	0.392996	0.190407	0.267953	0.822078	0.348081	0.053059	0.095493	0.120602	0.096686
70	0.372810	0.325035	0.507678	0.580935	0.349743	0.223890	0.169515	0.390600	0.147542	0.158853	0.525245	0.337474	0.445843	0.421596	0.215846	0.097549	0.062377	0.132215	0.608043	0.259382	0.052216	0.087788	0.190668	0.098644	0.165634	0.225028	0.463852	0.541995	0.244221	0.199606	0.333134	0.267618	0.112832	0.159419	0.323630	0.380582	0.059378	0.108562	0.369985	0.223795	1.063964	0.718004	0.876256	0.493374	0.681500	0.495400	0.376141	0.382256	0.195047	0.265756	0.813011	0.357220	0.053135	0.096849	0.114210	0.099293
71	0.414609	0.348992	0.537462	0.587801	0.204646	0.176485	0.178877	0.366501	0.149249	0.161262	0.443642	0.363766	0.442579	0.417502	0.175794	0.099609	0.073156	0.118310	0.658997	0.263821	0.044622	0.088343	0.191229	0.094519	0.164894	0.220518	0.483455	0.506981	0.396509	0.239132	0.204951	0.265524	0.113176	0.173542	0.259404	0.448857	0.057829	0.094916	0.382406	0.210322	1.081384	0.740908	0.887067	0.556342	0.674609	0.485628	0.433652	0.378528	0.195520	0.262242	0.793488	0.357230	0.052810	0.096533	0.114259	0.105629
72	0.461174	0.361552	0.555992	0.538989	0.198767	0.196441	0.187024	0.349969	0.123300	0.129166	0.302067	0.405799	0.438481	0.411127	0.129155	0.099788	0.079237	0.106951	0.637154	0.264131	0.041664	0.082284	0.201275	0.132049	0.157390	0.214203	0.489079	0.474704	0.528915	0.289828	0.119878	0.244402	0.102609	0.158178	0.230207	0.447111	0.055214	0.081614	0.382499	0.210430	1.086176	0.748122	0.895749	0.663718	0.661636	0.480891	0.467838	0.372308	0.190441	0.238531	0.732949	0.366030	0.052932	0.091933	0.118628	0.111819
73	0.592071	0.417884	0.600744	0.535978	0.192407	0.198034	0.196027	0.297823	0.100514	0.106200	0.321366	0.495870	0.450256	0.436353	0.106238	0.097563	0.083079	0.111839	0.558749	0.214020	0.041810	0.082434	0.201339	0.170706	0.125191	0.177527	0.292210	0.355118	0.597098	0.340093	0.099667	0.208937	0.087627	0.151728	0.204796	0.444363	0.054201	0.082162	0.376403	0.211823	1.085388	0.751616	0.909187	0.732610	0.639926	0.460548	0.472438	0.357022	0.181849	0.218184	0.655255	0.305976	0.054900	0.099569	0.125361	0.106785
74	0.652927	0.454312	0.560015	0.487728	0.213917	0.195773	0.191642	0.258812	0.115059	0.124528	0.333129	0.546947	0.462046	0.465256	0.104627	0.084123	0.084047	0.123555	0.537127	0.196788	0.044502	0.084881	0.204783	0.184243	0.049931	0.097622	0.259623	0.324826	0.601203	0.345739	0.118008	0.183740	0.083918	0.150869	0.255604	0.446714	0.054774	0.079376	0.374136	0.203227	1.080507	0.769511	0.945400	0.741398	0.585875	0.409841	0.470126	0.345298	0.168581	0.190270	0.626347	0.277047	0.059044	0.103544	0.146216	0.101346
75	0.665836	0.450951	0.526255	0.416276	0.229676	0.276397	0.184356	0.237840	0.137044	0.150175	0.337554	0.536720	0.525623	0.521698	0.102860	0.078464	0.086527	0.119830	0.523034	0.207133	0.045205	0.100598	0.193738	0.191368	0.047544	0.097042	0.329953	0.273997	0.671404	0.354413	0.144495	0.164766	0.083007	0.150772	0.268908	0.460812	0.052710	0.072309	0.363861	0.164142	1.043445	0.752927	0.989447	0.741354	0.544965	0.382034	0.464035	0.292401	0.159103	0.174151	0.635973	0.265954	0.063038	0.109034	0.227976	0.096332
76	0.673110	0.436658	0.527274	0.348964	0.218185	0.299172	0.184189	0.233901	0.138893	0.166421	0.318192	0.568109	0.520022	0.516915	0.092974	0.073376	0.087200	0.119506	0.478081	0.152892	0.043008	0.104334	0.244880	0.200009	0.046891	0.117462	0.370201	0.254896	0.714106	0.363302	0.168404	0.159521	0.082563	0.150207	0.271351	0.462582	0.049684	0.054588	0.325209	0.153013	0.960950	0.678461	1.002079	0.727086	0.532539	0.377763	0.459999	0.267484	0.158740	0.172383	0.619912	0.265841	0.062206	0.109690	0.318214	0.099865
77	0.681395	0.418079	0.562737	0.307260	0.229655	0.327656	0.190796	0.235427	0.141694	0.170214	0.334670	0.619301	0.522974	0.513975	0.073787	0.060957	0.075954	0.105699	0.438787	0.139472	0.037874	0.096569	0.284400	0.201231	0.070051	0.155806	0.332779	0.233264	0.746047	0.427029	0.188112	0.158960	0.083083	0.147983	0.260731	0.467434	0.048947	0.054052	0.219821	0.159573	0.871742	0.615991	0.945055	0.673837	0.523316	0.372511	0.403283	0.242081	0.130532	0.152106	0.511823	0.253897	0.056827	0.109378	0.348643	0.097050
78	0.665771	0.393889	0.672176	0.311941	0.425409	0.529071	0.190601	0.232102	0.138788	0.168281	0.391531	0.564410	0.494058	0.494906	0.076436	0.061920	0.067760	0.095315	0.467552	0.145245	0.038831	0.095537	0.305890	0.202607	0.072388	0.165186	0.353771	0.214097	0.795279	0.493250	0.199931	0.159949	0.082516	0.146298	0.256504	0.423304	0.045475	0.052084	0.199775	0.209348	0.698966	0.503444	0.724020	0.613828	0.477812	0.326770	0.352314	0.240210	0.091733	0.105964	0.426000	0.231807	0.052117	0.109806	0.347760	0.095788
79	0.629265	0.387723	0.808547	0.311834	0.504842	0.552402	0.183211	0.226299	0.138847	0.170076	0.418550	0.535929	0.478553	0.478587	0.097723	0.075886	0.063841	0.091209	0.463317	0.163856	0.039477	0.090845	0.339794	0.207036	0.073558	0.160233	0.365362	0.211035	0.805731	0.493899	0.215536	0.168151	0.071832	0.110907	0.251849	0.286508	0.044773	0.052137	0.183540	0.195852	0.468204	0.405989	0.578492	0.606669	0.327203	0.197489	0.340424	0.223554	0.092560	0.103249	0.421125	0.218572	0.050812	0.106785	0.348560	0.103281
80	0.594848	0.389991	0.892620	0.303235	0.514417	0.552309	0.220785	0.213449	0.131443	0.163759	0.461762	0.422007	0.382351	0.378891	0.165333	0.090097	0.055569	0.065151	0.478085	0.160116	0.041489	0.087117	0.345834	0.193952	0.084107	0.155565	0.329694	0.168571	0.824624	0.500249	0.248989	0.184758	0.060870	0.100945	0.266962	0.204771	0.045596	0.054051	0.190369	0.185154	0.375587	0.357594	0.583054	0.605665	0.209334	0.113510	0.344191	0.181381	0.098446	0.100958	0.429547	0.216076	0.058160	0.114929	0.347781	0.101306
81	0.570949	0.383672	0.889022	0.280220	0.510972	0.551043	0.238544	0.196903	0.101158	0.138548	0.473435	0.426403	0.331676	0.355423	0.172401	0.092611	0.037312	0.092478	0.511928	0.146647	0.042989	0.088034	0.345266	0.155200	0.108444	0.177335	0.267539	0.132522	0.836788	0.509705	0.283458	0.191985	0.043592	0.083532	0.331819	0.237414	0.046286	0.053025	0.233243	0.179583	0.310458	0.302445	0.552509	0.588705	0.184278	0.108772	0.324092	0.141219	0.100527	0.095026	0.452854	0.218836	0.060600	0.120765	0.347567	0.102971
