	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d
32	0.154167	0.079316	0.370002	0.255220	0.697003	0.386322	0.158084	0.141882	0.139368	0.174695	0.236977	0.148249	0.225786	0.175687	0.223536	0.181766	0.346671	0.185159	0.217250	0.193817	0.102193	0.116170	0.261090	0.316786	0.213816	0.135818	0.251926	0.266658	0.505318	0.290025	0.281120	0.085598	0.309370	0.187721	0.415509	0.306061	0.060384	0.140839	0.201453	0.147000	0.072466	0.037596	0.194957	0.283593	0.098644	0.214182	0.241885	0.286668	0.301662	0.202407	0.146352	0.120782	0.444994	0.178736	0.091205	0.110533	0.433108	0.216885	0.359046	0.268730	0.081573	0.190326	0.145310	0.132738
33	0.151692	0.077455	0.395187	0.257577	0.686986	0.366056	0.153973	0.150833	0.127910	0.166456	0.219294	0.175749	0.334502	0.255781	0.224678	0.161085	0.328180	0.170359	0.215926	0.185647	0.082690	0.095703	0.256998	0.312964	0.223118	0.145000	0.284460	0.282133	0.369658	0.196642	0.266344	0.093062	0.310900	0.189670	0.411571	0.306565	0.059796	0.136267	0.208912	0.155871	0.073342	0.037593	0.376187	0.462076	0.101156	0.241459	0.246405	0.301490	0.287592	0.202080	0.147822	0.128170	0.439649	0.178873	0.089354	0.111483	0.411085	0.195998	0.358976	0.270775	0.083255	0.179395	0.150331	0.148730
34	0.151710	0.076669	0.410815	0.237905	0.630709	0.316312	0.146972	0.153061	0.113456	0.156708	0.230306	0.181475	0.369461	0.290826	0.220481	0.140447	0.322652	0.162772	0.206665	0.193531	0.063168	0.087348	0.275447	0.313239	0.231346	0.150228	0.289873	0.288026	0.274861	0.127147	0.269942	0.093912	0.310874	0.189211	0.405334	0.317020	0.056173	0.123039	0.211796	0.156416	0.083041	0.045381	0.525012	0.556918	0.104139	0.255310	0.268325	0.337260	0.280470	0.196522	0.147816	0.125567	0.446313	0.180822	0.084652	0.111591	0.382067	0.183847	0.389494	0.350096	0.084590	0.118676	0.173324	0.154502
35	0.152896	0.075141	0.402374	0.193802	0.537122	0.277892	0.127489	0.147408	0.105447	0.154339	0.268475	0.185337	0.443180	0.319316	0.224825	0.133657	0.324302	0.158796	0.191273	0.203089	0.058158	0.083993	0.275969	0.293306	0.230805	0.146272	0.277240	0.286891	0.127722	0.099773	0.222169	0.113910	0.309478	0.184300	0.399032	0.343533	0.056358	0.121307	0.211201	0.150759	0.126842	0.071349	0.559868	0.568353	0.105516	0.241169	0.283669	0.374069	0.089842	0.063099	0.137496	0.124107	0.443689	0.200046	0.085947	0.106279	0.360298	0.182857	0.437487	0.449740	0.078806	0.112224	0.189492	0.152386
36	0.154614	0.072687	0.386713	0.177801	0.524475	0.264614	0.118977	0.139475	0.093785	0.153819	0.452319	0.237096	0.452023	0.320213	0.266124	0.133680	0.305934	0.153789	0.166431	0.206918	0.052971	0.086273	0.239463	0.226605	0.226238	0.147117	0.269932	0.289665	0.107662	0.106420	0.197516	0.170735	0.309079	0.181270	0.383353	0.348745	0.054068	0.087616	0.185048	0.149099	0.134873	0.076374	0.557858	0.576293	0.104960	0.243160	0.306021	0.392515	0.078684	0.043328	0.138828	0.128885	0.285492	0.190240	0.086554	0.093002	0.338679	0.166994	0.495847	0.558932	0.073665	0.125848	0.190052	0.151287
37	0.154099	0.071212	0.365461	0.186118	0.467478	0.206029	0.110118	0.124329	0.088722	0.156601	0.549345	0.257533	0.452724	0.319074	0.276802	0.131406	0.285099	0.145896	0.157406	0.210709	0.057061	0.103532	0.200242	0.200851	0.244292	0.166488	0.286753	0.312353	0.100754	0.106085	0.157396	0.224780	0.304674	0.180690	0.357806	0.337076	0.044930	0.060480	0.160008	0.148840	0.135071	0.077453	0.574077	0.613950	0.104628	0.248326	0.314983	0.397542	0.074945	0.037031	0.152304	0.144162	0.133922	0.190707	0.077545	0.074359	0.233149	0.135041	0.541267	0.606715	0.068089	0.149215	0.207800	0.149606
38	0.134668	0.070130	0.316778	0.199322	0.187257	0.100317	0.115181	0.143661	0.080404	0.132315	0.555136	0.256038	0.453153	0.319119	0.276866	0.128684	0.303811	0.163627	0.169190	0.229363	0.058882	0.110965	0.196718	0.197468	0.255128	0.174827	0.302356	0.341969	0.157062	0.137494	0.166853	0.238394	0.303679	0.179816	0.328139	0.332655	0.026141	0.039370	0.159477	0.135946	0.137516	0.080217	0.675557	0.631993	0.096987	0.242123	0.314397	0.402295	0.055798	0.030762	0.159352	0.146062	0.175246	0.204150	0.097446	0.067032	0.199965	0.131396	0.567975	0.604635	0.064088	0.156204	0.223316	0.161832
39	0.117049	0.068492	0.283424	0.266523	0.165222	0.088662	0.147681	0.195348	0.059598	0.125557	0.619982	0.262868	0.451709	0.315874	0.276814	0.126181	0.303706	0.164430	0.237213	0.257373	0.068477	0.111263	0.175669	0.177515	0.243010	0.170069	0.304423	0.382396	0.172607	0.138307	0.234472	0.239448	0.283907	0.161528	0.307428	0.333697	0.041629	0.061649	0.159696	0.122124	0.142876	0.089972	0.770857	0.651753	0.084956	0.228027	0.315909	0.428698	0.048184	0.032773	0.161509	0.147129	0.225307	0.206607	0.144437	0.079645	0.188023	0.134688	0.564537	0.603325	0.057628	0.157919	0.233805	0.171531
40	0.101769	0.054158	0.281677	0.295141	0.149794	0.083583	0.169052	0.226462	0.055067	0.118563	0.634982	0.255487	0.441967	0.304963	0.280941	0.126010	0.304181	0.165562	0.323970	0.278248	0.088874	0.129787	0.158198	0.155373	0.234967	0.170515	0.304290	0.416229	0.186653	0.139228	0.243359	0.246767	0.151609	0.104221	0.298738	0.336485	0.100618	0.098996	0.158402	0.120161	0.141048	0.097495	0.827337	0.682738	0.069121	0.206226	0.329989	0.454059	0.049757	0.041555	0.167182	0.155760	0.315912	0.214180	0.155772	0.102413	0.190138	0.138945	0.553535	0.623123	0.053141	0.158106	0.243520	0.168638
41	0.063833	0.035070	0.275138	0.296846	0.125227	0.079154	0.179923	0.227490	0.059405	0.118498	0.635431	0.261015	0.432194	0.298272	0.287237	0.121872	0.293475	0.155186	0.437340	0.319128	0.111463	0.165555	0.158029	0.136883	0.232683	0.171700	0.306677	0.429479	0.199590	0.143801	0.243235	0.272524	0.139589	0.096363	0.306457	0.325605	0.153804	0.125212	0.165080	0.119127	0.142112	0.102290	0.824764	0.639827	0.061043	0.190008	0.349012	0.431550	0.056550	0.049348	0.169621	0.147942	0.319426	0.197248	0.156805	0.108475	0.178873	0.136225	0.577291	0.656224	0.046526	0.152180	0.244967	0.166852
42	0.056945	0.035179	0.333896	0.321382	0.115865	0.078533	0.186337	0.237158	0.061070	0.119470	0.639127	0.323186	0.413895	0.297967	0.244890	0.101847	0.272807	0.138898	0.466287	0.351469	0.121704	0.173820	0.161326	0.119721	0.230066	0.171248	0.308043	0.430532	0.274822	0.168693	0.235875	0.289782	0.110631	0.071968	0.362463	0.320397	0.235057	0.152089	0.190122	0.135094	0.143713	0.104506	0.741097	0.528991	0.054982	0.182184	0.359214	0.385233	0.088528	0.057846	0.154150	0.143813	0.327868	0.216477	0.195122	0.103040	0.176664	0.136457	0.613892	0.691417	0.048636	0.152150	0.243616	0.178792
43	0.057267	0.039054	0.412268	0.340127	0.114207	0.078652	0.212755	0.240018	0.061391	0.122173	0.649267	0.400735	0.411494	0.305695	0.217922	0.104345	0.265036	0.142086	0.484443	0.345817	0.133315	0.192615	0.209366	0.131363	0.216109	0.169288	0.308406	0.430346	0.323016	0.177329	0.255207	0.298962	0.107158	0.068611	0.392316	0.328753	0.255059	0.155556	0.234006	0.153464	0.136307	0.100352	0.651459	0.448709	0.043987	0.180785	0.349586	0.379334	0.147336	0.077422	0.135607	0.153728	0.340406	0.228502	0.221093	0.098687	0.175647	0.140442	0.652377	0.729674	0.050459	0.156631	0.241873	0.187944
44	0.051003	0.038949	0.443769	0.332149	0.109873	0.073954	0.221796	0.235944	0.060257	0.123624	0.665015	0.431890	0.348105	0.290579	0.215810	0.138190	0.259838	0.148915	0.539890	0.368150	0.139478	0.211685	0.296848	0.210741	0.214960	0.169516	0.308615	0.424080	0.376048	0.207997	0.283552	0.283415	0.105340	0.066915	0.356108	0.322533	0.301070	0.185072	0.246618	0.155432	0.092906	0.083867	0.632008	0.441974	0.045619	0.178586	0.344528	0.387361	0.168488	0.080506	0.152627	0.210029	0.430419	0.247101	0.228320	0.103045	0.179259	0.144150	0.704735	0.762686	0.048526	0.156311	0.241709	0.184077
45	0.055998	0.038613	0.442760	0.338069	0.095706	0.061145	0.225709	0.255970	0.060229	0.124390	0.601281	0.423275	0.307991	0.264218	0.220237	0.164438	0.230681	0.143244	0.596255	0.394585	0.139220	0.213911	0.411147	0.278530	0.213545	0.169331	0.309336	0.416084	0.400070	0.215737	0.287068	0.244088	0.104437	0.066580	0.318644	0.326194	0.311831	0.208182	0.233815	0.155893	0.090077	0.081990	0.634539	0.414741	0.042372	0.134813	0.338280	0.376953	0.231689	0.147975	0.194851	0.254660	0.438192	0.229649	0.246162	0.114926	0.183587	0.147994	0.742339	0.782536	0.044627	0.148483	0.235092	0.171561
46	0.082384	0.045499	0.431307	0.369638	0.079788	0.046979	0.241803	0.283525	0.054269	0.113752	0.487128	0.400327	0.189742	0.225732	0.230754	0.173016	0.182021	0.145066	0.623255	0.384189	0.139192	0.212522	0.512839	0.316732	0.209650	0.165933	0.301178	0.423658	0.406222	0.213112	0.277538	0.211227	0.085444	0.056579	0.307808	0.354564	0.476413	0.274816	0.251062	0.164565	0.090293	0.090383	0.609158	0.349585	0.038145	0.119004	0.329244	0.342970	0.293237	0.202626	0.290461	0.311877	0.444022	0.283506	0.248663	0.133070	0.185677	0.151209	0.752566	0.782202	0.040942	0.142832	0.220763	0.170459
47	0.077338	0.043840	0.469156	0.412983	0.070773	0.039867	0.250533	0.279044	0.050740	0.096871	0.480392	0.430605	0.142273	0.251562	0.194910	0.174042	0.177659	0.140127	0.638494	0.403186	0.138262	0.211094	0.537029	0.320337	0.200559	0.157469	0.273151	0.452452	0.383396	0.194811	0.225632	0.205447	0.071558	0.046749	0.336219	0.386031	0.479552	0.276067	0.259113	0.181274	0.082355	0.088888	0.489626	0.329640	0.036118	0.115752	0.332410	0.305862	0.403668	0.245090	0.386933	0.390073	0.468918	0.332423	0.248346	0.136216	0.187416	0.154394	0.764353	0.780281	0.042503	0.143935	0.215322	0.170604
48	0.076816	0.044551	0.562714	0.454051	0.068770	0.050710	0.235083	0.258058	0.050845	0.066064	0.419248	0.471860	0.136983	0.252549	0.176763	0.191498	0.173189	0.138114	0.643187	0.437416	0.139682	0.211498	0.540047	0.335841	0.189455	0.150634	0.256842	0.494000	0.374593	0.193564	0.197617	0.210324	0.072739	0.048915	0.392560	0.409322	0.479437	0.275264	0.271074	0.190345	0.067994	0.078359	0.356613	0.337662	0.035516	0.075830	0.318258	0.286366	0.415968	0.254520	0.442404	0.419380	0.451987	0.343621	0.246252	0.163984	0.187769	0.156059	0.762902	0.753892	0.047426	0.131242	0.213144	0.160369
49	0.076769	0.043311	0.609381	0.469300	0.070102	0.051799	0.232292	0.281444	0.058853	0.064308	0.385868	0.486911	0.131965	0.253169	0.196606	0.213560	0.134054	0.113073	0.645731	0.457564	0.141489	0.207672	0.594139	0.379462	0.176408	0.143852	0.290518	0.520399	0.371250	0.191457	0.217491	0.190388	0.079419	0.058273	0.447542	0.419885	0.476588	0.267797	0.283215	0.191049	0.058364	0.068394	0.271523	0.307489	0.039956	0.062674	0.316025	0.282186	0.418532	0.260109	0.489092	0.418269	0.422916	0.405946	0.255512	0.202590	0.187727	0.156843	0.738581	0.706137	0.054585	0.115365	0.183131	0.143844
50	0.077065	0.041912	0.620859	0.447456	0.076147	0.052232	0.252160	0.321034	0.054787	0.060907	0.382151	0.489266	0.123713	0.253982	0.201881	0.217383	0.123771	0.102423	0.642475	0.456555	0.147199	0.205792	0.664998	0.408350	0.173672	0.145304	0.330495	0.525334	0.359760	0.199721	0.225193	0.148514	0.080466	0.059892	0.472369	0.433690	0.464356	0.253903	0.282783	0.192404	0.057783	0.071668	0.256285	0.287862	0.042507	0.062251	0.318123	0.269438	0.418644	0.261621	0.500864	0.412823	0.367493	0.401210	0.265100	0.208544	0.185942	0.152403	0.707654	0.648711	0.056853	0.111689	0.143983	0.125742
51	0.077516	0.041474	0.625263	0.417110	0.081442	0.054334	0.260538	0.324557	0.063086	0.067414	0.384596	0.455557	0.118211	0.253538	0.207569	0.218975	0.119193	0.098351	0.622810	0.455689	0.151502	0.206301	0.736148	0.423061	0.172554	0.139307	0.334585	0.521198	0.376813	0.286118	0.209224	0.126630	0.079310	0.060113	0.478253	0.431948	0.444125	0.241789	0.266851	0.191450	0.059691	0.081152	0.260231	0.286204	0.043494	0.057941	0.331395	0.215061	0.419811	0.265265	0.506317	0.411060	0.370436	0.398288	0.262994	0.204776	0.156857	0.131608	0.695710	0.641623	0.057595	0.099827	0.117887	0.114773
52	0.076406	0.040736	0.630440	0.414272	0.086270	0.058130	0.236759	0.321245	0.070839	0.071282	0.357351	0.381670	0.115688	0.253278	0.206700	0.222770	0.117547	0.097646	0.559752	0.462072	0.154870	0.227786	0.779706	0.427532	0.142205	0.115325	0.317403	0.541654	0.351329	0.287034	0.169668	0.127714	0.065811	0.059433	0.479980	0.497922	0.412402	0.229886	0.237741	0.203029	0.059089	0.084197	0.275756	0.295557	0.044146	0.058329	0.332642	0.165033	0.422820	0.270369	0.526587	0.425398	0.367318	0.386953	0.231787	0.207796	0.130720	0.113446	0.734953	0.686065	0.080235	0.105390	0.098621	0.113377
53	0.074429	0.039459	0.620879	0.408603	0.076079	0.056044	0.224929	0.320568	0.071536	0.067795	0.310955	0.344008	0.114712	0.251535	0.205026	0.225502	0.108416	0.092767	0.520261	0.448243	0.158963	0.307157	0.789054	0.429385	0.126048	0.099066	0.341224	0.670954	0.298606	0.274966	0.199824	0.139021	0.063311	0.058750	0.484971	0.606474	0.407408	0.226026	0.226026	0.223335	0.059263	0.094095	0.301404	0.328757	0.044145	0.055599	0.314734	0.161032	0.427372	0.276918	0.541282	0.472026	0.334457	0.376925	0.225237	0.214441	0.123262	0.105347	0.821122	0.725697	0.086732	0.112898	0.097218	0.105597
54	0.070530	0.034127	0.563610	0.377026	0.070124	0.065351	0.225581	0.304988	0.072458	0.068031	0.256469	0.330047	0.108727	0.240702	0.209971	0.221893	0.104946	0.087430	0.512899	0.448920	0.158392	0.356689	0.792182	0.429220	0.110255	0.082878	0.424747	0.839296	0.516868	0.420140	0.229696	0.137468	0.062809	0.057608	0.483101	0.651238	0.368837	0.198842	0.229026	0.225567	0.061553	0.094436	0.301018	0.338548	0.044073	0.054173	0.278808	0.141252	0.431871	0.282920	0.565489	0.525555	0.216404	0.366490	0.234920	0.217920	0.118536	0.099201	0.894678	0.723115	0.087537	0.108459	0.096108	0.079929
55	0.069725	0.031865	0.516025	0.364958	0.071541	0.090237	0.210055	0.281131	0.092273	0.093147	0.246897	0.343225	0.096156	0.191319	0.212070	0.202350	0.097595	0.079859	0.496976	0.459232	0.152747	0.368277	0.786930	0.426833	0.094541	0.072130	0.517614	0.928403	0.514421	0.450750	0.243919	0.148855	0.063535	0.057989	0.485251	0.660521	0.303468	0.145137	0.218781	0.228938	0.061032	0.089893	0.367766	0.440057	0.043944	0.049848	0.259491	0.103709	0.424576	0.281611	0.600498	0.570658	0.211179	0.364364	0.221390	0.212132	0.116819	0.099848	0.930788	0.697543	0.087987	0.104902	0.093211	0.059621
56	0.070352	0.031427	0.483291	0.364974	0.081578	0.120538	0.204983	0.279345	0.102993	0.103922	0.238332	0.332738	0.082922	0.160371	0.206377	0.176757	0.086972	0.072955	0.547030	0.478322	0.158830	0.446772	0.766681	0.436263	0.088908	0.071588	0.600259	0.943477	0.520295	0.456539	0.251047	0.143136	0.067668	0.060480	0.477450	0.660442	0.053091	0.111602	0.198554	0.246253	0.059822	0.126520	0.616671	0.538480	0.039746	0.038546	0.255308	0.065683	0.408790	0.278260	0.643606	0.592662	0.187468	0.302570	0.220523	0.221206	0.120316	0.104197	0.916864	0.667484	0.087930	0.103864	0.097774	0.057192
57	0.047080	0.023363	0.479048	0.349656	0.256041	0.188501	0.240821	0.280431	0.100534	0.102515	0.203677	0.261757	0.074034	0.229210	0.189385	0.165835	0.075213	0.063757	0.597996	0.492861	0.163828	0.466720	0.726599	0.434378	0.094546	0.075544	0.666463	0.946737	0.520451	0.457243	0.266244	0.141256	0.073303	0.063933	0.452963	0.649218	0.069507	0.221832	0.191842	0.268893	0.057705	0.148664	0.693806	0.510919	0.036076	0.028177	0.256435	0.033115	0.404205	0.275409	0.681324	0.580696	0.144422	0.273975	0.226429	0.245230	0.113342	0.099679	0.892309	0.632107	0.089251	0.102538	0.097561	0.055390
58	0.025739	0.016829	0.497638	0.412580	0.329227	0.195718	0.262456	0.238393	0.095326	0.099779	0.206290	0.206066	0.085287	0.267287	0.180820	0.163842	0.073421	0.064891	0.667270	0.523336	0.165650	0.472059	0.650612	0.411075	0.099161	0.079330	0.692058	0.970267	0.520437	0.455613	0.255470	0.153128	0.077135	0.068050	0.449770	0.650753	0.103605	0.428967	0.167694	0.278114	0.067032	0.155467	0.693392	0.526122	0.034621	0.027351	0.238647	0.031977	0.360889	0.236481	0.698198	0.562480	0.144712	0.232829	0.209552	0.240638	0.102470	0.092028	0.858078	0.625339	0.089793	0.102386	0.090858	0.048152
59	0.031720	0.022759	0.482936	0.520804	0.334378	0.260038	0.246324	0.176253	0.101165	0.101720	0.227721	0.205515	0.088982	0.290631	0.174072	0.149617	0.078531	0.067025	0.683539	0.566037	0.166140	0.473733	0.596625	0.399645	0.103062	0.084003	0.689748	0.997154	0.479572	0.415798	0.255150	0.152924	0.079524	0.070318	0.450651	0.665162	0.109388	0.439543	0.154100	0.279177	0.065931	0.158658	0.758996	0.605512	0.036496	0.030652	0.200101	0.059017	0.292621	0.192096	0.669984	0.538033	0.156008	0.142423	0.184262	0.215615	0.094543	0.084091	0.816677	0.653711	0.088909	0.105244	0.082425	0.063738
60	0.049343	0.036320	0.454652	0.545158	0.571690	0.398267	0.234139	0.142630	0.098979	0.097542	0.223084	0.221268	0.091734	0.300618	0.151267	0.110974	0.091981	0.069485	0.692477	0.572921	0.164349	0.472887	0.597853	0.400018	0.103527	0.085007	0.713026	1.009434	0.451922	0.397812	0.258287	0.150509	0.082070	0.072549	0.451949	0.669271	0.115795	0.571963	0.158236	0.326244	0.083129	0.158996	0.890281	0.670654	0.040284	0.036913	0.197817	0.105887	0.175932	0.158500	0.626354	0.490266	0.238360	0.156422	0.165436	0.205656	0.088024	0.079041	0.799128	0.686327	0.087486	0.109497	0.089641	0.088285
61	0.067031	0.051619	0.457144	0.559480	0.677684	0.433898	0.242104	0.128354	0.093226	0.090158	0.208991	0.230440	0.100014	0.321023	0.142119	0.104780	0.101923	0.080032	0.704512	0.575995	0.161641	0.472388	0.579712	0.380850	0.105074	0.086119	0.792247	1.011843	0.450912	0.397650	0.239048	0.160965	0.084095	0.074667	0.440133	0.652397	0.132232	0.648203	0.169511	0.373628	0.100274	0.154382	0.954808	0.685940	0.035600	0.039220	0.212441	0.143565	0.136868	0.137799	0.588534	0.479006	0.238476	0.163252	0.164232	0.218937	0.080826	0.071162	0.830055	0.724658	0.082424	0.104433	0.086816	0.088303
62	0.077601	0.060499	0.465863	0.574403	0.679751	0.434695	0.242005	0.130802	0.091840	0.088795	0.243679	0.213171	0.116299	0.385913	0.152211	0.135287	0.110880	0.093058	0.686593	0.580852	0.155892	0.470006	0.515446	0.361270	0.111544	0.092524	0.852566	1.004197	0.276564	0.304390	0.206977	0.188189	0.083091	0.073317	0.401072	0.631079	0.130489	0.650323	0.167056	0.357098	0.104761	0.151393	0.960772	0.677051	0.033965	0.039585	0.219293	0.154384	0.144123	0.139278	0.566473	0.480519	0.254150	0.270918	0.165288	0.237214	0.077039	0.065359	0.888581	0.751370	0.081691	0.104602	0.121573	0.096414
63	0.079839	0.062716	0.458271	0.583970	0.685506	0.434184	0.239679	0.128706	0.092891	0.089709	0.273498	0.215168	0.121517	0.408358	0.160246	0.162256	0.117972	0.101554	0.677484	0.585793	0.149233	0.468859	0.418252	0.347066	0.116764	0.098014	0.864567	0.983240	0.157036	0.230390	0.180143	0.191994	0.077940	0.068267	0.345032	0.606824	0.130112	0.652449	0.160230	0.356469	0.102662	0.154272	0.959991	0.663228	0.032396	0.047046	0.187989	0.156262	0.152833	0.142613	0.599332	0.504451	0.287663	0.465266	0.153664	0.234322	0.076441	0.064444	0.933751	0.753354	0.079972	0.105561	0.158555	0.126364
64	0.082529	0.065119	0.467863	0.662663	0.688188	0.430785	0.238313	0.123787	0.085901	0.073827	0.290211	0.214343	0.120101	0.412023	0.167015	0.168434	0.120071	0.104182	0.706996	0.662434	0.142122	0.466225	0.293521	0.337603	0.123305	0.107027	0.864190	0.974582	0.150259	0.257584	0.182422	0.191292	0.069705	0.062106	0.304125	0.581360	0.129618	0.653256	0.160590	0.375629	0.102021	0.151504	0.895417	0.579733	0.031749	0.075165	0.163957	0.167031	0.151090	0.135308	0.663821	0.528501	0.299558	0.501182	0.126563	0.233320	0.079315	0.067737	0.937455	0.743032	0.054442	0.104034	0.167448	0.141894
65	0.085519	0.070100	0.506347	0.728374	0.692027	0.438816	0.231381	0.117450	0.063364	0.044762	0.286841	0.208331	0.119238	0.412964	0.163351	0.170531	0.121078	0.103191	0.787632	0.764317	0.122752	0.426320	0.241914	0.336026	0.127449	0.114224	0.868832	0.983954	0.161867	0.330252	0.144543	0.189828	0.072254	0.062481	0.287808	0.572922	0.129861	0.655065	0.198797	0.379588	0.101606	0.110791	0.751956	0.512529	0.031607	0.084026	0.156480	0.180657	0.156168	0.131261	0.695368	0.523392	0.302195	0.589529	0.126958	0.230444	0.104697	0.080118	0.925754	0.705654	0.048691	0.096870	0.179233	0.142944
66	0.092837	0.084451	0.525673	0.748399	0.663590	0.447108	0.195566	0.094383	0.061064	0.038601	0.288334	0.217730	0.116274	0.412338	0.159536	0.189682	0.130792	0.110474	0.814839	0.769189	0.101256	0.361277	0.229453	0.337179	0.126837	0.116389	0.875731	1.002767	0.160206	0.333481	0.122046	0.175105	0.074330	0.066075	0.288070	0.545234	0.125401	0.640877	0.248658	0.358133	0.100539	0.096601	0.705736	0.530735	0.031802	0.090663	0.168658	0.189760	0.138962	0.111803	0.702643	0.479887	0.304133	0.645159	0.135995	0.211096	0.170567	0.096491	0.887884	0.657560	0.044083	0.100753	0.201925	0.152231
67	0.094614	0.087507	0.534247	0.750197	0.629184	0.446696	0.151372	0.079938	0.064320	0.038262	0.277017	0.236758	0.108244	0.412106	0.167773	0.200399	0.157686	0.132917	0.746160	0.746319	0.100402	0.405798	0.227087	0.336358	0.126527	0.115696	0.880026	0.995094	0.155206	0.354775	0.121272	0.171999	0.074370	0.066855	0.282665	0.441673	0.110964	0.578291	0.263151	0.338203	0.094620	0.076421	0.699606	0.493179	0.041207	0.115487	0.186498	0.192317	0.123714	0.101240	0.686163	0.425641	0.295950	0.638313	0.122570	0.177520	0.181753	0.100058	0.812374	0.617671	0.043377	0.113036	0.222459	0.192909
68	0.098164	0.088906	0.539158	0.751311	0.628118	0.417355	0.134296	0.082503	0.055206	0.036101	0.271782	0.236287	0.107960	0.387932	0.195386	0.202960	0.172768	0.146024	0.750943	0.754610	0.088179	0.497985	0.222973	0.318980	0.126917	0.115899	0.862771	0.895594	0.179660	0.428242	0.118751	0.167086	0.074432	0.066877	0.297155	0.395573	0.091342	0.491779	0.265155	0.332238	0.094019	0.068862	0.593688	0.382871	0.052774	0.158471	0.187447	0.193100	0.136058	0.113239	0.653763	0.391740	0.296992	0.636144	0.119554	0.155941	0.257113	0.126700	0.742284	0.622188	0.042141	0.114213	0.224815	0.228378
69	0.100787	0.090035	0.531277	0.735007	0.465899	0.403898	0.146742	0.097199	0.056069	0.038915	0.298542	0.223196	0.105211	0.339464	0.215017	0.204294	0.173313	0.146836	0.801534	0.748141	0.073582	0.549853	0.213070	0.273409	0.124950	0.115379	0.823535	0.721633	0.199466	0.460717	0.108186	0.148150	0.073921	0.066775	0.338769	0.398037	0.087240	0.491134	0.268099	0.325724	0.076675	0.065025	0.368734	0.280707	0.053665	0.160774	0.187213	0.206708	0.143297	0.119397	0.610893	0.395942	0.276030	0.634816	0.118098	0.143917	0.271067	0.132184	0.689005	0.630779	0.038005	0.116196	0.225977	0.232908
70	0.100281	0.090043	0.481599	0.640145	0.250916	0.385582	0.126679	0.117613	0.052695	0.041130	0.297238	0.204236	0.101985	0.305321	0.216077	0.222171	0.170124	0.144619	0.815071	0.728093	0.086822	0.584151	0.215578	0.255961	0.120805	0.113792	0.765404	0.620057	0.215086	0.471249	0.104285	0.103083	0.071200	0.065471	0.335455	0.395005	0.057056	0.177469	0.262644	0.245259	0.058658	0.069569	0.211520	0.244769	0.058653	0.215329	0.184969	0.218100	0.143479	0.120128	0.565419	0.401062	0.223395	0.632325	0.123309	0.143905	0.311829	0.156784	0.693062	0.636009	0.040425	0.117525	0.228008	0.243178
