	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d
31	0.263895	0.195609	0.418918	0.847993	0.080382	0.032516	0.172937	0.328512	0.073424	0.112676	0.308242	0.641931	0.462629	0.444046	0.295486	0.174514	0.085040	0.102958	0.688932	0.526724	0.354525	0.507205	0.248309	0.157094	0.040188	0.060098	0.245301	0.257533	0.512055	0.341642	0.178301	0.207133	0.127691	0.145675	0.304184	0.399480	0.108282	0.454169	0.133158	0.287150	0.051820	0.065661	0.271600	0.459940	0.140687	1.042047	0.300167	0.225964	0.291671	0.105603	0.391150	0.299846	0.045231	0.078552	0.277309	0.252751	0.420294	0.203232	0.165649	0.440552	0.176584	0.211648	0.278913	0.259650
32	0.145461	0.117547	0.440713	0.895822	0.084339	0.052951	0.210617	0.354469	0.072819	0.117653	0.293998	0.512752	0.459457	0.452189	0.266250	0.150107	0.088703	0.136964	0.673810	0.547400	0.363105	0.525425	0.298318	0.152638	0.053880	0.060595	0.244018	0.276631	0.512884	0.380992	0.242901	0.271488	0.203731	0.144760	0.309639	0.415235	0.104332	0.477012	0.153715	0.281544	0.046650	0.052364	0.245412	0.449542	0.145179	0.937892	0.336425	0.275002	0.258890	0.106019	0.382431	0.314231	0.052600	0.083350	0.303154	0.256587	0.519502	0.202992	0.164190	0.379437	0.176755	0.180659	0.277031	0.193233
33	0.061080	0.119131	0.449231	0.801623	0.094467	0.075883	0.380245	0.350322	0.075393	0.127659	0.237954	0.471756	0.455990	0.466230	0.255026	0.154220	0.076155	0.145346	0.594900	0.582963	0.424884	0.558675	0.270353	0.156050	0.055567	0.046392	0.192544	0.309566	0.496523	0.426643	0.255295	0.293264	0.207052	0.137969	0.321842	0.336042	0.104257	0.517893	0.185474	0.279021	0.050104	0.071563	0.251146	0.455137	0.137106	0.587729	0.312241	0.391865	0.212792	0.105479	0.361073	0.408159	0.060904	0.084213	0.325787	0.284419	0.504474	0.203988	0.166682	0.378018	0.173125	0.221415	0.203428	0.187066
34	0.069233	0.127410	0.437963	0.804813	0.102008	0.090262	0.396458	0.335892	0.077452	0.133181	0.230317	0.442863	0.363193	0.458889	0.273523	0.149439	0.059148	0.158783	0.537403	0.612548	0.445781	0.571299	0.357129	0.218100	0.053121	0.066740	0.132681	0.346658	0.368323	0.446983	0.258221	0.312440	0.197275	0.118106	0.313197	0.255587	0.102294	0.518737	0.183965	0.275056	0.046615	0.072779	0.268955	0.365615	0.132712	0.288556	0.300795	0.448868	0.194821	0.085643	0.348515	0.597055	0.068597	0.079506	0.351062	0.289117	0.491853	0.202221	0.175149	0.445080	0.170391	0.247891	0.135367	0.186416
35	0.074176	0.145617	0.431970	0.857242	0.104566	0.092532	0.445941	0.308063	0.073219	0.126898	0.175909	0.364041	0.270670	0.473715	0.318586	0.114842	0.064009	0.169507	0.541088	0.622075	0.441230	0.510442	0.371175	0.244846	0.055200	0.112396	0.124370	0.351273	0.338187	0.436744	0.281289	0.333740	0.195004	0.094531	0.244218	0.233502	0.101174	0.433573	0.183554	0.234340	0.038219	0.073211	0.290349	0.302801	0.132382	0.248412	0.299693	0.467770	0.142267	0.080927	0.206672	0.590672	0.066853	0.066308	0.342184	0.288393	0.484294	0.175389	0.189194	0.477134	0.170256	0.255218	0.139529	0.166010
36	0.078154	0.146495	0.435340	0.869098	0.140114	0.114166	0.464872	0.315000	0.066357	0.119628	0.142665	0.347707	0.361159	0.493440	0.321222	0.122437	0.068258	0.181927	0.534165	0.561394	0.438953	0.436687	0.402949	0.250101	0.161015	0.120421	0.133974	0.346882	0.186882	0.418047	0.308137	0.356066	0.196725	0.080302	0.186406	0.159584	0.101197	0.347245	0.184169	0.133922	0.031116	0.075589	0.360250	0.301507	0.104393	0.244995	0.291757	0.477703	0.052147	0.089754	0.186380	0.587576	0.066012	0.058440	0.341003	0.287780	0.474023	0.150969	0.213193	0.662398	0.154318	0.256466	0.123641	0.136393
37	0.087962	0.151572	0.365351	0.806426	0.164469	0.128143	0.466816	0.276965	0.063394	0.139708	0.136868	0.264004	0.501156	0.484940	0.303932	0.129499	0.071389	0.186865	0.499003	0.455360	0.425401	0.463657	0.414082	0.264885	0.322866	0.131702	0.144747	0.336799	0.211762	0.406353	0.380433	0.376881	0.185918	0.119050	0.160649	0.159764	0.101184	0.333420	0.187260	0.136360	0.030801	0.074261	0.367650	0.209741	0.081980	0.232468	0.351681	0.479204	0.076245	0.131738	0.204958	0.624407	0.066125	0.058337	0.343064	0.275427	0.455312	0.147118	0.205144	0.650869	0.147356	0.242116	0.159400	0.126334
38	0.088728	0.151327	0.329662	0.516467	0.184382	0.131584	0.499176	0.283219	0.227879	0.149030	0.085168	0.237333	0.520028	0.478750	0.280824	0.142184	0.071820	0.190328	0.451992	0.435184	0.374505	0.440713	0.399451	0.296607	0.376231	0.146697	0.148696	0.288359	0.208488	0.372702	0.395537	0.386512	0.132418	0.433173	0.152333	0.106520	0.103968	0.340473	0.187622	0.127568	0.031155	0.078789	0.344979	0.181218	0.083169	0.238663	0.355893	0.765522	0.078256	0.134941	0.206305	0.663717	0.063639	0.070752	0.336359	0.268578	0.439948	0.149819	0.264368	0.629274	0.072807	0.226398	0.182490	0.125801
39	0.084505	0.149596	0.212398	0.508123	0.205964	0.133187	0.565050	0.300286	0.253322	0.226786	0.062416	0.133322	0.511036	0.477667	0.276312	0.176334	0.065743	0.178943	0.398094	0.423423	0.322832	0.393968	0.384331	0.306827	0.433667	0.189238	0.243063	0.472203	0.258028	0.335279	0.419124	0.395684	0.181411	0.483439	0.139002	0.110590	0.104600	0.348068	0.188489	0.123524	0.036477	0.098892	0.335509	0.187850	0.072262	0.233085	0.344736	0.869906	0.078102	0.141178	0.204675	0.652269	0.061141	0.071933	0.332149	0.269197	0.423313	0.146122	0.261239	0.655587	0.033850	0.220982	0.184256	0.121000
40	0.068410	0.138407	0.184365	0.505660	0.207788	0.149853	0.562506	0.297225	0.272686	0.225007	0.059078	0.161168	0.511308	0.471209	0.274746	0.177161	0.072812	0.186004	0.249461	0.372011	0.299165	0.384051	0.359776	0.335448	0.435161	0.184692	0.365329	0.676075	0.305173	0.322244	0.420152	0.409058	0.406664	0.662363	0.249702	0.223295	0.085007	0.351024	0.176715	0.121051	0.030484	0.085358	0.327358	0.191209	0.075896	0.219371	0.317103	1.040066	0.075174	0.132496	0.205376	0.649343	0.060293	0.071926	0.335097	0.246805	0.242509	0.109897	0.270799	0.685398	0.035639	0.224688	0.246412	0.124250
41	0.065706	0.125373	0.151663	0.411808	0.224908	0.160256	0.570447	0.323385	0.274485	0.222312	0.061983	0.190767	0.545732	0.409042	0.274403	0.185523	0.074155	0.197878	0.260524	0.321829	0.197938	0.359986	0.346509	0.320005	0.436887	0.172457	0.412180	0.798581	0.308242	0.301925	0.404052	0.541709	0.421055	0.673050	0.792592	0.306777	0.048797	0.351640	0.186745	0.123427	0.034028	0.086795	0.311130	0.187674	0.087271	0.182785	0.357143	1.079415	0.073914	0.131360	0.220393	0.534350	0.061482	0.109584	0.323560	0.220958	0.114217	0.121690	0.284273	0.721427	0.037285	0.243683	0.308107	0.139407
42	0.060833	0.092939	0.133915	0.333023	0.234015	0.165583	0.569971	0.312705	0.276373	0.218925	0.080864	0.194989	0.553697	0.332846	0.273649	0.192013	0.064960	0.184106	0.244877	0.337293	0.191889	0.330941	0.235252	0.307421	0.414912	0.186043	0.494350	0.909523	0.308555	0.210358	0.373957	0.525283	0.446897	0.679373	0.903206	0.307335	0.047207	0.344759	0.179809	0.151408	0.033874	0.096404	0.266519	0.161157	0.086241	0.157049	0.353138	1.067794	0.087794	0.189358	0.224333	0.385011	0.068655	0.148142	0.269296	0.231331	0.084360	0.120439	0.282715	0.714332	0.061475	0.250262	0.308407	0.147999
43	0.042527	0.062900	0.113938	0.371839	0.250107	0.163161	0.545283	0.293924	0.280719	0.202514	0.078426	0.191653	0.551866	0.322764	0.271774	0.193227	0.058625	0.173850	0.258530	0.360158	0.183155	0.322718	0.213705	0.297998	0.278039	0.221243	0.531803	0.951740	0.334573	0.124013	0.387525	0.532156	0.450246	0.680605	1.006980	0.338723	0.051701	0.297128	0.306460	0.173271	0.051242	0.242414	0.150280	0.199001	0.087357	0.143796	0.350020	1.060261	0.160076	0.314263	0.212083	0.383107	0.065178	0.153863	0.215827	0.245470	0.080946	0.119715	0.276766	0.663498	0.077049	0.277276	0.307774	0.164157
44	0.027418	0.075936	0.205893	0.413948	0.250009	0.161863	0.479323	0.318407	0.183915	0.229443	0.076358	0.177981	0.554240	0.302340	0.266299	0.199531	0.060738	0.175265	0.258918	0.343142	0.143700	0.229934	0.154355	0.289830	0.244724	0.242944	0.528992	0.945252	0.336271	0.102748	0.374008	0.518177	0.445325	0.553440	1.043520	0.434385	0.055252	0.207432	0.473093	0.184168	0.059171	0.270389	0.292758	0.317104	0.099414	0.157417	0.299089	1.062076	0.198191	0.328900	0.200609	0.371026	0.062412	0.154015	0.197907	0.219873	0.093077	0.145466	0.264980	0.599473	0.081767	0.291929	0.344395	0.209440
45	0.038755	0.087095	0.217342	0.438960	0.247765	0.171229	0.490057	0.313922	0.151270	0.204571	0.115598	0.170042	0.552698	0.297755	0.239708	0.193094	0.061442	0.170490	0.231676	0.333724	0.071281	0.208018	0.175674	0.258107	0.112489	0.221296	0.482995	0.832962	0.322263	0.100418	0.365691	0.509799	0.434249	0.513203	1.047422	0.462670	0.056475	0.159303	0.537714	0.181965	0.120167	0.282096	0.342492	0.449818	0.207566	0.200919	0.236246	1.046213	0.195589	0.341599	0.171877	0.256590	0.047709	0.153839	0.133065	0.204711	0.097131	0.179956	0.245610	0.431453	0.082021	0.275622	0.360928	0.222252
46	0.049741	0.087956	0.219288	0.441213	0.248759	0.187031	0.446303	0.311696	0.093713	0.196611	0.353400	0.149354	0.546009	0.268393	0.253231	0.200006	0.083928	0.158731	0.235010	0.351867	0.064206	0.200049	0.170325	0.244972	0.104820	0.217202	0.402042	0.728671	0.297636	0.103619	0.304886	0.504640	0.260776	0.286144	1.029454	0.437352	0.079165	0.154997	0.615536	0.182457	0.123303	0.296458	0.354550	0.459413	0.247659	0.199045	0.239362	0.784460	0.208482	0.363002	0.170757	0.153532	0.055344	0.153516	0.122942	0.229843	0.128106	0.192222	0.216876	0.426515	0.081927	0.269663	0.429942	0.222841
47	0.049438	0.091061	0.229188	0.445418	0.240511	0.184982	0.430411	0.295267	0.093263	0.214986	0.366246	0.105992	0.479489	0.179717	0.259121	0.198148	0.121144	0.140483	0.173746	0.499584	0.060107	0.198153	0.165370	0.199087	0.095411	0.209006	0.350901	0.569547	0.277532	0.102135	0.277543	0.568585	0.208092	0.254158	0.708228	0.364565	0.108568	0.179566	0.622468	0.180775	0.128875	0.316871	0.369069	0.511420	0.258593	0.202513	0.238217	0.620029	0.245220	0.458595	0.169149	0.195983	0.068134	0.192345	0.110528	0.234771	0.127300	0.190669	0.149339	0.409519	0.084768	0.269152	0.508543	0.230233
48	0.050715	0.139864	0.228571	0.390325	0.243942	0.180471	0.429192	0.294386	0.098431	0.223123	0.374061	0.211806	0.333142	0.111513	0.331548	0.223825	0.197139	0.126018	0.144851	0.488231	0.051980	0.181436	0.161803	0.175091	0.064758	0.196978	0.234811	0.387602	0.265571	0.109192	0.263986	0.601811	0.129462	0.239229	0.587604	0.397191	0.110142	0.173445	0.634455	0.186146	0.129421	0.319563	0.383128	0.539390	0.267171	0.200068	0.169409	0.321240	0.346821	0.483605	0.195606	0.336382	0.070212	0.204139	0.089129	0.236289	0.133667	0.226244	0.174983	0.386955	0.087583	0.269343	0.515091	0.225653
49	0.053746	0.164930	0.225057	0.444061	0.240876	0.181162	0.403541	0.283420	0.115107	0.241375	0.397805	0.301453	0.288516	0.111929	0.359597	0.248305	0.202785	0.118629	0.172832	0.504781	0.033177	0.124751	0.154858	0.197247	0.045809	0.139675	0.140774	0.281302	0.171209	0.131672	0.256598	0.597873	0.108173	0.231990	0.373508	0.467502	0.148480	0.154596	0.664203	0.188789	0.135165	0.323436	0.384074	0.547522	0.343075	0.222142	0.142694	0.231508	0.350424	0.492235	0.195286	0.325621	0.070109	0.199047	0.095241	0.245394	0.313766	0.232627	0.347480	0.325875	0.087822	0.269087	0.505148	0.233437
50	0.094409	0.195137	0.201283	0.641861	0.231076	0.191711	0.387518	0.256130	0.140522	0.231161	0.411279	0.480227	0.271423	0.141758	0.363155	0.241484	0.203848	0.119075	0.199656	0.510898	0.032878	0.126268	0.150453	0.176987	0.023704	0.090599	0.158956	0.269134	0.165290	0.140307	0.224474	0.525065	0.100205	0.225222	0.234358	0.394012	0.178000	0.141638	0.680336	0.205750	0.134566	0.245543	0.393040	0.565147	0.363633	0.236641	0.133807	0.205797	0.342863	0.470765	0.175197	0.333683	0.069954	0.198144	0.162185	0.280971	0.367303	0.327395	0.454303	0.263228	0.087929	0.270494	0.594189	0.242386
51	0.127407	0.196429	0.160223	0.650424	0.253075	0.180822	0.390113	0.244339	0.139963	0.182475	0.457276	0.596197	0.260964	0.171949	0.363630	0.270599	0.205006	0.123855	0.205373	0.515483	0.035776	0.122248	0.137679	0.183198	0.020530	0.098049	0.165666	0.223981	0.165608	0.164041	0.220612	0.437076	0.099280	0.200456	0.210483	0.432797	0.184503	0.137136	0.685509	0.205388	0.132529	0.218877	0.295387	0.513546	0.368913	0.266405	0.137721	0.204439	0.323133	0.411937	0.156374	0.354732	0.069849	0.198584	0.220750	0.280042	0.445991	0.362760	0.550337	0.256025	0.085464	0.268450	0.604140	0.248458
52	0.131418	0.214576	0.190090	0.664212	0.252376	0.176295	0.400164	0.212657	0.138358	0.187174	0.357985	0.609515	0.177830	0.174175	0.380219	0.331244	0.205360	0.124961	0.205950	0.517645	0.054971	0.122953	0.120257	0.175703	0.021637	0.112167	0.181353	0.115140	0.142684	0.178878	0.196648	0.429794	0.067449	0.116614	0.219499	0.470616	0.191543	0.137540	0.683057	0.203596	0.081892	0.206514	0.227539	0.399046	0.350728	0.241665	0.139610	0.178885	0.307812	0.415798	0.164559	0.400776	0.069070	0.190026	0.227471	0.281585	0.450697	0.365044	0.636255	0.269056	0.082370	0.256473	0.586862	0.242090
53	0.134186	0.240413	0.275877	0.664417	0.241708	0.179354	0.418495	0.211268	0.134514	0.172956	0.474395	0.618625	0.135828	0.207091	0.382848	0.363222	0.191511	0.134267	0.189536	0.456747	0.140687	0.175505	0.059061	0.201273	0.035755	0.115102	0.189815	0.113765	0.115687	0.175783	0.186328	0.427600	0.047263	0.070918	0.235862	0.487727	0.191716	0.135903	0.681049	0.165708	0.075705	0.177906	0.202456	0.378545	0.294740	0.222027	0.127518	0.141970	0.309059	0.415394	0.178284	0.417397	0.067448	0.160020	0.230276	0.285786	0.451519	0.348038	0.654893	0.281281	0.071121	0.263086	0.588309	0.236585
54	0.156989	0.288137	0.381346	0.665315	0.221392	0.182239	0.399320	0.188188	0.126432	0.159054	0.521252	0.664127	0.122735	0.261402	0.384943	0.370178	0.169201	0.134503	0.190867	0.385686	0.206677	0.177195	0.068792	0.212909	0.049941	0.127469	0.324260	0.111182	0.114237	0.181282	0.186056	0.432948	0.035758	0.056544	0.207712	0.477411	0.191044	0.146659	0.574538	0.186821	0.063723	0.135238	0.215076	0.295206	0.280275	0.212442	0.118874	0.118223	0.326058	0.385951	0.186997	0.435302	0.070500	0.152267	0.229419	0.258146	0.450638	0.350330	0.661103	0.299073	0.049001	0.249121	0.592560	0.240455
55	0.157500	0.263445	0.387840	0.643036	0.221829	0.174360	0.370116	0.150065	0.110518	0.134161	0.512452	0.635393	0.127615	0.272247	0.416652	0.368558	0.057519	0.122444	0.251210	0.418681	0.226232	0.162631	0.073228	0.234287	0.053093	0.127148	0.479527	0.303119	0.118325	0.190715	0.175424	0.429066	0.034200	0.049081	0.153386	0.407698	0.190943	0.204870	0.507101	0.186407	0.064575	0.129841	0.188840	0.230001	0.273697	0.210175	0.195757	0.122054	0.363227	0.262965	0.201402	0.535923	0.070301	0.163938	0.227096	0.304160	0.443674	0.346034	0.661127	0.283189	0.038568	0.182960	0.583086	0.201241
56	0.154750	0.264297	0.436691	0.584062	0.221322	0.190562	0.340343	0.164122	0.046842	0.147447	0.506668	0.550225	0.218422	0.330585	0.403357	0.366948	0.052238	0.111533	0.251795	0.408828	0.390876	0.237661	0.085632	0.393387	0.060364	0.114243	0.478992	0.326484	0.169901	0.196962	0.176220	0.363740	0.030685	0.038388	0.227038	0.400926	0.200026	0.221686	0.377003	0.186381	0.054631	0.114685	0.191383	0.211125	0.225611	0.205424	0.295739	0.154178	0.312085	0.239889	0.361562	0.514907	0.072513	0.180223	0.233295	0.353471	0.443859	0.342183	0.664232	0.275924	0.038562	0.177909	0.565892	0.180934
57	0.136695	0.242304	0.483435	0.344884	0.219518	0.234966	0.338424	0.167408	0.053480	0.179371	0.475377	0.376267	0.297435	0.345176	0.385100	0.379289	0.043117	0.110806	0.721905	0.421596	0.478365	0.275173	0.104461	0.421441	0.083748	0.167242	0.563624	0.332844	0.176731	0.200833	0.138413	0.247899	0.025937	0.038065	0.276035	0.326555	0.220001	0.226001	0.319583	0.186886	0.042212	0.092459	0.172423	0.120624	0.115895	0.155598	0.527835	0.233220	0.311621	0.227994	0.406018	0.554699	0.074696	0.337576	0.254567	0.359618	0.419861	0.317562	0.650759	0.236226	0.038815	0.186631	0.531178	0.178129
58	0.114169	0.247815	0.489205	0.225125	0.204390	0.256279	0.338929	0.165819	0.059216	0.233193	0.430169	0.360595	0.312457	0.350046	0.382565	0.400684	0.045404	0.135978	0.856325	0.409849	0.479443	0.278055	0.156659	0.437839	0.096043	0.174130	0.604360	0.379851	0.172877	0.197024	0.113788	0.209650	0.024946	0.044729	0.339025	0.265759	0.225308	0.234115	0.305421	0.187711	0.037337	0.074026	0.171294	0.117021	0.092681	0.107094	0.627616	0.238594	0.318998	0.203040	0.429295	0.568972	0.064196	0.448495	0.274359	0.362532	0.316110	0.308861	0.545776	0.235819	0.035274	0.190306	0.442433	0.144453
59	0.107653	0.247977	0.452612	0.169099	0.182620	0.256611	0.336340	0.175960	0.059045	0.343479	0.310671	0.351939	0.371631	0.363106	0.317746	0.396178	0.065295	0.167185	1.045779	0.404612	0.479583	0.280933	0.176683	0.460799	0.102895	0.189270	0.603516	0.416675	0.169880	0.194134	0.112845	0.190993	0.025018	0.045543	0.344430	0.229403	0.223758	0.245239	0.258248	0.173991	0.038426	0.066344	0.171303	0.105508	0.068518	0.093416	0.795845	0.288287	0.315309	0.199092	0.474029	0.593715	0.065017	0.467602	0.278207	0.363139	0.193023	0.176915	0.569529	0.234686	0.026070	0.287557	0.412299	0.135330
60	0.103368	0.348612	0.401883	0.131565	0.171330	0.261997	0.251433	0.181156	0.072550	0.382587	0.187711	0.210379	0.381834	0.370094	0.280318	0.377453	0.071333	0.170992	1.163779	0.441939	0.472502	0.269862	0.203612	0.524875	0.101285	0.187281	0.506629	0.418660	0.167863	0.180186	0.112357	0.139744	0.024693	0.045359	0.354998	0.242650	0.242141	0.323093	0.179760	0.170005	0.035858	0.053210	0.167692	0.104780	0.079750	0.112649	0.919971	0.353193	0.315974	0.154053	0.507191	0.655912	0.073369	0.538095	0.276709	0.360364	0.130167	0.154290	0.470344	0.230750	0.027059	0.323941	0.412071	0.120051
61	0.068313	0.347817	0.345761	0.088210	0.172132	0.291907	0.206955	0.240300	0.085881	0.411469	0.144501	0.116227	0.385368	0.362911	0.276724	0.414425	0.077476	0.170034	1.191169	0.429745	0.450424	0.246900	0.232538	0.549486	0.099971	0.187138	0.407060	0.307636	0.165977	0.181672	0.112696	0.126897	0.024490	0.046293	0.360804	0.193169	0.257503	0.352086	0.132117	0.153780	0.034882	0.053086	0.116371	0.107997	0.079706	0.111950	0.955763	0.402984	0.310372	0.149774	0.509096	0.677035	0.075941	0.545071	0.260856	0.329529	0.157674	0.229431	0.396006	0.205327	0.028784	0.341671	0.312830	0.108122
62	0.078745	0.440047	0.331438	0.089295	0.120391	0.342070	0.237814	0.308519	0.103648	0.468835	0.144469	0.109317	0.385224	0.348073	0.283154	0.556060	0.101700	0.177403	1.180695	0.385727	0.429311	0.257741	0.230265	0.582486	0.093592	0.188773	0.402393	0.317518	0.179552	0.283785	0.112347	0.117128	0.030515	0.049184	0.339172	0.171142	0.319108	0.351177	0.106274	0.151342	0.031712	0.045114	0.127865	0.110135	0.075378	0.122727	0.966875	0.403266	0.217638	0.165104	0.509652	0.644397	0.081898	0.557134	0.186222	0.328562	0.173733	0.254100	0.393230	0.201135	0.032249	0.354528	0.204139	0.080258
63	0.144059	0.450440	0.280192	0.096159	0.113694	0.345285	0.216495	0.321758	0.225375	0.484918	0.128734	0.144469	0.384840	0.347120	0.315686	0.541525	0.108780	0.193446	1.165260	0.327774	0.420604	0.258278	0.232430	0.580140	0.076113	0.134729	0.267430	0.307692	0.179901	0.289765	0.113144	0.081186	0.033003	0.049678	0.286276	0.181873	0.353483	0.424859	0.104313	0.152606	0.026502	0.041930	0.199965	0.194200	0.064366	0.126315	0.943854	0.394108	0.120209	0.157447	0.497667	0.550420	0.088056	0.557018	0.178434	0.330523	0.186256	0.280133	0.437801	0.193605	0.057918	0.353878	0.150212	0.078462
64	0.148576	0.455747	0.265278	0.118382	0.109011	0.347722	0.206154	0.361625	0.316757	0.545903	0.103086	0.150683	0.384071	0.325681	0.392096	0.532987	0.116317	0.226455	0.907585	0.288439	0.122778	0.171126	0.221318	0.450911	0.058599	0.113501	0.213131	0.245530	0.177640	0.284866	0.182171	0.133291	0.027715	0.041790	0.336457	0.241049	0.361738	0.562453	0.104539	0.164753	0.024941	0.043149	0.221900	0.267371	0.059415	0.126328	0.901114	0.355768	0.119060	0.154908	0.407577	0.536760	0.087329	0.556411	0.171646	0.325784	0.205337	0.281242	0.444968	0.186813	0.058106	0.348301	0.116605	0.076428
65	0.143267	0.448189	0.393979	0.114689	0.105366	0.347524	0.211770	0.436425	0.316531	0.493357	0.154913	0.143672	0.382331	0.285176	0.390940	0.543000	0.142538	0.225586	0.814419	0.289454	0.080433	0.148584	0.216081	0.448793	0.039070	0.122209	0.198400	0.180973	0.182561	0.304111	0.225898	0.224148	0.033641	0.051658	0.458815	0.257694	0.373231	0.609525	0.104386	0.128628	0.024180	0.051679	0.228791	0.276075	0.049284	0.131762	0.760330	0.344475	0.102631	0.152755	0.507420	0.539472	0.080254	0.556471	0.177192	0.325868	0.219606	0.282731	0.444041	0.209625	0.058767	0.412010	0.093945	0.044424
66	0.146699	0.430802	0.410607	0.173515	0.104159	0.346110	0.215976	0.456518	0.315774	0.473684	0.196413	0.147379	0.377256	0.272699	0.356066	0.547220	0.139458	0.247462	0.580737	0.298079	0.081868	0.141579	0.174992	0.415058	0.049509	0.162193	0.200903	0.180822	0.333721	0.397353	0.224513	0.266739	0.037927	0.094942	0.472528	0.257169	0.379015	0.601825	0.106070	0.129741	0.022683	0.053879	0.257232	0.277599	0.050089	0.131926	0.701370	0.332780	0.069487	0.148726	0.573752	0.557625	0.079986	0.561624	0.183459	0.288563	0.227238	0.276610	0.441655	0.209145	0.064001	0.454581	0.063766	0.047294
67	0.164741	0.337547	0.430941	0.185452	0.103996	0.321747	0.228284	0.483478	0.315465	0.442874	0.226085	0.245835	0.327015	0.194598	0.365449	0.556911	0.151759	0.280555	0.335555	0.226676	0.080639	0.139730	0.165593	0.374396	0.113297	0.233655	0.203026	0.184944	0.404586	0.407233	0.232555	0.285797	0.047074	0.110690	0.494696	0.261787	0.372046	0.596522	0.105777	0.129167	0.026807	0.053028	0.346577	0.279859	0.045771	0.111325	0.458758	0.276720	0.063354	0.159528	0.557168	0.475768	0.087305	0.563859	0.180843	0.215968	0.226870	0.275144	0.481186	0.206232	0.080719	0.501127	0.062961	0.081207
68	0.197034	0.296266	0.435598	0.221406	0.094064	0.281372	0.275829	0.493567	0.328936	0.388113	0.236300	0.283006	0.257254	0.174406	0.389068	0.566072	0.186878	0.349271	0.271772	0.133038	0.080225	0.138969	0.204266	0.290672	0.153933	0.424799	0.196838	0.108301	0.448773	0.407696	0.246039	0.317130	0.046042	0.112830	0.499605	0.329305	0.352261	0.594919	0.111649	0.132531	0.028518	0.057009	0.419254	0.359045	0.056650	0.097184	0.340059	0.182053	0.065465	0.151647	0.593599	0.384643	0.084826	0.533214	0.157232	0.173718	0.223053	0.274895	0.425565	0.233954	0.082877	0.501038	0.063395	0.113671
69	0.201347	0.180725	0.434620	0.241687	0.093070	0.266618	0.300612	0.518004	0.275248	0.397398	0.287799	0.479745	0.238180	0.187892	0.416761	0.560264	0.195409	0.356959	0.270908	0.116320	0.074947	0.129579	0.224611	0.224310	0.230522	0.449157	0.212493	0.224631	0.471341	0.408655	0.268252	0.351303	0.043361	0.116096	0.536916	0.342802	0.350287	0.594324	0.116251	0.219027	0.031955	0.068578	0.448215	0.393707	0.082226	0.092469	0.257091	0.121301	0.057620	0.110141	0.646426	0.346616	0.092957	0.440365	0.119741	0.156632	0.193670	0.254242	0.419286	0.237262	0.083849	0.497996	0.072591	0.137161
