	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d
57	0.402525	0.133160	0.624244	0.497559	0.241165	0.357428	0.591934	0.118150	0.206890	0.276416	0.895398	0.966713	0.164628	0.633624	0.431987	0.115756	0.376798	0.298292	0.717676	0.285165	0.143528	0.365614	0.261851	0.295893	0.309193	0.401911	0.375448	0.207524	0.416780	0.394150	0.471714	0.302821	0.463251	0.274624	0.536467	0.295228	0.302504	0.234558	0.633092	0.319850
58	0.407143	0.135268	0.640694	0.607726	0.221800	0.372355	0.585016	0.119422	0.226879	0.297671	1.009726	1.026155	0.172705	0.607804	0.434063	0.136674	0.371438	0.291006	0.730009	0.292128	0.155820	0.369352	0.277654	0.154305	0.307751	0.361494	0.375730	0.203775	0.422117	0.403041	0.478491	0.301868	0.464314	0.272973	0.562809	0.248826	0.312334	0.257959	0.658502	0.353026
59	0.410560	0.133488	0.666893	0.654997	0.215476	0.401032	0.554878	0.120968	0.237543	0.328782	1.100917	1.052365	0.165900	0.613934	0.423261	0.188029	0.345650	0.276585	0.750936	0.291999	0.152835	0.369741	0.283297	0.162712	0.299464	0.349408	0.382506	0.202247	0.412479	0.406373	0.474161	0.314110	0.466810	0.268085	0.556207	0.228572	0.325986	0.268096	0.661301	0.353902
60	0.419694	0.135096	0.718579	0.657569	0.216324	0.427886	0.495044	0.119646	0.240791	0.356175	1.070961	1.057896	0.149624	0.642317	0.404395	0.253546	0.279521	0.267021	0.771465	0.284857	0.151624	0.370785	0.271675	0.163849	0.240406	0.220064	0.387317	0.198394	0.403554	0.401610	0.420387	0.336031	0.467642	0.247801	0.510303	0.225280	0.351133	0.275043	0.661971	0.355746
61	0.432587	0.137722	0.750979	0.670350	0.223193	0.450112	0.504738	0.127113	0.239702	0.374287	1.066808	1.059026	0.135877	0.671493	0.437939	0.287926	0.253471	0.266298	0.777718	0.282967	0.157377	0.373983	0.229437	0.169321	0.220761	0.154211	0.380192	0.232250	0.410092	0.387299	0.405763	0.354662	0.467348	0.220378	0.432263	0.231040	0.362413	0.274092	0.657593	0.361401
62	0.433899	0.137710	0.779005	0.696539	0.238414	0.452312	0.556278	0.127288	0.236697	0.382558	1.082281	1.059653	0.132470	0.690214	0.508014	0.289748	0.267978	0.272506	0.748937	0.283037	0.162146	0.381793	0.250752	0.182267	0.226900	0.155288	0.376547	0.233027	0.401365	0.361705	0.434413	0.362842	0.463157	0.208356	0.354170	0.236978	0.362499	0.269812	0.649782	0.363290
63	0.445863	0.138679	0.766322	0.705821	0.250444	0.445689	0.577100	0.119023	0.230923	0.382553	1.093172	1.052915	0.130309	0.698157	0.610213	0.293743	0.287692	0.281551	0.559179	0.283940	0.162220	0.396142	0.288211	0.192008	0.225470	0.154382	0.352886	0.227675	0.357260	0.338649	0.466412	0.363287	0.414261	0.203953	0.317058	0.241827	0.352126	0.271018	0.643565	0.356275
64	0.475368	0.170366	0.742451	0.708586	0.248641	0.451252	0.511318	0.117811	0.228237	0.372264	1.098244	0.944243	0.128509	0.687122	0.677679	0.296886	0.289254	0.293634	0.462842	0.288813	0.161545	0.409987	0.301397	0.192426	0.242322	0.159257	0.348986	0.227845	0.320547	0.336810	0.463990	0.360692	0.306261	0.204152	0.313692	0.242780	0.342209	0.270470	0.643358	0.337657
65	0.519502	0.227027	0.728821	0.713620	0.233314	0.457855	0.496345	0.119579	0.230291	0.353448	1.098422	0.798570	0.129870	0.644726	0.679511	0.296965	0.289224	0.303677	0.453034	0.291352	0.160054	0.419977	0.304127	0.192058	0.284277	0.179363	0.346815	0.288575	0.304695	0.358346	0.454141	0.345722	0.256759	0.206467	0.301200	0.226278	0.342101	0.269633	0.650649	0.333472
66	0.557635	0.251319	0.722062	0.710334	0.212732	0.458673	0.507254	0.121475	0.230856	0.346105	1.097011	0.757186	0.138389	0.581377	0.677048	0.296584	0.293024	0.314430	0.443731	0.278590	0.151884	0.426606	0.303920	0.190218	0.282853	0.179179	0.343395	0.468095	0.342162	0.361068	0.432185	0.308357	0.252425	0.208095	0.298295	0.218724	0.355742	0.271976	0.626995	0.333037
67	0.581196	0.256185	0.733231	0.701710	0.274959	0.463850	0.527660	0.152237	0.243499	0.410322	1.056011	0.764324	0.154227	0.556919	0.689256	0.297035	0.294989	0.323364	0.450720	0.277749	0.147008	0.415696	0.305912	0.197041	0.249428	0.159288	0.319741	0.584203	0.400369	0.337421	0.442887	0.289315	0.245113	0.203228	0.295248	0.224263	0.381691	0.277181	0.541527	0.327061
68	0.574762	0.251715	0.753840	0.710569	0.385679	0.484152	0.532556	0.192835	0.259207	0.489116	0.919645	0.727207	0.151818	0.603142	0.700977	0.299923	0.297911	0.343525	0.437454	0.287433	0.145374	0.366535	0.321060	0.244543	0.249455	0.152921	0.313104	0.610375	0.461968	0.304006	0.450663	0.281818	0.221352	0.182107	0.295740	0.225046	0.360629	0.277887	0.407612	0.313258
69	0.548666	0.246814	0.730758	0.712700	0.481866	0.511863	0.541542	0.199895	0.275062	0.508462	0.855562	0.613263	0.145351	0.632395	0.719414	0.313105	0.293653	0.336948	0.425215	0.294808	0.135377	0.317033	0.327328	0.283439	0.284674	0.163008	0.324179	0.615108	0.510364	0.274512	0.460450	0.280685	0.191767	0.145484	0.303265	0.221870	0.332586	0.275591	0.339435	0.286845
70	0.515790	0.281248	0.716406	0.650237	0.574696	0.530699	0.558043	0.201034	0.371763	0.599210	0.825139	0.456000	0.137445	0.624067	0.742318	0.319294	0.304860	0.355021	0.422407	0.284292	0.110544	0.285444	0.317728	0.287111	0.302500	0.165569	0.319355	0.688601	0.546135	0.250493	0.470003	0.280866	0.171512	0.115373	0.308431	0.212214	0.329876	0.259719	0.338087	0.252351
71	0.494295	0.344494	0.714875	0.550634	0.665842	0.526089	0.624849	0.224612	0.373501	0.599984	0.672511	0.325112	0.129437	0.630056	0.760693	0.313793	0.331052	0.395813	0.473860	0.250987	0.105640	0.279205	0.325850	0.284847	0.304117	0.167035	0.321512	0.741724	0.540857	0.230817	0.461892	0.280812	0.168604	0.109686	0.311322	0.200053	0.328336	0.234030	0.281016	0.203439
72	0.478021	0.350659	0.672764	0.447987	0.676975	0.509422	0.653937	0.258000	0.368504	0.584218	0.547664	0.266385	0.148626	0.644331	0.774750	0.286793	0.341522	0.400010	0.541139	0.217602	0.119827	0.278460	0.447664	0.279938	0.325606	0.181506	0.319065	0.739868	0.555672	0.226007	0.458403	0.289184	0.179802	0.124330	0.311290	0.179248	0.323435	0.207513	0.237380	0.187191
73	0.474040	0.357507	0.621948	0.433660	0.775648	0.521939	0.644562	0.289350	0.368740	0.571127	0.493103	0.253229	0.213057	0.658328	0.782174	0.235506	0.353803	0.400517	0.540571	0.217073	0.129342	0.277544	0.561454	0.286103	0.379350	0.206494	0.318166	0.745949	0.616573	0.236809	0.454568	0.335029	0.186978	0.131439	0.313222	0.171342	0.310859	0.182525	0.237724	0.211889
74	0.529764	0.410719	0.562435	0.462389	0.908953	0.556076	0.616350	0.306984	0.376905	0.561493	0.464602	0.249917	0.402725	0.653252	0.768307	0.192434	0.362192	0.400429	0.502096	0.222467	0.131933	0.279813	0.583147	0.316298	0.405880	0.215093	0.309257	0.779208	0.668682	0.249605	0.454970	0.387131	0.189321	0.131923	0.298648	0.177319	0.282125	0.166175	0.309278	0.213391
75	0.622814	0.482857	0.545665	0.481486	0.929789	0.571470	0.634164	0.313104	0.393606	0.556957	0.427375	0.266305	0.564431	0.652037	0.710237	0.203331	0.361768	0.398914	0.465593	0.221786	0.167064	0.280143	0.567490	0.335248	0.406168	0.218507	0.307852	0.798920	0.725991	0.265432	0.432299	0.409541	0.189011	0.132088	0.250588	0.182244	0.281569	0.184010	0.370018	0.209944
76	0.623038	0.498712	0.538408	0.489073	0.932869	0.577561	0.653844	0.313456	0.410649	0.557109	0.394483	0.297745	0.679527	0.642928	0.605329	0.217098	0.356226	0.396571	0.437159	0.222042	0.208499	0.272415	0.544188	0.332768	0.416253	0.233486	0.317268	0.803941	0.778714	0.281518	0.398177	0.410885	0.184350	0.133375	0.204384	0.186060	0.294367	0.216758	0.373950	0.213976
77	0.610808	0.551504	0.536577	0.497956	0.931635	0.578191	0.680201	0.313627	0.419180	0.558252	0.382488	0.331488	0.752627	0.632371	0.516888	0.250252	0.351140	0.393530	0.426768	0.226853	0.238052	0.264430	0.534934	0.328648	0.440516	0.243597	0.325740	0.880669	0.820006	0.291939	0.366922	0.414456	0.181379	0.134668	0.201745	0.189060	0.301894	0.234677	0.409612	0.217889
78	0.582212	0.547919	0.521602	0.497913	0.931723	0.574223	0.687776	0.317735	0.419552	0.559215	0.378963	0.356928	0.779868	0.636838	0.492601	0.339007	0.334337	0.388363	0.427258	0.241889	0.250415	0.247128	0.533742	0.323561	0.456527	0.247668	0.322549	0.929067	0.848301	0.280529	0.306990	0.439298	0.188956	0.167777	0.210524	0.187143	0.299629	0.235677	0.452058	0.221602
79	0.546915	0.535271	0.517780	0.490546	0.932396	0.565845	0.680937	0.327582	0.419204	0.542464	0.366003	0.330008	0.797965	0.625103	0.488613	0.410375	0.321190	0.380052	0.433418	0.253280	0.261777	0.227664	0.535861	0.321937	0.455375	0.247590	0.309496	0.926312	0.844685	0.264376	0.303562	0.499466	0.216503	0.234070	0.217495	0.174430	0.295452	0.240656	0.448365	0.230908
80	0.512129	0.530039	0.511065	0.483145	0.913876	0.538831	0.655208	0.336444	0.398656	0.462548	0.340336	0.308170	1.044935	0.611650	0.467506	0.431453	0.313921	0.367778	0.431024	0.258988	0.291366	0.208419	0.536370	0.321676	0.443648	0.249073	0.323817	0.925477	0.818150	0.265162	0.285997	0.554421	0.247938	0.287322	0.215214	0.171517	0.268488	0.240847	0.441234	0.252010
81	0.490731	0.529203	0.474580	0.486756	0.872001	0.508277	0.640597	0.325822	0.382959	0.394139	0.322914	0.307979	1.284743	0.581635	0.465193	0.428447	0.312848	0.354047	0.443180	0.272247	0.325280	0.202036	0.527174	0.298504	0.447598	0.260077	0.439593	0.956451	0.785456	0.273746	0.268979	0.586302	0.265275	0.297434	0.201020	0.184019	0.208202	0.236331	0.446514	0.260943
82	0.490713	0.530008	0.410713	0.498678	0.827349	0.483004	0.627888	0.319959	0.341042	0.335809	0.399365	0.313989	1.382136	0.553227	0.462209	0.423130	0.320049	0.336214	0.482617	0.298468	0.350724	0.204923	0.523004	0.267502	0.450193	0.261117	0.465435	1.024430	0.765071	0.279338	0.259701	0.596374	0.268139	0.307977	0.190343	0.202376	0.196454	0.235651	0.464984	0.259563
83	0.494699	0.522230	0.365383	0.506710	0.773896	0.462841	0.606253	0.318346	0.249399	0.160830	0.471805	0.319388	1.398865	0.551024	0.462983	0.417010	0.330474	0.309565	0.505495	0.307339	0.370716	0.208685	0.545353	0.273811	0.446991	0.260719	0.472503	1.090216	0.758927	0.285188	0.244198	0.598981	0.268406	0.342762	0.188806	0.209628	0.200453	0.235816	0.475595	0.272722
84	0.490028	0.483191	0.346672	0.505296	0.703514	0.453053	0.540597	0.305206	0.242964	0.154553	0.494272	0.310115	1.400025	0.525479	0.453100	0.415893	0.339587	0.277438	0.510341	0.301757	0.370169	0.215447	0.565331	0.284104	0.419303	0.249626	0.501914	1.096541	0.773380	0.286028	0.245430	0.599188	0.268624	0.353774	0.198525	0.209195	0.205855	0.236973	0.474235	0.282683
85	0.485942	0.462118	0.346684	0.504189	0.692115	0.449911	0.500364	0.283429	0.250546	0.184828	0.495907	0.307847	1.405004	0.476478	0.431191	0.420200	0.341652	0.279742	0.523527	0.293535	0.468620	0.242763	0.492866	0.289218	0.372195	0.236502	0.509185	1.086390	0.771038	0.280187	0.251736	0.591617	0.270163	0.355280	0.199115	0.214479	0.205186	0.237613	0.467548	0.268939
86	0.491336	0.471456	0.339047	0.504411	0.604578	0.413978	0.493141	0.254059	0.254143	0.196106	0.505223	0.327504	1.404860	0.407518	0.407348	0.450831	0.300692	0.210077	0.525112	0.288862	0.662682	0.276440	0.344928	0.284723	0.363701	0.235599	0.509258	1.086780	0.730346	0.266620	0.257270	0.555291	0.271785	0.355522	0.193162	0.229171	0.198609	0.238192	0.460394	0.245747
87	0.473143	0.486574	0.329883	0.503375	0.384533	0.339856	0.484154	0.229090	0.243445	0.198811	0.504781	0.370050	1.366664	0.361949	0.376441	0.499460	0.258051	0.132187	0.487188	0.291371	0.786748	0.293695	0.292317	0.251118	0.350958	0.224711	0.492561	1.102768	0.681695	0.253238	0.266658	0.516784	0.268213	0.355459	0.197846	0.236753	0.194999	0.233180	0.466441	0.228914
88	0.342268	0.443478	0.258535	0.494197	0.311790	0.289549	0.400265	0.223336	0.208872	0.196383	0.511738	0.421508	1.309898	0.315096	0.374373	0.542229	0.239949	0.120398	0.474820	0.298615	0.820756	0.292933	0.312441	0.221820	0.300624	0.201295	0.462549	1.060668	0.615287	0.236613	0.268591	0.533634	0.255663	0.352587	0.207288	0.237490	0.194074	0.216579	0.431855	0.226905
89	0.282291	0.492360	0.206909	0.481752	0.288161	0.257137	0.282593	0.236818	0.168119	0.191672	0.530129	0.458010	1.257232	0.295575	0.377496	0.564678	0.228623	0.118506	0.482221	0.299356	0.824635	0.282495	0.344243	0.233764	0.263323	0.196068	0.462250	0.928078	0.549978	0.215031	0.263447	0.571599	0.241492	0.344682	0.206416	0.233909	0.173216	0.185299	0.399311	0.223748
90	0.278968	0.447118	0.209584	0.479063	0.288839	0.234463	0.191742	0.269484	0.138631	0.184845	0.549750	0.481783	1.221047	0.290127	0.365309	0.552172	0.230773	0.118600	0.482132	0.306501	0.817748	0.266588	0.366716	0.267557	0.263266	0.203942	0.482310	0.839644	0.488138	0.194960	0.284137	0.601578	0.229761	0.338963	0.210212	0.234718	0.134766	0.140805	0.398784	0.218553
91	0.280420	0.454513	0.212818	0.474219	0.299122	0.222661	0.152158	0.284949	0.135468	0.178575	0.564900	0.484608	1.202662	0.248832	0.363365	0.506645	0.235700	0.123541	0.481139	0.307381	0.814843	0.264999	0.369109	0.290265	0.265002	0.206377	0.497941	0.833330	0.436986	0.174040	0.288358	0.603891	0.226083	0.337667	0.211128	0.228237	0.127614	0.112689	0.393464	0.223858
92	0.287875	0.549008	0.211336	0.474103	0.304046	0.214319	0.155209	0.277593	0.130804	0.180735	0.559307	0.489821	1.196886	0.228810	0.373623	0.446984	0.238429	0.142053	0.482838	0.307095	0.817761	0.269290	0.368444	0.293452	0.235368	0.187342	0.444076	0.817612	0.418965	0.174344	0.298464	0.558581	0.228297	0.337614	0.207480	0.224193	0.154949	0.114429	0.373112	0.224377
93	0.291024	0.628750	0.218860	0.478830	0.322096	0.200170	0.154642	0.253015	0.123205	0.184712	0.549424	0.493106	1.012691	0.218056	0.378018	0.424021	0.241110	0.169352	0.492117	0.306678	0.814774	0.272002	0.368227	0.290779	0.208451	0.177635	0.354410	0.691220	0.423852	0.172681	0.301537	0.498191	0.234326	0.336947	0.202676	0.231975	0.165629	0.108372	0.367817	0.214680
94	0.285285	0.655246	0.220163	0.470354	0.337743	0.184833	0.155708	0.235197	0.120315	0.188133	0.542645	0.504667	0.685023	0.165570	0.354601	0.422204	0.242162	0.197802	0.499846	0.320062	0.805429	0.266667	0.369710	0.283280	0.215927	0.177784	0.370721	0.489179	0.415496	0.160603	0.292683	0.477063	0.247571	0.336075	0.213375	0.238320	0.166114	0.108518	0.369513	0.196404
95	0.271495	0.662264	0.211843	0.443804	0.332234	0.171123	0.165116	0.228981	0.133171	0.188025	0.460693	0.506729	0.484081	0.120147	0.318685	0.416286	0.241279	0.217198	0.504968	0.336516	0.797478	0.254543	0.367751	0.270334	0.214277	0.168004	0.366508	0.407430	0.390301	0.141805	0.283444	0.500895	0.256335	0.330053	0.221314	0.248520	0.166061	0.109656	0.366550	0.228063
96	0.257321	0.662123	0.206304	0.417243	0.317692	0.157004	0.166706	0.238837	0.141361	0.177873	0.381649	0.506211	0.480195	0.113759	0.261995	0.415307	0.238139	0.223874	0.528250	0.330659	0.791808	0.245826	0.338247	0.250472	0.209859	0.158583	0.336336	0.441637	0.332747	0.116634	0.276031	0.531593	0.249722	0.298559	0.221412	0.260337	0.178029	0.109825	0.347940	0.253085
97	0.249636	0.661792	0.206279	0.406073	0.294103	0.143601	0.168231	0.263808	0.141138	0.151964	0.356606	0.517804	0.514553	0.113579	0.216234	0.414551	0.227343	0.224539	0.537108	0.310928	0.793445	0.240194	0.284387	0.229988	0.208978	0.154261	0.350848	0.497441	0.307763	0.095878	0.270593	0.558678	0.225465	0.242476	0.225333	0.260101	0.190009	0.109105	0.350614	0.236618
98	0.248520	0.661791	0.204283	0.404643	0.287218	0.140137	0.142533	0.280134	0.130195	0.106760	0.358712	0.548198	0.507182	0.110114	0.201070	0.412448	0.207779	0.223122	0.507555	0.289285	0.756442	0.216326	0.252935	0.228783	0.208846	0.180773	0.407510	0.456315	0.321694	0.089045	0.266974	0.578129	0.195968	0.211227	0.227284	0.250351	0.186671	0.108148	0.349990	0.231176
99	0.244672	0.656842	0.211793	0.404352	0.272715	0.143195	0.133179	0.306657	0.115089	0.081107	0.348041	0.572174	0.488263	0.108860	0.201694	0.390053	0.185985	0.223623	0.499253	0.281317	0.603316	0.170803	0.254935	0.243778	0.207220	0.191640	0.422037	0.433744	0.312857	0.095063	0.271220	0.582766	0.187477	0.219707	0.225498	0.234786	0.183988	0.111036	0.347563	0.254171
100	0.226620	0.641173	0.194460	0.394952	0.237805	0.157543	0.136379	0.336922	0.107478	0.077519	0.368796	0.563763	0.486319	0.108990	0.195416	0.337175	0.167455	0.228290	0.489284	0.287896	0.422986	0.127056	0.261636	0.278003	0.194752	0.182922	0.425568	0.445096	0.306622	0.103463	0.266509	0.572351	0.190600	0.185794	0.224012	0.225467	0.183635	0.106980	0.346591	0.295397
101	0.196070	0.629503	0.186762	0.358447	0.270379	0.191062	0.131019	0.353025	0.109064	0.078228	0.359531	0.534589	0.485673	0.110010	0.183178	0.261902	0.162684	0.222462	0.475493	0.295568	0.328509	0.101079	0.244634	0.288283	0.172577	0.165064	0.426055	0.450764	0.302384	0.109835	0.272784	0.534374	0.192649	0.148205	0.222448	0.224196	0.188625	0.102443	0.327731	0.321066
