	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d
21	0.194145	0.156896	0.199282	0.241140	0.212241	0.370258	0.252234	0.176946	0.165632	0.088882	0.281698	0.424068	0.478049	0.077836	0.270436	0.249762	0.053240	0.041613	0.150661	0.078197	0.244127	0.365064	0.271939	0.392930	0.227116	0.109177	0.193585	0.277744	0.322990	0.610448	0.138342	0.161305	0.282965	0.335113	0.229829	0.504332	0.461226	0.041045	0.124579	0.132179	0.054315	0.057660	0.273999	0.253211	0.360554	0.135259	0.467688	0.231557	0.337808	0.443490	0.193086	0.394386	0.215207	0.228986	0.211244	0.258916	0.256996	0.134366	0.180449	0.371345	0.243552	0.556993	0.154325	0.180084	0.254195	0.128404	0.182987	0.123966	0.122985	0.225843	0.187353	0.195869	0.193722	0.249896	0.297113	0.667772	0.218369	0.254277	0.180019	0.325389
22	0.184877	0.133782	0.175735	0.231990	0.205891	0.373535	0.253068	0.163794	0.158385	0.085803	0.303670	0.417829	0.409159	0.085107	0.271645	0.237778	0.045740	0.047341	0.147781	0.081192	0.243665	0.362424	0.257314	0.387797	0.232437	0.132480	0.232338	0.278323	0.291263	0.613364	0.109760	0.118036	0.295677	0.343379	0.193922	0.424609	0.466510	0.040463	0.135310	0.166744	0.051645	0.049422	0.233788	0.252411	0.337575	0.143459	0.466811	0.228940	0.333833	0.398158	0.192218	0.406598	0.215399	0.222368	0.218388	0.270093	0.256948	0.149371	0.174697	0.374604	0.222256	0.545387	0.140258	0.182771	0.236415	0.143183	0.161922	0.093021	0.136529	0.226424	0.187874	0.237743	0.208074	0.245988	0.232559	0.657535	0.218546	0.243556	0.177029	0.302435
23	0.137533	0.110231	0.200439	0.214607	0.201496	0.375527	0.237859	0.155406	0.165681	0.088642	0.273028	0.401459	0.390883	0.078225	0.273227	0.217688	0.080691	0.112100	0.140670	0.117097	0.248087	0.371123	0.263483	0.384289	0.218961	0.134242	0.250708	0.274431	0.279777	0.620024	0.106170	0.089734	0.306588	0.389581	0.140642	0.413177	0.466521	0.040546	0.163557	0.171667	0.057048	0.052845	0.124379	0.246330	0.344708	0.148092	0.463566	0.232249	0.333963	0.368454	0.188178	0.448957	0.218729	0.202058	0.218260	0.266696	0.231846	0.210630	0.132616	0.357459	0.182348	0.518189	0.132086	0.194627	0.235214	0.152123	0.099824	0.068109	0.139976	0.226294	0.186195	0.249188	0.213711	0.235369	0.204390	0.570496	0.216047	0.328050	0.174829	0.294026
24	0.119316	0.100657	0.209203	0.220665	0.205358	0.374461	0.196789	0.179449	0.148174	0.081532	0.231903	0.451977	0.401842	0.081211	0.270309	0.213495	0.110156	0.129407	0.143951	0.123978	0.245533	0.338081	0.275622	0.394798	0.221513	0.133507	0.246702	0.273159	0.281992	0.655038	0.105176	0.083436	0.300812	0.401335	0.132522	0.406994	0.461503	0.042975	0.185363	0.171497	0.072071	0.045141	0.106720	0.238882	0.350053	0.150255	0.450132	0.234728	0.330326	0.363338	0.179162	0.438687	0.227021	0.197872	0.216986	0.234612	0.220523	0.221267	0.127806	0.248350	0.159450	0.292556	0.131939	0.181941	0.202691	0.176952	0.089933	0.066530	0.140228	0.212563	0.167842	0.248022	0.194713	0.287953	0.156062	0.486923	0.228949	0.332861	0.171781	0.270012
25	0.091886	0.101413	0.209031	0.277107	0.208567	0.376240	0.101842	0.165419	0.169842	0.089560	0.245681	0.423891	0.389666	0.163263	0.259985	0.190315	0.110449	0.128975	0.148104	0.126415	0.238101	0.306700	0.265663	0.379295	0.201328	0.129390	0.252465	0.211315	0.283454	0.668115	0.104239	0.081660	0.304833	0.406824	0.139143	0.368026	0.437440	0.044587	0.187802	0.166845	0.102702	0.071641	0.096696	0.175590	0.357800	0.150045	0.432811	0.258197	0.320398	0.361399	0.159507	0.400712	0.233222	0.204498	0.202399	0.225108	0.220606	0.225983	0.125610	0.231191	0.149828	0.195426	0.130667	0.166715	0.219091	0.246240	0.088240	0.067219	0.139598	0.172912	0.156600	0.243599	0.172850	0.241059	0.108626	0.484781	0.231473	0.319468	0.164585	0.255406
26	0.084493	0.069356	0.200513	0.306476	0.206546	0.265055	0.092993	0.261886	0.166359	0.081012	0.225845	0.418933	0.282898	0.207096	0.233803	0.133576	0.114494	0.129218	0.153472	0.149493	0.238140	0.301695	0.241120	0.361029	0.135553	0.113919	0.220683	0.159555	0.281030	0.720948	0.096007	0.080144	0.282521	0.433357	0.138401	0.332306	0.411541	0.043048	0.186821	0.159172	0.109467	0.100312	0.083826	0.111177	0.347798	0.141414	0.428810	0.241971	0.315237	0.361441	0.151740	0.351652	0.231047	0.285442	0.181873	0.224451	0.221227	0.224433	0.118828	0.191029	0.123787	0.195728	0.106696	0.166849	0.213838	0.297050	0.067895	0.067638	0.129601	0.122481	0.155956	0.219027	0.196704	0.270706	0.091498	0.481807	0.223509	0.304541	0.141186	0.256140
27	0.119983	0.049328	0.221054	0.298422	0.163223	0.232904	0.092459	0.323663	0.187177	0.135036	0.197654	0.351457	0.239685	0.268888	0.215159	0.085688	0.115575	0.129911	0.133092	0.240802	0.240427	0.305948	0.227415	0.356102	0.139972	0.103980	0.249802	0.176449	0.235582	0.722303	0.077738	0.073693	0.272418	0.427668	0.135707	0.288006	0.378138	0.040599	0.188355	0.157975	0.112561	0.099108	0.104722	0.087522	0.294402	0.131564	0.423543	0.211048	0.311425	0.366320	0.172913	0.314915	0.226667	0.337845	0.172991	0.223618	0.219340	0.219289	0.113085	0.183019	0.117951	0.197880	0.071930	0.168219	0.207254	0.323852	0.051140	0.067176	0.127916	0.090139	0.152251	0.219053	0.206229	0.349182	0.081551	0.383393	0.200263	0.335464	0.111138	0.246841
28	0.174002	0.071774	0.230630	0.305998	0.102274	0.143178	0.080880	0.339133	0.166887	0.131407	0.147152	0.295620	0.190546	0.319215	0.196415	0.079184	0.118792	0.139135	0.120148	0.341907	0.234897	0.308457	0.224711	0.354050	0.133054	0.082286	0.195887	0.353122	0.224069	0.699475	0.071794	0.071227	0.260117	0.437933	0.118687	0.204435	0.321000	0.046191	0.189481	0.156987	0.129971	0.099014	0.144393	0.103746	0.247416	0.120136	0.375281	0.241329	0.295774	0.364472	0.183023	0.300073	0.221684	0.345393	0.171622	0.213695	0.218654	0.244820	0.111787	0.159098	0.118865	0.206722	0.065908	0.168108	0.192607	0.375600	0.044240	0.064812	0.135566	0.121313	0.124746	0.217225	0.230862	0.362347	0.074732	0.211755	0.196873	0.361719	0.088409	0.212754
29	0.204627	0.142115	0.280298	0.322082	0.103732	0.133141	0.130670	0.347922	0.142956	0.125851	0.151663	0.093364	0.182026	0.337340	0.139778	0.069550	0.122115	0.137001	0.133427	0.352819	0.200838	0.295501	0.224734	0.353035	0.137212	0.074788	0.224570	0.411323	0.146627	0.670258	0.066982	0.074531	0.262158	0.439103	0.092477	0.158542	0.300775	0.052602	0.190182	0.158439	0.133798	0.100305	0.209834	0.134168	0.214881	0.114012	0.297413	0.249507	0.248018	0.348336	0.186630	0.300632	0.177516	0.322798	0.167170	0.203560	0.190121	0.312937	0.104344	0.157361	0.110086	0.214540	0.070359	0.163927	0.174259	0.397913	0.067448	0.058281	0.155912	0.206743	0.084119	0.213970	0.235337	0.384154	0.070300	0.133660	0.177658	0.378216	0.085072	0.141749
30	0.242141	0.149059	0.280098	0.258278	0.098025	0.128799	0.142224	0.394211	0.111383	0.118697	0.159264	0.093971	0.181616	0.339476	0.114512	0.053779	0.100095	0.082238	0.131669	0.362324	0.171088	0.286618	0.207369	0.350643	0.141209	0.057435	0.222532	0.407051	0.117544	0.670210	0.071156	0.076296	0.227019	0.432233	0.089761	0.149217	0.298399	0.054556	0.185732	0.162053	0.164069	0.112056	0.215147	0.165369	0.190937	0.115693	0.225376	0.249940	0.240557	0.340393	0.187086	0.301097	0.168806	0.318555	0.132877	0.198306	0.136364	0.354650	0.098505	0.165470	0.109688	0.218635	0.074808	0.159125	0.180999	0.405551	0.072430	0.079831	0.163801	0.302895	0.060156	0.204882	0.220432	0.387954	0.059101	0.128697	0.179126	0.397411	0.067973	0.091451
31	0.286088	0.219611	0.277560	0.187327	0.088142	0.107677	0.154684	0.380140	0.091860	0.107510	0.403753	0.194415	0.176453	0.339385	0.198931	0.045528	0.091049	0.059630	0.135785	0.370647	0.165738	0.370129	0.166748	0.324924	0.138483	0.075779	0.229968	0.405758	0.116026	0.663994	0.074721	0.113079	0.209079	0.422864	0.105842	0.146891	0.297680	0.053949	0.175489	0.160416	0.170240	0.158117	0.238697	0.164077	0.184159	0.109107	0.199300	0.241438	0.254864	0.272416	0.186503	0.300101	0.165525	0.318865	0.116338	0.192671	0.115013	0.363698	0.086083	0.156255	0.106805	0.235254	0.074162	0.160472	0.173648	0.409568	0.085233	0.099559	0.189218	0.323684	0.056694	0.204295	0.206404	0.390136	0.056154	0.138319	0.194606	0.540732	0.053676	0.084723
32	0.361484	0.366828	0.255075	0.165917	0.078586	0.095100	0.206761	0.393211	0.090274	0.031409	0.411924	0.236791	0.164126	0.342390	0.262078	0.049685	0.096976	0.060787	0.388223	0.475871	0.187708	0.492315	0.159079	0.236916	0.126448	0.080909	0.251282	0.402471	0.109569	0.647334	0.186248	0.304913	0.215118	0.416075	0.126908	0.155441	0.279141	0.100448	0.174032	0.149196	0.203923	0.218464	0.309780	0.171538	0.175242	0.092569	0.196547	0.238709	0.212962	0.249018	0.185778	0.289355	0.155563	0.321613	0.114824	0.191679	0.096387	0.350132	0.066721	0.152563	0.108040	0.245115	0.060122	0.156955	0.208727	0.494717	0.136525	0.110158	0.221957	0.324963	0.052435	0.203826	0.200266	0.394844	0.099237	0.166398	0.197251	0.560314	0.053013	0.084237
33	0.354157	0.368276	0.208800	0.138720	0.074649	0.090610	0.220138	0.343521	0.108968	0.040963	0.500902	0.253932	0.139791	0.342261	0.268263	0.052437	0.091583	0.060781	0.448155	0.704100	0.221367	0.507306	0.155931	0.164718	0.139436	0.078895	0.237414	0.317849	0.105305	0.613190	0.322726	0.363539	0.286746	0.412793	0.147920	0.150194	0.213489	0.203151	0.171800	0.148325	0.220994	0.243653	0.352004	0.380130	0.163176	0.094683	0.202708	0.243415	0.192887	0.242441	0.177760	0.275077	0.153011	0.353244	0.113327	0.175016	0.088566	0.334969	0.094460	0.161085	0.109667	0.280265	0.053939	0.131240	0.196228	0.460235	0.187880	0.126511	0.211778	0.323073	0.048613	0.162481	0.201217	0.373328	0.105513	0.171489	0.197370	0.558007	0.044276	0.084165
34	0.339911	0.365646	0.111950	0.094540	0.061398	0.096466	0.219803	0.308569	0.167489	0.084000	0.516601	0.300840	0.117159	0.333379	0.275469	0.066597	0.094056	0.099459	0.497375	0.676840	0.223451	0.540912	0.142307	0.159007	0.178864	0.111321	0.217175	0.254545	0.109990	0.594228	0.343170	0.364427	0.316529	0.383662	0.161610	0.144941	0.126134	0.246503	0.170055	0.134728	0.253991	0.308099	0.405536	0.427561	0.144037	0.088518	0.238919	0.244294	0.265290	0.227378	0.173704	0.205077	0.187889	0.370025	0.094620	0.105653	0.090013	0.329986	0.098556	0.168000	0.110105	0.290769	0.055551	0.127559	0.228138	0.443024	0.194996	0.129876	0.205889	0.323599	0.038454	0.100365	0.203832	0.340636	0.111967	0.192587	0.197800	0.542116	0.035820	0.081698
35	0.314473	0.364898	0.135184	0.119467	0.078857	0.158961	0.308795	0.307374	0.189685	0.111872	0.398169	0.363633	0.114182	0.286013	0.305965	0.075985	0.119380	0.103817	0.564714	0.636867	0.213710	0.536229	0.109595	0.120132	0.323635	0.243432	0.190168	0.133697	0.132042	0.443542	0.343497	0.391667	0.322744	0.373528	0.163688	0.144510	0.094838	0.304714	0.161830	0.086355	0.295326	0.406199	0.411746	0.454014	0.128650	0.094432	0.275248	0.238728	0.277718	0.221746	0.162459	0.108029	0.205474	0.408317	0.067247	0.062218	0.092461	0.330556	0.119732	0.165346	0.112435	0.289730	0.057126	0.124897	0.247059	0.446191	0.312463	0.156209	0.204610	0.326777	0.044784	0.066712	0.186186	0.350448	0.122549	0.191919	0.194325	0.505269	0.032229	0.076777
36	0.290049	0.354873	0.152807	0.130001	0.081173	0.411121	0.350361	0.303703	0.200339	0.122802	0.335180	0.481329	0.072128	0.260227	0.336158	0.097871	0.177697	0.139922	0.610105	0.674231	0.201638	0.535460	0.103564	0.062033	0.362214	0.282606	0.179183	0.125994	0.104860	0.363001	0.367725	0.499498	0.320099	0.437426	0.158506	0.142055	0.096450	0.364720	0.136082	0.071890	0.303993	0.445086	0.426833	0.447616	0.117034	0.107920	0.253751	0.214343	0.276798	0.213610	0.202496	0.102898	0.208196	0.434543	0.059902	0.059442	0.131109	0.355160	0.148688	0.170573	0.114713	0.282113	0.056037	0.105943	0.244171	0.431821	0.417444	0.230667	0.215336	0.353579	0.075730	0.064562	0.170310	0.240526	0.149446	0.182968	0.177718	0.522843	0.067249	0.069608
37	0.178399	0.179173	0.214780	0.136499	0.121162	0.429871	0.351744	0.239193	0.193830	0.122338	0.317196	0.498892	0.065775	0.175981	0.340558	0.113400	0.182834	0.142758	0.619610	0.718905	0.203748	0.536112	0.137228	0.046108	0.411799	0.283497	0.162061	0.122901	0.097189	0.248180	0.478214	0.517533	0.338324	0.428173	0.180139	0.138655	0.104703	0.438100	0.104441	0.072788	0.351429	0.457318	0.445276	0.433700	0.116048	0.123343	0.230115	0.211359	0.283041	0.231777	0.288613	0.094286	0.207048	0.448431	0.061801	0.048894	0.174493	0.364901	0.154089	0.195865	0.128937	0.285217	0.077254	0.085175	0.241383	0.422816	0.414970	0.238574	0.215989	0.362628	0.080885	0.056676	0.141667	0.226594	0.178375	0.169804	0.172230	0.527306	0.094047	0.061902
38	0.126307	0.161906	0.256225	0.139739	0.222886	0.442712	0.421322	0.267585	0.167262	0.110155	0.153389	0.493484	0.062989	0.140375	0.350741	0.129028	0.201406	0.142922	0.618374	0.743996	0.208079	0.543654	0.151116	0.052830	0.446757	0.380204	0.090629	0.105133	0.107563	0.150798	0.547839	0.523588	0.340792	0.417619	0.186595	0.135036	0.088269	0.453977	0.092034	0.070386	0.350451	0.457375	0.436921	0.432078	0.114059	0.133333	0.249392	0.188515	0.307246	0.339343	0.329584	0.098506	0.205106	0.475439	0.063596	0.032621	0.174636	0.320734	0.179527	0.205674	0.126641	0.270086	0.104664	0.077074	0.237412	0.415621	0.447681	0.243895	0.216528	0.396551	0.105515	0.059536	0.090621	0.193176	0.187774	0.155820	0.158522	0.524237	0.095718	0.066759
39	0.110844	0.113160	0.260078	0.174748	0.227018	0.443416	0.425624	0.376001	0.136406	0.103344	0.138647	0.451220	0.063195	0.099745	0.358158	0.141914	0.254521	0.147188	0.500787	0.668044	0.206304	0.547771	0.152918	0.086432	0.433793	0.390945	0.068471	0.052829	0.117650	0.125623	0.576363	0.538666	0.342363	0.403929	0.190213	0.121386	0.084762	0.454531	0.090686	0.067239	0.329678	0.434056	0.415502	0.436086	0.121646	0.142948	0.273589	0.150105	0.314664	0.387153	0.316717	0.113388	0.213482	0.493854	0.061319	0.026690	0.177807	0.295512	0.181415	0.177630	0.126250	0.282007	0.119099	0.076812	0.230506	0.434737	0.469822	0.267573	0.219761	0.413784	0.134443	0.072528	0.083386	0.212401	0.188471	0.154894	0.125140	0.495378	0.099249	0.065269
40	0.119139	0.115536	0.560871	0.230051	0.239800	0.445332	0.414989	0.405085	0.100316	0.112552	0.127902	0.345798	0.070535	0.090911	0.347037	0.187239	0.274995	0.206765	0.458702	0.441345	0.207867	0.550474	0.151978	0.116840	0.381384	0.360763	0.091805	0.108965	0.128546	0.131201	0.571691	0.501004	0.340620	0.422718	0.197870	0.119255	0.081484	0.461205	0.087632	0.066701	0.329116	0.423689	0.351378	0.329105	0.123627	0.144265	0.285221	0.139778	0.331777	0.396295	0.307475	0.157970	0.216183	0.471984	0.060279	0.028222	0.173148	0.256037	0.182408	0.174305	0.123890	0.292497	0.119112	0.074085	0.222105	0.355049	0.504883	0.264251	0.213717	0.403721	0.136223	0.107118	0.104103	0.263501	0.253139	0.154422	0.107907	0.471327	0.117640	0.091742
41	0.142674	0.122824	0.645110	0.261039	0.252415	0.505774	0.422338	0.439838	0.090515	0.142521	0.110447	0.157760	0.080971	0.079212	0.322095	0.203415	0.297512	0.205705	0.398296	0.439679	0.207723	0.552698	0.168430	0.130473	0.310856	0.290344	0.087440	0.223331	0.136885	0.133923	0.514446	0.415177	0.329474	0.422774	0.200486	0.117429	0.082053	0.491702	0.085688	0.066854	0.341885	0.423872	0.303018	0.237096	0.124511	0.142005	0.294273	0.164855	0.339484	0.399471	0.308372	0.158062	0.211621	0.490916	0.064822	0.036205	0.167604	0.258922	0.184507	0.176881	0.115245	0.310814	0.118990	0.075939	0.232465	0.369046	0.517617	0.268120	0.200472	0.357127	0.152378	0.143077	0.106411	0.302460	0.456735	0.144396	0.105216	0.468161	0.120603	0.105569
42	0.133889	0.120182	0.701807	0.258284	0.274287	0.528504	0.369993	0.453769	0.099552	0.185188	0.060105	0.147683	0.081527	0.074943	0.357050	0.211128	0.308402	0.325117	0.289555	0.434470	0.210433	0.552405	0.196544	0.139094	0.259336	0.295025	0.081393	0.231260	0.139517	0.133847	0.480598	0.406824	0.322281	0.461171	0.196025	0.115184	0.086661	0.492294	0.109957	0.069648	0.311189	0.388790	0.264657	0.138637	0.127777	0.144381	0.299364	0.191367	0.341796	0.395002	0.318606	0.169838	0.224966	0.508912	0.063909	0.041379	0.163885	0.270137	0.218611	0.173829	0.116996	0.307796	0.118039	0.083117	0.199686	0.370071	0.535475	0.270072	0.206645	0.288266	0.159024	0.145628	0.131092	0.304396	0.540600	0.168088	0.094447	0.429773	0.126372	0.105960
43	0.131748	0.118279	0.696720	0.261257	0.283985	0.393330	0.314631	0.457390	0.220670	0.228460	0.084069	0.149291	0.087037	0.069817	0.365693	0.229989	0.286866	0.369848	0.171889	0.361605	0.207861	0.453687	0.198471	0.140396	0.128175	0.235196	0.100536	0.260906	0.121528	0.133885	0.478711	0.415764	0.321427	0.459599	0.182554	0.106163	0.087011	0.492173	0.115514	0.061056	0.300694	0.317646	0.199819	0.128271	0.130200	0.146041	0.299740	0.196497	0.354922	0.395223	0.371097	0.167291	0.232212	0.510541	0.073107	0.043322	0.163697	0.279687	0.221983	0.163729	0.124067	0.319018	0.116529	0.084216	0.185239	0.325123	0.477297	0.275584	0.167443	0.282025	0.173955	0.158645	0.133509	0.391642	0.584020	0.150615	0.056982	0.253521	0.133114	0.107719
44	0.134529	0.115165	0.695552	0.248385	0.288959	0.388594	0.307631	0.452835	0.401048	0.450923	0.101507	0.147162	0.085247	0.056413	0.347910	0.241141	0.289438	0.387037	0.139388	0.227987	0.167612	0.351069	0.223719	0.179865	0.114386	0.135354	0.131941	0.310421	0.114335	0.140217	0.487623	0.300499	0.271100	0.480737	0.164837	0.098711	0.086754	0.493983	0.108396	0.050127	0.321161	0.344186	0.104881	0.127722	0.130886	0.140318	0.293993	0.189010	0.387471	0.393915	0.408223	0.191665	0.235461	0.511786	0.079872	0.043591	0.160972	0.284613	0.309832	0.170979	0.126947	0.326045	0.126674	0.080715	0.234646	0.298335	0.426769	0.255029	0.133945	0.281113	0.185942	0.166073	0.157224	0.433591	0.596656	0.144232	0.054529	0.237192	0.133853	0.113596
45	0.133400	0.105908	0.489119	0.181863	0.226908	0.378231	0.198188	0.444701	0.411522	0.470090	0.109726	0.163489	0.082941	0.050730	0.317652	0.238771	0.343369	0.393226	0.129736	0.115322	0.130633	0.279995	0.260625	0.232896	0.126656	0.118128	0.233511	0.362947	0.115385	0.159176	0.435727	0.240243	0.195087	0.493291	0.156963	0.090471	0.086454	0.489052	0.106052	0.058923	0.299715	0.361664	0.095026	0.126996	0.130872	0.140083	0.258446	0.189844	0.408923	0.383386	0.409433	0.215966	0.237380	0.511577	0.080493	0.043898	0.158206	0.278189	0.411792	0.172868	0.116726	0.320146	0.138230	0.078890	0.309582	0.302804	0.426408	0.271028	0.150507	0.283564	0.198018	0.187815	0.208321	0.436858	0.659577	0.254043	0.053037	0.236609	0.149912	0.120244
46	0.080656	0.086103	0.385307	0.107636	0.222320	0.377156	0.184047	0.335963	0.408803	0.459443	0.128307	0.165057	0.082233	0.049903	0.313535	0.246354	0.329441	0.404948	0.096328	0.111416	0.140129	0.222113	0.275187	0.246536	0.129621	0.118639	0.269055	0.397301	0.124489	0.151217	0.323317	0.250863	0.183202	0.486222	0.277590	0.091818	0.091298	0.474425	0.108931	0.070063	0.301546	0.363977	0.086111	0.104283	0.126073	0.130649	0.222278	0.193288	0.371140	0.387056	0.417233	0.217019	0.238290	0.492637	0.148350	0.044410	0.092979	0.291294	0.417790	0.158026	0.113487	0.311931	0.155092	0.088899	0.357215	0.294501	0.385531	0.265105	0.158947	0.281852	0.247731	0.202177	0.222499	0.442943	0.756091	0.287769	0.043904	0.220329	0.158438	0.124594
47	0.096611	0.117457	0.224032	0.103846	0.210587	0.378966	0.215691	0.290457	0.402571	0.451144	0.201697	0.163763	0.078976	0.042819	0.333801	0.249098	0.328968	0.381050	0.124974	0.123525	0.149189	0.217242	0.275831	0.251995	0.132481	0.124379	0.293304	0.387067	0.138482	0.153218	0.230105	0.229248	0.181456	0.468720	0.386445	0.138425	0.092374	0.475978	0.113614	0.071083	0.296128	0.358477	0.167172	0.201320	0.111129	0.111680	0.214348	0.198909	0.375950	0.398297	0.437412	0.216688	0.216058	0.477901	0.212622	0.066013	0.095697	0.417251	0.500921	0.140543	0.138830	0.306512	0.221255	0.093642	0.367592	0.267868	0.371470	0.237355	0.157666	0.274429	0.289068	0.249459	0.225436	0.476508	0.805994	0.288164	0.036876	0.213331	0.162360	0.137074
48	0.125902	0.186747	0.153958	0.097485	0.206884	0.305410	0.201210	0.206778	0.351798	0.249106	0.213772	0.150297	0.081444	0.037759	0.324209	0.254800	0.307992	0.373802	0.205637	0.129977	0.161827	0.213303	0.262386	0.301226	0.138589	0.110009	0.389484	0.424564	0.130799	0.176432	0.215882	0.216616	0.225319	0.478170	0.413302	0.202202	0.092117	0.442470	0.112436	0.071861	0.249356	0.300605	0.190405	0.306378	0.090266	0.090708	0.207671	0.200646	0.391538	0.398536	0.418685	0.216407	0.199820	0.449124	0.215630	0.114261	0.156347	0.471364	0.600785	0.214736	0.143157	0.308214	0.230272	0.093878	0.349647	0.220331	0.297908	0.236370	0.151251	0.255716	0.302575	0.279163	0.227062	0.470036	0.830647	0.333994	0.040790	0.159511	0.172513	0.143955
49	0.267395	0.224327	0.185550	0.092060	0.179200	0.233279	0.200455	0.143939	0.140901	0.140735	0.283050	0.163182	0.118783	0.046475	0.313155	0.254000	0.281380	0.258593	0.228630	0.151102	0.184121	0.206510	0.244570	0.400686	0.172288	0.116057	0.393829	0.408953	0.181964	0.416906	0.210755	0.230358	0.236579	0.492708	0.578109	0.202275	0.101908	0.405317	0.110479	0.072252	0.238460	0.252167	0.191377	0.333585	0.075125	0.072445	0.188548	0.208613	0.387774	0.385069	0.365413	0.218271	0.198272	0.422992	0.246009	0.116957	0.226295	0.509962	0.650721	0.301420	0.144822	0.317012	0.241811	0.108416	0.351693	0.264567	0.263902	0.225302	0.156763	0.242139	0.309449	0.297631	0.243987	0.454016	0.830787	0.502436	0.044138	0.189882	0.174888	0.159508
50	0.268705	0.227079	0.168830	0.098876	0.158373	0.169816	0.208921	0.129000	0.113833	0.106990	0.303746	0.162555	0.132454	0.047184	0.326474	0.230619	0.282793	0.195193	0.237925	0.156908	0.227486	0.182866	0.244226	0.418188	0.181292	0.120924	0.381995	0.346773	0.261199	0.500760	0.209025	0.236089	0.235404	0.490863	0.622618	0.202330	0.139389	0.323047	0.108099	0.072952	0.237424	0.233550	0.194226	0.373935	0.054879	0.056367	0.161799	0.236395	0.371244	0.241708	0.343415	0.215134	0.189786	0.410666	0.280608	0.134574	0.233458	0.551761	0.667249	0.303081	0.133134	0.296012	0.255533	0.120304	0.375848	0.327553	0.219906	0.218768	0.160253	0.190111	0.301690	0.298392	0.299133	0.423913	0.770851	0.529529	0.069178	0.204075	0.175247	0.183132
