	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d
45	0.490015	0.162430	0.360052	0.193106	0.316094	0.081554	0.346645	0.233980	0.295691	0.176040	0.290139	0.189091	0.309493	0.290361	0.224886	0.334493	0.334445	0.060657	0.551644	0.426334	0.327829	0.166151	0.254216	0.108869	0.273187	0.089207	0.294500	0.221972	0.247741	0.159862	0.178921	0.114490	0.598950	0.162907	0.528931	0.259349	0.327139	0.139001	0.376101	0.203950	0.310874	0.188197	0.182761	0.230725	0.269614	0.172137	0.224803	0.099533
46	0.479785	0.166302	0.351295	0.200934	0.357782	0.078647	0.347199	0.253314	0.267023	0.165272	0.292248	0.201857	0.294760	0.280986	0.223107	0.312844	0.350404	0.091810	0.528864	0.416719	0.358627	0.164495	0.268300	0.085394	0.266019	0.104517	0.344350	0.237749	0.239934	0.156064	0.171219	0.134820	0.611199	0.156183	0.451907	0.296667	0.320320	0.129838	0.361400	0.226001	0.310272	0.189615	0.183968	0.228274	0.269316	0.168770	0.229156	0.098698
47	0.474635	0.167391	0.338049	0.203780	0.369922	0.066674	0.394129	0.264472	0.229297	0.151097	0.284056	0.198609	0.298203	0.239623	0.222689	0.291725	0.351534	0.122329	0.501604	0.392048	0.361402	0.158838	0.318893	0.075637	0.260057	0.127139	0.387049	0.244645	0.253571	0.174154	0.187945	0.149178	0.628203	0.153330	0.390970	0.318229	0.298145	0.090460	0.354717	0.256429	0.307017	0.191650	0.171149	0.211369	0.270119	0.168576	0.232259	0.103952
48	0.474538	0.165967	0.340340	0.203029	0.372252	0.068227	0.429002	0.261140	0.216726	0.143303	0.286129	0.206426	0.298470	0.217308	0.233242	0.282737	0.349085	0.140624	0.451419	0.366445	0.359957	0.144869	0.347884	0.084229	0.259236	0.163457	0.400004	0.247112	0.297916	0.194265	0.178982	0.155663	0.627187	0.154398	0.360842	0.329351	0.084097	0.057353	0.344277	0.345436	0.301801	0.192837	0.156126	0.177137	0.267684	0.166421	0.232629	0.116035
49	0.467252	0.175863	0.340428	0.200033	0.362939	0.068818	0.420659	0.266439	0.200651	0.143095	0.300476	0.258735	0.313941	0.215079	0.242003	0.285410	0.346259	0.157058	0.431946	0.345521	0.377575	0.141555	0.366237	0.093437	0.259333	0.195527	0.409327	0.248007	0.294453	0.235959	0.185428	0.152181	0.519937	0.151237	0.359214	0.328041	0.112868	0.053875	0.312452	0.410210	0.315986	0.184403	0.150194	0.134057	0.267848	0.161126	0.232493	0.125314
50	0.465806	0.217062	0.335411	0.195719	0.327776	0.073805	0.420674	0.279728	0.199506	0.133767	0.314707	0.294297	0.351493	0.215631	0.241254	0.278968	0.335763	0.162156	0.431206	0.326678	0.469894	0.167863	0.365751	0.092219	0.263283	0.210414	0.409691	0.247397	0.303078	0.244133	0.181076	0.151717	0.387372	0.144067	0.337834	0.318016	0.128131	0.053470	0.306625	0.403577	0.298090	0.181309	0.182271	0.112411	0.272460	0.149794	0.223468	0.127312
51	0.423379	0.293530	0.329414	0.189402	0.299245	0.072936	0.423950	0.283053	0.199453	0.129988	0.309946	0.281667	0.350133	0.213748	0.240193	0.261535	0.328223	0.163387	0.432527	0.322254	0.502665	0.210095	0.389597	0.090588	0.271552	0.217266	0.412686	0.250794	0.296760	0.234620	0.173941	0.158697	0.330579	0.131983	0.270695	0.306092	0.124881	0.053286	0.312686	0.386487	0.257003	0.188528	0.202829	0.118990	0.265155	0.132458	0.209399	0.122061
52	0.409653	0.366810	0.328434	0.187331	0.306227	0.073821	0.420861	0.286556	0.196957	0.124928	0.285515	0.292518	0.333250	0.213000	0.232181	0.241184	0.316813	0.165471	0.439099	0.328256	0.491777	0.222313	0.420860	0.093096	0.269222	0.216745	0.409694	0.253079	0.242972	0.207910	0.179767	0.169452	0.309060	0.129763	0.215113	0.297753	0.203384	0.056325	0.309767	0.375735	0.271427	0.194808	0.213962	0.140004	0.257630	0.107354	0.195946	0.117265
53	0.378573	0.420676	0.325816	0.189867	0.316340	0.072001	0.420685	0.292670	0.181830	0.123063	0.287677	0.335387	0.329455	0.212156	0.216984	0.219295	0.306748	0.171798	0.465874	0.336247	0.470701	0.229269	0.455751	0.100407	0.272046	0.227834	0.404860	0.246035	0.255657	0.203227	0.179412	0.170401	0.304851	0.130840	0.196358	0.295542	0.232588	0.052782	0.335286	0.374042	0.276348	0.204688	0.208790	0.150509	0.229749	0.074545	0.195735	0.116988
54	0.324101	0.453324	0.311529	0.194442	0.305574	0.072488	0.417560	0.295101	0.171874	0.112401	0.312695	0.380382	0.315866	0.212557	0.197682	0.192014	0.294966	0.197184	0.491890	0.334254	0.469164	0.234399	0.449778	0.106418	0.279348	0.246872	0.404663	0.236579	0.250502	0.209889	0.194454	0.152295	0.307819	0.130536	0.184247	0.297549	0.240807	0.078165	0.368605	0.349756	0.265102	0.218805	0.207078	0.153183	0.185338	0.036063	0.211525	0.124653
55	0.320757	0.457164	0.319338	0.207289	0.295027	0.076784	0.414752	0.286188	0.180290	0.091829	0.322548	0.401701	0.313647	0.212724	0.198441	0.159559	0.281875	0.214470	0.491186	0.325349	0.505832	0.235636	0.428995	0.106925	0.283844	0.262508	0.389320	0.232081	0.252864	0.201045	0.181031	0.132425	0.308952	0.133873	0.184264	0.298315	0.253458	0.114189	0.341828	0.239134	0.271785	0.243450	0.200522	0.150802	0.145019	0.026226	0.214140	0.128698
56	0.323474	0.459511	0.354584	0.227110	0.302424	0.083162	0.414464	0.273290	0.171609	0.080438	0.303646	0.397573	0.319018	0.212675	0.200276	0.148628	0.276701	0.219583	0.458393	0.313655	0.555576	0.235760	0.430680	0.106271	0.314211	0.274571	0.384167	0.251182	0.217607	0.189748	0.179827	0.127087	0.331294	0.149332	0.177331	0.299616	0.243481	0.121650	0.265328	0.141740	0.277758	0.289071	0.194248	0.150623	0.141643	0.026382	0.187414	0.130084
57	0.318098	0.481485	0.394303	0.239684	0.315513	0.084833	0.402780	0.271535	0.145005	0.076904	0.302757	0.393164	0.324403	0.212172	0.196457	0.160712	0.277409	0.223062	0.391893	0.296592	0.578026	0.239356	0.443902	0.099506	0.358450	0.295808	0.401756	0.309493	0.211642	0.130876	0.158545	0.134001	0.388158	0.166773	0.172490	0.317316	0.245807	0.146730	0.225115	0.135872	0.295767	0.362120	0.188124	0.157114	0.140522	0.025962	0.191782	0.128896
58	0.347343	0.539705	0.413799	0.245608	0.326271	0.083029	0.390328	0.264004	0.178448	0.078968	0.291763	0.394956	0.324468	0.203203	0.184217	0.167686	0.270319	0.228314	0.360089	0.266967	0.558796	0.252733	0.468511	0.097376	0.389135	0.319698	0.461310	0.368594	0.197892	0.105226	0.143143	0.134006	0.429210	0.173579	0.237482	0.359385	0.239855	0.172399	0.234045	0.133676	0.300838	0.420346	0.179690	0.168991	0.118062	0.023815	0.193834	0.127069
59	0.361430	0.583677	0.414708	0.242027	0.323873	0.079178	0.389731	0.242637	0.188609	0.079710	0.280453	0.390016	0.319665	0.161591	0.175864	0.172594	0.228085	0.230754	0.347604	0.238121	0.571397	0.281333	0.449787	0.094096	0.389029	0.333340	0.513130	0.406156	0.186146	0.104637	0.147245	0.130801	0.430457	0.167245	0.297523	0.399149	0.160065	0.192287	0.227323	0.119625	0.341406	0.438222	0.199472	0.163840	0.114938	0.024074	0.195730	0.126898
60	0.370132	0.601375	0.423746	0.234622	0.294866	0.077888	0.388634	0.218436	0.188425	0.076939	0.259093	0.369859	0.314361	0.108756	0.177668	0.168780	0.194571	0.225656	0.344184	0.246973	0.609611	0.307812	0.417956	0.082512	0.400960	0.340369	0.510033	0.416496	0.188834	0.105397	0.148741	0.117334	0.406570	0.152574	0.345584	0.441408	0.154286	0.198354	0.165678	0.095784	0.392734	0.439492	0.250744	0.158328	0.115689	0.023959	0.193767	0.131173
61	0.415568	0.607392	0.436552	0.221847	0.255753	0.077730	0.368192	0.211447	0.203569	0.086045	0.239638	0.357669	0.312839	0.108745	0.172168	0.164538	0.186455	0.213952	0.352085	0.301760	0.628377	0.325469	0.390687	0.067675	0.403388	0.337739	0.479847	0.408512	0.148113	0.098922	0.148360	0.096473	0.380179	0.140478	0.358135	0.463623	0.161112	0.180140	0.104250	0.071234	0.401383	0.480819	0.280727	0.161172	0.115686	0.024722	0.184355	0.140940
62	0.435555	0.609596	0.474766	0.206501	0.254279	0.075411	0.299709	0.213766	0.222122	0.094769	0.237224	0.356214	0.316359	0.107908	0.156428	0.162917	0.212659	0.198150	0.375403	0.342457	0.585046	0.319323	0.394625	0.066023	0.404490	0.332124	0.442518	0.415399	0.147819	0.082716	0.131810	0.083455	0.361901	0.134503	0.364325	0.467591	0.142196	0.164577	0.115948	0.053508	0.393986	0.556626	0.397025	0.168059	0.114371	0.028168	0.175572	0.148159
63	0.433630	0.610249	0.499123	0.192293	0.255334	0.073376	0.218117	0.219967	0.227082	0.096056	0.232669	0.336274	0.303938	0.095757	0.156737	0.158424	0.221073	0.185379	0.401799	0.352939	0.544888	0.287734	0.376010	0.065214	0.408543	0.321844	0.429181	0.460643	0.132427	0.063580	0.107427	0.080204	0.354057	0.134328	0.362671	0.467980	0.174777	0.162911	0.115486	0.046698	0.401691	0.662516	0.503558	0.173142	0.114602	0.029178	0.176374	0.144217
64	0.428491	0.608816	0.505170	0.182068	0.270847	0.069276	0.211431	0.200508	0.232157	0.093735	0.207931	0.296590	0.274141	0.089941	0.164473	0.158744	0.219263	0.173888	0.403926	0.353648	0.545971	0.268929	0.341653	0.064520	0.421136	0.308049	0.431282	0.534698	0.104205	0.049027	0.107877	0.072074	0.353818	0.132245	0.362929	0.481251	0.168411	0.134103	0.125424	0.047864	0.452062	0.707343	0.510691	0.167775	0.109968	0.028029	0.176456	0.136230
65	0.424910	0.597285	0.506904	0.176824	0.275791	0.071533	0.210323	0.183053	0.249511	0.097509	0.165850	0.239825	0.252865	0.089620	0.169677	0.159530	0.219797	0.175377	0.404253	0.366504	0.553695	0.259550	0.291268	0.059591	0.440042	0.296594	0.439835	0.594077	0.118345	0.047159	0.108692	0.054053	0.356015	0.130384	0.362775	0.509093	0.170835	0.096896	0.128823	0.046231	0.559178	0.719666	0.519476	0.154322	0.094120	0.027266	0.176797	0.131621
66	0.419824	0.562304	0.511208	0.177251	0.295734	0.092482	0.219398	0.187857	0.251346	0.113114	0.168924	0.222362	0.251763	0.089529	0.153704	0.157059	0.208291	0.182215	0.401096	0.414139	0.542553	0.250382	0.259555	0.046006	0.467819	0.292760	0.441924	0.624001	0.129431	0.055542	0.111667	0.051282	0.364515	0.130796	0.362659	0.532040	0.195521	0.077192	0.203389	0.046588	0.656019	0.724050	0.577373	0.146829	0.090562	0.025889	0.175516	0.133545
67	0.413448	0.512341	0.520948	0.178467	0.308784	0.109095	0.223233	0.195079	0.250078	0.126610	0.206358	0.303092	0.250340	0.091650	0.181211	0.154918	0.239337	0.186260	0.385249	0.490642	0.516134	0.249085	0.269715	0.043568	0.519564	0.294902	0.455288	0.644145	0.151657	0.068364	0.118280	0.050564	0.372049	0.133203	0.362705	0.549067	0.214656	0.116750	0.335939	0.034813	0.667954	0.719780	0.624454	0.144634	0.087147	0.028126	0.190225	0.135211
68	0.412472	0.465483	0.525990	0.176553	0.309644	0.114258	0.227403	0.193160	0.246231	0.127174	0.245163	0.391871	0.260351	0.105818	0.202035	0.154621	0.297211	0.184407	0.375449	0.549645	0.474661	0.251175	0.271496	0.042920	0.570435	0.289215	0.486780	0.655873	0.166308	0.078197	0.199315	0.047931	0.398503	0.134760	0.375991	0.564587	0.238566	0.150151	0.362740	0.035091	0.671370	0.709339	0.629206	0.144038	0.151171	0.030675	0.188979	0.130200
69	0.407385	0.425631	0.526769	0.172248	0.325578	0.113432	0.224846	0.196151	0.235145	0.125148	0.264060	0.417498	0.297517	0.119619	0.201359	0.150193	0.363222	0.159308	0.436824	0.592158	0.439173	0.254405	0.254599	0.043415	0.587853	0.273909	0.531341	0.660791	0.168675	0.081203	0.255781	0.045643	0.435989	0.128917	0.392828	0.580163	0.229515	0.160832	0.459918	0.034995	0.686462	0.685175	0.636791	0.144039	0.231205	0.031998	0.171456	0.120462
70	0.400539	0.416211	0.514974	0.161437	0.340454	0.112404	0.208033	0.202611	0.230594	0.123977	0.262410	0.406614	0.306599	0.122895	0.204557	0.126004	0.429628	0.137960	0.513438	0.610187	0.432372	0.251153	0.223230	0.053652	0.589759	0.256370	0.565500	0.661250	0.193630	0.097487	0.258601	0.040714	0.452285	0.111785	0.409341	0.588814	0.218888	0.176196	0.535034	0.034003	0.703609	0.647571	0.644363	0.133293	0.288557	0.032282	0.187573	0.115459
71	0.398953	0.415408	0.479541	0.131634	0.340067	0.116900	0.196895	0.203941	0.231649	0.122880	0.268116	0.427791	0.314058	0.123544	0.204025	0.097016	0.445751	0.135718	0.599097	0.613377	0.417840	0.228733	0.217297	0.073003	0.574445	0.244267	0.587494	0.655523	0.206475	0.116139	0.345850	0.040378	0.434330	0.103995	0.448099	0.580070	0.227535	0.197597	0.549607	0.023039	0.710190	0.621724	0.653971	0.115233	0.313405	0.036643	0.225632	0.115217
72	0.405478	0.399757	0.453835	0.102409	0.337208	0.116274	0.239887	0.210746	0.246167	0.121147	0.278815	0.499500	0.318125	0.124049	0.212760	0.089167	0.450924	0.136567	0.654333	0.610247	0.362476	0.193546	0.245346	0.079841	0.559646	0.220939	0.586513	0.635004	0.212185	0.124382	0.422850	0.039894	0.396161	0.100864	0.461924	0.544189	0.216408	0.208397	0.543512	0.015987	0.697663	0.614732	0.651488	0.111170	0.320020	0.052696	0.245710	0.122067
73	0.386587	0.330558	0.444970	0.077399	0.342197	0.141541	0.288183	0.228711	0.318505	0.115789	0.350227	0.545997	0.315093	0.124203	0.215448	0.106401	0.483893	0.140745	0.673938	0.607639	0.351255	0.158934	0.247591	0.084568	0.588712	0.186156	0.551048	0.602638	0.213901	0.127681	0.436411	0.037624	0.403059	0.100932	0.464931	0.491768	0.210135	0.200140	0.508503	0.011569	0.745284	0.610878	0.638688	0.110909	0.362994	0.061591	0.255346	0.131736
74	0.368876	0.232660	0.445260	0.065633	0.351394	0.159600	0.310227	0.255673	0.361744	0.117377	0.428713	0.562878	0.312316	0.123007	0.213701	0.130964	0.543894	0.148955	0.675678	0.605835	0.353329	0.135092	0.242001	0.085668	0.601406	0.155814	0.504347	0.573036	0.204315	0.127485	0.435355	0.033205	0.431271	0.110002	0.448419	0.434747	0.145740	0.177679	0.433324	0.011327	0.762145	0.570366	0.626833	0.103464	0.384127	0.062778	0.251746	0.134405
75	0.387656	0.163119	0.436467	0.065361	0.357173	0.173063	0.315123	0.273654	0.370727	0.121947	0.496758	0.563610	0.313403	0.115662	0.215891	0.148554	0.623629	0.157542	0.686234	0.600066	0.353806	0.128814	0.259175	0.092249	0.603517	0.135831	0.488694	0.557009	0.191951	0.120210	0.435276	0.025448	0.472880	0.120275	0.435636	0.402554	0.148018	0.154248	0.423909	0.013243	0.770600	0.486356	0.548208	0.083136	0.389127	0.062828	0.261859	0.130090
76	0.355782	0.134965	0.434828	0.072347	0.354301	0.183293	0.315327	0.274207	0.427853	0.113377	0.499833	0.564398	0.310713	0.102674	0.224542	0.169005	0.651982	0.157624	0.719530	0.599358	0.352397	0.129792	0.304424	0.100102	0.608949	0.132968	0.498888	0.560198	0.172787	0.115058	0.426633	0.022341	0.523735	0.142362	0.432452	0.396265	0.162743	0.147383	0.265371	0.015303	0.794301	0.330973	0.459660	0.057073	0.392424	0.067245	0.270210	0.119007
77	0.318795	0.132427	0.424236	0.079517	0.352809	0.189215	0.317600	0.266594	0.444746	0.099446	0.490492	0.562562	0.295958	0.095356	0.229770	0.180095	0.649316	0.157577	0.770418	0.621257	0.333813	0.133198	0.318208	0.100514	0.611885	0.133320	0.517472	0.568012	0.169286	0.129315	0.419021	0.022763	0.537941	0.164579	0.443461	0.394962	0.140358	0.123167	0.137259	0.046358	0.807397	0.253554	0.463995	0.048578	0.392683	0.073176	0.276023	0.104426
78	0.314498	0.130769	0.390315	0.080569	0.344085	0.192854	0.326059	0.266334	0.436357	0.101687	0.493318	0.527572	0.277840	0.093330	0.228128	0.182937	0.648410	0.157547	0.809157	0.657702	0.341740	0.134701	0.318518	0.103343	0.608984	0.126711	0.534420	0.551495	0.143133	0.134408	0.421523	0.023887	0.542293	0.177126	0.445249	0.375929	0.126245	0.077661	0.107961	0.141320	0.734077	0.215353	0.444834	0.037862	0.392765	0.076343	0.278346	0.098368
79	0.313403	0.133735	0.378388	0.084908	0.333033	0.192957	0.327637	0.271056	0.432861	0.105477	0.513049	0.498213	0.269519	0.093261	0.217214	0.182683	0.649618	0.155498	0.854476	0.700281	0.350223	0.131582	0.309783	0.111898	0.600896	0.112378	0.532344	0.494945	0.120841	0.125519	0.379524	0.023712	0.540052	0.177981	0.448045	0.341357	0.130442	0.060451	0.130749	0.183174	0.669940	0.200379	0.382298	0.044932	0.395500	0.078626	0.278117	0.098736
80	0.313401	0.135557	0.375316	0.096686	0.310102	0.186275	0.321381	0.266140	0.437549	0.111910	0.534606	0.503423	0.267271	0.093246	0.223777	0.185699	0.649065	0.151123	0.893257	0.718800	0.340549	0.127807	0.303040	0.117635	0.587775	0.105644	0.524249	0.417471	0.100633	0.111760	0.330667	0.025676	0.534763	0.178186	0.452844	0.312780	0.147367	0.065002	0.132166	0.203505	0.713138	0.200585	0.316602	0.087132	0.398970	0.081043	0.279788	0.124029
81	0.313379	0.136787	0.371550	0.103167	0.260993	0.175188	0.314050	0.256518	0.434817	0.122630	0.534490	0.497979	0.266538	0.087550	0.219788	0.205985	0.646257	0.142128	0.910499	0.693167	0.316552	0.117922	0.305831	0.121550	0.565386	0.099458	0.519925	0.361055	0.089685	0.112870	0.305390	0.028676	0.524106	0.177005	0.459133	0.292609	0.169316	0.060567	0.182944	0.251221	0.726388	0.194038	0.328653	0.142777	0.400451	0.081050	0.292534	0.211515
82	0.308606	0.135703	0.358656	0.105209	0.248097	0.168671	0.307863	0.247395	0.432499	0.122131	0.534142	0.446396	0.236401	0.065784	0.247191	0.240816	0.632352	0.136231	0.908874	0.639232	0.312615	0.102963	0.300893	0.119875	0.522949	0.087593	0.508376	0.317563	0.086644	0.115135	0.310387	0.027396	0.501516	0.176562	0.454465	0.265406	0.155835	0.055166	0.217475	0.262206	0.705054	0.177585	0.345678	0.211097	0.399199	0.079882	0.322542	0.323746
83	0.294459	0.133902	0.347512	0.105198	0.229612	0.168040	0.296948	0.240780	0.415185	0.121837	0.522259	0.371526	0.169299	0.045460	0.255961	0.279170	0.608297	0.136800	0.888872	0.608587	0.316805	0.087239	0.296730	0.128278	0.462552	0.083606	0.480857	0.284136	0.080552	0.134627	0.312039	0.027406	0.469226	0.179526	0.456198	0.234958	0.143036	0.056477	0.240364	0.265026	0.693769	0.147231	0.367879	0.302569	0.377158	0.079575	0.343327	0.409201
84	0.280839	0.130474	0.347608	0.104796	0.211247	0.170149	0.300682	0.232843	0.382306	0.122059	0.494951	0.348035	0.134553	0.050722	0.255464	0.315503	0.575261	0.153450	0.838028	0.607845	0.303474	0.074235	0.275415	0.146897	0.424002	0.076643	0.438292	0.266509	0.080406	0.135346	0.305103	0.030302	0.428492	0.178683	0.457398	0.204507	0.146143	0.056663	0.240190	0.254463	0.688880	0.127400	0.429919	0.403376	0.332787	0.079320	0.361375	0.453914
85	0.286743	0.132466	0.344605	0.105111	0.181569	0.170769	0.298515	0.233593	0.366339	0.129334	0.453480	0.350040	0.111765	0.054717	0.265070	0.358869	0.537930	0.187575	0.798970	0.628562	0.266355	0.060808	0.271829	0.155050	0.415108	0.064227	0.392398	0.259219	0.082153	0.127762	0.260045	0.030357	0.399117	0.171284	0.433150	0.188637	0.153582	0.048982	0.236007	0.210088	0.663477	0.133846	0.447780	0.476234	0.286244	0.079088	0.358569	0.465648
86	0.294969	0.134720	0.330968	0.106972	0.164898	0.172539	0.273254	0.244110	0.403556	0.147506	0.424373	0.353653	0.104686	0.054868	0.284925	0.398686	0.561195	0.231493	0.750385	0.648934	0.216381	0.059050	0.270614	0.155362	0.416147	0.059080	0.371040	0.258661	0.117862	0.135736	0.239733	0.032450	0.396823	0.168124	0.397567	0.187526	0.155815	0.042608	0.234468	0.192418	0.598781	0.137516	0.448755	0.509072	0.267235	0.076667	0.333576	0.469284
87	0.290954	0.134809	0.281585	0.117693	0.167050	0.165529	0.220034	0.247357	0.360010	0.151348	0.434709	0.346229	0.111665	0.055025	0.304952	0.430042	0.637750	0.257491	0.723558	0.665030	0.192427	0.059743	0.252653	0.170995	0.409053	0.062961	0.364098	0.262423	0.136842	0.151554	0.228430	0.039851	0.369070	0.164460	0.364387	0.199414	0.121360	0.042150	0.230575	0.151212	0.601446	0.138383	0.437139	0.513668	0.255839	0.067947	0.321703	0.508774
88	0.296680	0.136069	0.216298	0.129279	0.160959	0.144215	0.176429	0.224477	0.355863	0.141949	0.431340	0.314949	0.107314	0.055257	0.309981	0.448042	0.690165	0.258500	0.733498	0.675342	0.186389	0.058547	0.210375	0.191729	0.363797	0.077804	0.365718	0.263843	0.140262	0.161513	0.154476	0.042615	0.346693	0.164729	0.366087	0.216031	0.095415	0.039992	0.194877	0.070378	0.581853	0.136736	0.432066	0.561629	0.184022	0.062164	0.317827	0.563697
89	0.317005	0.135019	0.200985	0.145641	0.138874	0.126866	0.154707	0.207094	0.358330	0.137868	0.401298	0.279699	0.099557	0.054814	0.312395	0.444390	0.688695	0.251954	0.741009	0.677108	0.186255	0.049322	0.178034	0.200059	0.365017	0.079404	0.358623	0.254569	0.143038	0.158877	0.130896	0.040492	0.321560	0.160205	0.372990	0.226156	0.101142	0.039253	0.144033	0.071966	0.514535	0.132289	0.428426	0.644898	0.147760	0.061874	0.326543	0.597697
90	0.299165	0.127938	0.239315	0.166182	0.135629	0.110323	0.156349	0.205519	0.361502	0.135418	0.353688	0.265227	0.088642	0.054529	0.303184	0.447404	0.644174	0.256180	0.769456	0.670117	0.161750	0.040399	0.194080	0.200804	0.403724	0.081658	0.367119	0.239476	0.190417	0.166164	0.119525	0.038739	0.321516	0.142697	0.370366	0.227473	0.103243	0.039251	0.122110	0.106060	0.459595	0.135267	0.422954	0.697422	0.131828	0.064570	0.324160	0.609287
91	0.280061	0.121005	0.256875	0.195193	0.136224	0.099946	0.154621	0.231771	0.358378	0.128189	0.337324	0.282362	0.086586	0.052463	0.310854	0.498858	0.622965	0.282531	0.778227	0.640685	0.126476	0.039815	0.196237	0.197056	0.431703	0.086243	0.399065	0.220848	0.208720	0.159670	0.125023	0.038629	0.372268	0.120066	0.371992	0.225384	0.101890	0.040147	0.118041	0.109890	0.490759	0.152607	0.428701	0.739689	0.122569	0.062024	0.322458	0.610486
92	0.279780	0.106288	0.226799	0.208103	0.137420	0.093485	0.143311	0.272963	0.376336	0.125806	0.338209	0.333668	0.081822	0.048981	0.339121	0.567641	0.734770	0.323853	0.743815	0.601085	0.122316	0.039656	0.197693	0.194893	0.461474	0.091609	0.411257	0.191352	0.210292	0.156470	0.124760	0.035623	0.393517	0.105854	0.402117	0.229318	0.084322	0.040057	0.123861	0.113182	0.563204	0.160257	0.456815	0.764558	0.121385	0.056470	0.324786	0.610536
93	0.283209	0.095599	0.203674	0.209988	0.145147	0.092776	0.127197	0.299718	0.369075	0.121134	0.339453	0.361046	0.077476	0.048139	0.399801	0.630010	0.903746	0.356108	0.690349	0.566244	0.103622	0.040460	0.201047	0.200831	0.465092	0.096225	0.432756	0.151705	0.248748	0.153974	0.119985	0.033540	0.396648	0.110872	0.454763	0.246058	0.074962	0.032713	0.113240	0.116549	0.570082	0.159625	0.505893	0.772959	0.132546	0.052934	0.328731	0.610637
94	0.292085	0.091317	0.210144	0.209759	0.147218	0.093311	0.146056	0.309911	0.342221	0.121346	0.320497	0.349239	0.087847	0.047973	0.435860	0.664268	0.959842	0.364071	0.677737	0.550270	0.100218	0.039054	0.195370	0.205868	0.508999	0.104500	0.452332	0.123342	0.238575	0.137240	0.141697	0.031567	0.422391	0.116047	0.516166	0.272285	0.079236	0.021733	0.112731	0.131048	0.583941	0.154762	0.577948	0.773851	0.148377	0.048994	0.353202	0.610440
95	0.304616	0.087799	0.220233	0.205175	0.179375	0.093353	0.236563	0.309787	0.330803	0.117723	0.280952	0.339662	0.097751	0.048176	0.462257	0.675106	0.968152	0.363773	0.698529	0.568247	0.080639	0.037999	0.169256	0.199674	0.557422	0.106624	0.451054	0.133246	0.228219	0.114384	0.149863	0.022847	0.434662	0.120531	0.554888	0.296961	0.073729	0.021408	0.109987	0.131683	0.586284	0.154241	0.629143	0.767190	0.153275	0.045860	0.380171	0.604895
96	0.324987	0.089907	0.229359	0.204235	0.225217	0.094412	0.288424	0.317658	0.298914	0.094471	0.245023	0.387000	0.106379	0.047778	0.458839	0.671073	0.970157	0.363653	0.730208	0.599585	0.079625	0.033921	0.166379	0.183479	0.599021	0.116490	0.474387	0.165647	0.221857	0.093770	0.159118	0.014680	0.431854	0.122781	0.574563	0.314458	0.066990	0.020822	0.112405	0.137410	0.599249	0.149277	0.634845	0.744311	0.151335	0.046139	0.373779	0.575221
97	0.330511	0.102070	0.244112	0.215139	0.237126	0.096841	0.338050	0.364443	0.197325	0.058141	0.244599	0.431614	0.107647	0.041240	0.458911	0.657471	0.970050	0.363109	0.749803	0.614868	0.093155	0.035420	0.170340	0.173375	0.659009	0.119975	0.489550	0.186612	0.221352	0.095702	0.159585	0.021972	0.431986	0.119255	0.572049	0.326766	0.072551	0.017251	0.117680	0.134696	0.644855	0.133098	0.586532	0.697413	0.152264	0.045547	0.342927	0.521730
