	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d
30	0.371596	0.278469	0.464823	0.106484	0.448678	0.402171	0.542512	0.165580	0.363189	0.246172	0.511862	0.424476	0.368888	0.403279	0.237941	0.114149	0.309527	0.347767	0.471605	0.220565	0.458147	0.301721	0.336091	0.154194	0.231270	0.419804	0.578327	0.129722	0.556525	0.713635	0.256115	0.198072	0.236273	0.286525	0.912700	0.308264	0.347717	0.406896	0.411875	0.124028	0.184922	0.183522	0.510507	0.324337	0.282258	0.325072	0.499056	0.069920	0.242803	0.217845	0.292518	0.687430	0.446804	0.312850	1.010589	0.795298	0.284551	0.348941	0.456176	0.627003	0.430099	0.655209	0.270221	0.070246
31	0.373276	0.276740	0.461487	0.084719	0.451953	0.403668	0.536600	0.158225	0.382650	0.280363	0.517494	0.451623	0.371973	0.363580	0.228750	0.105416	0.355895	0.354268	0.449576	0.234059	0.441917	0.298980	0.359062	0.154469	0.234203	0.413857	0.584548	0.129529	0.540486	0.736092	0.266964	0.213171	0.236002	0.285259	0.923088	0.308382	0.359192	0.411450	0.399437	0.122565	0.191589	0.181108	0.491803	0.316041	0.297686	0.331766	0.483670	0.067099	0.271888	0.249418	0.295652	0.701163	0.444092	0.313013	1.027061	0.820520	0.287195	0.357279	0.540889	0.624475	0.434014	0.654769	0.276791	0.080198
32	0.357207	0.280938	0.462312	0.082604	0.437540	0.402176	0.536688	0.161129	0.387282	0.288617	0.553751	0.461375	0.377413	0.340951	0.218363	0.104725	0.373856	0.358930	0.419427	0.228246	0.440486	0.291873	0.356822	0.157205	0.230791	0.303716	0.591021	0.134633	0.563167	0.771568	0.273826	0.214976	0.235111	0.278687	0.915298	0.296921	0.355637	0.410204	0.392600	0.124335	0.209663	0.205558	0.493865	0.307101	0.269374	0.332254	0.487226	0.069246	0.280672	0.274418	0.287250	0.699235	0.423339	0.305631	1.009697	0.821377	0.303926	0.356178	0.615892	0.609479	0.440391	0.569976	0.277611	0.080641
33	0.346103	0.289063	0.439462	0.086762	0.419783	0.394421	0.541234	0.181415	0.403085	0.289113	0.610266	0.449031	0.346255	0.322219	0.224055	0.108419	0.382017	0.341610	0.416396	0.224873	0.434436	0.285456	0.330917	0.164050	0.228427	0.274638	0.489642	0.129720	0.515621	0.777932	0.288512	0.232070	0.221431	0.275602	0.908355	0.283899	0.364833	0.506311	0.346407	0.158918	0.222024	0.239582	0.501758	0.298540	0.279116	0.295883	0.431560	0.066131	0.287662	0.274093	0.285566	0.701559	0.392820	0.300779	0.869697	0.806152	0.374469	0.359499	0.644925	0.582946	0.441429	0.526207	0.295710	0.088398
34	0.326598	0.344482	0.492894	0.093853	0.400865	0.385551	0.542169	0.195205	0.402229	0.290086	0.588423	0.429887	0.314617	0.357062	0.221672	0.109816	0.379866	0.347602	0.364857	0.231522	0.428321	0.302599	0.328565	0.180037	0.235549	0.283618	0.433897	0.135267	0.623759	0.794017	0.304863	0.255203	0.222114	0.280574	0.846563	0.284802	0.291243	0.641682	0.302484	0.213053	0.224317	0.324844	0.551822	0.294911	0.281844	0.281566	0.386585	0.096050	0.299045	0.274422	0.247768	0.699054	0.379032	0.267459	0.716306	0.812677	0.413836	0.379474	0.648374	0.575043	0.434513	0.547384	0.274565	0.098316
35	0.357511	0.360872	0.542718	0.091242	0.396418	0.405239	0.587240	0.238481	0.397954	0.301191	0.577415	0.428288	0.252547	0.338992	0.219245	0.110587	0.380259	0.335086	0.340358	0.234970	0.431053	0.310496	0.349685	0.187658	0.216579	0.288168	0.462441	0.149070	0.560228	0.738736	0.295258	0.284024	0.201858	0.283281	0.795042	0.282246	0.286940	0.659307	0.286758	0.231657	0.242540	0.414306	0.646880	0.307470	0.288279	0.279985	0.347108	0.100572	0.300009	0.276260	0.243530	0.661559	0.378664	0.240135	0.615998	0.824681	0.409824	0.386967	0.650113	0.573843	0.450813	0.526784	0.287285	0.105952
36	0.420400	0.381392	0.496572	0.092716	0.390606	0.452297	0.621373	0.267936	0.393960	0.302902	0.584605	0.447959	0.296128	0.343274	0.211220	0.108493	0.388061	0.328206	0.301542	0.234918	0.507714	0.307650	0.348342	0.190215	0.205680	0.290738	0.436626	0.150354	0.537258	0.718680	0.289259	0.296624	0.201351	0.294040	0.733408	0.271451	0.340443	0.675041	0.295478	0.239968	0.244042	0.422892	0.651363	0.308773	0.287051	0.234124	0.283287	0.089924	0.306392	0.282332	0.258599	0.608158	0.370367	0.173438	0.611420	0.830145	0.409200	0.375789	0.650739	0.552507	0.431216	0.474174	0.284565	0.106211
37	0.443220	0.383997	0.451595	0.101541	0.369170	0.452337	0.639254	0.283976	0.393268	0.323936	0.602467	0.465731	0.295754	0.351717	0.205740	0.089179	0.375681	0.306443	0.249607	0.246379	0.586219	0.307664	0.341399	0.199909	0.188939	0.296415	0.431188	0.164570	0.537336	0.648595	0.314324	0.301038	0.207838	0.302167	0.607966	0.249933	0.330132	0.699446	0.298384	0.246678	0.265184	0.432989	0.672887	0.307197	0.268263	0.229047	0.294550	0.102483	0.303168	0.282716	0.301417	0.565488	0.354836	0.153504	0.623058	0.838403	0.401023	0.349808	0.682208	0.492751	0.410859	0.421759	0.288079	0.106281
38	0.434630	0.396313	0.441539	0.109009	0.298109	0.425373	0.634095	0.283778	0.393247	0.341971	0.694960	0.473416	0.316621	0.334548	0.205579	0.077076	0.334463	0.269321	0.334311	0.283330	0.588372	0.293107	0.339054	0.212206	0.197347	0.296789	0.428972	0.177323	0.546350	0.640603	0.385037	0.303910	0.206553	0.282421	0.501518	0.207413	0.331988	0.678744	0.303999	0.346444	0.268998	0.450815	0.693545	0.306173	0.255720	0.242198	0.219798	0.132785	0.298405	0.280646	0.343598	0.543977	0.309677	0.150933	0.594769	0.848309	0.348074	0.343434	0.679585	0.380712	0.410233	0.407309	0.351315	0.111297
39	0.465485	0.390506	0.417237	0.114325	0.305011	0.406160	0.618253	0.281297	0.396969	0.346096	0.737906	0.450139	0.348014	0.337312	0.222332	0.076779	0.322833	0.262923	0.381038	0.328471	0.590831	0.255078	0.352880	0.218422	0.251493	0.300188	0.437478	0.185850	0.541368	0.633174	0.433293	0.307035	0.213838	0.261878	0.482531	0.153850	0.357996	0.640959	0.354780	0.481983	0.268737	0.486768	0.705790	0.313516	0.308623	0.206772	0.216327	0.151828	0.292676	0.259179	0.395005	0.543225	0.268032	0.138241	0.571865	0.869372	0.348643	0.291259	0.672946	0.281341	0.339796	0.390540	0.402382	0.118651
40	0.463588	0.370922	0.402444	0.150814	0.284868	0.390596	0.582122	0.284878	0.406293	0.336024	0.749105	0.407291	0.475000	0.333458	0.249726	0.072512	0.297022	0.262128	0.384723	0.356384	0.563235	0.273860	0.390520	0.210820	0.253411	0.308600	0.564366	0.222783	0.568873	0.629523	0.489816	0.307412	0.200395	0.252308	0.464821	0.117970	0.365417	0.642051	0.414742	0.544252	0.272001	0.494752	0.696018	0.317871	0.257465	0.136881	0.210577	0.157207	0.237727	0.232383	0.432135	0.500742	0.166203	0.113447	0.572653	0.885674	0.349817	0.273340	0.703864	0.283307	0.300272	0.385011	0.438915	0.117582
41	0.428210	0.371364	0.390444	0.251737	0.233702	0.382224	0.526210	0.298295	0.402415	0.333498	0.757489	0.395309	0.544376	0.338320	0.240968	0.066016	0.295441	0.262674	0.384362	0.359241	0.563344	0.283600	0.414871	0.202480	0.250676	0.307103	0.723365	0.259706	0.587779	0.567971	0.506106	0.291971	0.188562	0.255519	0.443226	0.110825	0.389595	0.650550	0.498468	0.549539	0.269992	0.485848	0.690481	0.345611	0.244867	0.148549	0.277650	0.166250	0.205751	0.225360	0.440502	0.369112	0.172392	0.128656	0.571605	0.855090	0.350687	0.260643	0.740356	0.404993	0.297457	0.378093	0.450721	0.114562
42	0.421437	0.369979	0.395426	0.346787	0.192030	0.457873	0.454738	0.315305	0.341274	0.333930	0.764314	0.421491	0.605873	0.338277	0.245837	0.068098	0.299006	0.211788	0.424953	0.344057	0.555831	0.288883	0.415847	0.206665	0.230549	0.298968	0.804173	0.290551	0.589861	0.560208	0.506405	0.268009	0.202411	0.235152	0.428429	0.112437	0.379359	0.621704	0.506936	0.593803	0.257879	0.491743	0.630953	0.361427	0.241691	0.207207	0.303301	0.168103	0.199495	0.199759	0.472434	0.302758	0.169483	0.146115	0.511056	0.741138	0.345457	0.258196	0.753194	0.605113	0.330117	0.377699	0.452382	0.115508
43	0.425116	0.370092	0.432719	0.409390	0.187195	0.528415	0.430217	0.329408	0.345406	0.323039	0.762169	0.501940	0.597553	0.336585	0.255573	0.069266	0.254437	0.200256	0.584795	0.385870	0.555671	0.291473	0.386246	0.207454	0.215733	0.262017	0.826302	0.316397	0.592200	0.527741	0.506378	0.242186	0.217453	0.231248	0.374928	0.110207	0.380549	0.460080	0.518447	0.645212	0.240279	0.491721	0.614667	0.368800	0.231564	0.217815	0.311082	0.158367	0.160410	0.162585	0.557039	0.297636	0.171005	0.156053	0.397896	0.600332	0.338885	0.267940	0.765817	0.730924	0.360559	0.382554	0.453015	0.119484
44	0.420182	0.361161	0.447316	0.426677	0.202076	0.561468	0.438685	0.339609	0.292916	0.282417	0.807163	0.585473	0.589801	0.330386	0.286414	0.071095	0.237411	0.236809	0.710059	0.450439	0.591358	0.395850	0.387158	0.207113	0.214921	0.245078	0.824232	0.330875	0.587031	0.496655	0.540094	0.262684	0.217469	0.233852	0.305074	0.102613	0.418944	0.370780	0.573722	0.673487	0.237282	0.491821	0.619173	0.367852	0.226737	0.223589	0.329042	0.159049	0.156207	0.145810	0.576327	0.294805	0.171937	0.165216	0.326475	0.533567	0.339273	0.260872	0.741959	0.764844	0.371386	0.363977	0.456702	0.118735
45	0.432652	0.354528	0.446786	0.430204	0.222503	0.567990	0.466294	0.347381	0.259717	0.249380	0.870882	0.638270	0.590628	0.308273	0.414017	0.077324	0.230362	0.243834	0.739755	0.487464	0.607721	0.407647	0.433129	0.204544	0.239409	0.205236	0.799112	0.336346	0.552139	0.441411	0.588376	0.309940	0.214105	0.249601	0.306467	0.104431	0.369422	0.363572	0.583799	0.676547	0.218513	0.477580	0.620264	0.366116	0.231090	0.224937	0.336415	0.176989	0.137912	0.154084	0.582786	0.280424	0.179550	0.181170	0.318664	0.497976	0.311462	0.258532	0.725570	0.768254	0.428536	0.343860	0.458220	0.120312
46	0.436639	0.355666	0.435238	0.433829	0.269848	0.569807	0.481138	0.343044	0.256104	0.237793	0.877171	0.659043	0.587636	0.242847	0.486951	0.084260	0.237238	0.227348	0.747065	0.495560	0.648137	0.395715	0.496595	0.185950	0.268035	0.213947	0.804865	0.334856	0.552424	0.420918	0.638074	0.342139	0.216201	0.257328	0.306424	0.137658	0.356884	0.295267	0.581969	0.675733	0.218725	0.464691	0.627505	0.361579	0.229016	0.258901	0.322793	0.223467	0.130904	0.206362	0.580666	0.256722	0.249372	0.258751	0.346613	0.491417	0.210793	0.250030	0.717642	0.798061	0.468778	0.310602	0.441709	0.115112
47	0.436723	0.361469	0.436087	0.447220	0.288694	0.570291	0.498026	0.335429	0.298901	0.248041	0.809983	0.661820	0.586067	0.198251	0.510129	0.089892	0.253724	0.233853	0.753615	0.493377	0.643718	0.375430	0.485387	0.170963	0.281822	0.227864	0.816484	0.335911	0.422838	0.321134	0.686289	0.364263	0.239279	0.251046	0.297456	0.188157	0.353425	0.200227	0.586636	0.648646	0.244179	0.395443	0.576323	0.348372	0.233804	0.249835	0.360550	0.274685	0.154055	0.199727	0.574906	0.251170	0.283542	0.310285	0.376220	0.463707	0.184540	0.255777	0.780723	0.901374	0.486434	0.226556	0.409271	0.102881
48	0.461461	0.341236	0.490243	0.461903	0.294165	0.567475	0.467330	0.318084	0.320488	0.271688	0.810747	0.675253	0.563921	0.197950	0.527439	0.097969	0.240527	0.260505	0.761205	0.493321	0.634745	0.395503	0.484147	0.169640	0.276226	0.221634	0.789828	0.351401	0.428378	0.312035	0.698113	0.353507	0.238194	0.238116	0.318818	0.244301	0.356289	0.162645	0.563235	0.555382	0.276259	0.309577	0.469986	0.333496	0.194152	0.285126	0.355395	0.281804	0.182057	0.187533	0.569646	0.256322	0.304547	0.309836	0.379246	0.422277	0.295875	0.277372	0.837298	1.022021	0.478118	0.263343	0.397161	0.093417
49	0.483169	0.322909	0.562306	0.474624	0.304291	0.532597	0.409347	0.284061	0.325467	0.251693	0.858957	0.713608	0.565507	0.173725	0.543460	0.118860	0.261436	0.273264	0.749475	0.483727	0.525882	0.428959	0.497500	0.168249	0.276206	0.218252	0.836608	0.443911	0.420228	0.295621	0.698756	0.347072	0.236408	0.213608	0.376925	0.286759	0.289557	0.144366	0.514438	0.471368	0.305659	0.309798	0.469269	0.339447	0.161579	0.281221	0.360416	0.291178	0.189097	0.187255	0.533340	0.262911	0.332376	0.326993	0.388914	0.402223	0.376189	0.261010	0.899000	1.085699	0.519232	0.261923	0.397800	0.091957
50	0.430245	0.371352	0.598804	0.478795	0.307531	0.495840	0.372468	0.254948	0.337956	0.254227	0.900056	0.766118	0.553720	0.175792	0.548617	0.144739	0.278637	0.315195	0.714438	0.461816	0.510373	0.438745	0.514663	0.172102	0.282308	0.238660	0.875556	0.521375	0.399217	0.293425	0.693736	0.367583	0.234234	0.183056	0.423104	0.299734	0.264230	0.096687	0.452222	0.459189	0.293049	0.296456	0.435325	0.341248	0.172335	0.281534	0.319433	0.346282	0.196072	0.251345	0.492214	0.264482	0.342377	0.348005	0.369870	0.381853	0.377552	0.286223	0.978916	1.114202	0.549783	0.257315	0.395986	0.091913
51	0.429800	0.328450	0.601908	0.479863	0.314621	0.462993	0.412473	0.242278	0.404350	0.225458	0.893648	0.785054	0.544528	0.198786	0.546769	0.152132	0.310498	0.376122	0.697889	0.430407	0.455848	0.434794	0.510761	0.170716	0.285234	0.238359	0.903216	0.549522	0.396350	0.274371	0.672513	0.389006	0.236710	0.200721	0.433145	0.298150	0.269995	0.082684	0.402676	0.430271	0.303432	0.243319	0.429703	0.327284	0.174445	0.261400	0.304168	0.419828	0.270312	0.268356	0.468937	0.247579	0.343183	0.361827	0.368081	0.352565	0.379647	0.307170	0.983489	1.118565	0.549886	0.260533	0.347140	0.107240
52	0.415010	0.313940	0.628151	0.486141	0.319916	0.469146	0.454241	0.242037	0.418861	0.207640	0.831514	0.784428	0.498393	0.208774	0.539112	0.154009	0.316631	0.394551	0.700928	0.404346	0.522070	0.428304	0.485182	0.168750	0.252625	0.233759	0.913847	0.554782	0.393860	0.251854	0.671306	0.400270	0.236087	0.233664	0.452247	0.312932	0.246176	0.112097	0.381905	0.316355	0.388914	0.202768	0.455106	0.304630	0.212514	0.254946	0.326620	0.468168	0.294669	0.275966	0.473665	0.231046	0.332020	0.380137	0.366482	0.300800	0.448031	0.306505	0.981968	1.115558	0.572577	0.258701	0.295653	0.122974
53	0.388028	0.337061	0.641934	0.500987	0.362308	0.534265	0.463390	0.240638	0.421637	0.199029	0.783848	0.783466	0.367925	0.208419	0.554073	0.160382	0.313978	0.387561	0.706780	0.389269	0.546776	0.414735	0.453309	0.169833	0.250262	0.246538	0.886022	0.545140	0.356038	0.247745	0.660526	0.401868	0.269935	0.269002	0.486528	0.346673	0.258562	0.116866	0.252525	0.190861	0.422110	0.181320	0.457662	0.289099	0.210125	0.267321	0.317675	0.475276	0.295487	0.278761	0.452350	0.209588	0.339226	0.393023	0.361014	0.294791	0.536603	0.308729	0.960835	1.097071	0.572497	0.253166	0.238566	0.136630
54	0.359963	0.347933	0.648694	0.521725	0.406888	0.588628	0.474078	0.228500	0.554640	0.232707	0.751894	0.782863	0.286029	0.214976	0.560752	0.185786	0.333213	0.387221	0.686067	0.385609	0.549397	0.410227	0.447938	0.167375	0.253446	0.271874	0.776777	0.529904	0.458713	0.249059	0.653433	0.401455	0.272445	0.286992	0.495175	0.382807	0.273200	0.122289	0.178122	0.137846	0.454434	0.173575	0.446867	0.284954	0.228494	0.261565	0.306905	0.495363	0.294387	0.294073	0.379453	0.219923	0.346376	0.393037	0.336507	0.336500	0.629317	0.330344	0.916498	1.053694	0.565284	0.246822	0.233935	0.147117
55	0.383383	0.348596	0.648508	0.517236	0.436026	0.605568	0.474373	0.202027	0.553492	0.233283	0.748430	0.782841	0.319143	0.218868	0.600633	0.202952	0.354011	0.396887	0.546106	0.330717	0.553519	0.420810	0.485153	0.163943	0.260230	0.301819	0.681374	0.513951	0.462699	0.248726	0.653287	0.401496	0.263440	0.352261	0.490400	0.410764	0.281821	0.129795	0.203669	0.143143	0.453814	0.153159	0.456688	0.284387	0.231710	0.248576	0.345230	0.508025	0.298494	0.328514	0.319053	0.238058	0.349509	0.400826	0.333727	0.360237	0.648732	0.328429	0.883353	0.959856	0.546981	0.249849	0.235586	0.146223
56	0.471310	0.348358	0.646250	0.478241	0.477433	0.588656	0.478790	0.172121	0.577595	0.255605	0.754314	0.772181	0.341221	0.217706	0.607467	0.208785	0.399112	0.396797	0.376389	0.234206	0.546228	0.402157	0.497610	0.163712	0.263602	0.308580	0.679834	0.507049	0.464207	0.241298	0.645013	0.398432	0.273514	0.349284	0.455346	0.424877	0.279582	0.130179	0.221168	0.156822	0.454871	0.173613	0.462091	0.280818	0.226497	0.235325	0.354718	0.485434	0.299793	0.363591	0.329976	0.249801	0.350171	0.410609	0.370085	0.372506	0.662438	0.359078	0.845079	0.891248	0.528626	0.249993	0.236204	0.147317
57	0.483723	0.381669	0.631164	0.419646	0.563023	0.549077	0.471585	0.147381	0.577978	0.306241	0.828959	0.725429	0.394060	0.217236	0.542155	0.205534	0.456630	0.405032	0.342052	0.143280	0.542810	0.334538	0.482623	0.156309	0.262226	0.334247	0.726845	0.517181	0.525215	0.208363	0.609716	0.374446	0.270289	0.360291	0.449407	0.431931	0.341915	0.129765	0.222811	0.163013	0.460168	0.198476	0.472865	0.279155	0.226992	0.235318	0.353173	0.479917	0.298272	0.369058	0.331899	0.248576	0.356194	0.418719	0.383917	0.374587	0.675050	0.400985	0.818604	0.870286	0.521855	0.257040	0.225862	0.154006
58	0.483918	0.456196	0.624918	0.379614	0.567608	0.554565	0.448795	0.124352	0.586763	0.312769	0.854998	0.653016	0.393488	0.218798	0.463906	0.201537	0.513387	0.407316	0.382536	0.099237	0.496075	0.337801	0.463770	0.159437	0.243954	0.353544	0.798889	0.528541	0.550224	0.229543	0.585837	0.334811	0.270935	0.351858	0.441829	0.434047	0.346143	0.127443	0.235259	0.165258	0.467177	0.237186	0.502878	0.284416	0.258796	0.232734	0.411495	0.485630	0.298713	0.371462	0.363298	0.251098	0.351741	0.416730	0.422098	0.374419	0.678575	0.403800	0.820676	0.868537	0.488878	0.240588	0.260841	0.170237
59	0.496548	0.469946	0.618624	0.373141	0.563088	0.554892	0.447958	0.107630	0.591854	0.311446	0.811044	0.577951	0.391408	0.206376	0.431944	0.197615	0.521258	0.434751	0.368677	0.096160	0.482911	0.340083	0.465092	0.167964	0.228993	0.350218	0.823011	0.536618	0.605586	0.250332	0.527453	0.291572	0.282063	0.367883	0.448012	0.425798	0.355339	0.130407	0.226534	0.157781	0.461580	0.236917	0.503812	0.294042	0.252516	0.236101	0.406558	0.466583	0.276071	0.418865	0.363055	0.258438	0.314433	0.380843	0.429161	0.393266	0.677773	0.401235	0.809070	0.828951	0.473559	0.306629	0.283388	0.186056
60	0.512131	0.468507	0.619555	0.374384	0.563086	0.558528	0.434397	0.106164	0.599304	0.312910	0.786427	0.539318	0.401242	0.211625	0.426667	0.192323	0.525229	0.417632	0.375472	0.091677	0.491850	0.343797	0.495716	0.170397	0.204545	0.332248	0.836055	0.542727	0.624933	0.306873	0.464237	0.252389	0.274553	0.411570	0.462083	0.406186	0.343341	0.137527	0.229091	0.134120	0.447634	0.243272	0.489356	0.311729	0.264733	0.222873	0.393543	0.453376	0.303126	0.427209	0.367408	0.261081	0.286562	0.332588	0.404142	0.410633	0.672585	0.375702	0.764594	0.693706	0.471421	0.314221	0.305273	0.195511
61	0.513657	0.466133	0.624574	0.364195	0.558489	0.558610	0.429096	0.109937	0.596675	0.313719	0.782185	0.533340	0.414443	0.232001	0.434605	0.183130	0.536573	0.416123	0.400516	0.092955	0.496388	0.291788	0.498582	0.168377	0.204111	0.328795	0.868087	0.541758	0.707842	0.305529	0.451725	0.247520	0.272038	0.430834	0.525539	0.375381	0.347667	0.123895	0.236302	0.122679	0.433237	0.250197	0.486114	0.317042	0.249645	0.221176	0.364552	0.403145	0.349139	0.435825	0.383706	0.262879	0.264044	0.349596	0.410431	0.415320	0.653151	0.360233	0.726026	0.513825	0.460968	0.282267	0.366414	0.203699
62	0.537503	0.462126	0.622142	0.345649	0.552312	0.557139	0.436643	0.105844	0.588712	0.338588	0.771269	0.513912	0.430620	0.236210	0.439613	0.161153	0.535210	0.384456	0.417819	0.115446	0.494366	0.261292	0.478589	0.155596	0.206700	0.327873	0.834650	0.475331	0.731148	0.400470	0.449377	0.241223	0.273012	0.447785	0.531710	0.345454	0.339717	0.112228	0.243438	0.140387	0.405845	0.345407	0.485418	0.310523	0.256104	0.197483	0.408350	0.393103	0.319177	0.425222	0.384308	0.262817	0.231777	0.351526	0.414838	0.415033	0.627184	0.415933	0.619065	0.379814	0.451220	0.306724	0.367840	0.204336
63	0.517804	0.458413	0.548946	0.323694	0.565707	0.560332	0.435043	0.111437	0.636310	0.355056	0.745135	0.448184	0.445362	0.219910	0.440300	0.152669	0.525936	0.330017	0.405877	0.133012	0.516043	0.283262	0.471743	0.135243	0.205551	0.311646	0.793055	0.381133	0.804594	0.415676	0.434304	0.197064	0.271718	0.448420	0.502708	0.332277	0.289543	0.112902	0.289887	0.263973	0.426615	0.404702	0.499879	0.296941	0.251859	0.204244	0.578588	0.387633	0.310090	0.419517	0.415666	0.255109	0.282768	0.340196	0.427486	0.413398	0.646615	0.396532	0.494381	0.291977	0.459449	0.344560	0.403387	0.204335
64	0.533873	0.510178	0.451314	0.311848	0.590573	0.572977	0.402546	0.113541	0.653380	0.356789	0.730057	0.320895	0.455976	0.199613	0.438743	0.155054	0.531062	0.306473	0.392907	0.119691	0.499526	0.311531	0.474391	0.113004	0.196014	0.325307	0.761105	0.322331	0.831453	0.458790	0.394227	0.154549	0.267869	0.439698	0.494239	0.332692	0.281274	0.104206	0.303435	0.352302	0.416856	0.414199	0.461039	0.292855	0.240299	0.202024	0.647993	0.361177	0.352195	0.419554	0.430758	0.233602	0.273290	0.364173	0.432863	0.408619	0.677040	0.377694	0.495074	0.275242	0.493607	0.345616	0.409593	0.195491
65	0.562133	0.492324	0.448208	0.310582	0.596506	0.591961	0.320934	0.113895	0.639357	0.369578	0.742956	0.232058	0.459979	0.191638	0.401233	0.152738	0.524080	0.295090	0.383567	0.113776	0.366185	0.331157	0.484492	0.103642	0.234486	0.329114	0.748029	0.302938	0.843988	0.470164	0.340976	0.121962	0.271868	0.426852	0.507868	0.324246	0.279810	0.102746	0.315098	0.365148	0.373416	0.422270	0.407172	0.287589	0.239064	0.202555	0.647717	0.358106	0.389336	0.455768	0.567472	0.220822	0.396007	0.416072	0.463235	0.399930	0.627495	0.397318	0.477166	0.276446	0.502454	0.352198	0.399877	0.184679
66	0.564938	0.490097	0.481711	0.316012	0.589341	0.548910	0.284048	0.114801	0.635208	0.366516	0.737439	0.201078	0.466237	0.185299	0.386535	0.122985	0.502286	0.294881	0.412660	0.118209	0.358146	0.354790	0.493904	0.100798	0.239624	0.314898	0.726048	0.298306	0.842495	0.493773	0.299748	0.119395	0.256892	0.422243	0.474729	0.290960	0.261097	0.099725	0.311135	0.375610	0.466543	0.423494	0.419133	0.265196	0.245328	0.165110	0.659170	0.349529	0.408389	0.459394	0.720601	0.203775	0.396399	0.407293	0.499545	0.362000	0.556142	0.403826	0.462418	0.255570	0.500866	0.372085	0.397531	0.188584
67	0.560992	0.477406	0.585798	0.317075	0.551146	0.486177	0.275890	0.119439	0.638729	0.364083	0.729207	0.190874	0.463588	0.214911	0.328042	0.086948	0.506576	0.284023	0.421000	0.147352	0.396281	0.347756	0.476839	0.096984	0.244347	0.291898	0.730778	0.293761	0.790489	0.528072	0.339053	0.116638	0.268668	0.426986	0.474245	0.241135	0.219772	0.095461	0.332517	0.452224	0.490779	0.437588	0.462772	0.232167	0.257388	0.143395	0.687827	0.328307	0.478213	0.457851	0.777035	0.193239	0.396939	0.419048	0.515441	0.287110	0.506312	0.399043	0.456184	0.208417	0.551404	0.386526	0.432841	0.201368
68	0.560493	0.508685	0.668435	0.299754	0.547155	0.475943	0.264816	0.123964	0.524790	0.344938	0.730709	0.202620	0.442037	0.226513	0.333814	0.064814	0.520670	0.253373	0.421270	0.179424	0.398174	0.336280	0.439930	0.094183	0.246384	0.257393	0.752626	0.297771	0.792394	0.523694	0.365678	0.116943	0.280488	0.388548	0.485163	0.188092	0.220851	0.086851	0.327509	0.473488	0.500797	0.439156	0.453990	0.208000	0.230702	0.196345	0.747622	0.327844	0.502864	0.430779	0.836907	0.202143	0.453780	0.415132	0.519862	0.236949	0.485028	0.399940	0.458288	0.119096	0.662970	0.386550	0.464119	0.213457
