	114_F_P_sh_L_D_A_01.c3d	114_F_P_sh_L_D_A_01.c3d	114_F_P_sh_L_D_A_01.c3d	114_F_P_sh_L_D_A_01.c3d	114_F_P_sh_L_D_A_01.c3d	114_F_P_sh_L_D_A_01.c3d	114_F_P_sh_L_D_A_01.c3d	114_F_P_sh_L_D_A_01.c3d	114_F_P_sh_L_D_A_03.c3d	114_F_P_sh_L_D_A_03.c3d	114_F_P_sh_L_D_A_03.c3d	114_F_P_sh_L_D_A_03.c3d	114_F_P_sh_L_D_A_03.c3d	114_F_P_sh_L_D_A_03.c3d	114_F_P_sh_L_D_A_03.c3d	114_F_P_sh_L_D_A_03.c3d	114_F_P_sh_L_D_A_05.c3d	114_F_P_sh_L_D_A_05.c3d	114_F_P_sh_L_D_A_05.c3d	114_F_P_sh_L_D_A_05.c3d	114_F_P_sh_L_D_A_05.c3d	114_F_P_sh_L_D_A_05.c3d	114_F_P_sh_L_D_A_05.c3d	114_F_P_sh_L_D_A_05.c3d	114_F_P_sh_L_D_A_06.c3d	114_F_P_sh_L_D_A_06.c3d	114_F_P_sh_L_D_A_06.c3d	114_F_P_sh_L_D_A_06.c3d	114_F_P_sh_L_D_A_06.c3d	114_F_P_sh_L_D_A_06.c3d	114_F_P_sh_L_D_A_06.c3d	114_F_P_sh_L_D_A_06.c3d	114_F_P_sh_L_D_A_07.c3d	114_F_P_sh_L_D_A_07.c3d	114_F_P_sh_L_D_A_07.c3d	114_F_P_sh_L_D_A_07.c3d	114_F_P_sh_L_D_A_07.c3d	114_F_P_sh_L_D_A_07.c3d	114_F_P_sh_L_D_A_07.c3d	114_F_P_sh_L_D_A_07.c3d	114_F_P_sh_L_D_A_10.c3d	114_F_P_sh_L_D_A_10.c3d	114_F_P_sh_L_D_A_10.c3d	114_F_P_sh_L_D_A_10.c3d	114_F_P_sh_L_D_A_10.c3d	114_F_P_sh_L_D_A_10.c3d	114_F_P_sh_L_D_A_10.c3d	114_F_P_sh_L_D_A_10.c3d
45	0.718691	0.731974	0.561847	0.248681	0.222779	0.385207	0.154052	0.096811	0.203253	0.283264	0.535317	0.547423	0.111404	0.294077	0.309042	0.314941	0.405876	0.213242	1.207271	1.379921	0.244151	0.149244	0.429613	0.274172	0.135943	0.203526	1.106518	1.168202	0.212777	0.436017	0.119164	0.053980	0.302112	0.207031	0.706231	0.756286	0.154966	0.142758	0.163407	0.200324	0.188827	0.166632	0.494272	0.453292	0.268121	0.492060	0.304858	0.229955
46	0.768432	0.747927	0.557998	0.252819	0.221436	0.388010	0.156325	0.094762	0.212631	0.283281	0.570888	0.590096	0.110899	0.290228	0.257378	0.255275	0.394369	0.212786	1.258432	1.399547	0.125699	0.157006	0.428563	0.272556	0.133150	0.197387	1.130250	1.182304	0.206386	0.435143	0.111612	0.053454	0.320065	0.211484	0.709476	0.761127	0.146991	0.144122	0.165267	0.203568	0.177667	0.169304	0.465455	0.421805	0.269089	0.492689	0.301469	0.216394
47	0.784589	0.749008	0.540548	0.254503	0.222258	0.385289	0.156684	0.093919	0.247886	0.282697	0.593188	0.718002	0.109248	0.276812	0.226129	0.175717	0.403995	0.221153	1.289489	1.440165	0.121107	0.160267	0.363276	0.253267	0.126565	0.178599	1.115110	1.172459	0.207208	0.434401	0.094126	0.043790	0.336354	0.220972	0.735425	0.804054	0.144717	0.154732	0.155828	0.210267	0.176647	0.179132	0.459464	0.410663	0.281802	0.501296	0.287445	0.168574
48	0.723722	0.716549	0.525532	0.257062	0.227035	0.346109	0.156590	0.096103	0.254647	0.258187	0.591218	0.826345	0.101125	0.274186	0.205009	0.128785	0.415746	0.218763	1.236171	1.433758	0.124917	0.159314	0.236977	0.224505	0.129962	0.169176	1.086453	1.137917	0.211497	0.423250	0.093442	0.039258	0.332650	0.217313	0.770720	0.870700	0.168964	0.154202	0.146564	0.189364	0.160123	0.178017	0.472700	0.404572	0.276210	0.493346	0.245130	0.123209
49	0.661515	0.686090	0.530587	0.258628	0.225515	0.308088	0.147192	0.099094	0.253333	0.231962	0.590703	0.847959	0.097694	0.283240	0.201695	0.112377	0.377837	0.182808	1.143597	1.364484	0.125904	0.167803	0.210358	0.204156	0.129571	0.152988	1.071555	1.100666	0.211929	0.416429	0.090245	0.040110	0.303628	0.188084	0.798043	0.911428	0.166619	0.157025	0.163367	0.172063	0.156816	0.239991	0.492058	0.377438	0.259986	0.397484	0.253034	0.126332
50	0.671550	0.691731	0.538235	0.257236	0.223275	0.292827	0.120892	0.099838	0.254386	0.220722	0.599969	0.860747	0.107734	0.269176	0.202156	0.111146	0.292581	0.162535	1.119337	1.336573	0.125517	0.171401	0.209153	0.204073	0.122873	0.143018	1.083518	1.091722	0.215525	0.310378	0.086822	0.039405	0.289256	0.179299	0.793859	0.932069	0.163959	0.187385	0.155930	0.151357	0.161994	0.252572	0.467849	0.339039	0.276347	0.396473	0.299112	0.156614
51	0.722098	0.702769	0.540088	0.248287	0.214393	0.215851	0.115925	0.099284	0.257780	0.204037	0.631304	0.934617	0.105589	0.267547	0.203067	0.112341	0.297019	0.166263	1.146159	1.375890	0.122179	0.180541	0.208297	0.202161	0.122927	0.137463	1.085550	1.110905	0.223307	0.280210	0.091472	0.041955	0.301166	0.190444	0.772763	0.934808	0.163483	0.188503	0.167966	0.141523	0.193686	0.251542	0.422782	0.339515	0.272792	0.382475	0.306351	0.182297
52	0.755351	0.714009	0.532685	0.228362	0.212543	0.200136	0.123703	0.100425	0.231101	0.129949	0.657578	1.010673	0.110302	0.259218	0.186949	0.109358	0.314986	0.161779	1.120967	1.399723	0.196357	0.192944	0.196714	0.193793	0.123484	0.137582	1.053230	1.129439	0.220713	0.233119	0.096973	0.046031	0.295406	0.182609	0.772654	0.924915	0.164396	0.189101	0.183034	0.149382	0.219845	0.252972	0.381763	0.349499	0.241808	0.361631	0.308818	0.203314
53	0.877106	0.715381	0.501931	0.196267	0.213082	0.185215	0.128429	0.100649	0.232930	0.097972	0.684605	1.070047	0.154405	0.267482	0.167500	0.098356	0.306211	0.145954	0.996389	1.315063	0.271003	0.195008	0.157053	0.152499	0.126436	0.137441	0.966951	1.111038	0.227898	0.232728	0.093867	0.050072	0.278217	0.171040	0.774320	0.927069	0.167930	0.187382	0.190638	0.160067	0.220779	0.261070	0.436192	0.396892	0.207874	0.203639	0.318196	0.206319
54	0.901752	0.711564	0.466458	0.157944	0.164850	0.177067	0.141767	0.099843	0.234146	0.107208	0.684990	1.087049	0.193686	0.226939	0.147744	0.091508	0.281092	0.133956	0.914750	1.143654	0.274474	0.178972	0.164977	0.101023	0.131838	0.149532	0.863783	1.035477	0.231937	0.251567	0.095111	0.051363	0.261609	0.169617	0.752634	0.940547	0.171713	0.180144	0.188851	0.160983	0.217889	0.251714	0.460126	0.416483	0.210409	0.203700	0.350401	0.253981
55	0.951177	0.702772	0.438989	0.132426	0.136208	0.169849	0.174455	0.109988	0.258776	0.114898	0.684109	1.087577	0.220530	0.226859	0.124692	0.083300	0.305519	0.154639	0.935040	1.102471	0.279047	0.172033	0.197185	0.081566	0.142920	0.160965	0.783740	0.927407	0.226047	0.248628	0.105467	0.052247	0.255944	0.176251	0.682096	0.906657	0.171516	0.163017	0.189360	0.161872	0.210708	0.238948	0.457367	0.415206	0.209335	0.207160	0.367126	0.322444
56	0.942471	0.711698	0.474025	0.129000	0.135131	0.170623	0.197927	0.121813	0.330070	0.144068	0.682027	1.087332	0.259665	0.234175	0.103031	0.064473	0.331567	0.166617	0.944220	1.139584	0.276574	0.169199	0.207212	0.081447	0.147837	0.169185	0.749515	0.827580	0.224684	0.243855	0.120981	0.050269	0.264861	0.192867	0.579376	0.792098	0.170278	0.152450	0.195664	0.160995	0.211363	0.244782	0.478601	0.420072	0.208590	0.209395	0.363676	0.341670
57	0.940943	0.704546	0.507855	0.136469	0.122984	0.170133	0.196589	0.128732	0.392479	0.159512	0.669974	1.083647	0.304182	0.216299	0.101568	0.055288	0.343011	0.169041	0.891308	1.074289	0.284878	0.163018	0.204030	0.082614	0.153242	0.172028	0.760743	0.808373	0.212787	0.244987	0.125187	0.044439	0.274273	0.207050	0.479215	0.670376	0.168800	0.143316	0.196637	0.161129	0.210800	0.255280	0.527957	0.466412	0.206971	0.198849	0.369328	0.342625
58	0.946030	0.739898	0.503173	0.137990	0.119315	0.170244	0.208276	0.129103	0.410064	0.167605	0.633608	1.069855	0.314439	0.199725	0.088005	0.055414	0.343933	0.169844	0.806421	0.948969	0.297889	0.169872	0.195092	0.081757	0.155831	0.173292	0.813029	0.892646	0.200992	0.233652	0.131563	0.041003	0.260014	0.204295	0.477095	0.629781	0.167810	0.142983	0.197374	0.162538	0.208209	0.283235	0.561358	0.515564	0.188425	0.162477	0.375543	0.355393
59	0.961297	0.746842	0.499972	0.138451	0.119745	0.167953	0.221653	0.140024	0.418802	0.176495	0.601091	1.036514	0.326678	0.207137	0.081992	0.050464	0.340527	0.172408	0.735048	0.861114	0.309719	0.186667	0.196119	0.081808	0.154559	0.173442	0.845623	0.971301	0.252183	0.243074	0.143063	0.040801	0.234038	0.197773	0.477704	0.626078	0.168616	0.142644	0.193979	0.158353	0.221446	0.284289	0.584895	0.550080	0.168063	0.153559	0.379885	0.381170
60	1.005597	0.815545	0.521655	0.140553	0.113370	0.164648	0.245414	0.164743	0.530361	0.276771	0.582692	0.971818	0.340722	0.212461	0.077487	0.041935	0.332940	0.174281	0.840827	0.900784	0.325395	0.215714	0.197613	0.079764	0.159963	0.174476	0.873115	1.000037	0.282909	0.250772	0.145698	0.040854	0.212697	0.189296	0.436075	0.575410	0.144804	0.123988	0.200588	0.144859	0.261695	0.269343	0.579559	0.568761	0.163507	0.153552	0.353477	0.385272
61	1.052311	0.765663	0.548119	0.139596	0.113486	0.162291	0.269363	0.184497	0.672151	0.395427	0.549337	0.869595	0.349012	0.275620	0.076770	0.043831	0.352740	0.179098	0.979335	1.032495	0.336354	0.247897	0.196839	0.078191	0.162918	0.176312	0.866277	0.996360	0.290680	0.253147	0.159787	0.042763	0.209121	0.188861	0.370828	0.469294	0.112934	0.126136	0.206632	0.127907	0.257423	0.230384	0.562707	0.564792	0.131783	0.144070	0.349241	0.390792
62	1.076911	0.739754	0.551909	0.131603	0.109120	0.153014	0.279749	0.199262	0.726321	0.430215	0.547429	0.764392	0.390810	0.318314	0.068941	0.042061	0.366427	0.178175	0.977643	1.093977	0.338181	0.261242	0.198747	0.076545	0.169470	0.184324	0.816552	0.969612	0.291836	0.253119	0.178972	0.048343	0.226003	0.198495	0.289186	0.388768	0.110528	0.111570	0.184914	0.128691	0.273612	0.230250	0.538903	0.541842	0.085549	0.139254	0.367101	0.432390
63	1.091222	0.696500	0.551815	0.121525	0.101789	0.155411	0.280969	0.210092	0.727556	0.431380	0.560922	0.736267	0.410546	0.494053	0.065151	0.038816	0.360624	0.176317	0.945319	1.067403	0.347807	0.262177	0.201474	0.076441	0.175020	0.187608	0.754674	0.943087	0.302728	0.253097	0.188850	0.050021	0.240340	0.210469	0.260687	0.342129	0.118738	0.069684	0.184803	0.134845	0.263623	0.232576	0.526324	0.515509	0.080546	0.136616	0.385572	0.451762
64	1.184378	0.716583	0.556059	0.117246	0.090241	0.112191	0.280936	0.210527	0.744775	0.442528	0.575366	0.725682	0.423476	0.533415	0.067216	0.034483	0.347077	0.172943	1.002944	1.059320	0.300499	0.282340	0.197599	0.075963	0.177979	0.184735	0.714111	0.921005	0.318662	0.252875	0.188893	0.050024	0.253125	0.219320	0.256967	0.330302	0.151823	0.085121	0.186851	0.152594	0.259740	0.222962	0.485971	0.465655	0.059787	0.132190	0.385067	0.460351
65	1.229776	0.739022	0.552839	0.110068	0.090793	0.083037	0.287624	0.209226	0.760272	0.454316	0.561414	0.633714	0.628866	0.540677	0.072071	0.028659	0.358281	0.176968	1.062609	1.099382	0.295627	0.307868	0.193479	0.076867	0.175679	0.177330	0.715324	0.907522	0.332057	0.251531	0.187107	0.050932	0.249403	0.228474	0.257019	0.327274	0.182901	0.092455	0.172575	0.153094	0.249039	0.219152	0.428420	0.417232	0.042318	0.134833	0.341243	0.437218
66	1.221852	0.732550	0.539408	0.099917	0.089494	0.074381	0.300274	0.212796	0.771088	0.460174	0.547013	0.502539	0.653875	0.557631	0.075192	0.027081	0.381585	0.190886	1.073262	1.125289	0.297699	0.325493	0.147971	0.068563	0.170005	0.162149	0.717436	0.909858	0.332748	0.249586	0.185923	0.051677	0.246174	0.235381	0.276019	0.342162	0.190215	0.098757	0.167035	0.145378	0.248764	0.219353	0.428920	0.409311	0.042077	0.126283	0.320064	0.393087
67	1.211932	0.717401	0.532201	0.093484	0.087761	0.075380	0.313902	0.222855	0.769916	0.459218	0.580866	0.389882	0.652060	0.555517	0.082696	0.026411	0.380988	0.188645	1.036108	1.121293	0.293719	0.331110	0.112717	0.061767	0.162474	0.146411	0.711694	0.911181	0.331811	0.266671	0.186423	0.054690	0.244979	0.234577	0.309609	0.339910	0.188383	0.113718	0.169791	0.144702	0.265772	0.215352	0.436140	0.408894	0.054331	0.093598	0.372080	0.408049
68	1.201021	0.719620	0.531856	0.090245	0.079180	0.091336	0.323989	0.237448	0.769707	0.456680	0.658870	0.434870	0.655655	0.563241	0.096855	0.024185	0.352764	0.169366	1.028296	1.106148	0.289495	0.331620	0.099185	0.056993	0.162728	0.141943	0.698409	0.901888	0.334506	0.260000	0.187328	0.057943	0.244257	0.245571	0.339180	0.344607	0.220954	0.113424	0.173382	0.143756	0.264849	0.213506	0.393071	0.386907	0.076363	0.093448	0.463141	0.486492
69	1.150833	0.727580	0.528118	0.090479	0.063267	0.103496	0.321860	0.250108	0.763928	0.453921	0.729918	0.582985	0.659176	0.563726	0.106497	0.023933	0.328820	0.160119	1.045196	1.158650	0.275980	0.327987	0.098804	0.056390	0.172897	0.146054	0.698565	0.879590	0.332515	0.256731	0.188323	0.058632	0.234813	0.233517	0.354549	0.348450	0.235227	0.110058	0.176292	0.145650	0.263878	0.150287	0.330149	0.309918	0.078660	0.093438	0.615689	0.584999
70	1.059607	0.810782	0.510807	0.091056	0.060656	0.133451	0.315734	0.252284	0.737824	0.448871	0.752138	0.679963	0.646492	0.562019	0.105743	0.024200	0.318676	0.158982	1.045804	1.172091	0.262288	0.316866	0.097150	0.057552	0.173021	0.161749	0.715420	0.845905	0.329713	0.243812	0.186245	0.058602	0.221352	0.219384	0.353575	0.342895	0.234588	0.114480	0.188766	0.148797	0.286462	0.146819	0.294035	0.242126	0.088112	0.093694	0.655308	0.653803
71	1.033466	0.817405	0.489876	0.093165	0.078537	0.156451	0.307277	0.246090	0.700075	0.444021	0.754975	0.692591	0.644332	0.562206	0.105807	0.026859	0.317470	0.157415	1.064749	1.199574	0.241671	0.300065	0.093659	0.058635	0.181104	0.174392	0.741164	0.832915	0.332631	0.245082	0.179433	0.058479	0.216123	0.224589	0.385205	0.340863	0.234595	0.119179	0.202934	0.152122	0.278276	0.122539	0.297516	0.209248	0.092462	0.099491	0.677959	0.657346
72	1.002771	0.836932	0.462479	0.095223	0.101824	0.158194	0.306539	0.248129	0.683809	0.444620	0.817813	0.724292	0.636503	0.559043	0.114585	0.029548	0.314139	0.146812	1.067858	1.291762	0.218057	0.270585	0.094073	0.057418	0.195318	0.170058	0.766523	0.843821	0.333432	0.236185	0.167982	0.058872	0.210249	0.234154	0.470628	0.379977	0.236979	0.121515	0.224301	0.159385	0.394546	0.140712	0.285127	0.215216	0.095558	0.111610	0.736323	0.694657
73	1.002894	0.839738	0.414674	0.090636	0.120866	0.180583	0.320981	0.252094	0.682789	0.442058	0.937379	0.845359	0.631431	0.554993	0.130400	0.035072	0.283906	0.132459	0.953126	1.277120	0.217302	0.242782	0.095133	0.056765	0.211138	0.160345	0.795088	0.869137	0.331837	0.234127	0.160080	0.058722	0.204774	0.236439	0.542015	0.433051	0.231748	0.118518	0.227175	0.176353	0.438755	0.233363	0.292392	0.229058	0.135629	0.147002	0.775217	0.752082
74	1.003268	0.832374	0.370362	0.079082	0.125542	0.180638	0.339028	0.262741	0.610985	0.396084	0.994670	0.968575	0.621516	0.521529	0.170914	0.037228	0.244729	0.125564	0.848161	1.184739	0.197578	0.242632	0.088638	0.056517	0.211312	0.153163	0.775946	0.894270	0.310869	0.221415	0.155408	0.058547	0.212039	0.309021	0.607141	0.474666	0.227011	0.115629	0.215097	0.187661	0.423355	0.253438	0.299652	0.220310	0.201039	0.178225	0.805673	0.797117
75	1.026232	0.796631	0.378159	0.074265	0.124978	0.183429	0.338675	0.265335	0.430804	0.278350	1.026744	1.042769	0.598831	0.472316	0.179020	0.037731	0.220743	0.116600	0.837393	1.152022	0.165231	0.216644	0.079581	0.056680	0.212172	0.175532	0.735049	0.873337	0.260882	0.215034	0.145073	0.058679	0.209162	0.371369	0.652374	0.497963	0.228947	0.115477	0.215902	0.181865	0.445764	0.318555	0.308918	0.236089	0.213758	0.253397	0.812092	0.806405
76	1.046832	0.827663	0.416897	0.083379	0.127053	0.191863	0.324401	0.253987	0.314138	0.203555	1.033551	1.059185	0.585853	0.309059	0.177664	0.040911	0.214337	0.117080	0.816224	1.139564	0.133011	0.176782	0.076292	0.056221	0.245625	0.226453	0.672336	0.782929	0.237819	0.206256	0.144609	0.059245	0.189983	0.374393	0.644752	0.492356	0.229057	0.130199	0.213253	0.173954	0.458004	0.329701	0.313173	0.248567	0.220911	0.266311	0.812586	0.807665
77	1.103138	0.818696	0.425086	0.093130	0.181865	0.201035	0.306222	0.240358	0.333720	0.211630	1.031874	1.058435	0.557791	0.272208	0.174932	0.048482	0.209325	0.117861	0.682497	1.079702	0.107706	0.121924	0.085459	0.051472	0.271710	0.256720	0.614179	0.703174	0.241750	0.227969	0.121526	0.057607	0.150733	0.365805	0.655564	0.477930	0.208483	0.154100	0.199503	0.156861	0.461442	0.335932	0.316825	0.253192	0.278904	0.270756	0.808836	0.805823
78	1.086418	0.804587	0.383221	0.092254	0.208747	0.205802	0.296516	0.228239	0.300357	0.195288	1.029929	1.058478	0.297786	0.253181	0.178260	0.059258	0.157198	0.107739	0.601258	1.005036	0.097914	0.084050	0.143763	0.067527	0.275880	0.278736	0.558203	0.646314	0.255194	0.234944	0.092749	0.054256	0.143430	0.358305	0.687201	0.486639	0.187764	0.162027	0.210999	0.156129	0.452467	0.333746	0.307709	0.268476	0.317703	0.286208	0.786456	0.790152
79	1.060265	0.798226	0.359546	0.091243	0.244340	0.220365	0.295544	0.217644	0.262219	0.203512	1.017865	1.059530	0.258647	0.252198	0.178442	0.064479	0.096644	0.073366	0.645003	1.029424	0.099056	0.076324	0.185315	0.112754	0.271365	0.286048	0.529184	0.604567	0.244667	0.240328	0.078519	0.054224	0.151139	0.354316	0.698883	0.514898	0.179248	0.230101	0.232126	0.166131	0.449291	0.350211	0.330583	0.310346	0.326205	0.295515	0.736251	0.744245
80	1.028359	0.790242	0.355467	0.091631	0.308750	0.219591	0.295656	0.215854	0.220878	0.230614	1.006385	1.061111	0.235801	0.260930	0.176340	0.066634	0.103063	0.055872	0.661138	1.133858	0.096796	0.078611	0.199093	0.161818	0.269477	0.281238	0.524932	0.585152	0.239734	0.266327	0.079049	0.054376	0.153560	0.356049	0.703381	0.539749	0.185761	0.231437	0.243074	0.175608	0.449417	0.353175	0.359623	0.336902	0.325998	0.295948	0.623764	0.664886
81	0.903573	0.790112	0.359993	0.091759	0.325278	0.235977	0.292291	0.215696	0.222220	0.239095	0.971815	1.047608	0.168979	0.246085	0.168943	0.066713	0.163115	0.071714	0.600899	1.194753	0.098656	0.082905	0.200309	0.183348	0.279515	0.288083	0.543584	0.594285	0.224322	0.314316	0.083507	0.052247	0.158094	0.349022	0.707024	0.554095	0.133199	0.235874	0.244931	0.178342	0.447723	0.350393	0.395169	0.354472	0.326300	0.295801	0.592808	0.583671
82	0.794139	0.772495	0.363134	0.091961	0.437392	0.240059	0.280340	0.212520	0.227869	0.336126	0.920486	1.001049	0.095126	0.235601	0.166145	0.066725	0.226121	0.094633	0.556054	1.198273	0.104274	0.084339	0.200449	0.185725	0.298627	0.300338	0.573091	0.618665	0.235739	0.333469	0.086477	0.050373	0.179205	0.355206	0.711931	0.568933	0.117875	0.237318	0.240984	0.177935	0.432893	0.351054	0.380981	0.344941	0.328733	0.294193	0.568389	0.574424
83	0.784348	0.790986	0.372918	0.093183	0.458233	0.242593	0.265109	0.202384	0.228453	0.393292	0.862441	0.921625	0.098404	0.234047	0.167191	0.066846	0.265644	0.113291	0.588948	1.196071	0.103355	0.081695	0.200400	0.189476	0.303799	0.311579	0.605317	0.680260	0.262491	0.348220	0.082088	0.045602	0.210237	0.357743	0.732176	0.575994	0.121015	0.250020	0.232890	0.175103	0.367312	0.366149	0.373705	0.318373	0.335469	0.302323	0.463478	0.518714
84	0.803807	0.803094	0.381225	0.093963	0.510422	0.238875	0.248260	0.184374	0.243695	0.399489	0.837713	0.847311	0.091714	0.233770	0.169989	0.066035	0.270317	0.117861	0.547139	1.207747	0.097450	0.077396	0.202734	0.201733	0.307563	0.319219	0.636779	0.743196	0.261129	0.336350	0.074134	0.041575	0.233860	0.354069	0.720462	0.573569	0.120042	0.268109	0.217236	0.169316	0.259481	0.359328	0.380764	0.309657	0.332884	0.288668	0.368515	0.380945
85	0.812855	0.799062	0.376441	0.091391	0.519236	0.236009	0.259758	0.163445	0.290719	0.429472	0.833892	0.832017	0.130977	0.232596	0.170145	0.065126	0.271182	0.125008	0.491294	1.220065	0.102976	0.072360	0.235848	0.216315	0.328348	0.322409	0.647188	0.780278	0.268190	0.335820	0.074752	0.044053	0.234383	0.356315	0.671946	0.571692	0.131796	0.292019	0.193767	0.160222	0.243005	0.359537	0.470348	0.346059	0.304998	0.312582	0.269510	0.225496
86	0.853952	0.781168	0.376168	0.090546	0.531677	0.226275	0.280493	0.154027	0.304475	0.434082	0.778625	0.811157	0.156486	0.243624	0.154108	0.062011	0.283288	0.128222	0.472611	1.264733	0.107447	0.070728	0.253372	0.234447	0.340993	0.322392	0.644545	0.796195	0.268914	0.336647	0.075332	0.047101	0.235665	0.362758	0.635838	0.601779	0.145783	0.300158	0.180051	0.139468	0.275201	0.345847	0.697163	0.444318	0.298898	0.284673	0.231141	0.165000
87	0.877530	0.707908	0.374758	0.090497	0.534372	0.238576	0.281874	0.155467	0.301937	0.442218	0.642927	0.718011	0.154562	0.241385	0.125285	0.065209	0.307729	0.129291	0.473639	1.301384	0.099762	0.070960	0.254499	0.241580	0.349430	0.322918	0.630708	0.796269	0.268220	0.337706	0.076751	0.048123	0.235735	0.321762	0.612174	0.643452	0.167325	0.343593	0.175961	0.118877	0.311792	0.383201	0.845466	0.553549	0.305583	0.280789	0.228869	0.154160
88	0.917639	0.647576	0.371021	0.089694	0.551152	0.281828	0.277362	0.146287	0.319582	0.458373	0.562697	0.615400	0.154124	0.235867	0.126547	0.080201	0.332450	0.130948	0.472076	1.312788	0.095222	0.065517	0.256192	0.243423	0.350692	0.318316	0.611031	0.785312	0.267129	0.342107	0.094040	0.047800	0.240251	0.263956	0.605221	0.636345	0.179329	0.359581	0.175605	0.106607	0.334198	0.373708	0.885317	0.660374	0.259573	0.280326	0.229695	0.153576
89	0.926553	0.628265	0.364964	0.086518	0.548560	0.272426	0.263717	0.134772	0.337865	0.463442	0.525392	0.565700	0.156566	0.225297	0.128870	0.093979	0.340742	0.136360	0.477926	1.311760	0.099376	0.064837	0.240575	0.243185	0.343826	0.311260	0.591392	0.765880	0.266916	0.349307	0.115448	0.048436	0.251453	0.274164	0.611471	0.629499	0.179227	0.350874	0.176434	0.106025	0.340800	0.387500	0.886578	0.712360	0.207294	0.267520	0.227559	0.153482
90	0.927831	0.609922	0.367105	0.085850	0.547804	0.271128	0.235380	0.117813	0.329101	0.468257	0.516866	0.588286	0.156885	0.190645	0.134832	0.094477	0.346164	0.152620	0.484054	1.307537	0.098253	0.062417	0.204407	0.231631	0.334605	0.320174	0.561550	0.742896	0.266454	0.366853	0.129062	0.054145	0.259546	0.280403	0.604374	0.637790	0.178842	0.354492	0.179263	0.105130	0.366685	0.405432	0.884807	0.705186	0.187037	0.262400	0.218298	0.151086
91	0.946037	0.608322	0.374953	0.091328	0.550222	0.278556	0.214867	0.102456	0.310346	0.466992	0.511307	0.596457	0.158452	0.192854	0.132855	0.088445	0.355179	0.188877	0.450123	1.295040	0.106687	0.062658	0.177235	0.203679	0.335828	0.342228	0.558859	0.715899	0.264491	0.374429	0.135740	0.060807	0.258874	0.282861	0.583793	0.655037	0.192785	0.359756	0.161796	0.100757	0.405729	0.428254	0.909131	0.713311	0.186039	0.275829	0.171344	0.140745
92	0.950893	0.607666	0.368368	0.096026	0.552144	0.283138	0.213063	0.097000	0.308889	0.496410	0.497029	0.599001	0.158934	0.131573	0.131070	0.091462	0.366462	0.254225	0.372810	1.242370	0.111738	0.064372	0.177013	0.174308	0.350698	0.355542	0.579842	0.699035	0.269077	0.387062	0.140591	0.067273	0.253815	0.294264	0.576972	0.656255	0.192195	0.315055	0.134004	0.098556	0.429706	0.428607	0.988102	0.801331	0.187734	0.344151	0.121030	0.122542
93	0.952907	0.558347	0.331053	0.092051	0.542638	0.275313	0.212454	0.094364	0.295510	0.514051	0.491309	0.601279	0.156736	0.115696	0.130168	0.098439	0.374895	0.316348	0.348443	1.143719	0.107896	0.062655	0.177750	0.164068	0.348303	0.356675	0.601794	0.710138	0.270530	0.371118	0.159554	0.086968	0.251990	0.317690	0.550390	0.635417	0.182105	0.315238	0.117632	0.103555	0.431497	0.436242	1.053653	0.915575	0.209831	0.368395	0.112277	0.102392
94	0.835886	0.430748	0.254690	0.075361	0.532217	0.313994	0.209303	0.093485	0.297913	0.495770	0.491548	0.600677	0.159965	0.118303	0.128191	0.106964	0.352661	0.330798	0.354748	1.034533	0.112379	0.067391	0.178022	0.162667	0.321816	0.330157	0.618074	0.727095	0.264141	0.369973	0.178249	0.127044	0.249734	0.337805	0.522095	0.605174	0.182180	0.316050	0.126608	0.117148	0.430512	0.431652	1.085048	0.985881	0.212281	0.393861	0.115656	0.080378
95	0.818381	0.421578	0.238207	0.066313	0.521289	0.326963	0.207515	0.091037	0.308878	0.494816	0.624003	0.652761	0.164522	0.121309	0.128114	0.108560	0.321150	0.328847	0.334448	0.954736	0.110260	0.068360	0.179149	0.154387	0.304426	0.310896	0.620489	0.732985	0.254589	0.365849	0.185590	0.167261	0.235538	0.336851	0.505823	0.586932	0.182733	0.315025	0.130502	0.126312	0.440409	0.434172	1.090455	1.003406	0.196140	0.410042	0.112304	0.054956
96	0.809055	0.418055	0.241044	0.066590	0.476763	0.324781	0.205608	0.086399	0.309279	0.446358	0.730272	0.753848	0.167808	0.119413	0.125712	0.108524	0.315413	0.323938	0.271771	0.961025	0.110354	0.068470	0.158306	0.139270	0.300860	0.302971	0.620436	0.729304	0.242894	0.352675	0.184673	0.196384	0.208959	0.354113	0.473642	0.579241	0.180381	0.300265	0.131497	0.127662	0.458109	0.402816	1.084026	1.002381	0.207504	0.389381	0.112381	0.039451
97	0.811886	0.413609	0.267900	0.074360	0.473619	0.317329	0.201870	0.087101	0.342925	0.391493	0.800243	0.850736	0.173261	0.118614	0.120154	0.108479	0.345631	0.323460	0.264167	0.885940	0.097915	0.063462	0.102541	0.123572	0.300382	0.324442	0.631026	0.725021	0.259364	0.296883	0.184380	0.208565	0.180188	0.417791	0.464686	0.577709	0.178230	0.279366	0.140839	0.129377	0.452697	0.392655	1.039296	1.011023	0.211886	0.369432	0.111185	0.037421
