	332_At_T1_sh_L_ND_02.c3d	332_At_T1_sh_L_ND_02.c3d	332_At_T1_sh_L_ND_02.c3d	332_At_T1_sh_L_ND_02.c3d	332_At_T1_sh_L_ND_02.c3d	332_At_T1_sh_L_ND_02.c3d	332_At_T1_sh_L_ND_02.c3d	332_At_T1_sh_L_ND_02.c3d	332_At_T1_sh_L_ND_03.c3d	332_At_T1_sh_L_ND_03.c3d	332_At_T1_sh_L_ND_03.c3d	332_At_T1_sh_L_ND_03.c3d	332_At_T1_sh_L_ND_03.c3d	332_At_T1_sh_L_ND_03.c3d	332_At_T1_sh_L_ND_03.c3d	332_At_T1_sh_L_ND_03.c3d	332_At_T1_sh_L_ND_06.c3d	332_At_T1_sh_L_ND_06.c3d	332_At_T1_sh_L_ND_06.c3d	332_At_T1_sh_L_ND_06.c3d	332_At_T1_sh_L_ND_06.c3d	332_At_T1_sh_L_ND_06.c3d	332_At_T1_sh_L_ND_06.c3d	332_At_T1_sh_L_ND_06.c3d	332_At_T1_sh_L_ND_07.c3d	332_At_T1_sh_L_ND_07.c3d	332_At_T1_sh_L_ND_07.c3d	332_At_T1_sh_L_ND_07.c3d	332_At_T1_sh_L_ND_07.c3d	332_At_T1_sh_L_ND_07.c3d	332_At_T1_sh_L_ND_07.c3d	332_At_T1_sh_L_ND_07.c3d	332_At_T1_sh_L_ND_08.c3d	332_At_T1_sh_L_ND_08.c3d	332_At_T1_sh_L_ND_08.c3d	332_At_T1_sh_L_ND_08.c3d	332_At_T1_sh_L_ND_08.c3d	332_At_T1_sh_L_ND_08.c3d	332_At_T1_sh_L_ND_08.c3d	332_At_T1_sh_L_ND_08.c3d	332_At_T1_sh_L_ND_09.c3d	332_At_T1_sh_L_ND_09.c3d	332_At_T1_sh_L_ND_09.c3d	332_At_T1_sh_L_ND_09.c3d	332_At_T1_sh_L_ND_09.c3d	332_At_T1_sh_L_ND_09.c3d	332_At_T1_sh_L_ND_09.c3d	332_At_T1_sh_L_ND_09.c3d
45	0.213281	0.367223	0.357535	0.231130	0.250782	0.565067	0.595190	0.222574	0.151800	0.340615	0.238051	0.296717	0.236332	0.627673	0.254849	0.237482	0.218351	0.521416	0.393892	0.429231	0.246982	0.542616	0.200083	0.319315	0.158903	0.404790	0.276583	0.242150	0.311208	0.124341	0.230214	0.361328	0.299453	0.408340	0.341014	0.356022	0.132215	0.266742	0.364270	0.283298	0.155572	0.324463	0.265785	1.025662	0.091425	0.254811	0.270185	0.286533
46	0.261779	0.413609	0.241979	0.246947	0.245310	0.561807	0.523784	0.180942	0.106465	0.317564	0.207844	0.289470	0.215617	0.565654	0.272564	0.202138	0.229210	0.567257	0.253754	0.378593	0.190498	0.526822	0.231036	0.326602	0.157846	0.416969	0.240291	0.233042	0.321474	0.148857	0.239446	0.275595	0.292509	0.424750	0.283297	0.388958	0.153602	0.267015	0.317036	0.248716	0.145463	0.290768	0.265014	1.009087	0.091810	0.246994	0.265814	0.294927
47	0.267625	0.468301	0.182167	0.243255	0.241557	0.566788	0.526061	0.185859	0.101661	0.327522	0.218188	0.341623	0.211326	0.512783	0.283251	0.158504	0.205865	0.522972	0.233520	0.387467	0.248363	0.769199	0.225225	0.400255	0.156662	0.420764	0.230164	0.214282	0.327572	0.163804	0.254679	0.249534	0.293548	0.416591	0.244311	0.417784	0.157545	0.329349	0.301540	0.250059	0.128176	0.219619	0.263339	0.789865	0.094743	0.246395	0.291061	0.329279
48	0.264854	0.469997	0.142701	0.308866	0.228124	0.547046	0.497350	0.167597	0.089035	0.374122	0.316376	0.320584	0.111763	0.288980	0.294788	0.121293	0.223140	0.549545	0.236801	0.386752	0.256730	0.783050	0.230549	0.436281	0.157370	0.421760	0.189702	0.185575	0.328121	0.162958	0.332412	0.260528	0.236818	0.391252	0.245390	0.426760	0.161311	0.367772	0.256716	0.238659	0.120593	0.164535	0.286264	0.682371	0.093798	0.248170	0.289255	0.386294
49	0.245269	0.436830	0.141196	0.316971	0.229327	0.521752	0.389075	0.158658	0.145764	0.457896	0.353135	0.304402	0.111872	0.255857	0.328300	0.123215	0.205263	0.512461	0.258267	0.437595	0.230254	0.734521	0.243822	0.422873	0.157493	0.433869	0.192463	0.153952	0.324297	0.163590	0.376531	0.265453	0.215680	0.367374	0.250830	0.534998	0.174305	0.520204	0.213361	0.233414	0.091051	0.091579	0.275077	0.651451	0.080183	0.238474	0.283885	0.364142
50	0.245534	0.431124	0.167203	0.352340	0.186807	0.450180	0.386425	0.160198	0.142439	0.458741	0.355725	0.301446	0.118302	0.242403	0.334049	0.102365	0.182758	0.520435	0.269711	0.399575	0.229771	0.735352	0.256808	0.395148	0.159433	0.425908	0.202929	0.158476	0.297168	0.157100	0.417922	0.299189	0.156700	0.268192	0.258194	0.561958	0.202301	0.524308	0.213529	0.236852	0.088711	0.089471	0.229327	0.517319	0.105528	0.192442	0.306352	0.421277
51	0.238980	0.407376	0.179232	0.428442	0.123696	0.230178	0.337894	0.139110	0.137053	0.437130	0.384388	0.304226	0.090277	0.172562	0.325751	0.108264	0.180411	0.515462	0.264320	0.389547	0.227541	0.713052	0.281114	0.385582	0.142990	0.366268	0.225786	0.177303	0.257920	0.151384	0.461153	0.283604	0.144058	0.257460	0.253407	0.537106	0.185168	0.542717	0.208425	0.228827	0.070670	0.116279	0.236650	0.354998	0.146084	0.169502	0.315553	0.467373
52	0.235912	0.398206	0.187958	0.430988	0.088017	0.230577	0.241550	0.157430	0.135147	0.423487	0.392170	0.354525	0.080230	0.129852	0.323201	0.136976	0.175585	0.496774	0.210878	0.383191	0.227032	0.715398	0.274087	0.360614	0.126807	0.346195	0.213961	0.197289	0.250029	0.146831	0.556899	0.363238	0.139999	0.232060	0.264851	0.520801	0.180147	0.545870	0.154932	0.224796	0.070165	0.150397	0.218443	0.278361	0.185020	0.151670	0.268524	0.475392
53	0.179383	0.395805	0.173679	0.415043	0.089128	0.257719	0.237638	0.178850	0.134548	0.417597	0.400576	0.358328	0.090528	0.124698	0.299888	0.143632	0.166224	0.484203	0.190017	0.395050	0.225776	0.702076	0.246119	0.357002	0.071119	0.193436	0.202408	0.209627	0.164161	0.129130	0.552982	0.396389	0.078811	0.134372	0.225322	0.507017	0.166679	0.522033	0.147863	0.190302	0.083619	0.164194	0.230463	0.297994	0.205718	0.150263	0.248933	0.475285
54	0.110910	0.325455	0.165179	0.399563	0.088979	0.256708	0.265342	0.221602	0.135574	0.423602	0.398670	0.363003	0.114942	0.176983	0.245342	0.137261	0.138817	0.418984	0.190551	0.399855	0.156869	0.313212	0.247551	0.353082	0.066284	0.183869	0.200710	0.201908	0.113070	0.110791	0.542669	0.391758	0.064816	0.071928	0.286195	0.467977	0.165313	0.519120	0.178459	0.162231	0.099184	0.172507	0.235892	0.307622	0.250691	0.170483	0.256273	0.453544
55	0.132103	0.302739	0.157607	0.386603	0.086447	0.255552	0.288753	0.236361	0.136578	0.399006	0.378412	0.372991	0.126432	0.237931	0.230053	0.130970	0.135197	0.356187	0.205682	0.366852	0.166773	0.235524	0.245665	0.315620	0.060312	0.138018	0.196709	0.217458	0.104898	0.076347	0.533599	0.401056	0.088793	0.128793	0.303378	0.463082	0.161328	0.545902	0.180753	0.173529	0.103216	0.234158	0.210719	0.306336	0.254375	0.187295	0.299250	0.412944
56	0.168055	0.436496	0.155478	0.334975	0.089605	0.237735	0.289525	0.231621	0.136161	0.318076	0.301458	0.400529	0.125298	0.248667	0.173741	0.127009	0.081254	0.214632	0.247780	0.346325	0.143505	0.231989	0.227269	0.320575	0.054078	0.114391	0.219591	0.359722	0.129857	0.079294	0.513101	0.396621	0.098421	0.154907	0.295831	0.449318	0.142913	0.548179	0.177515	0.303294	0.170996	0.237505	0.201553	0.309239	0.261544	0.205747	0.361715	0.380320
57	0.206937	0.664569	0.151512	0.331595	0.113801	0.222221	0.302461	0.241005	0.056151	0.153665	0.234679	0.422000	0.121437	0.280211	0.110798	0.155120	0.070439	0.134096	0.232934	0.331110	0.137350	0.246832	0.277601	0.327715	0.050261	0.113211	0.214442	0.381045	0.135469	0.077051	0.473016	0.403305	0.095484	0.160336	0.305152	0.321069	0.144627	0.510729	0.166856	0.344665	0.178313	0.274483	0.212105	0.252328	0.261499	0.205253	0.365492	0.354346
58	0.217944	0.673530	0.126939	0.280586	0.110763	0.220643	0.312501	0.262733	0.068401	0.151933	0.230033	0.421848	0.131546	0.279928	0.130553	0.175964	0.085088	0.180615	0.225245	0.336351	0.136883	0.256177	0.265853	0.343091	0.050563	0.054992	0.212373	0.473373	0.138350	0.076231	0.423452	0.395263	0.100569	0.170090	0.301553	0.298525	0.131453	0.396373	0.201915	0.354384	0.193081	0.310089	0.207542	0.283940	0.240697	0.192909	0.374970	0.265903
59	0.269739	0.679624	0.106641	0.209785	0.119067	0.282639	0.309654	0.282433	0.194100	0.611889	0.229023	0.431579	0.159101	0.288779	0.129419	0.159540	0.094154	0.208009	0.228274	0.343865	0.141912	0.250073	0.281880	0.344886	0.043605	0.065808	0.201178	0.521796	0.145762	0.072337	0.429653	0.411912	0.103610	0.210246	0.317723	0.309366	0.099458	0.343387	0.233096	0.396754	0.226187	0.365703	0.235119	0.303292	0.220547	0.187334	0.392000	0.247687
60	0.279744	0.679220	0.081156	0.199660	0.142407	0.317615	0.307345	0.286051	0.219511	0.727408	0.249796	0.402089	0.171008	0.337746	0.128737	0.154127	0.096862	0.218147	0.223626	0.342955	0.138445	0.251316	0.331488	0.338314	0.045323	0.070371	0.207263	0.524788	0.156196	0.062790	0.299233	0.361577	0.103110	0.210561	0.305872	0.301727	0.067103	0.339562	0.234847	0.464591	0.243041	0.377839	0.229365	0.287601	0.204279	0.187924	0.395655	0.267767
61	0.287161	0.708747	0.080191	0.180121	0.159045	0.329676	0.335995	0.274638	0.229440	0.760272	0.234311	0.366969	0.157771	0.325401	0.122391	0.154615	0.110078	0.254092	0.235738	0.325899	0.117247	0.217210	0.342566	0.284646	0.046032	0.071018	0.234232	0.517067	0.156846	0.064985	0.257678	0.312209	0.096689	0.220790	0.272887	0.301063	0.082355	0.287128	0.283738	0.484391	0.261698	0.524846	0.287559	0.281268	0.131257	0.174692	0.390628	0.268358
62	0.328464	0.789679	0.066706	0.170619	0.211591	0.357710	0.386479	0.258156	0.233824	0.761789	0.246732	0.361499	0.154598	0.290361	0.141621	0.193214	0.116922	0.288561	0.274539	0.313241	0.082021	0.182369	0.342840	0.239685	0.044824	0.071666	0.239754	0.507507	0.162478	0.065484	0.265769	0.371624	0.089318	0.218710	0.194341	0.305801	0.124951	0.397809	0.306436	0.496240	0.282782	0.575130	0.276982	0.272655	0.119400	0.161118	0.367986	0.266219
63	0.337237	0.834676	0.148971	0.220908	0.229332	0.434118	0.373234	0.226784	0.237552	0.770548	0.247608	0.287768	0.151796	0.272503	0.168062	0.197674	0.126071	0.292043	0.315156	0.326095	0.070665	0.172134	0.333918	0.170680	0.047289	0.076037	0.299913	0.510288	0.171224	0.083233	0.296748	0.377225	0.094027	0.238981	0.192807	0.276912	0.141853	0.428204	0.297215	0.508597	0.278463	0.702866	0.269763	0.246850	0.140273	0.140031	0.307540	0.284572
64	0.318424	0.758701	0.192385	0.290543	0.269180	0.567468	0.357632	0.230138	0.247740	0.776608	0.246944	0.252795	0.160036	0.302521	0.168972	0.181613	0.128579	0.306160	0.279738	0.319154	0.109831	0.359783	0.285338	0.216645	0.055927	0.085711	0.330637	0.507192	0.149444	0.088721	0.328215	0.370248	0.083583	0.228192	0.217471	0.269738	0.142296	0.423240	0.311528	0.502896	0.316102	0.779141	0.262466	0.242241	0.192026	0.152965	0.267839	0.337789
65	0.312425	0.626023	0.193590	0.296914	0.265711	0.565215	0.440803	0.238537	0.269639	0.786939	0.244927	0.260259	0.156438	0.313324	0.226791	0.171921	0.134458	0.326278	0.268762	0.309812	0.153400	0.508687	0.270746	0.191855	0.097444	0.195692	0.316209	0.427297	0.133995	0.089942	0.316781	0.357763	0.083521	0.228187	0.203276	0.260730	0.170608	0.392205	0.351363	0.485955	0.311671	0.808230	0.276162	0.207689	0.199614	0.150107	0.283018	0.372143
66	0.300727	0.613122	0.236638	0.319273	0.272952	0.580182	0.448270	0.212721	0.273438	0.802054	0.267267	0.450047	0.133661	0.314545	0.280425	0.182832	0.135584	0.305877	0.268642	0.269534	0.186481	0.611768	0.260032	0.179151	0.132934	0.281797	0.313643	0.448639	0.131462	0.091084	0.314215	0.333936	0.076876	0.223510	0.184401	0.222727	0.179097	0.412028	0.356700	0.403952	0.291799	0.789812	0.270543	0.178935	0.199629	0.150975	0.229783	0.337539
67	0.277363	0.614667	0.275086	0.292159	0.278196	0.583147	0.431947	0.177039	0.217396	0.609187	0.309225	0.515670	0.150017	0.338471	0.284904	0.180216	0.132094	0.279797	0.287230	0.262791	0.190526	0.615735	0.244283	0.191642	0.150504	0.338407	0.337273	0.416107	0.128070	0.090148	0.288054	0.324963	0.092530	0.250894	0.152115	0.241004	0.176285	0.425302	0.357560	0.449451	0.274198	0.785371	0.338742	0.257331	0.212427	0.151074	0.224544	0.310603
68	0.292371	0.656115	0.406702	0.339217	0.276775	0.552509	0.443955	0.152717	0.184535	0.402720	0.283400	0.510734	0.162221	0.332527	0.284011	0.179500	0.129797	0.263205	0.298173	0.278618	0.190146	0.618285	0.265540	0.225712	0.149727	0.336911	0.361967	0.353274	0.113575	0.148979	0.297385	0.324238	0.112011	0.316392	0.169736	0.243064	0.175993	0.420079	0.323234	0.498822	0.264212	0.711449	0.314560	0.407479	0.214961	0.153333	0.226866	0.354534
69	0.293529	0.635642	0.446980	0.378838	0.263765	0.525897	0.443751	0.139788	0.169520	0.341051	0.300416	0.516390	0.163791	0.352616	0.275869	0.146967	0.121622	0.237684	0.289952	0.288975	0.190379	0.620282	0.314867	0.313973	0.149141	0.336157	0.354791	0.340743	0.169961	0.426047	0.311946	0.315781	0.121575	0.336825	0.181175	0.222174	0.176746	0.421287	0.318117	0.459673	0.235145	0.650855	0.311381	0.483589	0.213546	0.148955	0.225572	0.376092
70	0.249404	0.538514	0.451360	0.382850	0.265325	0.510877	0.403698	0.161663	0.162069	0.329621	0.321132	0.533529	0.170142	0.414561	0.263090	0.136941	0.111405	0.185046	0.261203	0.337812	0.187033	0.619894	0.353492	0.356603	0.150330	0.336605	0.341887	0.336904	0.217045	0.502692	0.311963	0.227862	0.135713	0.401847	0.181153	0.213276	0.192982	0.427749	0.307147	0.398992	0.196200	0.516280	0.323395	0.497068	0.211306	0.158938	0.225563	0.373265
71	0.276035	0.500270	0.427050	0.352596	0.236577	0.491776	0.370200	0.225100	0.166808	0.333035	0.322655	0.559182	0.161543	0.378782	0.263317	0.174559	0.100135	0.179407	0.200882	0.367177	0.182672	0.583663	0.352614	0.339600	0.151225	0.337243	0.337776	0.340050	0.221288	0.575555	0.308517	0.203467	0.139196	0.433723	0.174806	0.203182	0.182730	0.383984	0.256896	0.405768	0.135795	0.379955	0.348049	0.509554	0.171098	0.144274	0.221082	0.346170
72	0.279875	0.544859	0.425094	0.301245	0.208981	0.347415	0.419363	0.242291	0.157784	0.326457	0.341235	0.574770	0.155164	0.362918	0.254228	0.189659	0.095860	0.165592	0.265097	0.363433	0.145420	0.399222	0.357583	0.341964	0.149893	0.336336	0.298788	0.376631	0.218773	0.574550	0.261632	0.208929	0.140135	0.435473	0.142716	0.175895	0.169039	0.275912	0.255642	0.445984	0.148211	0.352637	0.415277	0.504990	0.141959	0.124257	0.196418	0.303167
73	0.275070	0.541451	0.425464	0.298398	0.190853	0.431449	0.445430	0.227341	0.144518	0.346248	0.342238	0.577713	0.153367	0.368968	0.171073	0.197407	0.089660	0.129449	0.265646	0.337354	0.073647	0.163458	0.362583	0.353258	0.148013	0.335466	0.262404	0.382371	0.222902	0.579121	0.248906	0.223540	0.149719	0.452254	0.145752	0.182449	0.155028	0.260146	0.259961	0.459761	0.168117	0.404885	0.443007	0.506295	0.129453	0.117800	0.207404	0.290214
74	0.276661	0.535229	0.404063	0.277301	0.188301	0.483514	0.365869	0.224742	0.157463	0.355768	0.328567	0.474357	0.112074	0.327222	0.172481	0.291196	0.075043	0.106837	0.279961	0.304893	0.059969	0.112763	0.380610	0.360848	0.125244	0.290524	0.263892	0.383070	0.225003	0.584973	0.264801	0.241266	0.164135	0.474634	0.153544	0.195379	0.154594	0.251963	0.211246	0.465574	0.203794	0.445473	0.389006	0.469312	0.115126	0.118394	0.222819	0.297956
75	0.254357	0.530267	0.369468	0.272700	0.214443	0.475085	0.351124	0.235255	0.155205	0.330294	0.278265	0.383728	0.113483	0.379065	0.177272	0.313117	0.096985	0.121718	0.260687	0.300128	0.059240	0.094095	0.360301	0.372830	0.092725	0.218608	0.279523	0.359791	0.226093	0.599887	0.350053	0.243025	0.192663	0.480903	0.151683	0.177367	0.115823	0.248068	0.168246	0.467613	0.193935	0.424183	0.385674	0.348818	0.089362	0.111204	0.239478	0.285759
76	0.239262	0.487201	0.247610	0.223350	0.215622	0.473915	0.348367	0.238243	0.151086	0.322844	0.249655	0.384299	0.130519	0.410089	0.185033	0.323252	0.098215	0.130375	0.303048	0.329079	0.052876	0.063023	0.302628	0.312556	0.049450	0.068654	0.251712	0.287692	0.225572	0.598671	0.330912	0.212304	0.193430	0.461834	0.136162	0.165938	0.116765	0.196878	0.162373	0.457905	0.191848	0.417726	0.385104	0.261698	0.089135	0.106761	0.281749	0.250052
77	0.241465	0.502152	0.195927	0.161194	0.229581	0.599065	0.342113	0.249429	0.155140	0.339787	0.226926	0.379118	0.125042	0.332175	0.193708	0.345522	0.096309	0.129288	0.327091	0.358785	0.056001	0.068460	0.332399	0.261781	0.055228	0.059622	0.209211	0.286718	0.190563	0.481758	0.308667	0.210868	0.190174	0.441236	0.134013	0.170315	0.122364	0.164612	0.154904	0.380709	0.186148	0.421783	0.389332	0.326154	0.077147	0.088447	0.280713	0.265628
78	0.220924	0.487771	0.196514	0.190777	0.235265	0.662636	0.383322	0.269637	0.178406	0.381676	0.206252	0.370780	0.122823	0.339371	0.210733	0.379659	0.095015	0.128408	0.325238	0.330071	0.046368	0.059785	0.329758	0.248577	0.054868	0.058963	0.191173	0.291063	0.159227	0.405591	0.326747	0.213522	0.184604	0.382372	0.172657	0.259169	0.123429	0.157514	0.154014	0.312262	0.185215	0.422740	0.390803	0.360899	0.062958	0.051709	0.365147	0.273973
79	0.169988	0.426755	0.216147	0.194046	0.254444	0.785344	0.383529	0.248566	0.177248	0.366160	0.202846	0.335748	0.124243	0.350068	0.275655	0.373015	0.094270	0.129071	0.320991	0.301427	0.041975	0.060635	0.313893	0.216841	0.054000	0.064097	0.232841	0.311590	0.087268	0.219013	0.314117	0.198062	0.187635	0.358976	0.166619	0.283089	0.109278	0.136617	0.153909	0.315413	0.157427	0.349202	0.310203	0.470818	0.062022	0.033220	0.404534	0.263956
80	0.181986	0.384252	0.221524	0.194807	0.256961	0.790034	0.359038	0.206000	0.176478	0.360361	0.171376	0.290130	0.123067	0.339300	0.270010	0.362871	0.094825	0.122142	0.263531	0.299721	0.045931	0.065394	0.288730	0.201435	0.061055	0.060014	0.266655	0.314348	0.079291	0.220472	0.308790	0.184960	0.187823	0.356306	0.179678	0.285769	0.090048	0.115827	0.142504	0.317281	0.138151	0.286377	0.258296	0.478858	0.063831	0.049922	0.393370	0.230577
81	0.173879	0.394746	0.224201	0.194012	0.252124	0.778838	0.301407	0.203696	0.165190	0.342087	0.184955	0.243116	0.126380	0.358255	0.266981	0.295566	0.096616	0.113385	0.265445	0.300982	0.048765	0.066512	0.258153	0.192405	0.061803	0.060448	0.267650	0.293342	0.070909	0.217754	0.310018	0.171958	0.176439	0.346188	0.207623	0.292680	0.121999	0.124229	0.136087	0.259625	0.117629	0.251135	0.248862	0.486217	0.066467	0.060696	0.379322	0.227451
82	0.172939	0.432013	0.224964	0.183703	0.243034	0.682802	0.251922	0.197810	0.129198	0.282540	0.213642	0.206818	0.125722	0.303570	0.266136	0.263977	0.090374	0.106240	0.260614	0.292420	0.048599	0.061179	0.225568	0.138593	0.067012	0.065414	0.269115	0.295157	0.065810	0.207418	0.307806	0.150964	0.162615	0.334385	0.229964	0.290550	0.148223	0.127091	0.107793	0.164231	0.110901	0.260315	0.288581	0.473788	0.072633	0.127265	0.387809	0.233331
83	0.170853	0.417442	0.210094	0.173168	0.230965	0.676694	0.251013	0.195096	0.143607	0.296272	0.239147	0.255298	0.127008	0.313685	0.264185	0.255584	0.061372	0.092266	0.256167	0.370336	0.048534	0.061653	0.230487	0.142217	0.073103	0.074272	0.283810	0.324451	0.056274	0.160759	0.206585	0.137885	0.124550	0.276846	0.221898	0.284868	0.157390	0.122384	0.098815	0.119918	0.111632	0.256954	0.357757	0.475720	0.112037	0.216894	0.356956	0.254208
84	0.216996	0.485558	0.193409	0.151206	0.189087	0.653497	0.242939	0.204363	0.143088	0.287468	0.258673	0.272567	0.122397	0.319030	0.258447	0.237064	0.055806	0.079617	0.193319	0.399477	0.057269	0.057166	0.148498	0.177203	0.074079	0.081810	0.297767	0.316714	0.063686	0.150902	0.184053	0.246656	0.124321	0.287077	0.234958	0.331954	0.155454	0.105103	0.092978	0.108308	0.111385	0.219796	0.357972	0.426122	0.118930	0.234926	0.382094	0.224871
85	0.212387	0.485359	0.183879	0.145910	0.188636	0.646603	0.241324	0.272618	0.141209	0.257508	0.257594	0.278674	0.123503	0.313001	0.254401	0.113481	0.062002	0.115828	0.174349	0.366530	0.059668	0.056364	0.130594	0.172529	0.075770	0.082486	0.357802	0.398347	0.097132	0.165216	0.173855	0.256647	0.134394	0.280147	0.230697	0.333637	0.153472	0.086740	0.083189	0.097699	0.131213	0.239986	0.329846	0.403593	0.116630	0.236047	0.395896	0.209658
86	0.223237	0.494931	0.169192	0.111827	0.166655	0.500842	0.253086	0.268382	0.109871	0.181646	0.304623	0.273108	0.124885	0.298597	0.166986	0.102445	0.063263	0.162278	0.181634	0.424609	0.066779	0.059000	0.153001	0.175694	0.073648	0.155927	0.386224	0.403971	0.100105	0.162764	0.134460	0.250806	0.123098	0.277439	0.217249	0.389933	0.150722	0.071703	0.085246	0.094187	0.135281	0.247723	0.332222	0.294713	0.110664	0.237661	0.342149	0.223907
87	0.226617	0.492949	0.128962	0.122135	0.112545	0.379787	0.222691	0.273458	0.105719	0.179903	0.325870	0.271809	0.138686	0.342245	0.168328	0.113059	0.067611	0.167780	0.192962	0.411335	0.065889	0.054302	0.160155	0.230328	0.074343	0.184279	0.445137	0.417905	0.096663	0.127022	0.115148	0.253004	0.112385	0.274857	0.222121	0.428407	0.168246	0.072647	0.089340	0.092193	0.202309	0.486704	0.322555	0.278105	0.108475	0.238394	0.320645	0.231033
88	0.219084	0.485806	0.104104	0.129659	0.076831	0.177147	0.287536	0.319676	0.101301	0.183151	0.329430	0.275168	0.136105	0.316145	0.165378	0.203828	0.068524	0.176380	0.222921	0.443117	0.091360	0.062018	0.185060	0.251163	0.075329	0.203762	0.462983	0.403570	0.096443	0.121789	0.113834	0.255686	0.108818	0.264902	0.223082	0.449950	0.186395	0.091293	0.105428	0.068466	0.254332	0.649674	0.345548	0.269646	0.108551	0.238050	0.313187	0.308254
89	0.235541	0.512357	0.093837	0.135126	0.091152	0.240520	0.301253	0.314686	0.101745	0.180110	0.340418	0.274794	0.131150	0.300955	0.209581	0.298620	0.064719	0.175616	0.231697	0.449057	0.143344	0.074834	0.212922	0.301949	0.072650	0.212213	0.450027	0.428723	0.099372	0.112520	0.103604	0.270154	0.110158	0.239454	0.221140	0.440787	0.205823	0.114111	0.100263	0.052897	0.276499	0.649646	0.313093	0.262458	0.108053	0.219083	0.302897	0.319414
90	0.330912	0.610877	0.081118	0.137759	0.093312	0.240331	0.291040	0.360693	0.121736	0.178898	0.328740	0.273848	0.103983	0.206979	0.249264	0.348093	0.062748	0.174705	0.218145	0.451947	0.144105	0.072508	0.209957	0.296714	0.102868	0.243123	0.451660	0.431920	0.125065	0.185300	0.103798	0.295585	0.111048	0.220927	0.276318	0.460776	0.211929	0.116649	0.107163	0.062899	0.299825	0.714608	0.247174	0.243726	0.114625	0.222369	0.298215	0.321299
91	0.331024	0.614453	0.071710	0.132708	0.091324	0.220507	0.286839	0.455195	0.147482	0.214143	0.337607	0.239829	0.107587	0.200227	0.296536	0.370741	0.055065	0.169838	0.221929	0.410247	0.155947	0.084439	0.225120	0.285270	0.102595	0.249314	0.451684	0.430106	0.172431	0.523251	0.095661	0.298247	0.092679	0.169990	0.327726	0.459372	0.188599	0.108996	0.130741	0.106742	0.317686	0.766820	0.226926	0.214732	0.075840	0.139863	0.336441	0.346862
92	0.299230	0.594086	0.072219	0.152162	0.094325	0.216805	0.303067	0.491104	0.174504	0.245640	0.330071	0.185571	0.106815	0.192363	0.292256	0.436520	0.058935	0.167815	0.235779	0.355045	0.158332	0.094253	0.227769	0.278416	0.115398	0.262006	0.457271	0.408905	0.190737	0.579966	0.098558	0.233835	0.080411	0.143824	0.329309	0.439053	0.171500	0.118368	0.145373	0.121766	0.315030	0.794958	0.230060	0.170090	0.075976	0.153468	0.250587	0.346902
93	0.316660	0.587472	0.076208	0.195885	0.093936	0.218271	0.315501	0.472562	0.182201	0.247155	0.332806	0.171066	0.099624	0.191304	0.294465	0.455982	0.054096	0.145145	0.225949	0.365969	0.158722	0.099365	0.206432	0.276536	0.123087	0.279316	0.449751	0.402561	0.186784	0.608752	0.082892	0.195095	0.067768	0.112466	0.341497	0.442625	0.172608	0.118623	0.167500	0.126047	0.314461	0.800502	0.256154	0.130119	0.092597	0.169002	0.235740	0.337298
94	0.315574	0.609644	0.097493	0.200467	0.088218	0.214681	0.298187	0.454004	0.181479	0.245692	0.286545	0.159105	0.084936	0.114034	0.336808	0.456681	0.057107	0.103122	0.258701	0.318325	0.166451	0.116326	0.210675	0.246004	0.126006	0.284124	0.407456	0.382082	0.232658	0.723854	0.083660	0.194091	0.066475	0.088569	0.338856	0.327194	0.173006	0.123885	0.193720	0.163580	0.274646	0.675121	0.291068	0.176210	0.112961	0.191224	0.223980	0.332453
95	0.319446	0.656685	0.123571	0.198083	0.093133	0.214917	0.288976	0.449770	0.183544	0.250677	0.247517	0.181043	0.076194	0.078580	0.370711	0.444600	0.067292	0.107874	0.262275	0.324864	0.165858	0.109821	0.185933	0.232402	0.131306	0.258725	0.389346	0.365872	0.239498	0.766500	0.085685	0.192187	0.083155	0.112912	0.348842	0.312172	0.173273	0.128944	0.200454	0.192575	0.229076	0.542480	0.286233	0.194860	0.117807	0.207581	0.225502	0.303001
96	0.308397	0.628467	0.195684	0.219328	0.109627	0.215337	0.256428	0.430157	0.188419	0.243487	0.259498	0.182220	0.070754	0.085288	0.380310	0.380444	0.070299	0.096491	0.245044	0.283129	0.126637	0.112063	0.183685	0.151629	0.131682	0.237934	0.338948	0.352008	0.243803	0.767458	0.085396	0.191375	0.089941	0.134272	0.365094	0.282040	0.176668	0.147476	0.201755	0.195887	0.213362	0.555562	0.289278	0.197246	0.119352	0.226533	0.235400	0.249781
97	0.282477	0.602472	0.202863	0.244555	0.105551	0.190738	0.212339	0.405987	0.197677	0.258427	0.245037	0.168942	0.051645	0.085976	0.346171	0.336332	0.073503	0.095068	0.225038	0.267021	0.125761	0.119565	0.173396	0.152202	0.133908	0.221199	0.267136	0.356669	0.256190	0.775409	0.106317	0.228278	0.086129	0.134026	0.378037	0.286426	0.174522	0.193095	0.196892	0.224141	0.194498	0.518894	0.299874	0.209971	0.112368	0.245270	0.253312	0.244326
