	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d
22	0.140286	0.178440	0.574140	0.246323	0.437302	0.405916	0.530558	0.838698	0.304194	0.222955	0.436206	0.326122	0.422179	0.320213	0.675046	0.530525	0.179576	0.311104	0.264817	0.264738	0.108748	0.103928	0.310389	0.279487	0.107418	0.217941	0.455219	0.126872	0.116493	0.180013	0.682743	0.668098	0.344334	0.242851	0.511245	0.198290	0.208814	0.246379	0.308493	0.532968	0.473424	0.371076	0.186915	0.340984	0.195597	0.230293	0.542746	0.273311	0.334915	0.264454	0.298282	0.144903	0.166637	0.149678	0.584678	0.260468	0.370352	0.456184	0.526530	0.169618	0.098580	0.104555	0.491687	0.231375	0.281423	0.234532	0.526139	0.201672	0.410625	0.328116	0.690297	0.384652	0.213503	0.310251	0.542835	0.223700	0.094859	0.114796	0.883040	0.288439
23	0.115663	0.155385	0.424041	0.235125	0.437976	0.409938	0.550219	0.851808	0.262814	0.206219	0.442030	0.347853	0.423933	0.292742	0.679247	0.541532	0.222675	0.317656	0.235975	0.269447	0.109069	0.105971	0.313501	0.276818	0.119720	0.246580	0.461330	0.127848	0.115563	0.174959	0.696291	0.657152	0.340813	0.245900	0.513723	0.178144	0.209267	0.247945	0.347524	0.531825	0.477171	0.396800	0.187410	0.330314	0.195732	0.230540	0.522524	0.268875	0.224226	0.162423	0.302276	0.148150	0.166519	0.148574	0.569217	0.245655	0.371494	0.498991	0.532423	0.259242	0.105253	0.104968	0.408272	0.233329	0.270616	0.233335	0.525881	0.177617	0.405395	0.312032	0.631792	0.361981	0.218067	0.314177	0.572745	0.210012	0.096090	0.114232	0.877987	0.295401
24	0.109392	0.153640	0.328576	0.234164	0.440929	0.399639	0.649318	0.857947	0.225893	0.189554	0.457013	0.342649	0.405647	0.253233	0.686828	0.525999	0.226743	0.382194	0.191981	0.329307	0.106733	0.104323	0.311992	0.276921	0.133784	0.283380	0.464893	0.186664	0.109402	0.169277	0.708888	0.652629	0.339574	0.244982	0.539068	0.177786	0.200060	0.247996	0.376576	0.529483	0.484088	0.424352	0.183226	0.325547	0.195726	0.230698	0.512462	0.266069	0.103709	0.098464	0.290461	0.153131	0.167011	0.145524	0.531337	0.229495	0.377654	0.546744	0.554162	0.300913	0.119694	0.136799	0.376694	0.225323	0.252308	0.231075	0.524099	0.178917	0.400118	0.298093	0.572227	0.336918	0.214420	0.315570	0.589356	0.194806	0.095835	0.111498	0.855681	0.288370
25	0.112171	0.152791	0.335040	0.237009	0.371402	0.326841	0.717261	0.855963	0.208213	0.173383	0.463201	0.330186	0.382767	0.223190	0.687875	0.505167	0.267812	0.463400	0.190217	0.338005	0.088176	0.107490	0.326396	0.273251	0.149754	0.292284	0.465784	0.239321	0.100013	0.164765	0.722992	0.652986	0.325818	0.224761	0.579015	0.194646	0.195532	0.245276	0.389526	0.529451	0.513108	0.440232	0.168388	0.325305	0.195909	0.231382	0.518272	0.270024	0.094167	0.097331	0.260167	0.133808	0.173304	0.146112	0.496689	0.213215	0.390002	0.596309	0.587809	0.303845	0.148539	0.249558	0.377836	0.224194	0.234940	0.230658	0.519137	0.179853	0.387537	0.294704	0.557990	0.333440	0.167589	0.305359	0.602458	0.201230	0.094867	0.105479	0.817990	0.262213
26	0.126327	0.198382	0.402716	0.215955	0.289380	0.296397	0.732140	0.838460	0.169016	0.172094	0.468806	0.329097	0.381712	0.219663	0.656353	0.510995	0.275640	0.476068	0.204871	0.376314	0.074632	0.113516	0.341201	0.246648	0.188224	0.313370	0.468048	0.243632	0.098874	0.166213	0.783684	0.652855	0.298811	0.201110	0.595698	0.252741	0.187968	0.241677	0.390613	0.529533	0.510238	0.445883	0.158134	0.326545	0.196337	0.232047	0.509595	0.278576	0.092126	0.110371	0.268211	0.121290	0.180986	0.151347	0.470919	0.194203	0.391095	0.600705	0.590775	0.316836	0.168679	0.360709	0.382955	0.217734	0.231034	0.213615	0.469566	0.166839	0.346054	0.245630	0.570630	0.328823	0.164466	0.334882	0.590528	0.203231	0.092684	0.112430	0.786379	0.245900
27	0.142449	0.237914	0.469510	0.170730	0.283985	0.285780	0.735416	0.817525	0.123560	0.174060	0.489217	0.328785	0.381736	0.215045	0.589337	0.522087	0.273164	0.476234	0.214905	0.459198	0.075936	0.108458	0.348319	0.182508	0.243566	0.371796	0.489969	0.252446	0.097942	0.169086	0.860668	0.647171	0.278471	0.211894	0.603569	0.320254	0.182378	0.221629	0.380392	0.528018	0.511522	0.445921	0.159868	0.321329	0.191817	0.226568	0.477651	0.288579	0.095086	0.111116	0.323689	0.128680	0.190678	0.166041	0.462498	0.175030	0.393528	0.605502	0.590518	0.322482	0.168329	0.405954	0.373636	0.207588	0.166465	0.145419	0.335655	0.155950	0.213033	0.155914	0.582179	0.289187	0.162948	0.375167	0.586377	0.196970	0.095643	0.129355	0.760987	0.243345
28	0.161521	0.252735	0.485647	0.151859	0.252901	0.258159	0.731104	0.799800	0.116224	0.177638	0.497937	0.326849	0.381706	0.210574	0.481322	0.491255	0.276154	0.484672	0.266722	0.528952	0.088010	0.112468	0.353536	0.143757	0.264084	0.408270	0.556484	0.292928	0.098768	0.169267	0.859707	0.618959	0.256811	0.301169	0.616439	0.347034	0.182183	0.172262	0.352563	0.508467	0.502485	0.431611	0.191396	0.300107	0.178336	0.211006	0.419384	0.298936	0.094786	0.110563	0.339651	0.142621	0.196401	0.173137	0.463339	0.162914	0.404547	0.610313	0.379297	0.323077	0.213668	0.427728	0.371355	0.252580	0.107463	0.123404	0.261665	0.153735	0.133026	0.145150	0.593596	0.251005	0.195922	0.403677	0.583120	0.191530	0.094913	0.130042	0.737556	0.242567
29	0.162717	0.265895	0.499307	0.167398	0.231637	0.247374	0.720029	0.787920	0.128207	0.190284	0.484609	0.321234	0.372836	0.209249	0.407345	0.420940	0.286055	0.522764	0.305346	0.550016	0.122317	0.161377	0.354554	0.153041	0.278102	0.409592	0.612045	0.311355	0.108840	0.188317	0.808252	0.566796	0.291317	0.391707	0.617354	0.350412	0.178796	0.157090	0.332614	0.463980	0.446994	0.394693	0.252620	0.256138	0.161038	0.220046	0.368078	0.308187	0.093675	0.110685	0.348300	0.145413	0.178322	0.163254	0.463396	0.161369	0.412647	0.598178	0.347498	0.326377	0.263430	0.475828	0.355355	0.307550	0.099899	0.118214	0.293990	0.153254	0.138144	0.186951	0.604207	0.239813	0.203255	0.416238	0.586163	0.220761	0.086265	0.124106	0.708385	0.242459
30	0.167886	0.288643	0.509278	0.168625	0.220049	0.241264	0.709492	0.782175	0.130646	0.202318	0.429964	0.316978	0.373057	0.214794	0.386235	0.391474	0.279022	0.515093	0.311804	0.551163	0.172408	0.270651	0.338362	0.150184	0.283797	0.414604	0.627510	0.321933	0.142964	0.257306	0.751846	0.543371	0.301861	0.425282	0.619815	0.350922	0.168984	0.155759	0.322987	0.435454	0.417790	0.385165	0.281490	0.219007	0.166973	0.270409	0.345389	0.302967	0.093991	0.110317	0.348295	0.141572	0.135433	0.145749	0.465312	0.151629	0.403221	0.559762	0.357417	0.349310	0.287564	0.496904	0.317832	0.329136	0.077757	0.101833	0.290774	0.155866	0.133405	0.199683	0.607260	0.232825	0.203591	0.421310	0.573718	0.266396	0.083845	0.118631	0.681765	0.240688
31	0.165506	0.290024	0.577279	0.220877	0.214385	0.232017	0.699565	0.781553	0.136128	0.228217	0.385810	0.315658	0.377230	0.220076	0.385370	0.394357	0.288823	0.501845	0.320711	0.549887	0.191268	0.353870	0.298195	0.135268	0.289937	0.419808	0.627834	0.324433	0.167424	0.315420	0.723170	0.542153	0.295847	0.428403	0.663070	0.359651	0.165757	0.172397	0.321546	0.425801	0.424182	0.432185	0.283753	0.213475	0.183323	0.304481	0.352620	0.275934	0.093954	0.110066	0.345347	0.140851	0.126378	0.149844	0.464216	0.148970	0.336969	0.505087	0.475141	0.385472	0.309909	0.515413	0.293013	0.327361	0.076429	0.093799	0.261888	0.155469	0.121509	0.198043	0.606654	0.230786	0.206675	0.421874	0.646061	0.301971	0.078356	0.113269	0.670397	0.229034
32	0.164577	0.274574	0.610789	0.290873	0.213411	0.227431	0.693469	0.784284	0.133598	0.226005	0.383194	0.317677	0.364638	0.226325	0.382655	0.390065	0.303330	0.473371	0.352990	0.543386	0.203133	0.362625	0.262233	0.134458	0.303427	0.453829	0.578106	0.327348	0.167955	0.341910	0.707311	0.533469	0.284280	0.427079	0.633509	0.368888	0.171870	0.205615	0.313943	0.428936	0.438498	0.496060	0.281202	0.236217	0.191394	0.329479	0.356970	0.267045	0.087707	0.107693	0.342365	0.141687	0.132954	0.147470	0.464067	0.167605	0.307875	0.501939	0.533623	0.427370	0.310577	0.514773	0.276848	0.350336	0.078111	0.088104	0.251367	0.162554	0.093825	0.196051	0.605962	0.232487	0.211306	0.415647	0.739194	0.326403	0.075098	0.110291	0.671190	0.206500
33	0.193003	0.283084	0.606228	0.308857	0.215123	0.228401	0.693772	0.770135	0.130627	0.213797	0.367220	0.291630	0.316718	0.236591	0.383301	0.390788	0.309305	0.452633	0.356142	0.532848	0.249437	0.420052	0.257854	0.133822	0.301405	0.448681	0.452168	0.332562	0.167033	0.344078	0.705548	0.502272	0.278469	0.469704	0.522356	0.405638	0.162692	0.215030	0.301264	0.432142	0.452949	0.555126	0.301369	0.290625	0.203722	0.346695	0.334988	0.270685	0.078560	0.104828	0.337116	0.146011	0.150614	0.163394	0.463961	0.186224	0.299680	0.512999	0.532236	0.446543	0.312350	0.517342	0.276101	0.379814	0.086119	0.084145	0.261389	0.163795	0.090449	0.199895	0.604419	0.218726	0.217268	0.412213	0.788850	0.339556	0.075391	0.113213	0.668220	0.174019
34	0.220554	0.304582	0.604464	0.310866	0.212136	0.228084	0.681843	0.684915	0.165592	0.241171	0.341871	0.218987	0.262315	0.259584	0.387109	0.390464	0.283101	0.453360	0.348360	0.492194	0.279591	0.459591	0.259172	0.126552	0.296546	0.426414	0.460851	0.332660	0.173189	0.343095	0.720020	0.443869	0.347527	0.629329	0.485593	0.446926	0.152514	0.215263	0.300847	0.420124	0.468330	0.600240	0.322140	0.311542	0.225049	0.395722	0.311679	0.270754	0.097719	0.135853	0.336550	0.146316	0.174257	0.192096	0.465174	0.192957	0.339276	0.507090	0.526533	0.407401	0.312806	0.527058	0.277735	0.386527	0.089970	0.082976	0.278514	0.163341	0.095177	0.204316	0.602378	0.191704	0.217786	0.404637	0.797222	0.345240	0.077583	0.119013	0.657255	0.154157
35	0.230355	0.316345	0.616049	0.311004	0.201113	0.204304	0.662063	0.544826	0.198560	0.307526	0.331649	0.168135	0.224646	0.244593	0.344595	0.388450	0.286370	0.393884	0.340304	0.446416	0.284391	0.460137	0.243504	0.106340	0.292927	0.409467	0.458883	0.336517	0.175063	0.338570	0.726342	0.369386	0.357584	0.671395	0.485834	0.492553	0.153503	0.231784	0.306222	0.381331	0.476774	0.618439	0.349573	0.295351	0.212334	0.393376	0.312605	0.275847	0.129010	0.193156	0.338448	0.142210	0.181321	0.201754	0.465288	0.191766	0.363952	0.494264	0.521702	0.352997	0.315325	0.533673	0.275325	0.393072	0.087261	0.082261	0.300548	0.166982	0.099959	0.214364	0.647016	0.176272	0.214657	0.387866	0.796103	0.341724	0.079742	0.131459	0.640396	0.145290
36	0.230196	0.319219	0.628957	0.305706	0.189195	0.182612	0.643015	0.442809	0.200203	0.320377	0.319914	0.158568	0.197894	0.232126	0.265491	0.371446	0.249189	0.330994	0.326292	0.467560	0.286382	0.457456	0.213787	0.099627	0.287899	0.385956	0.477280	0.328733	0.173718	0.335911	0.718617	0.289560	0.354842	0.676584	0.463282	0.524722	0.153156	0.246110	0.324587	0.310857	0.480466	0.625092	0.383922	0.302496	0.206621	0.392829	0.326988	0.273703	0.154821	0.264335	0.339040	0.174717	0.181613	0.210694	0.464942	0.188874	0.363076	0.447845	0.502802	0.348995	0.316848	0.537384	0.279183	0.394102	0.087185	0.085893	0.319362	0.155248	0.113131	0.246216	0.675096	0.173800	0.210538	0.365455	0.794006	0.333979	0.072371	0.147264	0.613736	0.140905
37	0.219805	0.289584	0.581290	0.324681	0.178598	0.167673	0.633633	0.428750	0.198749	0.324029	0.302164	0.168838	0.176487	0.230876	0.210438	0.324259	0.255795	0.325841	0.331030	0.442762	0.286978	0.460794	0.213528	0.098248	0.283073	0.380984	0.485083	0.303924	0.175655	0.334020	0.694955	0.219270	0.354347	0.677751	0.434910	0.517813	0.159287	0.253551	0.334036	0.239376	0.481214	0.628106	0.409205	0.317256	0.204805	0.392884	0.339999	0.264604	0.161585	0.308900	0.330532	0.282468	0.185476	0.230171	0.460727	0.188811	0.412415	0.441231	0.516592	0.366594	0.317402	0.540210	0.338271	0.391359	0.090191	0.093217	0.325651	0.152685	0.117741	0.268878	0.607032	0.170381	0.215051	0.354204	0.778381	0.329120	0.070294	0.150517	0.542618	0.138464
38	0.210171	0.276555	0.512765	0.442507	0.170909	0.172464	0.623331	0.415510	0.197613	0.326389	0.303616	0.183175	0.193680	0.236276	0.198506	0.278563	0.300245	0.375447	0.392035	0.370677	0.286672	0.464123	0.215580	0.098272	0.261147	0.368214	0.502526	0.301965	0.176505	0.343146	0.669804	0.176057	0.354835	0.676147	0.418690	0.517304	0.164084	0.262602	0.340105	0.177976	0.482569	0.628964	0.417704	0.325184	0.204944	0.399110	0.345881	0.254516	0.165350	0.309761	0.311602	0.317551	0.186137	0.242440	0.383525	0.191077	0.420744	0.438456	0.518747	0.414626	0.316512	0.543315	0.409730	0.387544	0.087812	0.090898	0.335982	0.163194	0.119217	0.279262	0.569922	0.167698	0.214025	0.360294	0.753190	0.328020	0.077569	0.150683	0.393926	0.138197
39	0.202257	0.303704	0.511451	0.524898	0.186914	0.236144	0.594223	0.354621	0.201451	0.331586	0.280023	0.188000	0.197665	0.254896	0.185408	0.276107	0.316689	0.373225	0.450289	0.293973	0.286657	0.468221	0.218408	0.096633	0.214624	0.314646	0.528477	0.294662	0.177584	0.367828	0.647732	0.168367	0.354628	0.665056	0.427427	0.503075	0.163010	0.263990	0.338737	0.163254	0.470403	0.619539	0.419334	0.339800	0.205789	0.411114	0.345333	0.252711	0.173745	0.312485	0.273353	0.314013	0.185990	0.244655	0.264102	0.198356	0.416722	0.437671	0.525225	0.507172	0.313877	0.544109	0.417515	0.389051	0.084473	0.088666	0.378135	0.170440	0.119836	0.280931	0.573054	0.167542	0.224247	0.362521	0.715437	0.327995	0.075729	0.159884	0.250851	0.137834
40	0.216270	0.307862	0.617726	0.532008	0.188929	0.279248	0.562558	0.292088	0.219404	0.368290	0.256356	0.217163	0.197998	0.256100	0.145520	0.274765	0.317853	0.344637	0.529350	0.279150	0.287612	0.472055	0.241472	0.103704	0.184661	0.251670	0.485233	0.281179	0.186308	0.397903	0.632756	0.166886	0.326284	0.625159	0.437808	0.492921	0.162746	0.264318	0.336333	0.163156	0.452849	0.601092	0.422840	0.369510	0.205872	0.416856	0.338734	0.255002	0.188744	0.322499	0.304581	0.310845	0.185942	0.243743	0.253074	0.212473	0.386659	0.401614	0.512886	0.552805	0.306176	0.527723	0.416526	0.397098	0.083021	0.087476	0.417445	0.173540	0.119994	0.281159	0.564246	0.169377	0.207634	0.364506	0.680579	0.319638	0.074215	0.178450	0.233770	0.133624
41	0.313646	0.417699	0.763486	0.534315	0.191590	0.277583	0.554948	0.254857	0.223791	0.395643	0.285679	0.220394	0.200585	0.256547	0.150507	0.244256	0.305906	0.341550	0.537078	0.281213	0.288207	0.469917	0.251816	0.111017	0.171171	0.249569	0.412375	0.322203	0.194013	0.414681	0.618219	0.162841	0.291478	0.583608	0.462321	0.530120	0.160074	0.264239	0.347948	0.162835	0.441152	0.577838	0.428572	0.382968	0.206035	0.417489	0.324282	0.255172	0.216388	0.347880	0.504948	0.310033	0.185579	0.245405	0.249475	0.227232	0.377879	0.372743	0.512068	0.546288	0.292811	0.474101	0.421383	0.403277	0.083554	0.088932	0.443480	0.178818	0.117824	0.282134	0.540905	0.172103	0.207452	0.324966	0.670056	0.309699	0.074017	0.192728	0.233700	0.121598
42	0.325365	0.434128	0.747295	0.516891	0.231466	0.320994	0.466003	0.241173	0.222078	0.389702	0.359720	0.228517	0.213277	0.263388	0.193832	0.220766	0.290976	0.334596	0.523651	0.296540	0.288070	0.469893	0.254308	0.119522	0.177970	0.242449	0.386672	0.387068	0.196777	0.421433	0.595604	0.166850	0.285675	0.567234	0.490987	0.596274	0.160107	0.264761	0.367776	0.164559	0.394744	0.556992	0.435269	0.385899	0.205590	0.417148	0.314963	0.246048	0.233048	0.386906	0.601520	0.319521	0.184967	0.246562	0.224276	0.238870	0.380455	0.373645	0.433067	0.553113	0.284663	0.395206	0.441362	0.404102	0.083707	0.087622	0.454104	0.180128	0.113720	0.282298	0.515024	0.173248	0.198546	0.276946	0.666942	0.317318	0.093436	0.193095	0.221991	0.132444
43	0.323621	0.434927	0.723823	0.511001	0.263525	0.366508	0.352171	0.219273	0.252193	0.402516	0.445991	0.234501	0.214566	0.267600	0.227556	0.219805	0.278850	0.330322	0.526010	0.327554	0.287644	0.472561	0.254403	0.120742	0.181410	0.244565	0.411285	0.428553	0.199026	0.425441	0.552774	0.185276	0.304221	0.570212	0.437209	0.685452	0.159482	0.263555	0.394599	0.165841	0.352616	0.544171	0.449364	0.387820	0.205067	0.416868	0.307238	0.234353	0.271107	0.463186	0.642833	0.326962	0.179536	0.245720	0.199219	0.243078	0.379364	0.375522	0.335655	0.585807	0.282767	0.373447	0.446395	0.390830	0.082730	0.082561	0.457737	0.181477	0.113229	0.285649	0.501290	0.173412	0.170865	0.239675	0.669150	0.363241	0.142440	0.228278	0.205595	0.172819
44	0.306322	0.423477	0.726894	0.519476	0.271692	0.384883	0.297952	0.200764	0.272109	0.413454	0.491994	0.249806	0.204391	0.265372	0.242220	0.225477	0.271990	0.331232	0.534134	0.362827	0.282923	0.471994	0.250469	0.112186	0.158005	0.165646	0.513178	0.434073	0.199139	0.424261	0.403580	0.206827	0.314726	0.569866	0.447482	0.764646	0.159100	0.263167	0.402375	0.180053	0.359480	0.547379	0.466569	0.388247	0.205891	0.416806	0.311243	0.220939	0.278819	0.483033	0.679073	0.330391	0.172241	0.242397	0.180658	0.243697	0.365767	0.360896	0.388559	0.586740	0.236023	0.323479	0.447539	0.349551	0.082707	0.072155	0.452830	0.213506	0.108018	0.278097	0.484900	0.172836	0.190522	0.246202	0.678416	0.438499	0.205450	0.313047	0.201341	0.268375
45	0.290298	0.408093	0.720128	0.521466	0.270972	0.387290	0.286004	0.196800	0.287295	0.420113	0.496475	0.252314	0.194560	0.266142	0.243510	0.223129	0.262308	0.336230	0.538254	0.381454	0.271747	0.447286	0.248217	0.094599	0.162233	0.133545	0.599875	0.436441	0.199174	0.423854	0.327214	0.218571	0.282020	0.497731	0.449426	0.787927	0.159029	0.263851	0.400935	0.199821	0.363702	0.555042	0.486802	0.388005	0.209034	0.415369	0.331448	0.215364	0.279536	0.483003	0.682013	0.338013	0.162845	0.235941	0.174932	0.245068	0.330678	0.317907	0.485040	0.581273	0.188782	0.266867	0.453063	0.306631	0.085383	0.065321	0.449153	0.260567	0.096009	0.251148	0.471691	0.171700	0.274150	0.294805	0.670455	0.560160	0.228029	0.344094	0.200617	0.354132
46	0.283894	0.401762	0.709615	0.528602	0.264595	0.386733	0.286955	0.197062	0.291522	0.431543	0.504487	0.257653	0.212262	0.289756	0.248524	0.228189	0.253409	0.317921	0.540450	0.383676	0.261302	0.381256	0.298427	0.090928	0.192063	0.162823	0.621896	0.473827	0.197958	0.423791	0.328560	0.203373	0.205497	0.286806	0.452093	0.774288	0.158957	0.263870	0.402383	0.206127	0.364814	0.561338	0.497102	0.388766	0.207314	0.394794	0.369436	0.235723	0.281962	0.481481	0.693102	0.367607	0.156596	0.235566	0.177451	0.245258	0.297265	0.276831	0.520799	0.590498	0.138603	0.221922	0.455842	0.294293	0.084199	0.064138	0.456639	0.343138	0.096817	0.234659	0.467588	0.172652	0.393389	0.350717	0.593200	0.690998	0.231891	0.352939	0.202133	0.403963
47	0.288237	0.404248	0.698092	0.564318	0.262752	0.387061	0.287138	0.196677	0.260727	0.392830	0.543508	0.282480	0.236728	0.325589	0.252651	0.235102	0.259799	0.311572	0.544986	0.354155	0.274706	0.329973	0.478494	0.091977	0.236472	0.196608	0.640565	0.508209	0.190399	0.407233	0.334499	0.189167	0.200199	0.218429	0.445707	0.744781	0.157895	0.258254	0.412662	0.205323	0.361535	0.565566	0.480212	0.387390	0.186687	0.353311	0.397267	0.256225	0.281301	0.478036	0.713354	0.413039	0.151434	0.230596	0.179106	0.249406	0.273527	0.210999	0.520088	0.596094	0.110845	0.198862	0.445114	0.286943	0.081474	0.064235	0.463963	0.407391	0.098112	0.229238	0.465381	0.162851	0.420067	0.374162	0.615864	0.799457	0.234546	0.370413	0.226642	0.422434
48	0.294158	0.411906	0.700537	0.586758	0.262135	0.386895	0.289807	0.196746	0.265404	0.373116	0.555302	0.333726	0.271111	0.335220	0.251594	0.234403	0.242257	0.304355	0.530700	0.330601	0.258216	0.313808	0.586310	0.090252	0.245824	0.199117	0.693854	0.520247	0.168138	0.363745	0.348511	0.200983	0.207447	0.214778	0.425673	0.729475	0.151179	0.232981	0.430454	0.208296	0.342816	0.549254	0.471294	0.384917	0.169309	0.322796	0.431656	0.259394	0.286597	0.480571	0.717623	0.440245	0.150112	0.227322	0.178782	0.261959	0.212323	0.216220	0.508130	0.585202	0.124919	0.214861	0.434275	0.244518	0.097149	0.080522	0.488527	0.444549	0.096335	0.228269	0.465681	0.131475	0.422151	0.377343	0.675734	0.823960	0.234834	0.386122	0.252119	0.424534
49	0.303849	0.405405	0.709016	0.531669	0.260942	0.386935	0.302048	0.198651	0.286562	0.379091	0.578158	0.372943	0.300579	0.321940	0.243422	0.234633	0.184761	0.231435	0.473875	0.311041	0.215323	0.214514	0.619355	0.089756	0.247787	0.198466	0.726190	0.522882	0.159319	0.320789	0.340277	0.224394	0.217242	0.221207	0.405235	0.729154	0.146839	0.202862	0.449964	0.207321	0.317623	0.501264	0.469822	0.378703	0.161938	0.303333	0.458086	0.262243	0.285890	0.470175	0.726480	0.417949	0.149982	0.222988	0.195850	0.269331	0.191870	0.227981	0.589919	0.555020	0.143034	0.224602	0.423002	0.199943	0.116162	0.110439	0.506510	0.494769	0.096225	0.226621	0.467667	0.123444	0.429241	0.378028	0.711265	0.831213	0.235776	0.390281	0.269949	0.426450
50	0.303460	0.379631	0.709691	0.469155	0.259116	0.387023	0.303817	0.199103	0.293197	0.378787	0.604328	0.373287	0.343523	0.453645	0.241782	0.232612	0.149947	0.207515	0.394296	0.305298	0.185134	0.161554	0.624768	0.093754	0.251304	0.197569	0.721309	0.533870	0.163452	0.309559	0.317440	0.256390	0.220054	0.222490	0.397656	0.703900	0.147853	0.200674	0.461487	0.207145	0.307862	0.448482	0.462839	0.346793	0.132435	0.267068	0.457140	0.293544	0.286718	0.456532	0.737949	0.358687	0.145041	0.222336	0.227846	0.263422	0.208147	0.233511	0.713734	0.486450	0.149165	0.210060	0.417734	0.188336	0.121488	0.127591	0.538183	0.564551	0.115596	0.230765	0.465425	0.131351	0.433411	0.380336	0.735985	0.886497	0.236586	0.390796	0.300567	0.437975
51	0.289493	0.371891	0.608593	0.459460	0.257504	0.387415	0.301110	0.202953	0.297363	0.384311	0.605050	0.379623	0.486553	0.553794	0.247242	0.224526	0.139307	0.195200	0.316609	0.335086	0.182850	0.162086	0.624862	0.101672	0.257441	0.204769	0.691756	0.540861	0.166873	0.324131	0.285336	0.299880	0.222486	0.219028	0.368918	0.698401	0.137836	0.188393	0.459821	0.211692	0.284782	0.380385	0.461260	0.292383	0.077656	0.184035	0.451971	0.337237	0.281004	0.454254	0.755968	0.370232	0.126030	0.209895	0.246449	0.262575	0.210573	0.230511	0.766474	0.421518	0.144615	0.197586	0.417610	0.192468	0.140122	0.147216	0.584847	0.594387	0.161678	0.239000	0.399683	0.202881	0.431871	0.391850	0.738655	0.974693	0.236556	0.391103	0.370804	0.453671
