	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d
22	0.151152	0.220712	0.074079	0.123008	0.378462	0.323553	0.085819	0.137605	0.131289	0.225065	0.179510	0.229629	0.040705	0.209490	0.160939	0.232900	0.126806	0.384028	0.135608	0.211773	0.066559	0.246615	0.099129	0.060569	0.063066	0.226474	0.141287	0.104043	0.036309	0.155288	0.165084	0.125430	0.055834	0.137834	0.102350	0.173059	0.125147	0.384729	0.097586	0.161800	0.065101	0.314082	0.036066	0.113856	0.085075	0.243379	0.100736	0.099129	0.113755	0.143758	0.032011	0.045729	0.094867	0.377032	0.068612	0.110090	0.082744	0.112836	0.123138	0.221230	0.054892	0.115354	0.091921	0.125116	0.175804	0.268804	0.114382	0.400416	0.068601	0.142826	0.092417	0.135994	0.037947	0.264402	0.076449	0.100977	0.090880	0.219011	0.067534	0.197837
23	0.100540	0.207330	0.055784	0.086233	0.386713	0.316705	0.087463	0.125375	0.139882	0.209845	0.177605	0.225353	0.048459	0.227144	0.169812	0.277637	0.121236	0.260440	0.132600	0.228180	0.105304	0.269947	0.074130	0.054016	0.072650	0.280173	0.108381	0.078448	0.031016	0.164699	0.160149	0.118744	0.064520	0.308766	0.124808	0.161139	0.112137	0.388762	0.097673	0.145282	0.061554	0.312124	0.024694	0.077298	0.106315	0.286195	0.101170	0.133328	0.088526	0.253302	0.101772	0.105658	0.140262	0.544574	0.072607	0.111481	0.103437	0.139668	0.130512	0.251608	0.062378	0.141688	0.086495	0.117413	0.222705	0.288161	0.111359	0.462787	0.069638	0.152810	0.094570	0.139139	0.039433	0.179012	0.095353	0.130042	0.071593	0.235191	0.066045	0.187600
24	0.038093	0.178184	0.068561	0.065993	0.380377	0.426192	0.065385	0.097854	0.137880	0.240212	0.176822	0.225148	0.046799	0.251434	0.172601	0.309155	0.121374	0.250047	0.162658	0.231894	0.115035	0.268649	0.071241	0.070071	0.080159	0.293356	0.085223	0.075199	0.041220	0.165622	0.160000	0.124952	0.115806	0.495410	0.106078	0.167889	0.106355	0.388493	0.098169	0.131545	0.061023	0.334376	0.022774	0.041640	0.127724	0.309044	0.100608	0.133456	0.117054	0.367500	0.166321	0.135480	0.175006	0.711604	0.079669	0.124441	0.109339	0.208479	0.134825	0.252322	0.065085	0.148635	0.073021	0.114751	0.235809	0.284443	0.159873	0.374780	0.070124	0.167511	0.104329	0.141226	0.051601	0.165661	0.095755	0.146314	0.066030	0.259112	0.066172	0.185433
25	0.039959	0.174029	0.083484	0.071107	0.367626	0.381485	0.073709	0.204010	0.152159	0.264248	0.162651	0.209266	0.049297	0.254879	0.172338	0.315268	0.120940	0.214427	0.133603	0.250367	0.114841	0.274496	0.049845	0.072183	0.078608	0.329374	0.086619	0.059940	0.047583	0.146990	0.160639	0.124448	0.152169	0.598364	0.141490	0.157345	0.109745	0.388146	0.097562	0.115940	0.063146	0.314757	0.029282	0.035882	0.140121	0.316136	0.111543	0.133183	0.114953	0.368197	0.170161	0.141312	0.183580	0.719145	0.090761	0.164707	0.110985	0.234917	0.169700	0.267302	0.084985	0.165339	0.065182	0.096249	0.264884	0.273931	0.180966	0.364552	0.066919	0.171038	0.094295	0.159554	0.057561	0.152882	0.096451	0.150570	0.065365	0.261278	0.063795	0.178311
26	0.040903	0.175578	0.087704	0.083680	0.266317	0.335498	0.083456	0.255115	0.158716	0.287012	0.162779	0.270208	0.052919	0.248960	0.172522	0.314914	0.110764	0.201889	0.133177	0.245279	0.115359	0.274895	0.043860	0.084194	0.080504	0.364369	0.082435	0.050472	0.047346	0.131463	0.124911	0.111215	0.174181	0.662370	0.151219	0.211135	0.107455	0.383556	0.094702	0.113251	0.075453	0.326271	0.049949	0.058804	0.139584	0.281291	0.151461	0.130124	0.114723	0.368743	0.234076	0.162646	0.187028	0.733309	0.094318	0.186885	0.113872	0.250375	0.154673	0.228106	0.094655	0.177599	0.065411	0.091477	0.261977	0.275848	0.226697	0.363236	0.053457	0.166021	0.106912	0.162531	0.058145	0.176977	0.096771	0.153557	0.063049	0.283255	0.058303	0.145895
27	0.084504	0.375208	0.089211	0.091620	0.186178	0.310328	0.086921	0.257120	0.149482	0.277496	0.138618	0.266016	0.054721	0.234015	0.171178	0.312978	0.110023	0.156490	0.138390	0.233183	0.115531	0.275144	0.045434	0.106263	0.079511	0.359069	0.099907	0.060300	0.045608	0.130905	0.111654	0.098307	0.174897	0.707098	0.167558	0.209526	0.099571	0.378903	0.098165	0.122769	0.068156	0.313829	0.056253	0.165576	0.145902	0.290502	0.164476	0.116319	0.114682	0.372067	0.275942	0.184443	0.187689	0.753226	0.106468	0.191087	0.104017	0.241476	0.153306	0.215016	0.123811	0.183417	0.071166	0.096680	0.227189	0.267269	0.239414	0.395162	0.041330	0.185036	0.110960	0.152360	0.061930	0.250604	0.083890	0.143967	0.051030	0.306405	0.054869	0.089409
28	0.150251	0.627595	0.174192	0.252765	0.190829	0.306244	0.081520	0.304894	0.140322	0.276917	0.102044	0.289416	0.054769	0.232126	0.176269	0.325870	0.064983	0.174819	0.131485	0.227933	0.115299	0.273949	0.051335	0.119717	0.080922	0.361663	0.103830	0.064566	0.049249	0.133183	0.111143	0.100239	0.188081	0.707976	0.224802	0.232051	0.081561	0.350125	0.105122	0.128338	0.064233	0.322376	0.074740	0.179142	0.148301	0.291474	0.201643	0.103404	0.114956	0.386736	0.281089	0.191239	0.193057	0.777241	0.119387	0.188867	0.098306	0.245490	0.131258	0.158329	0.134751	0.194466	0.069915	0.099612	0.202264	0.293034	0.232394	0.330110	0.055539	0.219847	0.111542	0.151789	0.089510	0.320518	0.099473	0.131375	0.048514	0.311131	0.050821	0.045846
29	0.166834	0.730200	0.286311	0.564335	0.155122	0.300106	0.145206	0.309446	0.111360	0.266188	0.104245	0.316069	0.049228	0.183213	0.184581	0.310944	0.046556	0.158828	0.083803	0.230732	0.110799	0.241306	0.058294	0.127254	0.066658	0.320902	0.104982	0.061990	0.068854	0.141628	0.121455	0.109476	0.193737	0.618098	0.231022	0.249180	0.084110	0.334253	0.117423	0.130083	0.066745	0.333320	0.088380	0.185739	0.141216	0.289341	0.217959	0.092558	0.115659	0.395616	0.281419	0.191584	0.202085	0.769294	0.119315	0.191791	0.076883	0.245545	0.131129	0.175974	0.135852	0.204929	0.065713	0.089472	0.159549	0.242901	0.216192	0.298948	0.056209	0.236313	0.125004	0.150475	0.091205	0.340040	0.131530	0.209025	0.048499	0.304058	0.058859	0.044688
30	0.170504	0.733128	0.311160	0.590577	0.094522	0.080332	0.151648	0.308717	0.122623	0.219928	0.140460	0.363608	0.055379	0.187665	0.182825	0.307994	0.047147	0.142183	0.059485	0.195008	0.106550	0.190296	0.060480	0.128451	0.061931	0.320778	0.105509	0.062649	0.079179	0.142714	0.132152	0.120810	0.138753	0.432620	0.271914	0.347178	0.089590	0.258325	0.129515	0.143551	0.081419	0.316886	0.105077	0.196751	0.123750	0.232026	0.212442	0.040634	0.100458	0.475383	0.254357	0.158299	0.212294	0.768082	0.121972	0.194388	0.080323	0.210449	0.086821	0.185663	0.165767	0.198351	0.068432	0.093334	0.103967	0.252453	0.197031	0.295435	0.055381	0.274457	0.130491	0.164522	0.091419	0.341291	0.120014	0.269943	0.068053	0.298520	0.049691	0.051467
31	0.188400	0.732938	0.362219	0.653573	0.099536	0.070007	0.146541	0.263124	0.098314	0.151303	0.139796	0.453175	0.080836	0.188256	0.200477	0.297959	0.035773	0.139492	0.055598	0.118105	0.089855	0.156162	0.079137	0.139977	0.044916	0.298534	0.144215	0.064196	0.081649	0.139210	0.133141	0.129531	0.127747	0.393902	0.265217	0.373305	0.084903	0.184620	0.153683	0.162152	0.082488	0.232616	0.108479	0.199402	0.088610	0.175000	0.224981	0.013728	0.100142	0.560910	0.245732	0.151110	0.213120	0.753284	0.138673	0.184185	0.074003	0.159534	0.061605	0.145744	0.213223	0.209391	0.079758	0.104370	0.090521	0.240193	0.165900	0.281750	0.084019	0.333028	0.131303	0.173201	0.111909	0.363989	0.127923	0.263123	0.118576	0.293692	0.051860	0.049645
32	0.195556	0.735067	0.375067	0.680021	0.110335	0.064657	0.139333	0.228810	0.087030	0.098413	0.130892	0.422923	0.080536	0.232816	0.207796	0.275052	0.034942	0.232892	0.046452	0.148945	0.059596	0.126157	0.104630	0.154060	0.048487	0.289435	0.189530	0.079645	0.081962	0.133359	0.132821	0.132467	0.107247	0.288615	0.255403	0.354751	0.085268	0.179056	0.172229	0.172758	0.071351	0.205607	0.109961	0.211344	0.075681	0.132965	0.213546	0.008043	0.164373	0.755610	0.408012	0.377903	0.219273	0.742059	0.136891	0.176690	0.083647	0.180070	0.059369	0.145727	0.218015	0.203991	0.081864	0.121260	0.099558	0.241573	0.101307	0.169272	0.114105	0.371017	0.146604	0.165914	0.110858	0.360354	0.135975	0.260355	0.176493	0.296206	0.058815	0.048851
33	0.194417	0.682258	0.383143	0.703444	0.097709	0.070506	0.136544	0.215208	0.085076	0.103736	0.144672	0.477566	0.079496	0.260135	0.219916	0.268383	0.096317	0.339279	0.053113	0.151449	0.077168	0.124544	0.116923	0.150774	0.054378	0.226802	0.187729	0.096425	0.081313	0.116559	0.132673	0.130807	0.106243	0.173345	0.241358	0.351101	0.080044	0.179043	0.181937	0.174000	0.086133	0.202174	0.111827	0.183068	0.071199	0.117435	0.186431	0.007686	0.164081	0.807112	0.489549	0.449361	0.213523	0.704581	0.134538	0.180187	0.085482	0.190761	0.039685	0.144170	0.215294	0.185741	0.081997	0.129243	0.099070	0.263353	0.100571	0.103035	0.116014	0.361483	0.156307	0.186447	0.109946	0.351112	0.150465	0.260953	0.194597	0.287237	0.060935	0.053924
34	0.181081	0.595663	0.370900	0.717084	0.071381	0.090925	0.136580	0.141364	0.078540	0.288678	0.161734	0.463663	0.085820	0.326992	0.278712	0.318374	0.116700	0.442103	0.064624	0.175973	0.098711	0.134404	0.118801	0.150242	0.065713	0.230742	0.219506	0.110895	0.074117	0.092941	0.134981	0.119997	0.089617	0.185399	0.177415	0.324407	0.077045	0.183861	0.186078	0.174673	0.130637	0.163888	0.116471	0.204297	0.044347	0.093483	0.176960	0.007165	0.186231	0.841031	0.522776	0.476508	0.184094	0.507406	0.135922	0.186975	0.079154	0.184836	0.024128	0.114699	0.212902	0.181590	0.083356	0.129179	0.095179	0.341455	0.098273	0.098871	0.119400	0.367156	0.150476	0.207521	0.109269	0.288789	0.162692	0.269276	0.349100	0.284326	0.060426	0.064327
35	0.154544	0.270942	0.303479	0.532299	0.070424	0.149252	0.060789	0.140888	0.091575	0.411379	0.179171	0.456531	0.084090	0.325182	0.386090	0.346348	0.138464	0.450765	0.062483	0.166135	0.107269	0.136655	0.126403	0.139654	0.069342	0.242038	0.223830	0.131336	0.070310	0.086165	0.113321	0.113525	0.109383	0.212902	0.161187	0.300507	0.076210	0.184006	0.186426	0.181304	0.139315	0.121940	0.109541	0.203258	0.041778	0.082954	0.106595	0.006454	0.202308	0.853526	0.613247	0.490373	0.170022	0.444866	0.137986	0.168909	0.082373	0.211769	0.023549	0.069987	0.205688	0.169050	0.107636	0.139449	0.101569	0.366716	0.094258	0.085155	0.132842	0.381492	0.150670	0.196196	0.088283	0.258521	0.181323	0.302381	0.384957	0.273234	0.062370	0.072726
36	0.150092	0.297800	0.273844	0.443378	0.070616	0.327570	0.148951	0.156438	0.079582	0.441225	0.152255	0.416581	0.085767	0.316631	0.391206	0.358997	0.141127	0.446591	0.061700	0.162319	0.107314	0.141323	0.164799	0.137841	0.069386	0.229622	0.239808	0.148779	0.070382	0.089003	0.095645	0.104581	0.111074	0.288105	0.053068	0.154765	0.070100	0.181916	0.174218	0.159954	0.133994	0.118736	0.123074	0.192691	0.042406	0.085428	0.096852	0.005695	0.243724	0.845007	0.625788	0.493810	0.165353	0.448666	0.135200	0.133031	0.076797	0.247975	0.056325	0.119064	0.201065	0.155851	0.132279	0.158120	0.125169	0.460377	0.089148	0.084694	0.137852	0.387391	0.161768	0.181726	0.082704	0.221398	0.187401	0.346034	0.385776	0.282985	0.063138	0.076644
37	0.132003	0.290413	0.198149	0.391136	0.048720	0.371044	0.163780	0.119221	0.086104	0.437681	0.153525	0.320032	0.095472	0.316439	0.376989	0.340058	0.137122	0.405778	0.084399	0.128870	0.106924	0.134406	0.193783	0.143010	0.070241	0.212963	0.259221	0.250930	0.070991	0.090634	0.097496	0.102221	0.108145	0.373879	0.037972	0.116997	0.071400	0.181645	0.186123	0.176572	0.135535	0.458741	0.130221	0.190964	0.045200	0.088660	0.098444	0.029108	0.247535	0.740396	0.629788	0.509250	0.163007	0.451118	0.138429	0.117810	0.068845	0.242529	0.088035	0.157611	0.185594	0.148769	0.151980	0.193036	0.130393	0.474858	0.070784	0.082083	0.137780	0.403252	0.168257	0.194127	0.112431	0.242973	0.193494	0.314330	0.386008	0.256712	0.063172	0.078204
38	0.126284	0.295668	0.133216	0.306233	0.084719	0.378487	0.187542	0.114536	0.093100	0.554729	0.155065	0.286412	0.106121	0.316037	0.384352	0.334728	0.101460	0.276219	0.143118	0.129691	0.109560	0.107145	0.194996	0.139259	0.068929	0.176689	0.273831	0.277861	0.067059	0.119759	0.108258	0.107996	0.106306	0.367218	0.049813	0.178659	0.073839	0.154150	0.176422	0.250624	0.192565	0.505880	0.123653	0.178297	0.047556	0.145563	0.084103	0.059664	0.229748	0.613195	0.614413	0.536991	0.160506	0.410614	0.138848	0.143964	0.057446	0.221988	0.097277	0.180892	0.181027	0.144787	0.145956	0.275107	0.133170	0.487288	0.130613	0.213462	0.134661	0.392523	0.204121	0.253008	0.126367	0.222331	0.190608	0.313825	0.385904	0.262538	0.063590	0.077769
39	0.118384	0.291746	0.110981	0.250926	0.156113	0.472716	0.209605	0.179884	0.100206	0.617681	0.136445	0.173602	0.091889	0.310618	0.411657	0.406956	0.095834	0.158981	0.144293	0.077792	0.107829	0.100375	0.194549	0.217677	0.071881	0.177592	0.244055	0.277208	0.049712	0.140797	0.095382	0.123267	0.101282	0.358779	0.050545	0.177737	0.068159	0.103986	0.173970	0.265821	0.217897	0.619881	0.119990	0.156007	0.091418	0.332588	0.094331	0.070210	0.197713	0.425764	0.507629	0.405632	0.150241	0.373028	0.133269	0.210712	0.059619	0.224869	0.103027	0.220505	0.181527	0.126882	0.146737	0.309404	0.123046	0.399614	0.152335	0.229806	0.137824	0.392993	0.218530	0.288188	0.122167	0.214743	0.182537	0.314270	0.386092	0.277521	0.069405	0.079871
40	0.110981	0.308861	0.096420	0.178287	0.264117	0.561365	0.230476	0.196904	0.111391	0.638345	0.108057	0.139427	0.086392	0.295508	0.454582	0.512179	0.073750	0.158408	0.149432	0.079320	0.102965	0.103531	0.183360	0.238804	0.068640	0.161154	0.304804	0.284721	0.033821	0.140095	0.083643	0.119202	0.069715	0.343820	0.057817	0.184623	0.069959	0.104697	0.158122	0.289894	0.197215	0.629305	0.107026	0.090276	0.150785	0.608502	0.095806	0.098245	0.200133	0.339148	0.422681	0.350176	0.136649	0.370544	0.146792	0.230936	0.055328	0.221912	0.106737	0.222870	0.155930	0.121693	0.146944	0.312127	0.116681	0.347737	0.173991	0.259575	0.153009	0.362278	0.207860	0.290172	0.122285	0.220306	0.171243	0.314400	0.385307	0.277668	0.095487	0.083831
41	0.085387	0.312421	0.084561	0.153106	0.273543	0.555991	0.330290	0.235992	0.098962	0.591240	0.084976	0.100005	0.098645	0.222938	0.495619	0.555425	0.078137	0.171569	0.237760	0.084535	0.115686	0.104208	0.187366	0.273653	0.071589	0.168567	0.318423	0.339670	0.038942	0.167303	0.089386	0.111869	0.053624	0.313724	0.088122	0.191805	0.070256	0.103212	0.142498	0.335387	0.189079	0.645016	0.107116	0.075787	0.176165	0.619743	0.108568	0.116904	0.172702	0.201441	0.330674	0.289089	0.119205	0.352144	0.153812	0.232289	0.051286	0.150225	0.120058	0.256002	0.077638	0.095757	0.163545	0.329606	0.110623	0.342036	0.185243	0.288846	0.154758	0.357135	0.207846	0.277010	0.123281	0.235552	0.164715	0.309901	0.380978	0.278311	0.117501	0.088293
42	0.077027	0.315319	0.060397	0.158627	0.278511	0.472324	0.332083	0.235755	0.092907	0.572605	0.087849	0.164725	0.125522	0.213400	0.491332	0.537920	0.089512	0.162962	0.232131	0.079515	0.108449	0.099020	0.191758	0.341176	0.062536	0.151340	0.301300	0.379549	0.042688	0.242572	0.095922	0.113438	0.044564	0.168147	0.099055	0.230203	0.081715	0.121928	0.132276	0.338206	0.190442	0.645424	0.088308	0.105488	0.196294	0.648442	0.113048	0.139116	0.143653	0.143523	0.154390	0.272576	0.097461	0.349980	0.150274	0.252648	0.050434	0.139608	0.092402	0.233935	0.055509	0.093589	0.199913	0.366917	0.109507	0.294893	0.210102	0.297199	0.151373	0.293299	0.229035	0.278858	0.146602	0.354198	0.146386	0.299552	0.363296	0.279884	0.143719	0.100052
43	0.076962	0.312656	0.055256	0.117281	0.281913	0.450115	0.326789	0.234002	0.094643	0.573750	0.090297	0.176720	0.136489	0.244926	0.425348	0.517119	0.098069	0.130811	0.207596	0.054914	0.110255	0.080085	0.192814	0.383534	0.075582	0.152040	0.300228	0.382364	0.044642	0.259938	0.097972	0.113862	0.078416	0.193761	0.109158	0.218465	0.086984	0.151244	0.137225	0.337032	0.188735	0.487569	0.065194	0.110478	0.196147	0.649731	0.107242	0.149566	0.061518	0.118223	0.113522	0.268043	0.077725	0.339566	0.150580	0.273784	0.050419	0.140365	0.143475	0.254338	0.089296	0.155591	0.218894	0.413523	0.105843	0.366746	0.203586	0.272377	0.149048	0.292857	0.257108	0.291552	0.150981	0.375098	0.097599	0.216508	0.350294	0.304505	0.155063	0.140091
44	0.086571	0.323073	0.054206	0.112781	0.270846	0.442403	0.323901	0.230872	0.094444	0.473118	0.096966	0.209537	0.136546	0.292256	0.380041	0.509558	0.081180	0.140287	0.234705	0.076105	0.130844	0.092991	0.182628	0.398491	0.084831	0.159533	0.280180	0.351360	0.048402	0.259916	0.099477	0.112769	0.084789	0.213436	0.116431	0.185328	0.088895	0.149279	0.137846	0.330814	0.137933	0.433187	0.065634	0.109837	0.194857	0.666580	0.101750	0.187887	0.058500	0.171682	0.093233	0.230639	0.091593	0.346799	0.160988	0.272090	0.080360	0.253512	0.159262	0.232506	0.105414	0.183390	0.220658	0.435247	0.108042	0.376544	0.194238	0.260349	0.149438	0.284274	0.262210	0.301831	0.137493	0.378363	0.057541	0.138735	0.351821	0.335166	0.160709	0.193944
45	0.122577	0.476410	0.052063	0.116359	0.242922	0.339449	0.316558	0.183520	0.085067	0.393561	0.097439	0.229912	0.135061	0.310169	0.395441	0.499901	0.096308	0.120387	0.228357	0.080822	0.167553	0.116350	0.129362	0.393573	0.088371	0.183241	0.265317	0.303804	0.048926	0.261384	0.097477	0.116126	0.085525	0.214033	0.119557	0.187574	0.090683	0.142093	0.130663	0.337604	0.072453	0.230985	0.064386	0.101860	0.198542	0.668138	0.082989	0.197147	0.061698	0.183367	0.091664	0.137322	0.093060	0.348392	0.176372	0.278352	0.082237	0.257761	0.161398	0.214948	0.115810	0.190976	0.209919	0.432667	0.101334	0.380009	0.197106	0.282759	0.145530	0.267403	0.266867	0.309113	0.108551	0.392822	0.055949	0.110019	0.267166	0.324724	0.184181	0.215869
46	0.125745	0.491250	0.056876	0.114059	0.133256	0.322905	0.303612	0.160729	0.063618	0.249986	0.098499	0.234202	0.121441	0.311205	0.399240	0.496612	0.099030	0.118179	0.154778	0.110044	0.194550	0.167491	0.109292	0.391723	0.091146	0.269762	0.257845	0.315084	0.052215	0.260858	0.111099	0.124341	0.095195	0.305644	0.123859	0.180718	0.098189	0.141584	0.121363	0.329964	0.077688	0.175699	0.065025	0.096744	0.175419	0.544066	0.086996	0.192730	0.057819	0.181005	0.086180	0.097785	0.097857	0.369757	0.177615	0.299717	0.082398	0.300281	0.160972	0.203776	0.121286	0.197381	0.193400	0.426085	0.099304	0.381445	0.191346	0.286815	0.143906	0.248895	0.262020	0.312781	0.100303	0.393328	0.054688	0.120208	0.290544	0.327921	0.193140	0.223036
47	0.169343	0.478605	0.058970	0.101959	0.108596	0.317381	0.179692	0.090651	0.063368	0.181862	0.092013	0.231575	0.120343	0.346595	0.383922	0.476221	0.101445	0.163913	0.160050	0.122437	0.198437	0.223387	0.108092	0.385163	0.089114	0.297412	0.197190	0.326599	0.054275	0.262006	0.112812	0.125917	0.099504	0.351910	0.169616	0.192316	0.097997	0.158658	0.133469	0.279042	0.075291	0.107651	0.068294	0.094192	0.157979	0.382168	0.143624	0.202947	0.048304	0.205213	0.061894	0.103945	0.098106	0.343239	0.176735	0.302844	0.097170	0.404624	0.154638	0.153107	0.122188	0.202680	0.175686	0.409666	0.096048	0.342040	0.222466	0.312334	0.150792	0.234791	0.252181	0.310919	0.102716	0.396670	0.053132	0.118120	0.304549	0.319173	0.203060	0.228010
48	0.183049	0.444121	0.045059	0.078623	0.101077	0.311470	0.127180	0.053500	0.071770	0.183625	0.088768	0.185286	0.117795	0.417503	0.327630	0.347679	0.097492	0.164077	0.166593	0.134050	0.229944	0.572566	0.106530	0.339421	0.082212	0.330005	0.100479	0.277288	0.050208	0.242307	0.100512	0.113253	0.094330	0.392575	0.175824	0.159588	0.117077	0.210768	0.126551	0.269581	0.071852	0.147405	0.054032	0.076919	0.118560	0.355150	0.162705	0.214460	0.050630	0.210589	0.034335	0.106628	0.101033	0.337865	0.170413	0.307736	0.102408	0.430723	0.144502	0.123557	0.120400	0.197122	0.174875	0.354884	0.058453	0.208929	0.223026	0.312320	0.152630	0.228243	0.236359	0.282075	0.103140	0.383156	0.046277	0.109909	0.317935	0.306142	0.215148	0.229516
49	0.186985	0.465647	0.048733	0.060203	0.089708	0.311275	0.135545	0.053864	0.071646	0.189967	0.064504	0.165330	0.129768	0.482728	0.245448	0.203767	0.095585	0.167963	0.162495	0.137663	0.250585	0.622594	0.092565	0.333384	0.098590	0.369925	0.074770	0.199412	0.049956	0.233864	0.102107	0.088499	0.072868	0.396862	0.200257	0.176613	0.140063	0.294846	0.120537	0.210107	0.074544	0.245065	0.057082	0.088636	0.101293	0.331872	0.190938	0.213598	0.052638	0.206417	0.028513	0.106764	0.105369	0.331297	0.181866	0.288471	0.093689	0.425574	0.067420	0.062006	0.117802	0.194732	0.174271	0.323069	0.047911	0.142176	0.207564	0.297870	0.151944	0.212789	0.203737	0.230364	0.080972	0.306044	0.038868	0.097473	0.422283	0.281447	0.220771	0.245394
50	0.207585	0.528373	0.073700	0.073293	0.079318	0.306464	0.121197	0.057666	0.091265	0.276030	0.036210	0.115224	0.113445	0.581276	0.193439	0.153332	0.077266	0.163289	0.161972	0.136573	0.238615	0.694577	0.053600	0.278917	0.102915	0.469381	0.071974	0.150463	0.059086	0.236804	0.106288	0.096816	0.091166	0.395452	0.217408	0.207462	0.158248	0.341628	0.118733	0.151619	0.124431	0.347870	0.068420	0.090757	0.101799	0.325873	0.226194	0.207963	0.051984	0.200777	0.029191	0.103620	0.106023	0.328635	0.197670	0.251776	0.081272	0.365788	0.057412	0.064173	0.116331	0.194491	0.172581	0.319702	0.038152	0.128629	0.188398	0.242383	0.141209	0.209183	0.203109	0.212153	0.063618	0.216943	0.033894	0.083911	0.490747	0.280911	0.218565	0.282155
51	0.187576	0.436472	0.081262	0.074211	0.080410	0.279840	0.098394	0.061734	0.093252	0.292401	0.036209	0.061016	0.087279	0.562333	0.183479	0.150200	0.075987	0.167336	0.204039	0.259601	0.241016	0.921523	0.032304	0.198586	0.089975	0.470807	0.061209	0.145666	0.056279	0.214580	0.100328	0.104728	0.092212	0.394198	0.261001	0.314871	0.153592	0.334433	0.117282	0.156188	0.123681	0.355633	0.077179	0.091474	0.111201	0.317444	0.226078	0.187875	0.039807	0.152560	0.035974	0.087311	0.110258	0.316451	0.186268	0.249813	0.084154	0.360852	0.035403	0.074091	0.116739	0.195685	0.152873	0.298721	0.045059	0.166269	0.178717	0.226208	0.131212	0.208572	0.203542	0.212899	0.066281	0.223145	0.042362	0.074769	0.505660	0.284194	0.204080	0.340121
