	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d
46	0.067932	0.237405	0.203801	0.438420	0.135602	0.118555	0.330052	0.245870	0.069883	0.148280	0.237398	0.408546	0.124349	0.299898	0.213566	0.112750	0.097910	0.108472	0.240612	0.325315	0.107766	0.188614	0.056372	0.200180	0.067816	0.256595	0.385241	0.626546	0.042015	0.058816	0.201337	0.131387	0.246084	0.184731	0.213514	0.414572	0.045143	0.058767	0.152334	0.236491	0.126890	0.260915	0.233153	0.252542	0.095174	0.116380	0.281576	0.138866
47	0.072277	0.271826	0.208577	0.404024	0.129492	0.113681	0.342866	0.259073	0.071200	0.156617	0.227380	0.418785	0.125143	0.311691	0.228731	0.119494	0.089635	0.138799	0.185992	0.315351	0.130926	0.231766	0.044113	0.165383	0.082870	0.249436	0.397208	0.646328	0.038690	0.052437	0.203346	0.140838	0.222610	0.179210	0.221404	0.415728	0.046488	0.059214	0.148278	0.336600	0.128977	0.263574	0.195417	0.197516	0.098708	0.116623	0.289460	0.142503
48	0.072335	0.278723	0.217793	0.366961	0.120282	0.109327	0.364912	0.279126	0.097817	0.193387	0.229327	0.423196	0.135498	0.339659	0.235588	0.145116	0.085045	0.184580	0.195612	0.331027	0.126978	0.234622	0.059150	0.158416	0.084968	0.240972	0.391471	0.699503	0.038968	0.051875	0.210112	0.208095	0.218044	0.176429	0.222061	0.416446	0.045130	0.058912	0.142407	0.394476	0.130633	0.264961	0.183360	0.119872	0.098083	0.115780	0.290136	0.161258
49	0.094641	0.266995	0.232472	0.370612	0.111042	0.123049	0.389351	0.306873	0.123780	0.221589	0.234430	0.409301	0.137063	0.328050	0.235764	0.175451	0.076225	0.215816	0.212174	0.354042	0.140113	0.295230	0.066447	0.158559	0.078695	0.242836	0.369602	0.711637	0.042008	0.055115	0.239752	0.286280	0.224736	0.175877	0.264303	0.413091	0.043268	0.057472	0.142701	0.400758	0.136197	0.263833	0.177776	0.099588	0.092926	0.106944	0.291407	0.184090
50	0.103179	0.247457	0.229493	0.335852	0.112870	0.158682	0.396737	0.325856	0.137285	0.229036	0.229071	0.360221	0.137033	0.302708	0.230691	0.257116	0.072358	0.247035	0.207956	0.363171	0.142035	0.300288	0.068373	0.157954	0.088873	0.262014	0.361260	0.643087	0.041935	0.056180	0.262866	0.302221	0.223132	0.186276	0.347621	0.365134	0.053063	0.063203	0.143077	0.418641	0.138171	0.264078	0.176390	0.095142	0.086993	0.104615	0.290087	0.180861
51	0.104020	0.221547	0.206584	0.257600	0.113396	0.176034	0.385178	0.329504	0.152185	0.231949	0.232618	0.351136	0.140814	0.277723	0.217967	0.283903	0.076775	0.259212	0.222339	0.377371	0.144355	0.304831	0.078378	0.149716	0.087504	0.265202	0.348629	0.547408	0.041796	0.051230	0.255676	0.298895	0.238900	0.243489	0.366172	0.275118	0.061454	0.066246	0.146180	0.474062	0.152744	0.267380	0.161288	0.093442	0.087257	0.099986	0.278375	0.189539
52	0.100965	0.251868	0.217708	0.253963	0.111428	0.178191	0.363516	0.323711	0.149438	0.216570	0.242452	0.349850	0.142989	0.270714	0.211328	0.288524	0.082476	0.260385	0.228154	0.380469	0.146051	0.306203	0.096244	0.109508	0.089654	0.255916	0.347912	0.509341	0.039951	0.049896	0.277498	0.306237	0.333730	0.336896	0.347319	0.219542	0.061276	0.066621	0.151656	0.539877	0.158098	0.271306	0.154330	0.117280	0.092468	0.079346	0.279440	0.186894
53	0.092855	0.269080	0.236265	0.284834	0.111350	0.178357	0.340686	0.313768	0.155093	0.199246	0.246194	0.306349	0.143177	0.261561	0.203707	0.318624	0.087714	0.271624	0.221672	0.370060	0.145066	0.302691	0.113322	0.066485	0.088796	0.216805	0.344350	0.490778	0.039987	0.057821	0.291864	0.340762	0.351535	0.340330	0.341194	0.213378	0.064866	0.067847	0.150102	0.586751	0.137839	0.223543	0.171223	0.141288	0.097800	0.080034	0.286353	0.187498
54	0.105191	0.269206	0.229718	0.300979	0.111286	0.182852	0.320361	0.299070	0.160635	0.199219	0.220558	0.222530	0.142804	0.257979	0.239633	0.367767	0.086250	0.287992	0.198232	0.317063	0.145167	0.297427	0.116891	0.049703	0.084031	0.162280	0.337734	0.483977	0.041232	0.057451	0.300669	0.405943	0.399566	0.341975	0.323326	0.163673	0.062942	0.067838	0.137320	0.605935	0.119289	0.147438	0.224477	0.201372	0.099549	0.083936	0.251490	0.194046
55	0.115494	0.268912	0.217424	0.301807	0.110745	0.191901	0.308101	0.282977	0.195563	0.205247	0.216709	0.194856	0.135139	0.254418	0.260227	0.427639	0.092463	0.301182	0.197133	0.263240	0.108451	0.252941	0.117371	0.050705	0.078612	0.160415	0.316737	0.464657	0.056206	0.066710	0.317235	0.440456	0.412436	0.384001	0.312600	0.124879	0.060862	0.065882	0.134323	0.603486	0.119594	0.232068	0.279370	0.266943	0.101783	0.078581	0.230836	0.194649
56	0.125484	0.266081	0.236607	0.300546	0.109207	0.208258	0.302145	0.282964	0.259698	0.243036	0.209999	0.186697	0.134797	0.254029	0.261617	0.467090	0.092150	0.299253	0.197952	0.246324	0.087134	0.235720	0.110339	0.054380	0.065458	0.177965	0.270921	0.387628	0.066539	0.080155	0.328043	0.441302	0.413096	0.393322	0.305082	0.119944	0.060571	0.066222	0.132297	0.596114	0.139739	0.303038	0.338263	0.296638	0.097118	0.077835	0.244135	0.201726
57	0.123639	0.238471	0.268773	0.289599	0.104991	0.226584	0.300539	0.296483	0.283980	0.248718	0.205690	0.133760	0.116195	0.224240	0.269121	0.474401	0.088820	0.290929	0.201788	0.245705	0.079299	0.186079	0.106353	0.067993	0.064017	0.183233	0.256231	0.271015	0.071675	0.085547	0.332666	0.440677	0.410479	0.396046	0.301958	0.114456	0.061063	0.066224	0.133772	0.594229	0.152917	0.317007	0.341890	0.301603	0.086998	0.118673	0.247976	0.197991
58	0.122137	0.224528	0.297116	0.276123	0.090311	0.241590	0.312969	0.311019	0.395404	0.352102	0.203043	0.095188	0.097796	0.209911	0.268571	0.475393	0.091550	0.272626	0.203536	0.226165	0.065794	0.115747	0.131839	0.092874	0.064305	0.193646	0.263405	0.227379	0.072006	0.085041	0.332511	0.437305	0.441230	0.400034	0.303929	0.174248	0.062821	0.065527	0.107085	0.593598	0.163345	0.323755	0.388711	0.350276	0.079436	0.127581	0.229296	0.198341
59	0.108886	0.226317	0.299159	0.274551	0.077562	0.260401	0.341740	0.350116	0.402374	0.377286	0.186170	0.105718	0.097787	0.198384	0.251707	0.481673	0.117529	0.261468	0.180653	0.189784	0.069326	0.123270	0.183289	0.112606	0.050824	0.222397	0.253694	0.224194	0.075265	0.090681	0.328320	0.439300	0.467049	0.393247	0.294720	0.347668	0.065327	0.064770	0.103099	0.587005	0.164087	0.322187	0.443528	0.386943	0.076517	0.133164	0.206228	0.191462
60	0.096810	0.215205	0.293944	0.275371	0.072131	0.274401	0.362398	0.383851	0.403042	0.379849	0.169245	0.103926	0.083310	0.165176	0.242959	0.481690	0.164648	0.240426	0.173962	0.188491	0.089939	0.191622	0.196211	0.184645	0.050355	0.259675	0.239383	0.184194	0.084530	0.096386	0.335579	0.438494	0.443355	0.333011	0.289320	0.408247	0.068787	0.067314	0.126761	0.554459	0.160660	0.316605	0.450171	0.386882	0.083638	0.177146	0.204376	0.170084
61	0.096657	0.256429	0.300876	0.275206	0.071657	0.282273	0.365335	0.399066	0.401769	0.380870	0.117141	0.094881	0.084987	0.182620	0.247838	0.480136	0.221102	0.228056	0.164221	0.170352	0.099671	0.210115	0.208553	0.197290	0.045191	0.264297	0.219716	0.172881	0.088898	0.096897	0.336845	0.415337	0.384579	0.253591	0.305731	0.412322	0.071934	0.070648	0.148152	0.508135	0.158666	0.310497	0.441362	0.379408	0.089852	0.239323	0.204452	0.158200
62	0.100541	0.280941	0.338179	0.246268	0.071051	0.285073	0.356582	0.401091	0.404162	0.380872	0.141707	0.105262	0.089686	0.187931	0.259371	0.442236	0.222645	0.246137	0.174118	0.159053	0.097957	0.210501	0.226306	0.223842	0.052379	0.277650	0.219979	0.166868	0.087886	0.095705	0.316959	0.363794	0.366957	0.270208	0.311249	0.440982	0.074950	0.073350	0.154204	0.501407	0.153925	0.312066	0.411794	0.368333	0.090395	0.247106	0.207952	0.152932
63	0.115870	0.280116	0.409962	0.260338	0.067005	0.283578	0.335500	0.389651	0.409250	0.385525	0.212278	0.167035	0.087206	0.187213	0.277735	0.419925	0.222113	0.248014	0.207717	0.176739	0.098142	0.209773	0.242580	0.291029	0.059973	0.328920	0.219147	0.167359	0.091990	0.093194	0.273445	0.344721	0.327411	0.266120	0.357192	0.564290	0.073679	0.073303	0.153969	0.513867	0.147698	0.264743	0.383047	0.342694	0.089785	0.253282	0.207187	0.141395
64	0.123849	0.298204	0.462900	0.306067	0.067445	0.277209	0.305829	0.374210	0.367935	0.361641	0.226919	0.198618	0.084872	0.189287	0.280810	0.417626	0.238975	0.246887	0.223442	0.203722	0.099009	0.216323	0.271357	0.366481	0.058894	0.368583	0.228151	0.187543	0.099772	0.093299	0.270687	0.343966	0.331293	0.211803	0.380087	0.625515	0.062321	0.067761	0.151917	0.490518	0.133051	0.161092	0.327728	0.330736	0.082268	0.256478	0.199134	0.129713
65	0.117440	0.311965	0.553465	0.421780	0.059395	0.258181	0.289090	0.373580	0.353184	0.357773	0.321577	0.308520	0.084295	0.194614	0.278169	0.399325	0.269919	0.245438	0.224292	0.221173	0.100530	0.223362	0.286599	0.393916	0.056894	0.368173	0.251236	0.212649	0.102411	0.092260	0.244881	0.338772	0.340092	0.202415	0.390034	0.630586	0.062638	0.067519	0.149566	0.426526	0.112474	0.114369	0.345861	0.332047	0.081469	0.263712	0.189468	0.116922
66	0.113472	0.321138	0.595259	0.470471	0.046265	0.241336	0.294516	0.397341	0.194163	0.249752	0.425507	0.488236	0.090231	0.200320	0.234057	0.360228	0.273769	0.243755	0.216093	0.228112	0.099880	0.227734	0.284429	0.392332	0.060296	0.366987	0.252905	0.226258	0.102321	0.088014	0.244031	0.308591	0.338824	0.208549	0.392206	0.634160	0.067799	0.082901	0.149782	0.346961	0.088458	0.084420	0.321227	0.295457	0.075792	0.294306	0.167668	0.110228
67	0.184456	0.366223	0.581765	0.470903	0.044875	0.237655	0.295318	0.427035	0.153116	0.197187	0.473237	0.506215	0.099594	0.215263	0.219560	0.294931	0.285784	0.263293	0.207210	0.229193	0.096104	0.227592	0.260081	0.387486	0.058789	0.359925	0.242425	0.224077	0.101722	0.086134	0.254403	0.220069	0.291927	0.205577	0.375361	0.616292	0.076511	0.105854	0.151933	0.286524	0.153091	0.165612	0.225046	0.229008	0.065270	0.329175	0.141543	0.095815
68	0.225408	0.380559	0.572895	0.473863	0.047088	0.240232	0.289486	0.444966	0.152117	0.192257	0.483795	0.501454	0.116597	0.249404	0.251161	0.228421	0.329139	0.318678	0.197072	0.224005	0.086326	0.199568	0.242590	0.371469	0.057866	0.331077	0.213288	0.227728	0.093909	0.078336	0.236141	0.127165	0.241434	0.203074	0.371303	0.568131	0.079441	0.107793	0.153684	0.264960	0.237083	0.257049	0.187480	0.214098	0.064804	0.354131	0.124498	0.070816
69	0.233901	0.375246	0.608000	0.491773	0.047905	0.239609	0.286016	0.453048	0.154962	0.221199	0.542290	0.523664	0.122015	0.308820	0.259175	0.204644	0.329595	0.329333	0.195999	0.227355	0.055471	0.126827	0.280208	0.365295	0.063914	0.322006	0.191742	0.215660	0.086465	0.068253	0.237140	0.117764	0.197531	0.204963	0.366368	0.541442	0.080003	0.113294	0.155274	0.261875	0.380607	0.367040	0.190596	0.223444	0.071748	0.362926	0.123529	0.067012
70	0.235184	0.392525	0.638773	0.506952	0.051252	0.233324	0.285839	0.454373	0.164513	0.220704	0.661717	0.571748	0.118507	0.365177	0.260720	0.206018	0.310250	0.329959	0.204186	0.229727	0.054074	0.125371	0.304294	0.408902	0.063136	0.324378	0.210989	0.193630	0.083994	0.083757	0.261092	0.127305	0.187567	0.205131	0.353282	0.541646	0.086384	0.132409	0.153764	0.264953	0.434245	0.423951	0.187544	0.241764	0.073263	0.362557	0.122888	0.068931
71	0.248677	0.429137	0.650330	0.532156	0.060549	0.221830	0.284964	0.451279	0.123099	0.209825	0.663817	0.577781	0.117882	0.365772	0.287961	0.199021	0.283840	0.358632	0.271792	0.231544	0.058344	0.129023	0.309297	0.407355	0.064402	0.301014	0.223501	0.194493	0.084639	0.088615	0.290298	0.132583	0.176159	0.180455	0.347836	0.513191	0.086816	0.137150	0.153378	0.267232	0.442380	0.433742	0.196351	0.251147	0.071440	0.357224	0.128300	0.088762
72	0.268683	0.433513	0.643994	0.571936	0.067791	0.203211	0.285893	0.441485	0.115897	0.207846	0.662287	0.583872	0.123762	0.365164	0.313899	0.193246	0.314251	0.367433	0.317813	0.245605	0.069691	0.134441	0.297771	0.362122	0.072767	0.236745	0.224759	0.194602	0.082406	0.087624	0.311375	0.117485	0.160740	0.171021	0.307404	0.364285	0.085264	0.136535	0.165662	0.267354	0.465108	0.458549	0.242014	0.280559	0.057123	0.320775	0.162196	0.104976
73	0.319393	0.470234	0.623355	0.603769	0.071443	0.180178	0.275972	0.429217	0.113608	0.199109	0.638320	0.573479	0.123733	0.349633	0.318904	0.181380	0.357498	0.405036	0.304557	0.239844	0.076772	0.130081	0.276899	0.308596	0.079778	0.181022	0.221319	0.177167	0.075772	0.083547	0.317613	0.115573	0.126167	0.159814	0.288646	0.277152	0.081732	0.135601	0.180281	0.261938	0.556384	0.539529	0.299391	0.300608	0.050879	0.301468	0.198466	0.105685
74	0.388441	0.501788	0.631103	0.598353	0.073584	0.150161	0.247694	0.401565	0.113841	0.186456	0.571115	0.430273	0.121424	0.349479	0.308973	0.177826	0.358823	0.404385	0.303866	0.218496	0.075787	0.119474	0.311817	0.328894	0.100045	0.173500	0.291185	0.158987	0.080181	0.088544	0.314497	0.116796	0.124696	0.190193	0.277679	0.281483	0.079403	0.141942	0.170082	0.249843	0.575140	0.565487	0.334756	0.335590	0.053187	0.297362	0.230082	0.102875
75	0.409736	0.505639	0.602927	0.554788	0.072759	0.123660	0.207347	0.364307	0.115899	0.186288	0.531938	0.396590	0.119572	0.351556	0.292557	0.198508	0.339118	0.397078	0.316420	0.231110	0.071658	0.105847	0.338783	0.341657	0.100973	0.175521	0.333688	0.161471	0.090850	0.087114	0.313290	0.130605	0.124323	0.201970	0.278907	0.292899	0.081701	0.151543	0.158910	0.229042	0.577025	0.572907	0.336483	0.366427	0.061487	0.291879	0.240887	0.106478
76	0.412781	0.498791	0.560697	0.497996	0.069611	0.102038	0.183662	0.337645	0.116634	0.195011	0.521998	0.397919	0.116371	0.351295	0.287715	0.220102	0.337402	0.395465	0.318914	0.265756	0.069567	0.095898	0.348261	0.343529	0.100266	0.170457	0.345982	0.161610	0.096569	0.087318	0.321748	0.183037	0.128093	0.209190	0.238917	0.346449	0.085919	0.162690	0.155480	0.192633	0.555486	0.549176	0.373944	0.368237	0.063861	0.289322	0.238063	0.106001
77	0.406943	0.479291	0.557483	0.493189	0.065562	0.095815	0.189147	0.323033	0.107331	0.168272	0.482306	0.383925	0.115831	0.353701	0.290289	0.217052	0.327851	0.390903	0.323988	0.274427	0.071201	0.097495	0.322829	0.337901	0.099466	0.157479	0.350284	0.151545	0.096121	0.089431	0.332313	0.242787	0.127902	0.207275	0.184466	0.328775	0.090643	0.175069	0.155072	0.149403	0.490905	0.497839	0.393560	0.381435	0.063839	0.268424	0.238688	0.115798
78	0.424149	0.484098	0.576029	0.529074	0.066536	0.133998	0.188077	0.324658	0.082493	0.169289	0.313102	0.339930	0.109992	0.357255	0.291848	0.211906	0.284005	0.352728	0.327213	0.276988	0.072506	0.099243	0.270574	0.292896	0.099217	0.120046	0.366782	0.149275	0.095977	0.092749	0.335061	0.270490	0.139093	0.201719	0.197139	0.322080	0.094069	0.184321	0.151736	0.121235	0.406186	0.417872	0.395114	0.419970	0.064063	0.237018	0.239486	0.132948
79	0.424705	0.485839	0.586225	0.615530	0.071755	0.191633	0.192796	0.326161	0.045403	0.171670	0.431791	0.394125	0.103280	0.353738	0.298693	0.213345	0.273198	0.352482	0.351101	0.301418	0.071846	0.097534	0.247180	0.231899	0.103253	0.109663	0.385862	0.209504	0.097627	0.097052	0.324817	0.276077	0.135710	0.194704	0.196916	0.331535	0.092372	0.185656	0.148659	0.109120	0.398834	0.413860	0.393981	0.473096	0.064120	0.207851	0.249627	0.157302
80	0.428353	0.478380	0.626364	0.703591	0.071610	0.238133	0.192423	0.312017	0.045414	0.147935	0.586023	0.446049	0.086952	0.334227	0.300254	0.225384	0.272164	0.371072	0.422987	0.396014	0.063499	0.087141	0.225791	0.192354	0.099766	0.110206	0.383362	0.265000	0.098271	0.097745	0.308827	0.274192	0.138545	0.193979	0.200685	0.346210	0.085164	0.176026	0.146663	0.110666	0.393781	0.401681	0.375653	0.454024	0.069297	0.158492	0.264461	0.190180
81	0.445290	0.451318	0.736146	0.783042	0.072091	0.294661	0.187251	0.276822	0.053574	0.128744	0.631418	0.442874	0.088753	0.291400	0.319587	0.249687	0.257038	0.351495	0.429532	0.485272	0.044530	0.061883	0.224780	0.187744	0.091615	0.108826	0.397441	0.283967	0.104384	0.104918	0.307986	0.271190	0.142676	0.196254	0.201796	0.350789	0.076888	0.168821	0.143844	0.112398	0.247555	0.296987	0.332272	0.438379	0.075908	0.145294	0.278810	0.206873
82	0.446325	0.410690	0.794626	0.793150	0.072598	0.323520	0.185108	0.223085	0.083578	0.143296	0.643582	0.449981	0.101919	0.201576	0.320504	0.250258	0.217939	0.332375	0.390929	0.488846	0.040358	0.065333	0.191981	0.183248	0.086758	0.096505	0.391119	0.285364	0.112544	0.110866	0.295686	0.278708	0.184654	0.218832	0.201458	0.359687	0.077767	0.168349	0.141413	0.112319	0.181292	0.235125	0.276438	0.423479	0.077337	0.145062	0.285159	0.204580
83	0.420353	0.359418	0.781259	0.759601	0.075053	0.345164	0.192626	0.174644	0.087117	0.140942	0.713762	0.549414	0.102880	0.198077	0.322508	0.247316	0.131536	0.273618	0.384339	0.520481	0.046823	0.079877	0.122361	0.164006	0.064128	0.077589	0.325863	0.281076	0.112445	0.095959	0.271224	0.287094	0.322086	0.293527	0.214062	0.383379	0.072935	0.169869	0.144294	0.106838	0.142857	0.187999	0.259274	0.401626	0.077364	0.144226	0.276638	0.193739
84	0.365202	0.318048	0.752306	0.745559	0.092054	0.370853	0.228364	0.152288	0.083854	0.124595	0.790425	0.612447	0.094648	0.177134	0.315255	0.263350	0.094848	0.259373	0.379907	0.619917	0.044952	0.079300	0.049089	0.155926	0.066203	0.089618	0.316386	0.270165	0.112901	0.090245	0.230746	0.289267	0.431531	0.324594	0.220186	0.373109	0.069449	0.181962	0.144548	0.101353	0.110613	0.148905	0.231382	0.404181	0.078317	0.144236	0.252034	0.190015
85	0.329571	0.289592	0.720269	0.772330	0.102243	0.389778	0.312133	0.204066	0.109378	0.123072	0.864941	0.624654	0.089198	0.177351	0.305213	0.297227	0.081881	0.275177	0.467490	0.673335	0.041541	0.076553	0.039013	0.168152	0.069295	0.093387	0.328943	0.270041	0.116866	0.085573	0.196360	0.289462	0.449815	0.351316	0.352164	0.333757	0.072177	0.203461	0.145642	0.112010	0.118184	0.163006	0.161908	0.400769	0.079993	0.151716	0.220058	0.190223
86	0.334372	0.288986	0.729922	0.847026	0.099480	0.399287	0.388791	0.292351	0.113380	0.115011	0.906063	0.609666	0.087699	0.182900	0.304414	0.308779	0.098477	0.301537	0.594159	0.674536	0.039789	0.083886	0.049457	0.203372	0.069972	0.096091	0.346105	0.264544	0.118346	0.083891	0.172492	0.288554	0.549147	0.456879	0.456097	0.428173	0.074044	0.217580	0.133977	0.148731	0.128084	0.170876	0.204307	0.378573	0.073093	0.157207	0.203346	0.187191
87	0.320605	0.283324	0.748760	0.902463	0.094149	0.403773	0.446362	0.346460	0.120034	0.143619	0.840051	0.571585	0.088431	0.212220	0.296616	0.298560	0.124588	0.320767	0.676971	0.678430	0.037695	0.089565	0.051681	0.223537	0.063037	0.094758	0.315754	0.272761	0.114805	0.080018	0.159942	0.290584	0.566327	0.466823	0.495268	0.491518	0.075242	0.221694	0.106972	0.173033	0.129813	0.167457	0.299485	0.321891	0.065724	0.171092	0.201754	0.186078
88	0.270370	0.241116	0.746533	0.903867	0.091123	0.432667	0.495980	0.411570	0.127977	0.151803	0.743670	0.526811	0.088565	0.257287	0.291177	0.292721	0.126926	0.322541	0.710866	0.688890	0.042112	0.092866	0.060529	0.225232	0.060708	0.096690	0.293775	0.225957	0.109195	0.088593	0.164157	0.289611	0.580705	0.473687	0.510796	0.487397	0.072707	0.222310	0.112589	0.179850	0.129988	0.168529	0.315335	0.327399	0.064848	0.176597	0.204944	0.187707
89	0.257946	0.244423	0.719135	0.842479	0.128468	0.510835	0.501858	0.493107	0.135975	0.159023	0.712518	0.507791	0.088402	0.289008	0.288810	0.321967	0.125995	0.303296	0.715362	0.679046	0.047025	0.098338	0.061116	0.225289	0.058659	0.096684	0.310242	0.159890	0.102660	0.099865	0.162849	0.269234	0.594863	0.484381	0.543775	0.509125	0.065186	0.219070	0.139980	0.180329	0.120964	0.154507	0.321910	0.330522	0.070881	0.166905	0.196339	0.187880
90	0.254302	0.255543	0.663144	0.758606	0.174698	0.572506	0.497975	0.539424	0.141475	0.172470	0.730247	0.499376	0.086645	0.297560	0.289552	0.356116	0.128023	0.273027	0.738108	0.627194	0.047120	0.103163	0.058586	0.214207	0.062070	0.093311	0.296952	0.122838	0.094759	0.104860	0.144518	0.222638	0.604298	0.491123	0.594491	0.547358	0.059731	0.217776	0.158782	0.184723	0.108333	0.138497	0.345618	0.323798	0.083115	0.146039	0.191029	0.190643
91	0.228768	0.259141	0.535192	0.661607	0.184688	0.600422	0.521195	0.545967	0.160439	0.203100	0.676915	0.395286	0.084365	0.292651	0.278100	0.366781	0.133505	0.261921	0.744302	0.559032	0.042769	0.106520	0.058319	0.174573	0.065808	0.096053	0.297131	0.116256	0.091371	0.106403	0.132364	0.184210	0.587490	0.471829	0.605067	0.546022	0.053730	0.213060	0.162664	0.196075	0.106481	0.140419	0.350384	0.320936	0.089822	0.122237	0.178323	0.236644
92	0.201939	0.259260	0.406534	0.604567	0.188154	0.613995	0.555365	0.555383	0.168298	0.217798	0.595882	0.281707	0.081069	0.289470	0.266621	0.355080	0.135332	0.262026	0.769861	0.576373	0.038182	0.102442	0.105505	0.191992	0.065580	0.097115	0.286998	0.170227	0.089753	0.108481	0.120055	0.170831	0.513218	0.412709	0.606103	0.573811	0.050913	0.208612	0.162430	0.216443	0.104733	0.139109	0.348541	0.339370	0.083665	0.124117	0.181062	0.292797
93	0.192392	0.259635	0.394798	0.625418	0.191315	0.615628	0.590408	0.592195	0.154657	0.211505	0.491405	0.237405	0.071417	0.285264	0.237594	0.338659	0.133534	0.264552	0.782233	0.565849	0.037123	0.102163	0.168106	0.226566	0.059622	0.083594	0.247842	0.301851	0.089923	0.116438	0.107613	0.169753	0.431702	0.385370	0.606093	0.575445	0.059432	0.208258	0.166436	0.228026	0.111413	0.138583	0.349988	0.340767	0.086292	0.122063	0.233431	0.322424
94	0.172261	0.221029	0.391025	0.621770	0.192540	0.607267	0.638260	0.652573	0.149228	0.210107	0.422096	0.240434	0.048718	0.281172	0.234871	0.343154	0.134033	0.266699	0.802758	0.456750	0.034996	0.095779	0.212492	0.226374	0.060954	0.079566	0.212132	0.343514	0.084693	0.118631	0.102758	0.168111	0.406305	0.344868	0.566911	0.553223	0.062745	0.208903	0.173208	0.233450	0.099867	0.125030	0.373119	0.320072	0.087230	0.120222	0.291135	0.324232
95	0.152858	0.204017	0.412252	0.580927	0.198329	0.594950	0.674242	0.719104	0.145339	0.189461	0.420662	0.205959	0.039256	0.287644	0.203198	0.358088	0.153857	0.274374	0.840584	0.354363	0.040552	0.085788	0.222153	0.210706	0.061823	0.073362	0.193334	0.355082	0.074924	0.112162	0.103018	0.156018	0.257012	0.197846	0.508780	0.464712	0.062402	0.210371	0.181196	0.235882	0.164963	0.170663	0.328028	0.288191	0.089504	0.128367	0.321302	0.340316
96	0.138585	0.207111	0.400741	0.468390	0.198959	0.570440	0.687447	0.767499	0.137538	0.176884	0.495252	0.166506	0.044154	0.292917	0.170318	0.362818	0.195137	0.263405	0.773243	0.318844	0.047067	0.084726	0.255584	0.211172	0.062329	0.073561	0.185595	0.428148	0.075712	0.111636	0.104754	0.133115	0.220784	0.181692	0.511631	0.452436	0.061735	0.208784	0.189994	0.236600	0.223803	0.199397	0.299652	0.235615	0.097100	0.149312	0.334822	0.382507
97	0.137066	0.208718	0.344130	0.322763	0.203855	0.552311	0.687927	0.781630	0.132370	0.174125	0.594296	0.141846	0.046668	0.299094	0.171240	0.339893	0.186148	0.225723	0.699787	0.310205	0.045402	0.080653	0.303948	0.244419	0.059391	0.067708	0.173359	0.516030	0.077672	0.116764	0.109333	0.121216	0.182880	0.166178	0.614466	0.505320	0.060581	0.192355	0.198594	0.237169	0.268053	0.219922	0.323376	0.216118	0.113158	0.181691	0.333141	0.418666
98	0.127938	0.194418	0.391049	0.278568	0.210911	0.538966	0.686868	0.783107	0.104948	0.144326	0.579050	0.155779	0.045856	0.304646	0.176135	0.327234	0.182327	0.221891	0.681482	0.285796	0.051159	0.119545	0.333092	0.271015	0.081410	0.091231	0.133994	0.547678	0.075932	0.123287	0.114660	0.122209	0.122682	0.127380	0.664107	0.507279	0.058058	0.174580	0.201076	0.235005	0.289896	0.230906	0.348156	0.224907	0.123994	0.202302	0.348639	0.443192
99	0.120373	0.181889	0.493561	0.286735	0.212953	0.521321	0.679078	0.781484	0.069848	0.099363	0.560686	0.173007	0.046756	0.300147	0.179025	0.327130	0.203299	0.254570	0.707954	0.279592	0.058338	0.126580	0.343531	0.295831	0.128559	0.143415	0.183525	0.548916	0.071685	0.123193	0.128329	0.129130	0.080699	0.118868	0.620550	0.483653	0.054031	0.156071	0.190447	0.218884	0.332243	0.260717	0.348084	0.239020	0.125117	0.195368	0.366794	0.452037
